Registro_ID,Provincia_ID,Año,Trimestre,Provincias,Accesos telefonía fija cada 100 hab,Accesos telefonía fija cada 100 hogares,TiempoTrim_ID,Periodo,PenHab_QoQ_%,PenHab_YoY_%,PenHog_QoQ_%,PenHog_YoY_%
637,12,2018,3,La Rioja,9.0,33.79,20183,2018Q3,-2.0674646354733373,-11.504424778761058,-2.086351782092144,-11.567652447003407
613,12,2018,4,La Rioja,8.79,33.01,20184,2018Q4,-2.333333333333343,-12.71102284011918,-2.3083752589523554,-12.741210679355008
589,12,2019,1,La Rioja,8.49,31.89,20191,2019Q1,-3.4129692832764347,-9.968186638388122,-3.39291123901847,-9.99153259949196
565,12,2019,2,La Rioja,8.14,30.56,20192,2019Q2,-4.122497055359242,-11.425462459194769,-4.170586390718101,-11.445957693422192
541,12,2019,3,La Rioja,7.59,28.52,20193,2019Q3,-6.756756756756765,-15.666666666666673,-6.675392670157065,-15.596330275229352
517,12,2019,4,La Rioja,7.26,27.27,20194,2019Q4,-4.347826086956519,-17.40614334470989,-4.382889200561014,-17.388670099969705
493,12,2020,1,La Rioja,6.91,25.96,20201,2020Q1,-4.820936639118456,-18.610129564193166,-4.803813714704797,-18.59517089996864
469,12,2020,2,La Rioja,7.51,28.2,20202,2020Q2,8.683068017366136,-7.739557739557745,8.628659476117107,-7.7225130890052345
445,12,2020,3,La Rioja,7.46,28.01,20203,2020Q3,-0.665778961384822,-1.7127799736495364,-0.6737588652482196,-1.7882187938288885
421,12,2020,4,La Rioja,7.41,27.82,20204,2020Q4,-0.6702412868632712,2.066115702479343,-0.6783291681542347,2.0168683535020104
397,12,2021,1,La Rioja,6.19,23.25,20211,2021Q1,-16.464237516869098,-10.419681620839361,-16.42703091301222,-10.43913713405239
373,12,2021,2,La Rioja,5.69,21.37,20212,2021Q2,-8.077544426494343,-24.234354194407448,-8.08602150537634,-24.219858156028362
349,12,2021,3,La Rioja,5.48,20.59,20213,2021Q3,-3.690685413005268,-26.54155495978552,-3.649976602714089,-26.49053909318101
325,12,2021,4,La Rioja,6.76,25.41,20214,2021Q4,23.357664233576635,-8.771929824561408,23.40942204953862,-8.662832494608196
301,12,2022,1,La Rioja,7.02,26.35,20221,2022Q1,3.8461538461538325,13.408723747980588,3.699330972058257,13.33333333333333
277,12,2022,2,La Rioja,6.69,25.15,20222,2022Q2,-4.700854700854684,17.574692442882256,-4.554079696394697,17.6883481516144
253,12,2022,3,La Rioja,6.45,24.24,20223,2022Q3,-3.58744394618834,17.700729927007288,-3.618290258449308,17.727051966974262
229,12,2022,4,La Rioja,6.47,24.29,20224,2022Q4,0.31007751937983663,-4.289940828402372,0.20627062706271015,-4.40771349862259
205,12,2023,1,La Rioja,6.54,24.58,20231,2023Q1,1.0819165378670892,-6.8376068376068355,1.193906957595714,-6.717267552182172
181,12,2023,2,La Rioja,5.96,22.38,20232,2023Q2,-8.868501529051986,-10.911808669656208,-8.950366151342548,-11.013916500994036
157,12,2023,3,La Rioja,5.93,22.26,20233,2023Q3,-0.5033557046979942,-8.062015503875974,-0.5361930294906059,-8.168316831683153
133,12,2023,4,La Rioja,5.82,21.85,20234,2023Q4,-1.8549747048903775,-10.046367851622861,-1.8418688230009028,-10.045286125977759
109,12,2024,1,La Rioja,5.96,23.86,20241,2024Q1,2.405498281786933,-8.868501529051986,9.199084668192214,-2.929210740439381
85,12,2024,2,La Rioja,5.79,23.18,20242,2024Q2,-2.8523489932885893,-2.8523489932885893,-2.849958088851634,3.574620196604106
61,12,2024,3,La Rioja,5.66,22.66,20243,2024Q3,-2.2452504317789224,-4.553119730185495,-2.2433132010353685,1.7969451931715952
37,12,2024,4,La Rioja,4.93,19.71,20244,2024Q4,-12.897526501766787,-15.292096219931285,-13.018534863195052,-9.794050343249427
13,12,2025,1,La Rioja,5.11,20.45,20251,2025Q1,3.6511156186612714,-14.261744966442947,3.7544393708777157,-14.29170159262364
1068,13,2014,1,Mendoza,17.26,61.84,20141,2014Q1,,,,
1044,13,2014,2,Mendoza,17.2,61.64,20142,2014Q2,-0.34762456546930665,,-0.3234152652005218,
1020,13,2014,3,Mendoza,17.15,61.44,20143,2014Q3,-0.29069767441860517,,-0.32446463335497056,
996,13,2014,4,Mendoza,17.49,62.68,20144,2014Q4,1.9825072886297423,,2.018229166666674,
972,13,2015,1,Mendoza,18.05,64.69,20151,2015Q1,3.201829616923968,4.577056778679012,3.2067645181876214,4.6086675291073576
948,13,2015,2,Mendoza,18.6,66.63,20152,2015Q2,3.0470914127423754,8.139534883720945,2.998917916215804,8.095392602206353
924,13,2015,3,Mendoza,18.97,67.97,20153,2015Q3,1.9892473118279463,10.612244897959178,2.011106108359595,10.628255208333325
900,13,2015,4,Mendoza,19.06,68.31,20154,2015Q4,0.4744333157617353,8.976558033161819,0.5002206855965863,8.982131461391196
876,13,2016,1,Mendoza,20.06,71.88,20161,2016Q1,5.246589716684147,11.135734072022153,5.22617479139218,11.114546297727612
852,13,2016,2,Mendoza,19.42,69.6,20162,2016Q2,-3.1904287138584064,4.408602150537644,-3.171953255425708,4.457451598379114
828,13,2016,3,Mendoza,19.77,70.85,20163,2016Q3,1.8022657054582725,4.217185028993153,1.7959770114942541,4.237163454465209
804,13,2016,4,Mendoza,19.89,71.28,20164,2016Q4,0.6069802731411222,4.35466946484786,0.606916019760062,4.347826086956519
780,13,2017,1,Mendoza,20.06,71.88,20171,2017Q1,0.8547008547008517,0.0,0.8417508417508435,0.0
756,13,2017,2,Mendoza,19.42,69.6,20172,2017Q2,-3.1904287138584064,0.0,-3.171953255425708,0.0
732,13,2017,3,Mendoza,19.77,70.85,20173,2017Q3,1.8022657054582725,0.0,1.7959770114942541,0.0
708,13,2017,4,Mendoza,19.89,71.28,20174,2017Q4,0.6069802731411222,0.0,0.606916019760062,0.0
684,13,2018,1,Mendoza,18.56,66.49,20181,2018Q1,-6.686777275012579,-7.477567298105681,-6.719977553310896,-7.498608792431827
660,13,2018,2,Mendoza,18.51,66.32,20182,2018Q2,-0.26939655172412147,-4.685890834191553,-0.25567754549556954,-4.712643678160921
636,13,2018,3,Mendoza,18.46,66.15,20183,2018Q3,-0.2701242571582996,-6.6262013151239145,-0.2563329312424423,-6.633733239237816
612,13,2018,4,Mendoza,18.42,66.01,20184,2018Q4,-0.21668472372696757,-7.390648567119151,-0.2116402116402072,-7.3933782267115555
588,13,2019,1,Mendoza,12.28,43.99,20191,2019Q1,-33.33333333333335,-33.83620689655172,-33.3585820330253,-33.839675139118654
564,13,2019,2,Mendoza,11.82,42.35,20192,2019Q2,-3.7459283387622055,-36.14262560777958,-3.728120027278925,-36.14294330518696
540,13,2019,3,Mendoza,11.44,40.98,20193,2019Q3,-3.2148900169204797,-38.02816901408451,-3.234946871310518,-38.049886621315196
516,13,2019,4,Mendoza,11.05,39.6,20194,2019Q4,-3.409090909090895,-40.01085776330077,-3.367496339677878,-40.00908953188911
492,13,2020,1,Mendoza,10.62,38.07,20201,2020Q1,-3.891402714932135,-13.51791530944626,-3.863636363636369,-13.457604000909296
468,13,2020,2,Mendoza,10.25,36.73,20202,2020Q2,-3.4839924670433065,-13.282571912013541,-3.5198318886262236,-13.270365997638734
444,13,2020,3,Mendoza,9.85,35.3,20203,2020Q3,-3.9024390243902474,-13.898601398601397,-3.8932752518377356,-13.860419716935091
420,13,2020,4,Mendoza,9.83,35.21,20204,2020Q4,-0.20304568527917954,-11.040723981900458,-0.25495750708214304,-11.085858585858588
396,13,2021,1,Mendoza,9.9,35.47,20211,2021Q1,0.7121057985757906,-6.779661016949145,0.7384265833569881,-6.829524560021016
372,13,2021,2,Mendoza,9.86,35.33,20212,2021Q2,-0.40404040404041774,-3.804878048780491,-0.3946997462644486,-3.8115981486523287
348,13,2021,3,Mendoza,9.83,35.23,20213,2021Q3,-0.30425963488842633,-0.20304568527917954,-0.2830455703368262,-0.1983002832861236
324,13,2021,4,Mendoza,10.23,36.67,20214,2021Q4,4.069175991861651,4.069175991861651,4.087425489639518,4.146549275773936
300,13,2022,1,Mendoza,8.25,29.56,20221,2022Q1,-19.354838709677423,-16.666666666666675,-19.38914644123262,-16.661967860163518
276,13,2022,2,Mendoza,6.93,24.83,20222,2022Q2,-16.000000000000004,-29.716024340770787,-16.001353179972945,-29.71978488536654
252,13,2022,3,Mendoza,6.94,24.89,20223,2022Q3,0.14430014430015792,-29.399796541200406,0.2416431735803526,-29.34998580755037
228,13,2022,4,Mendoza,8.15,29.21,20224,2022Q4,17.435158501440927,-20.332355816226787,17.35636801928486,-20.34360512680665
204,13,2023,1,Mendoza,8.68,31.1,20231,2023Q1,6.503067484662561,5.212121212121201,6.470386853817178,5.209742895805158
180,13,2023,2,Mendoza,8.47,30.36,20232,2023Q2,-2.419354838709664,22.222222222222232,-2.3794212218649635,22.271445831655257
156,13,2023,3,Mendoza,8.53,30.58,20233,2023Q3,0.7083825265643329,22.910662824207485,0.7246376811594235,22.8605865809562
132,13,2023,4,Mendoza,9.44,33.83,20234,2023Q4,10.668229777256744,15.828220858895703,10.627861347285815,15.816501198219779
108,13,2024,1,Mendoza,8.35,31.42,20241,2024Q1,-11.546610169491522,-3.801843317972353,-7.123854566952403,1.028938906752419
84,13,2024,2,Mendoza,8.33,31.34,20242,2024Q2,-0.23952095808382756,-1.6528925619834767,-0.25461489497136114,3.22793148880105
60,13,2024,3,Mendoza,8.31,31.26,20243,2024Q3,-0.24009603841536054,-2.579132473622492,-0.255264837268665,2.2236756049705875
36,13,2024,4,Mendoza,8.81,33.14,20244,2024Q4,6.016847172081818,-6.673728813559309,6.01407549584132,-2.0396098137747454
12,13,2025,1,Mendoza,8.63,32.47,20251,2025Q1,-2.0431328036322305,3.3532934131736747,-2.021726010863012,3.341820496499026
1067,14,2014,1,Misiones,9.49,34.85,20141,2014Q1,,,,
1043,14,2014,2,Misiones,9.45,34.7,20142,2014Q2,-0.42149631190727677,,-0.43041606886656814,
1019,14,2014,3,Misiones,9.52,34.93,20143,2014Q3,0.7407407407407529,,0.6628242074927959,
995,14,2014,4,Misiones,9.47,34.75,20144,2014Q4,-0.5252100840336005,,-0.5153163469796773,
971,14,2015,1,Misiones,9.33,34.25,20151,2015Q1,-1.4783526927138357,-1.6859852476290849,-1.4388489208633115,-1.7216642754662836
947,14,2015,2,Misiones,9.3,34.15,20152,2015Q2,-0.3215434083601254,-1.5873015873015706,-0.29197080291971655,-1.5850144092219187
923,14,2015,3,Misiones,9.5,34.87,20153,2015Q3,2.1505376344086002,-0.21008403361344463,2.108345534407019,-0.17177211565989614
899,14,2015,4,Misiones,9.35,34.31,20154,2015Q4,-1.5789473684210575,-1.2671594508975814,-1.605965012905064,-1.2661870503597017
875,14,2016,1,Misiones,9.6,35.26,20161,2016Q1,2.673796791443861,2.893890675241151,2.7688720489652985,2.9489051094890417
851,14,2016,2,Misiones,9.19,33.73,20162,2016Q2,-4.270833333333335,-1.1827956989247435,-4.339194554736247,-1.2298682284041074
827,14,2016,3,Misiones,9.17,33.68,20163,2016Q3,-0.21762785636560977,-3.4736842105263177,-0.14823599169877522,-3.4126756524232804
803,14,2016,4,Misiones,9.52,34.94,20164,2016Q4,3.8167938931297662,1.8181818181818077,3.741092636579557,1.8361993587875158
779,14,2017,1,Misiones,9.6,35.26,20171,2017Q1,0.8403361344537785,0.0,0.9158557527189526,0.0
755,14,2017,2,Misiones,9.19,33.73,20172,2017Q2,-4.270833333333335,0.0,-4.339194554736247,0.0
731,14,2017,3,Misiones,9.17,33.68,20173,2017Q3,-0.21762785636560977,0.0,-0.14823599169877522,0.0
707,14,2017,4,Misiones,9.52,34.94,20174,2017Q4,3.8167938931297662,0.0,3.741092636579557,0.0
683,14,2018,1,Misiones,8.42,30.9,20181,2018Q1,-11.554621848739488,-12.291666666666668,-11.562678878076705,-12.365286443562107
659,14,2018,2,Misiones,8.77,32.21,20182,2018Q2,4.156769596199528,-4.570184983677905,4.239482200647249,-4.506374147643033
635,14,2018,3,Misiones,8.41,30.87,20183,2018Q3,-4.104903078677302,-8.287895310796067,-4.160198696057127,-8.343230403800472
611,14,2018,4,Misiones,8.41,30.89,20184,2018Q4,0.0,-11.65966386554621,0.06478781988985549,-11.591299370349162
587,14,2019,1,Misiones,8.18,30.04,20191,2019Q1,-2.734839476813322,-2.8503562945368155,-2.751699579151834,-2.783171521035599
563,14,2019,2,Misiones,7.97,29.27,20192,2019Q2,-2.5672371638141844,-9.122006841505126,-2.563249001331558,-9.127600124185042
539,14,2019,3,Misiones,7.67,28.16,20193,2019Q3,-3.7641154328732718,-8.799048751486326,-3.7922787837376126,-8.77874959507613
515,14,2019,4,Misiones,7.48,27.47,20194,2019Q4,-2.4771838331160256,-11.058263971462544,-2.450284090909094,-11.071544189057958
491,14,2020,1,Misiones,7.23,26.54,20201,2020Q1,-3.342245989304815,-11.613691931540338,-3.385511467054969,-11.651131824234351
467,14,2020,2,Misiones,7.01,25.73,20202,2020Q2,-3.042876901798075,-12.045169385194477,-3.0519969856819817,-12.094294499487523
443,14,2020,3,Misiones,7.03,25.83,20203,2020Q3,0.28530670470756636,-8.34419817470664,0.3886513797123792,-8.27414772727273
419,14,2020,4,Misiones,6.77,24.85,20204,2020Q4,-3.69843527738265,-9.491978609625685,-3.794037940379391,-9.537677466326889
395,14,2021,1,Misiones,6.53,23.98,20211,2021Q1,-3.545051698670598,-9.681881051175656,-3.5010060362173023,-9.645817633760355
371,14,2021,2,Misiones,6.45,23.67,20212,2021Q2,-1.2251148545176171,-7.988587731811691,-1.2927439532944063,-8.006218422075396
347,14,2021,3,Misiones,6.24,22.92,20213,2021Q3,-3.2558139534883734,-11.237553342816497,-3.168567807351075,-11.265969802555153
323,14,2021,4,Misiones,7.78,28.58,20214,2021Q4,24.679487179487182,14.918759231905465,24.694589877835927,15.010060362173029
299,14,2022,1,Misiones,7.27,26.68,20221,2022Q1,-6.555269922879181,11.332312404287892,-6.648005598320495,11.25938281901584
275,14,2022,2,Misiones,6.08,22.31,20222,2022Q2,-16.36863823933975,-5.736434108527133,-16.37931034482759,-5.74566962399663
251,14,2022,3,Misiones,6.06,22.26,20223,2022Q3,-0.328947368421062,-2.8846153846153966,-0.22411474675032572,-2.8795811518324665
227,14,2022,4,Misiones,6.03,22.12,20224,2022Q4,-0.4950495049504844,-22.493573264781485,-0.6289308176100628,-22.6032190342897
203,14,2023,1,Misiones,6.8,24.96,20231,2023Q1,12.76948590381426,-6.464924346629985,12.839059674502717,-6.446776611694149
179,14,2023,2,Misiones,5.77,21.19,20232,2023Q2,-15.147058823529413,-5.0986842105263275,-15.104166666666663,-5.020170327207518
155,14,2023,3,Misiones,5.58,20.48,20233,2023Q3,-3.2928942807625594,-7.920792079207917,-3.3506370929683893,-7.9964061096136625
131,14,2023,4,Misiones,5.38,19.75,20234,2023Q4,-3.584229390681004,-10.779436152570486,-3.564453125,-10.71428571428572
107,14,2024,1,Misiones,6.41,24.83,20241,2024Q1,19.144981412639407,-5.735294117647049,25.721518987341764,-0.5208333333333481
83,14,2024,2,Misiones,6.25,24.2,20242,2024Q2,-2.49609984399376,8.318890814558078,-2.5372533225936356,14.204813591316645
59,14,2024,3,Misiones,6.13,23.72,20243,2024Q3,-1.9199999999999995,9.856630824372758,-1.983471074380172,15.8203125
35,14,2024,4,Misiones,4.23,16.34,20244,2024Q4,-30.995106035889066,-21.375464684014855,-31.11298482293423,-17.265822784810126
11,14,2025,1,Misiones,4.14,16.02,20251,2025Q1,-2.1276595744680993,-35.413416536661465,-1.9583843329253336,-35.48127265404752
1066,15,2014,1,Neuquén,15.27,51.29,20141,2014Q1,,,,
1042,15,2014,2,Neuquén,15.22,51.12,20142,2014Q2,-0.3274394237066103,,-0.33144862546306,
1018,15,2014,3,Neuquén,15.16,50.92,20143,2014Q3,-0.3942181340341633,,-0.391236306729259,
994,15,2014,4,Neuquén,15.29,51.34,20144,2014Q4,0.8575197889181929,,0.824823252160245,
970,15,2015,1,Neuquén,15.58,52.35,20151,2015Q1,1.8966644865925586,2.030124426981006,1.9672769770159748,2.0666796646519936
946,15,2015,2,Neuquén,15.79,53.02,20152,2015Q2,1.347881899871628,3.745072273324568,1.279847182425975,3.716744913928016
922,15,2015,3,Neuquén,15.9,53.41,20153,2015Q3,0.6966434452184922,4.881266490765168,0.7355714824594406,4.890023566378621
898,15,2015,4,Neuquén,17.37,58.34,20154,2015Q4,9.245283018867934,13.60366252452585,9.23048118329901,13.634592910011678
874,15,2016,1,Neuquén,16.27,54.66,20161,2016Q1,-6.332757628094421,4.428754813863933,-6.307850531367853,4.41260744985672
850,15,2016,2,Neuquén,15.75,52.92,20162,2016Q2,-3.19606637984019,-0.2533248891703588,-3.18331503841931,-0.18860807242550015
826,15,2016,3,Neuquén,16.14,54.22,20163,2016Q3,2.4761904761904763,1.5094339622641506,2.4565381708238743,1.5165699307245983
802,15,2016,4,Neuquén,16.1,54.08,20164,2016Q4,-0.24783147459727095,-7.311456534254457,-0.25820730357801747,-7.302022625985605
778,15,2017,1,Neuquén,16.27,54.66,20171,2017Q1,1.055900621118,0.0,1.072485207100593,0.0
754,15,2017,2,Neuquén,15.75,52.92,20172,2017Q2,-3.19606637984019,0.0,-3.18331503841931,0.0
730,15,2017,3,Neuquén,16.14,54.22,20173,2017Q3,2.4761904761904763,0.0,2.4565381708238743,0.0
706,15,2017,4,Neuquén,16.1,54.08,20174,2017Q4,-0.24783147459727095,0.0,-0.25820730357801747,0.0
682,15,2018,1,Neuquén,15.1,50.72,20181,2018Q1,-6.211180124223614,-7.191149354640447,-6.213017751479288,-7.2081961214782275
658,15,2018,2,Neuquén,15.04,50.51,20182,2018Q2,-0.3973509933774877,-4.507936507936517,-0.4140378548895929,-4.554043839758137
634,15,2018,3,Neuquén,14.98,50.34,20183,2018Q3,-0.3989361702127603,-7.187112763320947,-0.3365670164323764,-7.156030984876416
610,15,2018,4,Neuquén,16.78,56.38,20184,2018Q4,12.016021361815765,4.223602484472044,11.998410806515691,4.2529585798816605
586,15,2019,1,Neuquén,12.8,42.99,20191,2019Q1,-23.718712753277714,-15.231788079470189,-23.74955658034764,-15.240536277602523
562,15,2019,2,Neuquén,12.48,41.94,20192,2019Q2,-2.500000000000002,-17.021276595744673,-2.4424284717376232,-16.96693724015047
538,15,2019,3,Neuquén,12.23,41.09,20193,2019Q3,-2.003205128205132,-18.35781041388518,-2.026704816404379,-18.375049662296384
514,15,2019,4,Neuquén,11.98,40.25,20194,2019Q4,-2.044153720359776,-28.605482717520857,-2.0442930153322103,-28.609435970202203
490,15,2020,1,Neuquén,11.72,39.37,20201,2020Q1,-2.170283806343909,-8.437499999999998,-2.1863354037267135,-8.420562921609687
466,15,2020,2,Neuquén,11.47,38.52,20202,2020Q2,-2.1331058020477855,-8.092948717948712,-2.159004318008617,-8.154506437768227
442,15,2020,3,Neuquén,11.19,37.6,20203,2020Q3,-2.441150828247607,-8.503679476696657,-2.3883696780893082,-8.49355074227306
418,15,2020,4,Neuquén,11.17,37.52,20204,2020Q4,-0.17873100983020196,-6.761268781302176,-0.21276595744680327,-6.78260869565217
394,15,2021,1,Neuquén,11.25,37.8,20211,2021Q1,0.71620411817368,-4.010238907849839,0.746268656716409,-3.9878079756159535
370,15,2021,2,Neuquén,11.2,37.63,20212,2021Q2,-0.4444444444444473,-2.3539668700959138,-0.44973544973543333,-2.3104880581516163
346,15,2021,3,Neuquén,11.15,37.46,20213,2021Q3,-0.44642857142855874,-0.3574620196604039,-0.4517672070156853,-0.37234042553191404
322,15,2021,4,Neuquén,10.88,36.55,20214,2021Q4,-2.4215246636771215,-2.5962399283795845,-2.429257875066748,-2.5852878464818874
298,15,2022,1,Neuquén,9.96,33.45,20221,2022Q1,-8.45588235294118,-11.466666666666658,-8.481532147742799,-11.507936507936488
274,15,2022,2,Neuquén,10.68,35.88,20222,2022Q2,7.228915662650581,-4.642857142857137,7.264573991031398,-4.650544778102573
250,15,2022,3,Neuquén,10.98,36.89,20223,2022Q3,2.8089887640449396,-1.5246636771300448,2.814938684503887,-1.52162306460224
226,15,2022,4,Neuquén,10.29,34.57,20224,2022Q4,-6.284153005464487,-5.422794117647078,-6.288967199783135,-5.417236662106695
202,15,2023,1,Neuquén,9.45,31.76,20231,2023Q1,-8.163265306122447,-5.120481927710863,-8.128435059299965,-5.052316890881913
178,15,2023,2,Neuquén,11.21,37.67,20232,2023Q2,18.624338624338634,4.962546816479407,18.608312342569278,4.988851727982158
154,15,2023,3,Neuquén,11.23,37.71,20233,2023Q3,0.1784121320249632,2.2768670309653904,0.1061852933368801,2.2228246137164565
130,15,2023,4,Neuquén,10.13,34.03,20234,2023Q4,-9.795191451469275,-1.5549076773566428,-9.758684699018827,-1.5620480185131624
106,15,2024,1,Neuquén,8.84,31.6,20241,2024Q1,-12.73445212240869,-6.455026455026447,-7.140758154569493,-0.5037783375314908
82,15,2024,2,Neuquén,8.73,31.17,20242,2024Q2,-1.2443438914027105,-22.123104371097234,-1.3607594936708822,-17.25511016724184
58,15,2024,3,Neuquén,8.7,31.06,20243,2024Q3,-0.3436426116838587,-22.528940338379357,-0.3529034327879432,-17.63457968708566
34,15,2024,4,Neuquén,8.91,31.8,20244,2024Q4,2.413793103448292,-12.043435340572561,2.3824855119124244,-6.553041434028795
10,15,2025,1,Neuquén,8.99,32.14,20251,2025Q1,0.8978675645342271,1.6968325791855143,1.0691823899370956,1.7088607594936578
1065,16,2014,1,Río Negro,17.69,57.51,20141,2014Q1,,,,
1041,16,2014,2,Río Negro,17.62,57.28,20142,2014Q2,-0.3957037874505409,,-0.3999304468787934,
1017,16,2014,3,Río Negro,17.57,57.13,20143,2014Q3,-0.2837684449489286,,-0.26187150837988504,
993,16,2014,4,Río Negro,17.8,57.87,20144,2014Q4,1.3090495162208393,,1.29529144057412,
969,16,2015,1,Río Negro,18.31,59.52,20151,2015Q1,2.8651685393258353,3.5048049745618925,2.851218247796794,3.4950443401147613
945,16,2015,2,Río Negro,18.83,61.2,20152,2015Q2,2.8399781540142,6.867196367763895,2.822580645161299,6.843575418994408
921,16,2015,3,Río Negro,19.11,62.12,20153,2015Q3,1.486988847583648,8.764940239043817,1.5032679738562038,8.734465254682288
897,16,2015,4,Río Negro,19.22,62.47,20154,2015Q4,0.5756148613291545,7.977528089887631,0.5634256278171268,7.948850872645585
873,16,2016,1,Río Negro,20.64,67.09,20161,2016Q1,7.388137356919877,12.725286728563635,7.395549863934692,12.718413978494624
849,16,2016,2,Río Negro,19.92,64.77,20162,2016Q2,-3.488372093023251,5.788635156664923,-3.458041436875847,5.833333333333313
825,16,2016,3,Río Negro,20.25,65.84,20163,2016Q3,1.6566265060240948,5.965463108320246,1.651999382430147,5.9884095299420625
801,16,2016,4,Río Negro,20.42,66.39,20164,2016Q4,0.8395061728395214,6.243496357960465,0.8353584447144513,6.27501200576277
777,16,2017,1,Río Negro,20.64,67.09,20171,2017Q1,1.0773751224289807,0.0,1.0543756589847852,0.0
753,16,2017,2,Río Negro,19.92,64.77,20172,2017Q2,-3.488372093023251,0.0,-3.458041436875847,0.0
729,16,2017,3,Río Negro,20.25,65.84,20173,2017Q3,1.6566265060240948,0.0,1.651999382430147,0.0
705,16,2017,4,Río Negro,20.42,66.39,20174,2017Q4,0.8395061728395214,0.0,0.8353584447144513,0.0
681,16,2018,1,Río Negro,19.28,62.69,20181,2018Q1,-5.582761998041141,-6.5891472868217065,-5.573128483205303,-6.558354449247283
657,16,2018,2,Río Negro,19.21,62.45,20182,2018Q2,-0.36307053941908585,-3.5642570281124497,-0.3828361780188194,-3.581905203026081
633,16,2018,3,Río Negro,19.14,62.22,20183,2018Q3,-0.36439354502862953,-5.481481481481476,-0.368294635708577,-5.498177399756998
609,16,2018,4,Río Negro,19.07,62.01,20184,2018Q4,-0.36572622779519337,-6.611165523996087,-0.3375120540019316,-6.597379123361957
585,16,2019,1,Río Negro,13.66,44.41,20191,2019Q1,-28.369166229680133,-29.149377593361002,-28.38251894855669,-29.15935555910034
561,16,2019,2,Río Negro,13.14,42.71,20192,2019Q2,-3.8067349926793503,-31.598125976054135,-3.8279666741724783,-31.609287429943954
537,16,2019,3,Río Negro,12.74,41.41,20193,2019Q3,-3.0441400304414,-33.437826541274816,-3.0437836572231425,-33.445837351333985
513,16,2019,4,Río Negro,12.28,39.92,20194,2019Q4,-3.6106750392464693,-35.60566334556896,-3.5981646945182244,-35.623286566682786
489,16,2020,1,Río Negro,11.86,38.55,20201,2020Q1,-3.420195439739415,-13.17715959004393,-3.43186372745492,-13.195226300382801
465,16,2020,2,Río Negro,11.8,38.37,20202,2020Q2,-0.5059021922428242,-10.197869101978686,-0.46692607003890885,-10.161554671037232
441,16,2020,3,Río Negro,11.38,36.99,20203,2020Q3,-3.5593220338983045,-10.67503924646781,-3.596559812353395,-10.673750301859442
417,16,2020,4,Río Negro,11.25,36.56,20204,2020Q4,-1.1423550087873546,-8.387622149837126,-1.1624763449580966,-8.416833667334666
393,16,2021,1,Río Negro,11.1,36.1,20211,2021Q1,-1.333333333333342,-6.408094435075884,-1.2582056892779026,-6.355382619974048
369,16,2021,2,Río Negro,11.26,36.6,20212,2021Q2,1.441441441441449,-4.5762711864406835,1.3850415512465464,-4.612978889757613
345,16,2021,3,Río Negro,11.18,36.33,20213,2021Q3,-0.7104795737122527,-1.7574692442882345,-0.7377049180327999,-1.7842660178426728
321,16,2021,4,Río Negro,11.48,37.33,20214,2021Q4,2.683363148479434,2.0444444444444487,2.7525461051472577,2.106126914660811
297,16,2022,1,Río Negro,9.59,31.17,20221,2022Q1,-16.463414634146346,-13.603603603603599,-16.501473345834437,-13.656509695290852
273,16,2022,2,Río Negro,8.78,28.55,20222,2022Q2,-8.446298227320126,-22.024866785079933,-8.4055181264036,-21.99453551912568
249,16,2022,3,Río Negro,8.69,28.26,20223,2022Q3,-1.0250569476081939,-22.271914132379255,-1.0157618213660236,-22.213047068538394
225,16,2022,4,Río Negro,8.96,29.14,20224,2022Q4,3.1070195627157737,-21.95121951219512,3.113941967445144,-21.939458880257156
201,16,2023,1,Río Negro,9.07,29.48,20231,2023Q1,1.2276785714285587,-5.422314911366,1.1667810569663706,-5.421880012832858
177,16,2023,2,Río Negro,8.72,28.35,20232,2023Q2,-3.858875413450935,-0.6833712984054552,-3.833107191316143,-0.7005253940455369
153,16,2023,3,Río Negro,8.88,28.87,20233,2023Q3,1.8348623853211121,2.1864211737629535,1.834215167548492,2.158527954706302
129,16,2023,4,Río Negro,9.25,30.08,20234,2023Q4,4.166666666666652,3.2366071428571397,4.191201939729816,3.2258064516129004
105,16,2024,1,Río Negro,8.89,30.76,20241,2024Q1,-3.8918918918918854,-1.9845644983461974,2.2606382978723527,4.341926729986434
81,16,2024,2,Río Negro,8.85,30.59,20242,2024Q2,-0.4499437570303799,1.4908256880733939,-0.5526657997399265,7.901234567901239
57,16,2024,3,Río Negro,8.81,30.43,20243,2024Q3,-0.4519774011299327,-0.7882882882882969,-0.5230467473030354,5.403533079321088
33,16,2024,4,Río Negro,8.65,29.87,20244,2024Q4,-1.8161180476730987,-6.486486486486487,-1.8402891883010142,-0.6981382978723305
9,16,2025,1,Río Negro,8.71,30.12,20251,2025Q1,0.6936416184971206,-2.0247469066366652,0.8369601606963428,-2.080624187256175
1064,17,2014,1,Salta,10.76,44.44,20141,2014Q1,,,,
1040,17,2014,2,Salta,10.75,44.37,20142,2014Q2,-0.09293680297397522,,-0.15751575157515463,
1016,17,2014,3,Salta,10.72,44.27,20143,2014Q3,-0.27906976744185297,,-0.22537750732475326,
992,17,2014,4,Salta,10.68,44.08,20144,2014Q4,-0.3731343283582156,,-0.42918454935623185,
968,17,2015,1,Salta,10.62,43.84,20151,2015Q1,-0.5617977528089901,-1.3011152416356975,-0.5444646098003547,-1.3501350135013412
