LinkIndec;Provincia;Partido;Localidad;Velocidad;Accesos;Rango_Velocidad
14063020;CORDOBA;Marcos Juárez;Arias;3,0;9;0–10 Mbps
14063020;CORDOBA;Marcos Juárez;Arias;6,0;50;0–10 Mbps
14063020;CORDOBA;Marcos Juárez;Arias;10,0;1;10–30 Mbps
14063020;CORDOBA;Marcos Juárez;Arias;15,0;214;10–30 Mbps
14063020;CORDOBA;Marcos Juárez;Arias;20,0;4;10–30 Mbps
14063020;CORDOBA;Marcos Juárez;Arias;226,5;41;100–300 Mbps
14063030;CORDOBA;Marcos Juárez;Camilo Aldao;0,5;1;0–10 Mbps
14063030;CORDOBA;Marcos Juárez;Camilo Aldao;6,0;3;0–10 Mbps
14063030;CORDOBA;Marcos Juárez;Camilo Aldao;7,0;557;0–10 Mbps
14063030;CORDOBA;Marcos Juárez;Camilo Aldao;9,0;464;0–10 Mbps
14063030;CORDOBA;Marcos Juárez;Camilo Aldao;10,0;10;10–30 Mbps
14063030;CORDOBA;Marcos Juárez;Camilo Aldao;20,0;1;10–30 Mbps
14063030;CORDOBA;Marcos Juárez;Camilo Aldao;25,0;516;10–30 Mbps
14063030;CORDOBA;Marcos Juárez;Camilo Aldao;50,0;47;50–100 Mbps
14063030;CORDOBA;Marcos Juárez;Camilo Aldao;226,5;9;100–300 Mbps
14063040;CORDOBA;Marcos Juárez;Capitán General Bernardo O'Higgins;3,0;15;0–10 Mbps
14063040;CORDOBA;Marcos Juárez;Capitán General Bernardo O'Higgins;5,0;25;0–10 Mbps
14063040;CORDOBA;Marcos Juárez;Capitán General Bernardo O'Higgins;226,5;2;100–300 Mbps
14063050;CORDOBA;Marcos Juárez;Cavanagh;4,0;220;0–10 Mbps
14063050;CORDOBA;Marcos Juárez;Cavanagh;6,0;55;0–10 Mbps
14063050;CORDOBA;Marcos Juárez;Cavanagh;10,0;47;10–30 Mbps
14063050;CORDOBA;Marcos Juárez;Cavanagh;226,5;3;100–300 Mbps
14063060;CORDOBA;Marcos Juárez;Colonia Barge;226,5;2;100–300 Mbps
14063070;CORDOBA;Marcos Juárez;Colonia Italiana;3,0;199;0–10 Mbps
14063070;CORDOBA;Marcos Juárez;Colonia Italiana;226,5;5;100–300 Mbps
14063080;CORDOBA;Marcos Juárez;Colonia Veinticinco;226,5;8;100–300 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;0,0;1;0–10 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;1,0;7;0–10 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;2,0;42;0–10 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;3,0;1;0–10 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;4,0;365;0–10 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;5,0;35;0–10 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;6,0;2;0–10 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;8,0;949;0–10 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;10,0;107;10–30 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;12,0;2;10–30 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;15,0;49;10–30 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;16,0;25;10–30 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;18,0;7;10–30 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;25,0;2;10–30 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;30,0;2;30–50 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;50,0;32;50–100 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;100,0;14;100–300 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;1000,0;1;>1000 Mbps
14063090;CORDOBA;Marcos Juárez;Corral de Bustos;226,5;12;100–300 Mbps
14063100;CORDOBA;Marcos Juárez;Cruz Alta;0,0;1;0–10 Mbps
14063100;CORDOBA;Marcos Juárez;Cruz Alta;1,0;3;0–10 Mbps
14063100;CORDOBA;Marcos Juárez;Cruz Alta;3,0;6;0–10 Mbps
14063100;CORDOBA;Marcos Juárez;Cruz Alta;0,5;1;0–10 Mbps
14063100;CORDOBA;Marcos Juárez;Cruz Alta;5,0;1;0–10 Mbps
14063100;CORDOBA;Marcos Juárez;Cruz Alta;6,0;42;0–10 Mbps
14063100;CORDOBA;Marcos Juárez;Cruz Alta;10,0;385;10–30 Mbps
14063100;CORDOBA;Marcos Juárez;Cruz Alta;15,0;42;10–30 Mbps
14063100;CORDOBA;Marcos Juárez;Cruz Alta;250,0;1;100–300 Mbps
14063100;CORDOBA;Marcos Juárez;Cruz Alta;226,5;50;100–300 Mbps
14063110;CORDOBA;Marcos Juárez;General Baldissera;0,5;1;0–10 Mbps
14063110;CORDOBA;Marcos Juárez;General Baldissera;3,5;451;0–10 Mbps
14063110;CORDOBA;Marcos Juárez;General Baldissera;226,5;8;100–300 Mbps
14063120;CORDOBA;Marcos Juárez;General Roca;0,0;1;0–10 Mbps
14063120;CORDOBA;Marcos Juárez;General Roca;0,5;2;0–10 Mbps
14063120;CORDOBA;Marcos Juárez;General Roca;6,0;5;0–10 Mbps
14063120;CORDOBA;Marcos Juárez;General Roca;10,0;26;10–30 Mbps
14063120;CORDOBA;Marcos Juárez;General Roca;15,0;26;10–30 Mbps
14063120;CORDOBA;Marcos Juárez;General Roca;20,0;7;10–30 Mbps
14063120;CORDOBA;Marcos Juárez;General Roca;50,0;1;50–100 Mbps
14063120;CORDOBA;Marcos Juárez;General Roca;100,0;53;100–300 Mbps
14063120;CORDOBA;Marcos Juárez;General Roca;226,5;12;100–300 Mbps
14063130;CORDOBA;Marcos Juárez;Guatimozín;0,0;593;0–10 Mbps
14063130;CORDOBA;Marcos Juárez;Guatimozín;0,5;1;0–10 Mbps
14063130;CORDOBA;Marcos Juárez;Guatimozín;100,0;808;100–300 Mbps
14063130;CORDOBA;Marcos Juárez;Guatimozín;150,0;72;100–300 Mbps
14063130;CORDOBA;Marcos Juárez;Guatimozín;200,0;6;100–300 Mbps
14063130;CORDOBA;Marcos Juárez;Guatimozín;226,5;4;100–300 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;1,0;2;0–10 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;3,0;23;0–10 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;4,0;8;0–10 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;5,0;3;0–10 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;6,0;60;0–10 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;7,0;7;0–10 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;8,0;6;0–10 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;9,0;1;0–10 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;10,0;248;10–30 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;11,0;1;10–30 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;15,0;24;10–30 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;20,0;4;10–30 Mbps
14063140;CORDOBA;Marcos Juárez;Inriville;226,5;43;100–300 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;0,0;1;0–10 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;2,0;262;0–10 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;5,0;272;0–10 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;8,0;50;0–10 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;10,0;5;10–30 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;15,0;110;10–30 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;20,0;1;10–30 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;25,0;53;10–30 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;50,0;130;50–100 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;100,0;24;100–300 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;200,0;3;100–300 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;1000,0;1;>1000 Mbps
14063150;CORDOBA;Marcos Juárez;Isla Verde;226,5;11;100–300 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;1,0;3;0–10 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;3,0;6;0–10 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;4,0;12;0–10 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;5,0;1;0–10 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;6,0;26;0–10 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;7,0;1;0–10 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;10,0;53;10–30 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;15,0;60;10–30 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;50,0;283;50–100 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;100,0;1;100–300 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;300,0;720;300–1000 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;500,0;13;300–1000 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;1000,0;9;>1000 Mbps
14063160;CORDOBA;Marcos Juárez;Leones;226,5;43;100–300 Mbps
14063170;CORDOBA;Marcos Juárez;Los Surgentes;4,0;535;0–10 Mbps
14063170;CORDOBA;Marcos Juárez;Los Surgentes;0,5;1;0–10 Mbps
14063170;CORDOBA;Marcos Juárez;Los Surgentes;5,0;47;0–10 Mbps
14063170;CORDOBA;Marcos Juárez;Los Surgentes;6,0;9;0–10 Mbps
14063170;CORDOBA;Marcos Juárez;Los Surgentes;8,0;8;0–10 Mbps
14063170;CORDOBA;Marcos Juárez;Los Surgentes;10,0;229;10–30 Mbps
14063170;CORDOBA;Marcos Juárez;Los Surgentes;15,0;37;10–30 Mbps
14063170;CORDOBA;Marcos Juárez;Los Surgentes;20,0;18;10–30 Mbps
14063170;CORDOBA;Marcos Juárez;Los Surgentes;30,0;16;30–50 Mbps
14063170;CORDOBA;Marcos Juárez;Los Surgentes;226,5;8;100–300 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;0,0;18;0–10 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;1,0;5;0–10 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;2,0;4;0–10 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;3,0;35;0–10 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;4,0;55;0–10 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;5,0;7;0–10 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;6,0;116;0–10 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;7,0;16;0–10 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;8,0;6;0–10 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;9,0;3;0–10 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;10,0;33;10–30 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;11,0;2;10–30 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;15,0;4;10–30 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;30,0;2;30–50 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;50,0;3;50–100 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;100,0;4;100–300 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;200,0;424;100–300 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;300,0;2;300–1000 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;500,0;40;300–1000 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;1000,0;64;>1000 Mbps
14063180;CORDOBA;Marcos Juárez;Marcos Juárez;226,5;68;100–300 Mbps
14063190;CORDOBA;Marcos Juárez;Monte Buey;3,5;1;0–10 Mbps
14063190;CORDOBA;Marcos Juárez;Monte Buey;226,5;16;100–300 Mbps
14063020;CORDOBA;Marcos Juárez;Noetinger;226,5;4;100–300 Mbps
14063210;CORDOBA;Marcos Juárez;Saira;0,0;263;0–10 Mbps
14063210;CORDOBA;Marcos Juárez;Saira;226,5;7;100–300 Mbps
14063220;CORDOBA;Marcos Juárez;Saladillo;226,5;5;100–300 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;6,0;1;0–10 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;15,0;1;10–30 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;45,0;4;30–50 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;50,0;35;50–100 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;100,0;303;100–300 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;200,0;7;100–300 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;300,0;1;300–1000 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;400,0;19;300–1000 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;500,0;71;300–1000 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;600,0;278;300–1000 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;700,0;5;300–1000 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;800,0;53;300–1000 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;940,0;157;300–1000 Mbps
14063230;CORDOBA;Marcos Juárez;Villa Elisa;226,5;7;100–300 Mbps
14070010;CORDOBA;Minas;Ciénaga del Coro;226,5;9;100–300 Mbps
14070020;CORDOBA;Minas;El Chacho;6,0;25;0–10 Mbps
14070020;CORDOBA;Minas;El Chacho;226,5;2;100–300 Mbps
14070030;CORDOBA;Minas;Estancia de Guadalupe;6,0;3;0–10 Mbps
14070030;CORDOBA;Minas;Estancia de Guadalupe;226,5;7;100–300 Mbps
14070040;CORDOBA;Minas;Guasapampa;226,5;3;100–300 Mbps
14070050;CORDOBA;Minas;La Playa;6,0;2;0–10 Mbps
14070050;CORDOBA;Minas;La Playa;10,0;10;10–30 Mbps
14070050;CORDOBA;Minas;La Playa;226,5;3;100–300 Mbps
14070060;CORDOBA;Minas;San Carlos Minas;0,0;2;0–10 Mbps
14070060;CORDOBA;Minas;San Carlos Minas;6,0;9;0–10 Mbps
14070060;CORDOBA;Minas;San Carlos Minas;10,0;116;10–30 Mbps
14070060;CORDOBA;Minas;San Carlos Minas;15,0;14;10–30 Mbps
14070060;CORDOBA;Minas;San Carlos Minas;226,5;32;100–300 Mbps
14070070;CORDOBA;Minas;Talaini;226,5;11;100–300 Mbps
14070080;CORDOBA;Minas;Tosno;3,0;5;0–10 Mbps
14070080;CORDOBA;Minas;Tosno;6,0;3;0–10 Mbps
14070080;CORDOBA;Minas;Tosno;226,5;26;100–300 Mbps
0;CORDOBA;Otros;Otros;0,0;0;0–10 Mbps
0;CORDOBA;OTROS;OTROS;6,0;264;0–10 Mbps
0;CORDOBA;OTROS;OTROS;10,0;4;10–30 Mbps
14077010;CORDOBA;Pocho;Chancani;12,0;12;10–30 Mbps
14077010;CORDOBA;Pocho;Chancani;226,5;18;100–300 Mbps
14077020;CORDOBA;Pocho;Las Palmas;226,5;18;100–300 Mbps
14077030;CORDOBA;Pocho;Los Talares;226,5;2;100–300 Mbps
14077040;CORDOBA;Pocho;Salsacate;0,0;3;0–10 Mbps
14077040;CORDOBA;Pocho;Salsacate;3,0;2;0–10 Mbps
14077040;CORDOBA;Pocho;Salsacate;0,5;1;0–10 Mbps
14077040;CORDOBA;Pocho;Salsacate;6,0;1;0–10 Mbps
14077040;CORDOBA;Pocho;Salsacate;10,0;40;10–30 Mbps
14077040;CORDOBA;Pocho;Salsacate;15,0;7;10–30 Mbps
14077040;CORDOBA;Pocho;Salsacate;226,5;14;100–300 Mbps
14077050;CORDOBA;Pocho;San Gerónimo;226,5;5;100–300 Mbps
14077060;CORDOBA;Pocho;Tala Cañada;226,5;8;100–300 Mbps
14077070;CORDOBA;Pocho;Taninga;226,5;7;100–300 Mbps
14077080;CORDOBA;Pocho;Villa de Pocho;226,5;6;100–300 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;0,0;1;0–10 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;1,0;4;0–10 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;2,0;2;0–10 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;5,0;2;0–10 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;6,0;663;0–10 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;10,0;791;10–30 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;12,0;596;10–30 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;15,0;222;10–30 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;25,0;1;10–30 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;30,0;174;30–50 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;40,0;23;30–50 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;50,0;132;50–100 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;100,0;140;100–300 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;1000,0;1;>1000 Mbps
14084010;CORDOBA;Presidente Roque Sáenz Peña;General Levalle;226,5;33;100–300 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;0,0;701;0–10 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;1,0;14;0–10 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;3,0;342;0–10 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;4,0;498;0–10 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;5,0;254;0–10 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;6,0;114;0–10 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;10,0;206;10–30 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;15,0;44;10–30 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;20,0;8;10–30 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;30,0;1;30–50 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;50,0;282;50–100 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;100,0;3;100–300 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;300,0;3;300–1000 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;500,0;18;300–1000 Mbps
14084030;CORDOBA;Presidente Roque Sáenz Peña;Laboulaye;226,5;88;100–300 Mbps
14084020;CORDOBA;Presidente Roque Sáenz Peña;La Cesira;2,0;78;0–10 Mbps
14084020;CORDOBA;Presidente Roque Sáenz Peña;La Cesira;4,0;314;0–10 Mbps
14084020;CORDOBA;Presidente Roque Sáenz Peña;La Cesira;0,5;1;0–10 Mbps
14084020;CORDOBA;Presidente Roque Sáenz Peña;La Cesira;6,0;38;0–10 Mbps
14084020;CORDOBA;Presidente Roque Sáenz Peña;La Cesira;10,0;19;10–30 Mbps
14084020;CORDOBA;Presidente Roque Sáenz Peña;La Cesira;20,0;1;10–30 Mbps
14084020;CORDOBA;Presidente Roque Sáenz Peña;La Cesira;40,0;1;30–50 Mbps
14084020;CORDOBA;Presidente Roque Sáenz Peña;La Cesira;100,0;1;100–300 Mbps
14084020;CORDOBA;Presidente Roque Sáenz Peña;La Cesira;226,5;11;100–300 Mbps
14084040;CORDOBA;Presidente Roque Sáenz Peña;Leguizamón;226,5;5;100–300 Mbps
14084050;CORDOBA;Presidente Roque Sáenz Peña;Melo;2,0;410;0–10 Mbps
14084050;CORDOBA;Presidente Roque Sáenz Peña;Melo;226,5;13;100–300 Mbps
14084060;CORDOBA;Presidente Roque Sáenz Peña;Río Bamba;10,0;28;10–30 Mbps
14084060;CORDOBA;Presidente Roque Sáenz Peña;Río Bamba;15,0;1;10–30 Mbps
14084060;CORDOBA;Presidente Roque Sáenz Peña;Río Bamba;226,5;10;100–300 Mbps
14084070;CORDOBA;Presidente Roque Sáenz Peña;Rosales;2,0;60;0–10 Mbps
14084070;CORDOBA;Presidente Roque Sáenz Peña;Rosales;4,0;33;0–10 Mbps
14084070;CORDOBA;Presidente Roque Sáenz Peña;Rosales;6,0;16;0–10 Mbps
14084070;CORDOBA;Presidente Roque Sáenz Peña;Rosales;10,0;23;10–30 Mbps
14084070;CORDOBA;Presidente Roque Sáenz Peña;Rosales;226,5;4;100–300 Mbps
14084080;CORDOBA;Presidente Roque Sáenz Peña;San Joaquín;226,5;7;100–300 Mbps
14084090;CORDOBA;Presidente Roque Sáenz Peña;Serrano;0,0;2;0–10 Mbps
14084090;CORDOBA;Presidente Roque Sáenz Peña;Serrano;0,5;1;0–10 Mbps
14084090;CORDOBA;Presidente Roque Sáenz Peña;Serrano;6,0;1;0–10 Mbps
14084090;CORDOBA;Presidente Roque Sáenz Peña;Serrano;20,0;1;10–30 Mbps
14084090;CORDOBA;Presidente Roque Sáenz Peña;Serrano;226,5;8;100–300 Mbps
14084100;CORDOBA;Presidente Roque Sáenz Peña;Villa Rossi;226,5;19;100–300 Mbps
14091010;CORDOBA;Punilla;Barrio Santa Isabel;226,5;10;100–300 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;1,0;5;0–10 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;3,0;82;0–10 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;4,0;4;0–10 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;5,0;13;0–10 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;6,0;193;0–10 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;7,0;19;0–10 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;8,0;8;0–10 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;9,0;4;0–10 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;10,0;103;10–30 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;11,0;8;10–30 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;15,0;11;10–30 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;20,0;28;10–30 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;30,0;1;30–50 Mbps
14091020;CORDOBA;Punilla;Bialet Massé;226,5;84;100–300 Mbps
14091030;CORDOBA;Punilla;Cabalango;1,0;1;0–10 Mbps
14091030;CORDOBA;Punilla;Cabalango;3,0;86;0–10 Mbps
14091030;CORDOBA;Punilla;Cabalango;4,0;2;0–10 Mbps
14091030;CORDOBA;Punilla;Cabalango;5,0;4;0–10 Mbps
14091030;CORDOBA;Punilla;Cabalango;6,0;103;0–10 Mbps
14091030;CORDOBA;Punilla;Cabalango;7,0;6;0–10 Mbps
14091030;CORDOBA;Punilla;Cabalango;8,0;1;0–10 Mbps
14091030;CORDOBA;Punilla;Cabalango;9,0;2;0–10 Mbps
14091030;CORDOBA;Punilla;Cabalango;10,0;1;10–30 Mbps
14091030;CORDOBA;Punilla;Cabalango;11,0;1;10–30 Mbps
14091030;CORDOBA;Punilla;Cabalango;226,5;30;100–300 Mbps
14091040;CORDOBA;Punilla;Capilla del Monte;0,0;91;0–10 Mbps
14091040;CORDOBA;Punilla;Capilla del Monte;1,0;4;0–10 Mbps
14091040;CORDOBA;Punilla;Capilla del Monte;3,0;125;0–10 Mbps
14091040;CORDOBA;Punilla;Capilla del Monte;6,0;548;0–10 Mbps
14091040;CORDOBA;Punilla;Capilla del Monte;10,0;188;10–30 Mbps
14091040;CORDOBA;Punilla;Capilla del Monte;15,0;10;10–30 Mbps
14091040;CORDOBA;Punilla;Capilla del Monte;20,0;1;10–30 Mbps
14091040;CORDOBA;Punilla;Capilla del Monte;226,5;243;100–300 Mbps
14091050;CORDOBA;Punilla;Casa Grande;0,0;4;0–10 Mbps
14091050;CORDOBA;Punilla;Casa Grande;1,0;6;0–10 Mbps
14091050;CORDOBA;Punilla;Casa Grande;3,0;20;0–10 Mbps
14091050;CORDOBA;Punilla;Casa Grande;6,0;18;0–10 Mbps
14091050;CORDOBA;Punilla;Casa Grande;10,0;9;10–30 Mbps
14091050;CORDOBA;Punilla;Casa Grande;226,5;105;100–300 Mbps
14091060;CORDOBA;Punilla;Charbonier;0,0;13;0–10 Mbps
14091060;CORDOBA;Punilla;Charbonier;3,0;57;0–10 Mbps
14091060;CORDOBA;Punilla;Charbonier;6,0;30;0–10 Mbps
14091060;CORDOBA;Punilla;Charbonier;10,0;2;10–30 Mbps
14091060;CORDOBA;Punilla;Charbonier;226,5;24;100–300 Mbps
14091070;CORDOBA;Punilla;Cosquín;0,0;1;0–10 Mbps
14091070;CORDOBA;Punilla;Cosquín;1,0;11;0–10 Mbps
14091070;CORDOBA;Punilla;Cosquín;2,0;1;0–10 Mbps
14091070;CORDOBA;Punilla;Cosquín;3,0;104;0–10 Mbps
14091070;CORDOBA;Punilla;Cosquín;6,0;260;0–10 Mbps
14091070;CORDOBA;Punilla;Cosquín;10,0;298;10–30 Mbps
14091070;CORDOBA;Punilla;Cosquín;15,0;107;10–30 Mbps
14091070;CORDOBA;Punilla;Cosquín;20,0;3;10–30 Mbps
14091070;CORDOBA;Punilla;Cosquín;50,0;475;50–100 Mbps
14091070;CORDOBA;Punilla;Cosquín;100,0;3;100–300 Mbps
14091070;CORDOBA;Punilla;Cosquín;300,0;2;300–1000 Mbps
14091070;CORDOBA;Punilla;Cosquín;500,0;42;300–1000 Mbps
14091070;CORDOBA;Punilla;Cosquín;1000,0;33;>1000 Mbps
14091070;CORDOBA;Punilla;Cosquín;226,5;79;100–300 Mbps
14091080;CORDOBA;Punilla;Cuesta Blanca;1,0;1;0–10 Mbps
14091080;CORDOBA;Punilla;Cuesta Blanca;3,0;6;0–10 Mbps
14091080;CORDOBA;Punilla;Cuesta Blanca;5,0;4;0–10 Mbps
14091080;CORDOBA;Punilla;Cuesta Blanca;6,0;26;0–10 Mbps
14091080;CORDOBA;Punilla;Cuesta Blanca;7,0;1;0–10 Mbps
14091080;CORDOBA;Punilla;Cuesta Blanca;11,0;2;10–30 Mbps
14091080;CORDOBA;Punilla;Cuesta Blanca;226,5;26;100–300 Mbps
14091090;CORDOBA;Punilla;Estancia Vieja;1,0;3;0–10 Mbps
14091090;CORDOBA;Punilla;Estancia Vieja;3,0;64;0–10 Mbps
14091090;CORDOBA;Punilla;Estancia Vieja;4,0;7;0–10 Mbps
14091090;CORDOBA;Punilla;Estancia Vieja;5,0;16;0–10 Mbps
14091090;CORDOBA;Punilla;Estancia Vieja;6,0;110;0–10 Mbps
14091090;CORDOBA;Punilla;Estancia Vieja;7,0;4;0–10 Mbps
14091090;CORDOBA;Punilla;Estancia Vieja;8,0;3;0–10 Mbps
14091090;CORDOBA;Punilla;Estancia Vieja;9,0;6;0–10 Mbps
14091090;CORDOBA;Punilla;Estancia Vieja;10,0;2;10–30 Mbps
