LinkIndec;Provincia;Partido;Localidad;Velocidad;Accesos;Rango_Velocidad
6469080;BUENOS AIRES;Lincoln;Lincoln;3,5;2;0–10 Mbps
6469080;BUENOS AIRES;Lincoln;Lincoln;50,0;347;50–100 Mbps
6469080;BUENOS AIRES;Lincoln;Lincoln;100,0;3;100–300 Mbps
6469080;BUENOS AIRES;Lincoln;Lincoln;300,0;4;300–1000 Mbps
6469080;BUENOS AIRES;Lincoln;Lincoln;500,0;37;300–1000 Mbps
6469080;BUENOS AIRES;Lincoln;Lincoln;1000,0;2;>1000 Mbps
6469080;BUENOS AIRES;Lincoln;Lincoln;226,5;218;100–300 Mbps
6469090;BUENOS AIRES;Lincoln;Pasteur;2,0;360;0–10 Mbps
6469090;BUENOS AIRES;Lincoln;Pasteur;0,5;2;0–10 Mbps
6469090;BUENOS AIRES;Lincoln;Pasteur;5,0;76;0–10 Mbps
6469090;BUENOS AIRES;Lincoln;Pasteur;7,0;12;0–10 Mbps
6469090;BUENOS AIRES;Lincoln;Pasteur;10,0;2;10–30 Mbps
6469090;BUENOS AIRES;Lincoln;Pasteur;226,5;25;100–300 Mbps
6469100;BUENOS AIRES;Lincoln;Roberts;10,0;614;10–30 Mbps
6469100;BUENOS AIRES;Lincoln;Roberts;20,0;71;10–30 Mbps
6469100;BUENOS AIRES;Lincoln;Roberts;30,0;14;30–50 Mbps
6469100;BUENOS AIRES;Lincoln;Roberts;226,5;32;100–300 Mbps
6469110;BUENOS AIRES;Lincoln;Triunvirato;226,5;4;100–300 Mbps
6476010;BUENOS AIRES;Lobería;Arenas Verdes;226,5;40;100–300 Mbps
6476020;BUENOS AIRES;Lobería;Licenciado Matienzo;6,0;9;0–10 Mbps
6476020;BUENOS AIRES;Lobería;Licenciado Matienzo;226,5;12;100–300 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;0,0;15;0–10 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;1,0;1;0–10 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;3,0;297;0–10 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;5,0;145;0–10 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;6,0;29;0–10 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;7,0;278;0–10 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;10,0;786;10–30 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;14,0;1;10–30 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;15,0;689;10–30 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;25,0;206;10–30 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;30,0;1;30–50 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;40,0;1;30–50 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;55,0;142;50–100 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;100,0;132;100–300 Mbps
6476030;BUENOS AIRES;Lobería;Lobería;226,5;54;100–300 Mbps
6476040;BUENOS AIRES;Lobería;Pieres;3,0;7;0–10 Mbps
6476040;BUENOS AIRES;Lobería;Pieres;5,0;4;0–10 Mbps
6476040;BUENOS AIRES;Lobería;Pieres;7,0;3;0–10 Mbps
6476040;BUENOS AIRES;Lobería;Pieres;226,5;25;100–300 Mbps
6476050;BUENOS AIRES;Lobería;San Manuel;1,0;5;0–10 Mbps
6476050;BUENOS AIRES;Lobería;San Manuel;3,0;5;0–10 Mbps
6476050;BUENOS AIRES;Lobería;San Manuel;6,0;89;0–10 Mbps
6476050;BUENOS AIRES;Lobería;San Manuel;10,0;42;10–30 Mbps
6476050;BUENOS AIRES;Lobería;San Manuel;20,0;7;10–30 Mbps
6476050;BUENOS AIRES;Lobería;San Manuel;30,0;359;30–50 Mbps
6476050;BUENOS AIRES;Lobería;San Manuel;50,0;23;50–100 Mbps
6476050;BUENOS AIRES;Lobería;San Manuel;100,0;8;100–300 Mbps
6476050;BUENOS AIRES;Lobería;San Manuel;226,5;19;100–300 Mbps
6476060;BUENOS AIRES;Lobería;Tamangueyú;226,5;18;100–300 Mbps
6483010;BUENOS AIRES;Lobos;Antonio Carboni;0,0;1;0–10 Mbps
6483010;BUENOS AIRES;Lobos;Antonio Carboni;1,0;1;0–10 Mbps
6483010;BUENOS AIRES;Lobos;Antonio Carboni;5,0;78;0–10 Mbps
6483010;BUENOS AIRES;Lobos;Antonio Carboni;10,0;14;10–30 Mbps
6483010;BUENOS AIRES;Lobos;Antonio Carboni;15,0;7;10–30 Mbps
6483010;BUENOS AIRES;Lobos;Antonio Carboni;30,0;4;30–50 Mbps
6483010;BUENOS AIRES;Lobos;Antonio Carboni;50,0;123;50–100 Mbps
6483010;BUENOS AIRES;Lobos;Antonio Carboni;100,0;2;100–300 Mbps
6483010;BUENOS AIRES;Lobos;Antonio Carboni;150,0;1;100–300 Mbps
6483010;BUENOS AIRES;Lobos;Antonio Carboni;226,5;2;100–300 Mbps
6483020;BUENOS AIRES;Lobos;Elvira;5,0;44;0–10 Mbps
6483020;BUENOS AIRES;Lobos;Elvira;10,0;7;10–30 Mbps
6483020;BUENOS AIRES;Lobos;Elvira;15,0;5;10–30 Mbps
6483020;BUENOS AIRES;Lobos;Elvira;30,0;4;30–50 Mbps
6483020;BUENOS AIRES;Lobos;Elvira;50,0;66;50–100 Mbps
6483020;BUENOS AIRES;Lobos;Elvira;100,0;2;100–300 Mbps
6483020;BUENOS AIRES;Lobos;Elvira;226,5;5;100–300 Mbps
6483030;BUENOS AIRES;Lobos;Laguna de Lobos;226,5;26;100–300 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;0,0;1;0–10 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;1,0;6;0–10 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;3,0;51;0–10 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;5,0;768;0–10 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;6,0;51;0–10 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;9,0;1;0–10 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;10,0;278;10–30 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;15,0;269;10–30 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;20,0;29;10–30 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;30,0;36;30–50 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;50,0;2;50–100 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;100,0;1;100–300 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;150,0;16;100–300 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;300,0;595;300–1000 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;500,0;29;300–1000 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;1000,0;7;>1000 Mbps
6483040;BUENOS AIRES;Lobos;Lobos;226,5;136;100–300 Mbps
6483050;BUENOS AIRES;Lobos;Salvador María;3,0;87;0–10 Mbps
6483050;BUENOS AIRES;Lobos;Salvador María;5,0;94;0–10 Mbps
6483050;BUENOS AIRES;Lobos;Salvador María;10,0;462;10–30 Mbps
6483050;BUENOS AIRES;Lobos;Salvador María;15,0;24;10–30 Mbps
6483050;BUENOS AIRES;Lobos;Salvador María;20,0;19;10–30 Mbps
6483050;BUENOS AIRES;Lobos;Salvador María;30,0;13;30–50 Mbps
6483050;BUENOS AIRES;Lobos;Salvador María;50,0;122;50–100 Mbps
6483050;BUENOS AIRES;Lobos;Salvador María;100,0;1;100–300 Mbps
6483050;BUENOS AIRES;Lobos;Salvador María;150,0;1;100–300 Mbps
6483050;BUENOS AIRES;Lobos;Salvador María;226,5;33;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;0,0;2;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;1,0;5;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;3,0;4;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;5,0;1;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;6,0;2;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;8,0;6;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;10,0;17;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;15,0;1;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;20,0;2;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;30,0;15;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;3,5;6;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;45,0;2;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;46,0;41;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;50,0;868;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;0,51;1;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;0,75;3;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;99,0;2;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;100,0;6;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;101,0;201;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;200,0;90;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;300,0;12;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;301,0;2;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;302,0;293;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;400,0;185;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;499,0;42;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;500,0;862;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;600,0;834;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;700,0;8;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;800,0;192;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;940,0;700;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;999,0;2;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Banfield;1000,0;4;>1000 Mbps
6490010;BUENOS AIRES;Lomas de Zamora;Banfield;226,5;22;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;0,0;8;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;1,0;5;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;3,0;4;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;0,5;1;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;5,0;1;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;6,0;2;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;10,0;3;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;15,0;3;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;20,0;1;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;30,0;11;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;45,0;2;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;46,0;34;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;50,0;248;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;99,0;199;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;100,0;2;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;101,0;125;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;200,0;47;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;300,0;6;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;301,0;5;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;302,0;161;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;400,0;71;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;499,0;3;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;500,0;312;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;600,0;600;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;700,0;14;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;800,0;164;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;940,0;482;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;999,0;229;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Llavallol;1000,0;354;>1000 Mbps
6490010;BUENOS AIRES;Lomas de Zamora;Llavallol;226,5;11;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;0,0;338;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;1,0;230;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;2,0;261;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;3,0;55;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;4,0;90;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;0,5;3;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;5,0;166;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;6,0;754;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;8,0;23;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;10,0;225;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;15,0;7;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;20,0;81;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;25,0;4;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;0,26;1;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;30,0;246;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;3,5;28;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;45,0;2;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;46,0;43;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;50,0;1;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;0,51;2;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;0,75;2;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;99,0;944;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;100,0;9;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;101,0;225;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;200,0;90;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;300,0;17;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;301,0;2;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;302,0;381;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;400,0;300;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;499,0;13;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;500,0;1;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;600,0;961;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;700,0;18;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;800,0;251;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;940,0;903;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;999,0;758;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Lomas De Zamora;1000,0;1;>1000 Mbps
6490010;BUENOS AIRES;Lomas de Zamora;Lomas De Zamora;226,5;21;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;1,0;5;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;2,0;2;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;3,0;2;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;5,0;1;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;8,0;5;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;10,0;15;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;15,0;2;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;20,0;1;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;30,0;2;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;3,5;7;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;45,0;3;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;46,0;41;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;50,0;700;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;0,51;2;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;99,0;690;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;100,0;5;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;101,0;141;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;200,0;55;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;300,0;11;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;301,0;2;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;302,0;212;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;400,0;65;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;499,0;12;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;500,0;717;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;600,0;776;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;700,0;15;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;800,0;149;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;940,0;565;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;999,0;745;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Temperley;1000,0;1;>1000 Mbps
6490010;BUENOS AIRES;Lomas de Zamora;Temperley;226,5;19;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;1,0;1;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;6,0;2;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;8,0;2;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;10,0;4;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;45,0;4;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;46,0;36;30–50 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;50,0;162;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;99,0;58;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;100,0;1;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;101,0;104;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;200,0;33;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;300,0;5;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;301,0;2;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;302,0;151;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;400,0;43;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;499,0;835;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;500,0;259;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;600,0;587;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;700,0;9;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;800,0;121;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;940,0;409;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;999,0;54;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Turdera;1000,0;109;>1000 Mbps
6490010;BUENOS AIRES;Lomas de Zamora;Turdera;226,5;10;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Centenario;1,0;133;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Centenario;6,0;156;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Centenario;10,0;11;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Centenario;99,0;2;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Centenario;499,0;35;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Centenario;999,0;1;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Centenario;1000,0;2;>1000 Mbps
6490010;BUENOS AIRES;Lomas de Zamora;Villa Centenario;226,5;6;100–300 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Fiorito;0,0;1;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Fiorito;1,0;290;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Fiorito;6,0;357;0–10 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Fiorito;10,0;19;10–30 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Fiorito;99,0;48;50–100 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Fiorito;499,0;402;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Fiorito;999,0;15;300–1000 Mbps
6490010;BUENOS AIRES;Lomas De Zamora;Villa Fiorito;1000,0;73;>1000 Mbps
6490010;BUENOS AIRES;Lomas de Zamora;Villa Fiorito;226,5;12;100–300 Mbps
6497060;BUENOS AIRES;Luján;Barrio Las Casuarinas;1,0;17;0–10 Mbps
6497060;BUENOS AIRES;Luján;Barrio Las Casuarinas;2,0;8;0–10 Mbps
6497060;BUENOS AIRES;Luján;Barrio Las Casuarinas;50,0;77;50–100 Mbps
6497060;BUENOS AIRES;Luján;Barrio Las Casuarinas;60,0;57;50–100 Mbps
6497060;BUENOS AIRES;Luján;Barrio Las Casuarinas;100,0;47;100–300 Mbps
6497060;BUENOS AIRES;Luján;Barrio Las Casuarinas;150,0;16;100–300 Mbps
6497060;BUENOS AIRES;Luján;Barrio Las Casuarinas;200,0;16;100–300 Mbps
6497060;BUENOS AIRES;Luján;Barrio Las Casuarinas;400,0;4;300–1000 Mbps
6497060;BUENOS AIRES;Luján;Barrio Las Casuarinas;226,5;34;100–300 Mbps
6497020;BUENOS AIRES;Luján;Carlos Keen;1,0;12;0–10 Mbps
6497020;BUENOS AIRES;Luján;Carlos Keen;2,0;8;0–10 Mbps
6497020;BUENOS AIRES;Luján;Carlos Keen;226,5;61;100–300 Mbps
6497025;BUENOS AIRES;Luján;Club de Campo Los Puentes;226,5;23;100–300 Mbps
6497060;BUENOS AIRES;Luján;Cortines;1,0;16;0–10 Mbps
6497060;BUENOS AIRES;Luján;Cortines;2,0;11;0–10 Mbps
6497060;BUENOS AIRES;Luján;Cortines;3,0;14;0–10 Mbps
6497060;BUENOS AIRES;Luján;Cortines;10,0;31;10–30 Mbps
6497060;BUENOS AIRES;Luján;Cortines;50,0;203;50–100 Mbps
6497060;BUENOS AIRES;Luján;Cortines;60,0;109;50–100 Mbps
6497060;BUENOS AIRES;Luján;Cortines;100,0;117;100–300 Mbps
6497060;BUENOS AIRES;Luján;Cortines;150,0;13;100–300 Mbps
6497060;BUENOS AIRES;Luján;Cortines;200,0;9;100–300 Mbps
6497060;BUENOS AIRES;Luján;Cortines;400,0;4;300–1000 Mbps
6497060;BUENOS AIRES;Luján;Cortines;226,5;18;100–300 Mbps
6497070;BUENOS AIRES;Luján;Country Club Las Praderas;226,5;45;100–300 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);0,0;3;0–10 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);1,0;8;0–10 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);2,0;12;0–10 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);10,0;274;10–30 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);40,0;3;30–50 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);50,0;1;50–100 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);60,0;485;50–100 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);100,0;1;100–300 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);150,0;132;100–300 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);200,0;161;100–300 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);300,0;522;300–1000 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);400,0;41;300–1000 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);499,0;101;300–1000 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);500,0;34;300–1000 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);1000,0;5;>1000 Mbps
6497060;BUENOS AIRES;Luján;José María Jáuregui (Est. Jáuregui);226,5;47;100–300 Mbps
6497060;BUENOS AIRES;Luján;Lezica y Torrezuri;1,0;10;0–10 Mbps
6497060;BUENOS AIRES;Luján;Lezica y Torrezuri;2,0;6;0–10 Mbps
6497060;BUENOS AIRES;Luján;Lezica y Torrezuri;226,5;58;100–300 Mbps
6497060;BUENOS AIRES;Luján;Luján;0,0;3;0–10 Mbps
6497060;BUENOS AIRES;Luján;Luján;1,0;80;0–10 Mbps
6497060;BUENOS AIRES;Luján;Luján;2,0;184;0–10 Mbps
6497060;BUENOS AIRES;Luján;Luján;3,0;79;0–10 Mbps
