166;Santiago Del Estero;Santiago Del Estero;2015-T3;2015;3;39394;30;39397;17.12;4.24;33886;4365;19;1097;30;39397;703;8332;23158;5956;1249;0;0;0;39398;3.91
167;Tierra Del Fuego;Tierra Del Fuego;2015-T3;2015;3;33118;6190;33737;74.86;22.05;22636;8085;665;1;2350;33737;15;285;36408;2;0;0;0;0;36710;3.48
168;Tucumán;Tucumán;2015-T3;2015;3;144272;420;144314;36.61;9.04;142925;1135;116;88;50;144314;107;23687;83654;29998;6232;623;0;0;144301;4.57
169;Buenos Aires;Buenos Aires;2015-T4;2015;4;2946743;12642;2959385;58.29;17.68;1586343;1223603;103269;20397;25773;2959385;7985;100303;2253197;274560;240188;3835;8180;0;2888246;4.88
170;CABA;CABA;2015-T4;2015;4;1360381;9845;1370226;118.13;44.83;455427;879950;19818;2273;12758;1370226;2417;46568;916813;172029;198635;3087;10899;0;1350450;5.93
171;Catamarca;Catamarca;2015-T4;2015;4;26459;130;26472;26.24;6.64;26180;242;15;1;34;26472;15;6513;14484;4106;1313;39;1;0;26471;4.12
172;Chaco;Chaco;2015-T4;2015;4;86537;160;86553;28.35;7.54;56818;29456;186;52;41;86553;194;9593;46771;18608;10092;1136;159;0;86553;5.83
173;Chubut;Chubut;2015-T4;2015;4;62279;174;64019;36.89;11.21;43968;811;916;13521;4803;64019;625;5774;71881;168;0;0;0;0;78448;3.28
174;Córdoba;Córdoba;2015-T4;2015;4;625835;2350;626070;57.36;17.47;353530;266062;480;5613;385;626070;148;63746;427471;62989;67151;3336;1088;0;625929;5.07
175;Corrientes;Corrientes;2015-T4;2015;4;85409;260;85435;30.34;7.95;55681;28178;177;1354;45;85435;29;11248;48104;17877;7569;456;150;0;85433;5.26
176;Entre Ríos;Entre Ríos;2015-T4;2015;4;173957;1800;174137;44.11;13.12;113983;53411;122;6427;194;174137;2865;18883;104224;33989;13668;399;163;0;174191;5.01
177;Formosa;Formosa;2015-T4;2015;4;28088;10;28089;19.07;4.83;21734;5314;4;1023;14;28089;1791;6081;14279;2704;2713;519;4;0;28091;4.66
178;Jujuy;Jujuy;2015-T4;2015;4;39922;20;39924;21.47;5.46;32934;6933;22;0;35;39924;2551;8876;21867;5044;1587;0;0;0;39925;3.72
179;La Pampa;La Pampa;2015-T4;2015;4;66054;3120;66366;58.76;19.27;12755;42705;4327;6205;374;66366;592;12951;48798;16;63;49;10;0;62479;2.94
180;La Rioja;La Rioja;2015-T4;2015;4;16914;180;16932;17.32;4.58;16886;0;16;2;28;16932;10;3638;9127;2937;1215;2;3;0;16932;4.52
181;Mendoza;Mendoza;2015-T4;2015;4;169251;1556;170807;32.49;9.02;153293;13030;2572;38;1874;170807;241;23;174719;38;41;5;13;0;175080;3.50
182;Misiones;Misiones;2015-T4;2015;4;92846;70;92853;28.69;7.77;60252;32533;48;5;15;92853;959;9169;51029;17281;13690;675;52;0;92855;5.90
183;Neuquén;Neuquén;2015-T4;2015;4;105122;2294;107416;58.29;17.23;51680;38902;1048;12934;2852;107416;1727;2061;89678;455;7934;9;175;0;102039;4.36
184;Río Negro;Río Negro;2015-T4;2015;4;98655;1067;99722;46.44;14.19;66851;27221;915;3407;1328;99722;3282;4473;89062;201;4024;5;75;0;101122;3.77
185;Salta;Salta;2015-T4;2015;4;101917;30;101920;31.59;7.60;78744;22446;47;129;554;101920;1122;11387;65677;17139;6507;99;5;0;101936;4.67
186;San Juan;San Juan;2015-T4;2015;4;51408;6210;52029;27.66;7.01;48670;451;770;1230;908;52029;9;386;55761;0;0;0;2;0;56158;3.48
187;San Luis;San Luis;2015-T4;2015;4;12901;3170;13218;9.71;2.76;11432;1025;354;30;377;13218;8;4;13473;0;0;1;2;0;13488;3.50
188;Santa Cruz;Santa Cruz;2015-T4;2015;4;26047;3560;26403;27.74;8.14;15614;2723;396;5261;2409;26403;188;26;32338;3;0;0;0;0;32555;3.48
189;Santa Fe;Santa Fe;2015-T4;2015;4;561045;6270;561672;52.61;16.47;339843;212911;2885;4596;1437;561672;6659;75770;361264;60985;51258;3079;1189;0;560204;4.81
190;Santiago Del Estero;Santiago Del Estero;2015-T4;2015;4;39132;30;39135;17.00;4.20;33582;4365;19;1139;30;39135;703;7836;23074;5669;1856;0;0;0;39138;4.09
191;Tierra Del Fuego;Tierra Del Fuego;2015-T4;2015;4;29334;6190;29953;66.46;19.44;22636;4301;665;1;2350;29953;16;285;32662;0;0;0;0;0;32963;3.47
192;Tucumán;Tucumán;2015-T4;2015;4;146053;420;146095;37.06;9.12;144188;1653;116;88;50;146095;107;21800;83887;29942;9507;837;0;0;146080;4.88
193;Buenos Aires;Buenos Aires;2016-T1;2016;1;2929903;12612;2942515;57.34;17.54;1583560;1200859;111231;21108;25757;2942515;7351;97880;2214760;289929;247372;8315;9529;0;2875136;4.99
194;CABA;CABA;2016-T1;2016;1;1328079;9817;1337896;115.16;43.76;454425;832126;36332;2284;12729;1337896;2310;43686;869048;178665;192644;6577;10838;0;1303768;6.05
195;Catamarca;Catamarca;2016-T1;2016;1;26376;130;26389;25.91;6.61;26096;243;15;1;34;26389;15;6102;14653;4241;1334;42;1;0;26388;4.20
196;Chaco;Chaco;2016-T1;2016;1;86635;160;86651;28.08;7.52;56353;29994;211;52;41;86651;194;8755;46304;19388;10587;1238;184;0;86650;5.99
197;Chubut;Chubut;2016-T1;2016;1;62060;174;63800;36.09;11.12;43967;834;916;13280;4803;63800;94;5095;72396;1066;0;0;0;0;78651;3.38
198;Córdoba;Córdoba;2016-T1;2016;1;609692;2340;609926;55.28;16.97;350884;252346;674;5636;386;609926;148;59484;414452;65763;66455;4143;1039;0;611484;5.16
199;Corrientes;Corrientes;2016-T1;2016;1;85510;260;85536;30.08;7.94;55454;28491;192;1354;45;85536;29;10690;47833;18375;7911;526;170;0;85534;5.37
200;Entre Ríos;Entre Ríos;2016-T1;2016;1;174634;1790;174813;43.85;13.14;113101;54948;146;6425;193;174813;2864;17749;104137;35104;14057;457;165;0;174533;5.08
201;Formosa;Formosa;2016-T1;2016;1;28313;10;28314;19.04;4.86;21852;5420;5;1023;14;28314;1738;5731;14163;3229;2906;544;5;0;28316;4.87
202;Jujuy;Jujuy;2016-T1;2016;1;40287;20;40289;21.41;5.49;33481;6751;22;0;35;40289;2543;8558;22383;5188;1623;0;0;0;40295;3.77
203;La Pampa;La Pampa;2016-T1;2016;1;65442;4870;65929;57.84;19.10;12754;41881;4536;6209;549;65929;426;11065;52117;15;78;71;11;0;63783;3.05
204;La Rioja;La Rioja;2016-T1;2016;1;16673;180;16691;16.83;4.50;16645;0;16;2;28;16691;10;3382;9060;2980;1254;2;3;0;16691;4.62
205;Mendoza;Mendoza;2016-T1;2016;1;169257;1553;170810;32.12;8.99;153299;13030;2576;34;1871;170810;235;21;175376;47;43;5;17;0;175744;3.50
206;Misiones;Misiones;2016-T1;2016;1;92951;70;92958;28.37;7.75;59538;33330;70;5;15;92958;959;8502;50061;19195;13363;779;68;0;92927;6.00
207;Neuquén;Neuquén;2016-T1;2016;1;101969;2292;104261;55.75;16.66;51702;36122;1085;12502;2850;104261;1720;1737;86310;479;7893;143;171;0;98453;4.42
208;Río Negro;Río Negro;2016-T1;2016;1;98745;1077;99822;45.84;14.15;66894;27312;937;3341;1338;99822;1171;6105;90038;203;4246;77;81;0;101921;3.83
209;Salta;Salta;2016-T1;2016;1;102423;30;102426;31.32;7.61;78973;22741;73;132;507;102426;1119;10765;65646;17748;6643;119;31;0;102071;4.74
210;San Juan;San Juan;2016-T1;2016;1;51373;6210;51994;27.33;6.98;48670;451;770;1195;908;51994;9;309;56447;0;0;0;2;0;56767;3.49
211;San Luis;San Luis;2016-T1;2016;1;12915;3170;13232;9.59;2.75;11432;1042;354;27;377;13232;8;4;13645;0;0;1;2;0;13660;3.50
212;Santa Cruz;Santa Cruz;2016-T1;2016;1;25931;3560;26287;26.87;8.05;15654;2723;396;5088;2426;26287;168;29;32188;8;0;0;0;0;32393;3.48
213;Santa Fe;Santa Fe;2016-T1;2016;1;551378;6180;551996;51.28;16.16;338052;204816;3014;4686;1428;551996;6492;71565;353525;64117;51293;3754;1063;0;551809;4.90
214;Santiago Del Estero;Santiago Del Estero;2016-T1;2016;1;37695;30;37698;16.21;4.03;32838;3900;19;911;30;37698;703;7219;22805;5769;1898;0;0;0;38394;4.17
215;Tierra Del Fuego;Tierra Del Fuego;2016-T1;2016;1;29867;6190;30486;65.83;19.65;22636;4834;665;1;2350;30486;16;285;33003;0;0;0;0;0;33304;3.48
216;Tucumán;Tucumán;2016-T1;2016;1;146596;410;146637;36.72;9.13;144233;2165;116;74;49;146637;106;20092;84008;31490;10046;871;0;0;146613;5.00
217;Buenos Aires;Buenos Aires;2016-T2;2016;2;3032776;12515;3045291;59.34;18.10;1579448;1305949;113070;21163;25661;3045291;10786;133385;2250898;335296;334723;31494;11933;0;3108515;5.42
218;CABA;CABA;2016-T2;2016;2;1384824;976;1394584;120.04;45.59;450644;892209;36669;2390;12672;1394584;4352;1736;859039;146091;213010;19597;13477;0;1257302;6.58
219;Catamarca;Catamarca;2016-T2;2016;2;26543;130;26556;26.07;6.63;26262;245;14;1;34;26556;15;5736;14742;4567;1496;47;1;0;26604;4.36
220;Chaco;Chaco;2016-T2;2016;2;88235;160;88251;28.59;7.64;56112;31825;221;52;41;88251;197;8063;45823;20346;12090;1571;201;0;88291;6.30
221;Chubut;Chubut;2016-T2;2016;2;62116;174;63856;36.12;11.07;43977;867;916;13293;4803;63856;572;5421;73078;775;0;0;0;0;79846;3.34
222;Córdoba;Córdoba;2016-T2;2016;2;634680;2340;634914;57.55;17.62;348891;277615;1709;5610;1089;634914;258;57050;437547;71980;82618;8355;1242;0;659050;5.52
223;Corrientes;Corrientes;2016-T2;2016;2;86932;240;86956;30.58;8.05;55511;29845;203;1354;43;86956;41;10018;47916;19200;8851;803;191;0;87020;5.60
224;Entre Ríos;Entre Ríos;2016-T2;2016;2;178194;1790;178373;44.74;13.38;112809;58768;169;6434;193;178373;4734;16368;115000;36917;15522;849;205;0;189595;5.13
225;Formosa;Formosa;2016-T2;2016;2;28801;10;28802;19.37;4.93;22101;5658;6;1023;14;28802;1675;5401;14370;3569;3218;593;10;0;28836;5.10
226;Jujuy;Jujuy;2016-T2;2016;2;41187;20;41189;21.89;5.60;33758;7374;22;0;35;41189;2561;8292;25301;5589;1750;3;0;0;43496;3.84
227;La Pampa;La Pampa;2016-T2;2016;2;68403;4850;68888;60.44;19.91;12754;44654;4708;6225;547;68888;429;10616;63928;15;119;96;11;0;75214;3.15
228;La Rioja;La Rioja;2016-T2;2016;2;16718;180;16736;16.88;4.49;16691;0;15;2;28;16736;10;3151;9043;3190;1344;3;5;0;16746;4.77
229;Mendoza;Mendoza;2016-T2;2016;2;169274;155;170824;32.13;8.97;153321;13030;2576;29;1868;170824;437;30;176922;61;44;5;20;0;177519;3.50
230;Misiones;Misiones;2016-T2;2016;2;95808;70;95815;29.24;7.96;59573;36145;77;5;15;95815;1973;7899;49586;21385;14820;1073;96;0;96832;6.23
231;Neuquén;Neuquén;2016-T2;2016;2;108224;2291;110515;59.10;17.59;51742;42370;1088;12466;2849;110515;1916;1691;88854;583;10241;1285;208;0;104778;4.87
232;Río Negro;Río Negro;2016-T2;2016;2;99631;1073;100704;46.24;14.22;67031;28100;939;3300;1334;100704;1189;6107;92158;194;4877;520;86;0;105131;3.98
233;Salta;Salta;2016-T2;2016;2;104929;30;104932;32.08;7.77;79438;24719;85;151;539;104932;2160;10123;70875;18759;7129;140;49;0;109235;4.75
234;San Juan;San Juan;2016-T2;2016;2;51392;6210;52013;27.34;6.96;48670;451;770;1214;908;52013;10;273;57589;0;0;0;4;0;57876;3.49
235;San Luis;San Luis;2016-T2;2016;2;12939;3170;13256;9.60;2.75;11432;1063;354;30;377;13256;12;4;13931;0;0;1;2;0;13950;3.50
236;Santa Cruz;Santa Cruz;2016-T2;2016;2;25797;3560;26153;26.73;7.96;15453;2722;396;4996;2586;26153;244;26;31995;142;20;0;0;0;32427;3.50
237;Santa Fe;Santa Fe;2016-T2;2016;2;563867;6070;564474;52.44;16.49;336244;219088;2981;4744;1417;564474;9486;67325;374960;68505;60469;6509;1277;0;588531;5.14
238;Santiago Del Estero;Santiago Del Estero;2016-T2;2016;2;36958;30;36961;15.89;3.94;32101;3900;19;911;30;36961;704;6705;22208;5943;2108;1;0;0;37669;4.31
239;Tierra Del Fuego;Tierra Del Fuego;2016-T2;2016;2;30740;6190;31359;67.72;20.08;22636;5707;665;1;2350;31359;16;286;38773;0;0;0;0;0;39075;3.48
240;Tucumán;Tucumán;2016-T2;2016;2;148636;410;148677;37.24;9.22;145486;2968;116;58;49;148677;231;18515;83945;33891;11310;1032;2;0;148926;5.20
241;Buenos Aires;Buenos Aires;2016-T3;2016;3;3075387;11205;3086592;60.14;18.30;1574216;1355770;113463;18867;24276;3086592;5856;107945;2148475;393530;399116;52900;13318;0;3121140;5.91
242;CABA;CABA;2016-T3;2016;3;1395053;8051;1403104;120.77;45.85;447726;905105;36796;2514;10963;1403104;331;995;759028;208249;240856;38341;13886;0;1261686;7.38
243;Catamarca;Catamarca;2016-T3;2016;3;26957;130;26970;26.48;6.72;26689;248;14;1;18;26970;15;4038;16183;4845;1853;50;0;0;26984;4.73
244;Chaco;Chaco;2016-T3;2016;3;89216;140;89230;28.91;7.71;56251;32730;232;2;15;89230;190;5227;46821;21193;13746;2022;217;0;89416;6.72
245;Chubut;Chubut;2016-T3;2016;3;62222;173;63952;36.18;11.04;43987;935;916;13364;4750;63952;466;5190;74375;674;0;0;0;0;80705;3.34
246;Córdoba;Córdoba;2016-T3;2016;3;642458;1330;642591;58.24;17.79;348481;285480;2540;5695;395;642591;48;41329;415075;75988;99225;11691;1322;0;644678;6.07
247;Corrientes;Corrientes;2016-T3;2016;3;88328;120;88340;31.07;8.16;55934;30813;217;1354;22;88340;15;7425;49471;19956;10006;1263;210;0;88346;5.96
248;Entre Ríos;Entre Ríos;2016-T3;2016;3;181092;570;181149;45.44;13.55;112588;61850;206;6441;64;181149;1768;10657;110844;38665;17737;1307;248;0;181226;5.59
249;Formosa;Formosa;2016-T3;2016;3;27716;0;27716;18.64;4.73;21800;5905;9;0;2;27716;1723;4277;15581;3964;3658;648;10;0;29861;5.42
250;Jujuy;Jujuy;2016-T3;2016;3;42537;10;42538;22.61;5.76;34250;8236;22;0;30;42538;286;6878;27425;5943;1978;31;0;0;42541;4.22
251;La Pampa;La Pampa;2016-T3;2016;3;69903;4610;70364;61.73;20.29;12751;45952;4910;6236;515;70364;374;10187;55792;15;224;114;11;0;66717;3.14
252;La Rioja;La Rioja;2016-T3;2016;3;16912;180;16930;17.07;4.53;16891;0;15;2;22;16930;9;2349;9686;3316;1562;11;2;0;16935;5.08
253;Mendoza;Mendoza;2016-T3;2016;3;169174;145;170624;32.09;8.93;153233;13030;2576;28;1757;170624;37;10;178186;73;48;5;17;0;178376;3.51
254;Misiones;Misiones;2016-T3;2016;3;97997;0;97997;29.91;8.12;59776;38130;79;5;7;97997;1010;6030;48871;23394;17043;1559;91;0;97998;6.74
255;Neuquén;Neuquén;2016-T3;2016;3;110491;2112;112603;60.21;17.86;51752;44739;1093;12402;2617;112603;1531;1527;87404;680;12541;2118;225;0;106026;5.29
256;Río Negro;Río Negro;2016-T3;2016;3;100024;1002;101026;46.39;14.22;67043;28496;942;3293;1252;101026;1007;6026;90689;207;5953;790;99;0;104771;4.16
257;Salta;Salta;2016-T3;2016;3;107790;10;107791;32.96;7.96;80866;26113;90;157;565;107791;1107;6922;71214;20229;8099;197;50;0;107818;5.05
258;San Juan;San Juan;2016-T3;2016;3;51348;6200;51968;27.32;6.94;48670;451;770;1174;903;51968;8;245;58577;0;0;0;2;0;58832;3.49
259;San Luis;San Luis;2016-T3;2016;3;12978;3150;13293;9.63;2.75;11432;1113;354;23;371;13293;7;4;14077;0;0;1;2;0;14091;3.50
260;Santa Cruz;Santa Cruz;2016-T3;2016;3;25886;3710;26257;26.84;7.93;15570;2722;817;4978;2170;26257;189;22;31904;221;52;9;0;0;32397;3.54
261;Santa Fe;Santa Fe;2016-T3;2016;3;566625;3860;567011;52.67;16.53;334911;223011;3037;4862;1190;567011;3958;49501;360606;72657;69864;10210;1308;0;568104;5.68
262;Santiago Del Estero;Santiago Del Estero;2016-T3;2016;3;35658;20;35660;15.33;3.79;31730;3900;19;3;8;35660;26;5097;22747;6216;2497;9;0;0;36592;4.67
263;Tierra Del Fuego;Tierra Del Fuego;2016-T3;2016;3;31306;6190;31925;68.94;20.31;22636;6276;665;1;2347;31925;16;285;35080;0;0;0;0;0;35381;3.48
264;Tucumán;Tucumán;2016-T3;2016;3;151282;370;151319;37.90;9.36;147259;3850;116;53;41;151319;127;12247;87970;36518;13150;1288;4;0;151304;5.54
265;Buenos Aires;Buenos Aires;2016-T4;2016;4;3131499;11202;3142701;61.24;18.58;1563542;1414676;118747;21394;24342;3142701;6055;86281;2085605;403575;467398;72348;17279;0;3138541;6.35
266;CABA;CABA;2016-T4;2016;4;1393443;8016;1401459;120.63;45.78;434835;914952;38161;2583;10928;1401459;517;1477;704324;225723;264582;53506;16756;0;1266885;7.96
267;Catamarca;Catamarca;2016-T4;2016;4;27021;130;27034;26.54;6.72;26735;250;14;1;34;27034;15;3478;16519;4889;2077;54;0;0;27032;4.89
268;Chaco;Chaco;2016-T4;2016;4;88833;140;88847;28.79;7.65;54974;33534;248;52;39;88847;191;3983;45634;21323;14887;2586;250;0;88854;7.08
269;Chubut;Chubut;2016-T4;2016;4;62035;173;63765;36.07;10.96;43994;955;916;13107;4793;63765;401;4493;73951;1352;0;0;0;0;80197;3.41
270;Córdoba;Córdoba;2016-T4;2016;4;636422;1330;636555;57.70;17.57;337368;289344;3368;5686;789;636555;50;29380;404645;77966;108368;15458;1606;0;637473;6.47
271;Corrientes;Corrientes;2016-T4;2016;4;88084;120;88096;30.98;8.12;54981;31497;233;1354;31;88096;15;6109;48995;20187;10908;1645;234;0;88093;6.24
272;Entre Ríos;Entre Ríos;2016-T4;2016;4;180188;570;180245;45.21;13.45;109359;64141;226;6448;71;180245;1680;8253;110296;38491;19509;1801;280;0;180310;5.81
273;Formosa;Formosa;2016-T4;2016;4;29513;0;29513;19.85;5.03;22400;6061;16;1023;13;29513;1573;3519;15791;4114;3855;649;17;0;29518;5.63
274;Jujuy;Jujuy;2016-T4;2016;4;42624;10;42625;22.65;5.76;33838;8731;22;0;34;42625;303;6225;27778;6143;2134;43;0;0;42626;4.32
275;La Pampa;La Pampa;2016-T4;2016;4;71368;4600;71828;63.02;20.67;12754;47245;5054;6253;522;71828;368;9789;56694;16;335;132;11;0;67345;3.19
276;La Rioja;La Rioja;2016-T4;2016;4;16298;180;16316;16.46;4.35;16270;0;16;2;28;16316;9;1646;9635;3334;1675;13;3;0;16315;5.34
277;Mendoza;Mendoza;2016-T4;2016;4;169274;1451;170725;32.11;8.91;153320;13030;2579;27;1769;170725;114;16;177194;79;49;5;20;0;177477;3.51
278;Misiones;Misiones;2016-T4;2016;4;97390;0;97390;29.72;8.05;57983;39294;100;5;8;97390;1010;4783;47454;23433;18371;2215;126;0;97392;7.11
279;Neuquén;Neuquén;2016-T4;2016;4;111723;2112;113835;60.87;17.99;51742;46389;1124;11910;2670;113835;1539;1406;84859;792;14153;3073;271;0;106093;5.68
280;Río Negro;Río Negro;2016-T4;2016;4;100020;10;101020;46.39;14.17;67057;28474;954;3274;1261;101020;998;2953;92967;248;6317;1174;122;0;104779;4.37
281;Salta;Salta;2016-T4;2016;4;106934;10;106935;32.69;7.87;79389;26657;110;158;621;106935;577;5027;71636;20787;8611;239;70;0;106947;5.22
282;San Juan;San Juan;2016-T4;2016;4;51301;6200;51921;27.29;6.91;48670;451;772;1121;907;51921;8;220;58608;0;0;0;4;0;58840;3.49
283;San Luis;San Luis;2016-T4;2016;4;12992;3150;13307;9.64;2.74;11432;1120;354;26;375;13307;8;4;14014;0;0;1;2;0;14029;3.50
284;Santa Cruz;Santa Cruz;2016-T4;2016;4;26094;3700;26464;27.05;7.94;15607;2722;1055;4823;2257;26464;189;23;31369;342;80;10;0;0;32013;3.56
285;Santa Fe;Santa Fe;2016-T4;2016;4;561470;3620;561832;52.19;16.35;326721;225792;3201;4946;1172;561832;4966;40102;349722;74401;77667;13155;1529;0;561542;6.04
286;Santiago Del Estero;Santiago Del Estero;2016-T4;2016;4;35049;20;35051;15.07;3.72;30192;3900;19;911;29;35051;26;3925;22246;6178;2664;15;0;0;35054;4.87
287;Tierra Del Fuego;Tierra Del Fuego;2016-T4;2016;4;31938;6190;32557;70.31;20.57;22636;6905;665;1;2350;32557;16;285;35409;0;0;0;0;0;35710;3.48
288;Tucumán;Tucumán;2016-T4;2016;4;151615;370;151652;37.98;9.35;146995;4482;116;14;45;151652;96;10021;87994;37721;14389;1400;10;0;151631;5.73
289;Buenos Aires;Buenos Aires;2017-T1;2017;1;3178174;11202;3189376;58.57;18.80;1559178;1465817;118839;21200;24342;3189376;6017;83918;2057698;402315;523540;90937;22299;0;3186724;6.68
290;CABA;CABA;2017-T1;2017;1;1391030;8016;1399046;108.37;45.69;428801;918328;38259;2730;10928;1399046;510;1409;678922;218487;277195;66536;19881;0;1262940;8.35
291;Catamarca;Catamarca;2017-T1;2017;1;26304;130;26317;25.66;6.53;26020;248;14;1;34;26317;15;3328;15861;4901;2161;49;0;0;26315;4.97
292;Chaco;Chaco;2017-T1;2017;1;89036;140;89050;28.62;7.65;54430;34277;252;52;39;89050;191;3835;44544;21467;15671;3025;314;0;89047;7.31
293;Chubut;Chubut;2017-T1;2017;1;62166;173;63896;35.66;10.93;43994;999;916;13194;4793;63896;401;4182;73759;1808;0;0;0;0;80150;3.44
294;Córdoba;Córdoba;2017-T1;2017;1;641066;1330;641199;57.65;17.65;335673;293479;4871;5782;1394;641199;50;28732;391556;82011;118643;19035;2071;0;642098;6.80
295;Corrientes;Corrientes;2017-T1;2017;1;88596;120;88608;30.94;8.15;54993;31994;236;1354;31;88608;15;6040;48149;20586;11468;2044;303;0;88605;6.43
296;Entre Ríos;Entre Ríos;2017-T1;2017;1;180296;570;180353;44.91;13.43;108509;65095;230;6448;71;180353;1680;8080;108379;39146;20562;2254;317;0;180418;5.95
297;Formosa;Formosa;2017-T1;2017;1;29705;0;29705;19.84;5.05;22438;6215;16;1023;13;29705;1535;3538;15473;4446;4058;635;22;0;29707;5.74
298;Jujuy;Jujuy;2017-T1;2017;1;43202;10;43203;22.76;5.82;33869;9278;22;0;34;43203;330;6213;27824;6486;2306;44;0;0;43203;4.39
299;La Pampa;La Pampa;2017-T1;2017;1;71458;4550;71913;62.67;20.65;12754;47195;5194;6253;517;71913;362;9279;57739;331;192;165;11;0;68079;3.22
300;La Rioja;La Rioja;2017-T1;2017;1;16207;180;16225;16.20;4.31;16180;0;15;2;28;16225;9;1578;9486;3409;1718;22;2;0;16224;5.43
301;Mendoza;Mendoza;2017-T1;2017;1;169282;1451;170733;31.84;8.89;153326;13030;2581;27;1769;170733;106;15;177201;86;50;5;22;0;177485;3.51
302;Misiones;Misiones;2017-T1;2017;1;97619;0;97619;29.52;8.04;57363;40142;101;5;8;97619;1010;4665;45950;23847;19356;2627;166;0;97621;7.34
303;Neuquén;Neuquén;2017-T1;2017;1;113227;2112;115339;61.02;18.17;51771;48109;1124;11665;2670;115339;1547;1418;83813;902;15130;4223;458;0;107491;6.03
304;Río Negro;Río Negro;2017-T1;2017;1;100288;10;101288;46.03;14.16;67075;28785;954;3213;1261;101288;986;5647;89622;246;6738;1594;200;0;105033;4.45
305;Salta;Salta;2017-T1;2017;1;107632;10;107633;32.58;7.89;79837;26845;114;158;679;107633;579;4861;70922;21554;9386;267;74;0;107643;5.34
306;San Juan;San Juan;2017-T1;2017;1;51253;6200;51873;27.04;6.89;48670;451;772;1073;907;51873;8;192;58588;0;0;0;4;0;58792;3.49
307;San Luis;San Luis;2017-T1;2017;1;12992;3150;13307;9.55;2.73;11432;1120;354;26;375;13307;8;4;14014;0;0;1;2;0;14029;3.50
308;Santa Cruz;Santa Cruz;2017-T1;2017;1;26116;3700;26486;26.52;7.89;15502;2722;1272;4733;2257;26486;190;23;31078;474;68;30;0;0;31863;3.59
309;Santa Fe;Santa Fe;2017-T1;2017;1;562520;3620;562882;51.97;16.34;327458;226094;3210;4948;1172;562882;4966;39463;340418;77152;83008;15775;1831;0;562613;6.28
310;Santiago Del Estero;Santiago Del Estero;2017-T1;2017;1;34473;20;34475;14.70;3.65;29616;3900;19;911;29;34475;26;3772;21659;6218;2786;17;0;0;34478;4.95
311;Tierra Del Fuego;Tierra Del Fuego;2017-T1;2017;1;31938;6190;32557;68.92;20.44;22636;6905;665;1;2350;32557;16;285;35409;0;0;0;0;0;35710;3.48
312;Tucumán;Tucumán;2017-T1;2017;1;152734;370;152771;37.90;9.39;147373;5223;116;14;45;152771;96;9682;86470;39155;15951;1383;13;0;152750;5.88
313;Buenos Aires;Buenos Aires;2017-T2;2017;2;3067430;11201;3078631;56.27;18.10;1378549;1535037;119132;21555;24358;3078631;7548;47472;1910156;299009;573298;93059;46178;0;2976720;7.20
314;CABA;CABA;2017-T2;2017;2;1592175;8016;1600191;124.06;52.24;615262;932466;38628;2819;11016;1600191;556;35663;726223;304970;378571;80234;37977;0;1564194;8.84
315;Catamarca;Catamarca;2017-T2;2017;2;26692;130;26705;25.98;6.61;26401;255;14;1;34;26705;15;3318;15655;5325;2342;47;1;0;26703;5.10
316;Chaco;Chaco;2017-T2;2017;2;90597;140;90611;29.05;7.76;54449;35613;458;52;39;90611;191;3733;42590;22349;18044;3157;545;0;90609;7.69
317;Chubut;Chubut;2017-T2;2017;2;62245;173;63975;35.55;10.90;43994;1067;916;13194;4804;63975;403;4186;73760;1880;0;0;0;0;80229;3.45
318;Córdoba;Córdoba;2017-T2;2017;2;657505;1330;657638;58.97;18.06;341748;303488;4451;6446;1505;657638;251;26862;370865;88479;146683;20351;5069;0;658560;7.42
319;Corrientes;Corrientes;2017-T2;2017;2;90085;120;90097;31.39;8.27;55262;33192;258;1354;31;90097;15;5912;46483;21776;13043;2218;647;0;90094;6.79
320;Entre Ríos;Entre Ríos;2017-T2;2017;2;182675;570;182732;45.39;13.57;108309;67650;254;6448;71;182732;1680;7944;104422;41800;23524;2604;823;0;182797;6.29
321;Formosa;Formosa;2017-T2;2017;2;29956;0;29956;19.97;5.08;22493;6410;17;1023;13;29956;1486;3419;14787;4795;4583;749;139;0;29958;6.18
322;Jujuy;Jujuy;2017-T2;2017;2;42656;10;42657;22.40;5.73;33742;8858;22;0;35;42657;311;5877;26915;6974;2538;42;1;0;42658;4.54
323;La Pampa;La Pampa;2017-T2;2017;2;72573;4490;73022;63.49;20.92;12754;48310;5194;6253;511;73022;356;8633;59045;558;336;244;21;0;69193;3.32
324;La Rioja;La Rioja;2017-T2;2017;2;16271;180;16289;16.20;4.31;16244;0;15;2;28;16289;9;1554;9304;3599;1796;24;2;0;16288;5.53
325;Mendoza;Mendoza;2017-T2;2017;2;169302;1451;170753;31.76;8.86;153331;13030;2581;27;1784;170753;109;24;177203;92;50;5;22;0;177505;3.51
326;Misiones;Misiones;2017-T2;2017;2;99794;0;99794;30.09;8.20;56752;42925;103;5;9;99794;1011;4447;47244;22033;21599;2892;570;0;99796;7.60
327;Neuquén;Neuquén;2017-T2;2017;2;115321;2112;117433;61.91;18.43;51794;50283;1133;11545;2678;117433;1542;1395;81272;849;18051;4774;1703;0;109586;6.70
328;Río Negro;Río Negro;2017-T2;2017;2;100621;9980;101619;46.02;14.16;67038;29147;961;3213;1260;101619;973;5606;88085;245;7990;1921;559;0;105379;4.74
