85;6014030;Adolfo Gonzales Chaves;Juan E. Barra;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;13
86;6014030;Adolfo Gonzales Chaves;Juan E. Barra;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;48
87;6014040;Adolfo Gonzales Chaves;Vásquez;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;3
88;6014040;Adolfo Gonzales Chaves;Vásquez;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;14
89;6021010;Alberti;Alberti   (Est. Andrés Vaccarezza);Buenos Aires;Buenos Aires;ADSL;ADSL;199
90;6021010;Alberti;Alberti   (Est. Andrés Vaccarezza);Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;5
91;6021010;Alberti;Alberti   (Est. Andrés Vaccarezza);Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;1
92;6021010;Alberti;Alberti   (Est. Andrés Vaccarezza);Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;16
93;6021010;Alberti;Alberti   (Est. Andrés Vaccarezza);Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;2
94;6021020;Alberti;Coronel Seguí;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;2
95;6021020;Alberti;Coronel Seguí;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;5
96;6021030;Alberti;Mechita;Buenos Aires;Buenos Aires;ADSL;ADSL;285
97;6021030;Alberti;Mechita;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;7
98;6021040;Alberti;Pla;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;4
99;6021050;Alberti;Villa Grisolía  (Est. Achupallas);Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;9
100;6021060;Alberti;Villa María;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;1
101;6021070;Alberti;Villa Ortiz  (Est. Coronel Mom);Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;1
102;6021070;Alberti;Villa Ortiz  (Est. Coronel Mom);Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;24
103;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;ADSL;ADSL;17
104;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;CABLEMODEM;CABLEMODEM;9137
105;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;DIAL UP;DIAL UP;47
106;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;FIBRA OPTICA;FIBRA OPTICA;13738
107;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;Otros;Otros;103
108;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;SATELITAL;SATELITAL;17
109;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;WIRELESS;WIRELESS;26
110;6028010;Almirante Brown;Adrogué;Buenos Aires;Buenos Aires;ADSL;ADSL;29
