ID_Penetracion;ID_Periodo;ID_Provincias;Accesos_telefonía_fija_cada_100_hab;Accesos_telefonía_fija_cada_100_hogares;Hogares;Comercial;Gobierno;Otros;Total
762;2017-T3;San Juan;15,01;58,92;97968;8039;411;5980;112398
763;2017-T3;San Luis;11,12;38,84;46886;3848;197;2862;53793
764;2017-T3;Santa Cruz;13,51;45,4;38985;3199;164;2380;44728
765;2017-T3;Santa Fe;21,57;68,6;644988;52929;2708;39374;739999
766;2017-T3;Santiago del Estero;6,97;28,1;57126;4688;240;3487;65541
767;2017-T3;Tierra del Fuego;24,69;83,27;33832;2776;142;2065;38815
768;2017-T3;Tucumán;13,08;52,81;184386;15131;774;11256;211547
769;2017-T4;Buenos Aires;28,86;90,08;4268288;343324;18011;252240;4881863
770;2017-T4;CABA;52,87;125,25;1414870;113807;5970;83613;1618260
771;2017-T4;Catamarca;9,61;37,79;33805;2719;143;1998;38665
772;2017-T4;Chaco;8,79;32,9;89247;7179;377;5274;102077
773;2017-T4;Chubut;21,07;68,73;107185;8621;452;6334;122592
774;2017-T4;Córdoba;19,44;63,5;615786;49531;2598;36391;704306
775;2017-T4;Corrientes;9,41;35,72;89223;7177;376;5273;102049
776;2017-T4;Entre Ríos;16,65;55,69;195082;15692;823;11529;223126
777;2017-T4;Formosa;7,01;27,54;35968;2893;152;2126;41139
778;2017-T4;Jujuy;7,62;29,81;49327;3968;208;2915;56418
779;2017-T4;La Pampa;23,99;72,81;72886;5863;308;4307;83364
780;2017-T4;La Rioja;10,07;37,83;33023;2656;139;1952;37770
781;2017-T4;Mendoza;19,89;71,28;333217;26803;1406;19692;381118
782;2017-T4;Misiones;9,52;34,94;100711;8101;425;5952;115189
783;2017-T4;Neuquén;16,1;54,08;89046;7162;376;5262;101846
784;2017-T4;Río Negro;20,42;66,39;127299;10239;537;7523;145598
785;2017-T4;Salta;10,25;42,32;121832;9800;514;7200;139346
786;2017-T4;San Juan;15,19;59,65;99771;8025;421;5896;114113
787;2017-T4;San Luis;11,08;38,72;47036;3783;198;2780;53797
788;2017-T4;Santa Cruz;14,17;47,62;41297;3322;174;2440;47233
789;2017-T4;Santa Fe;21,61;68,73;649567;52249;2741;38387;742944
790;2017-T4;Santiago del Estero;6,84;27,57;56376;4535;238;3332;64481
791;2017-T4;Tierra del Fuego;24,61;83,01;34056;2739;144;2013;38952
792;2017-T4;Tucumán;13,04;52,65;184971;14878;781;10931;211561
793;2016-T1;Buenos Aires;29,04;91,2;4259081;343205;18007;252249;4872542
794;2016-T1;CABA;52,62;123,37;1406249;113318;5946;83287;1608800
795;2016-T1;Catamarca;9,68;38,05;33797;2723;143;2002;38665
796;2016-T1;Chaco;8,86;33,16;89226;7190;377;5284;102077
797;2016-T1;Chubut;21,36;69,67;107157;8635;453;6347;122592
798;2016-T1;Córdoba;19,56;63,87;614267;49499;2597;36381;702744
799;2016-T1;Corrientes;9,47;35,97;89201;7188;377;5283;102049
800;2016-T1;Entre Ríos;16,77;56,1;195034;15716;825;11551;223126
801;2016-T1;Formosa;7,06;27,73;35959;2898;152;2130;41139
802;2016-T1;Jujuy;7,69;30,07;49314;3974;209;2921;56418
803;2016-T1;La Pampa;24,15;73,3;72868;5872;308;4316;83364
804;2016-T1;La Rioja;10,18;38,23;33015;2660;140;1955;37770
805;2016-T1;Mendoza;20,06;71,88;333135;26845;1408;19730;381118
806;2016-T1;Misiones;9,6;35,26;100687;8113;426;5963;115189
807;2016-T1;Neuquén;16,27;54,66;89023;7174;376;5273;101846
808;2016-T1;Río Negro;20,64;67,09;127267;10255;538;7538;145598
809;2016-T1;Salta;10,35;42,75;121802;9815;515;7214;139346
810;2016-T1;San Juan;15,32;60,16;99745;8038;422;5908;114113
811;2016-T1;San Luis;11,19;39,11;47024;3789;199;2785;53797
812;2016-T1;Santa Cruz;14,47;48,61;41286;3327;175;2445;47233
813;2016-T1;Santa Fe;21,72;69,06;648454;52254;2742;38406;741856
814;2016-T1;Santiago del Estero;6,9;27,79;56363;4542;238;3338;64481
815;2016-T1;Tierra del Fuego;25,11;84,69;34047;2744;144;2017;38952
816;2016-T1;Tucumán;13,17;53,16;184925;14902;782;10952;211561
817;2016-T2;Buenos Aires;29,22;91,58;4280149;359598;18042;258319;4916108
818;2016-T2;CABA;51,66;121,27;1375781;115587;5799;83032;1580199
819;2016-T2;Catamarca;9,63;37,85;33564;2820;141;2026;38551
820;2016-T2;Chaco;8,92;33,37;89678;7534;378;5412;103002
821;2016-T2;Chubut;20;65,24;100403;8435;423;6060;115321
822;2016-T2;Córdoba;19,52;63,75;612339;51446;2581;36956;703322
823;2016-T2;Corrientes;9,49;36,03;89192;7493;376;5383;102444
824;2016-T2;Entre Ríos;16,88;56,44;195908;16459;826;11824;225017
825;2016-T2;Formosa;6,97;27,4;35472;2980;150;2141;40743
826;2016-T2;Jujuy;7,66;29,96;49087;4124;207;2963;56381
827;2016-T2;La Pampa;23,69;71,89;71338;5994;301;4306;81939
828;2016-T2;La Rioja;10,17;38,19;32970;2770;139;1990;37869
829;2016-T2;Mendoza;19,42;69,6;322197;27070;1358;19446;370071
830;2016-T2;Misiones;9,19;33,73;96234;8085;406;5808;110533
831;2016-T2;Neuquén;15,75;52,92;86155;7238;363;5200;98956
832;2016-T2;Río Negro;19,92;64,77;122805;10318;518;7412;141053
833;2016-T2;Salta;10,31;42,56;121199;10183;511;7315;139208
834;2016-T2;San Juan;14,37;56,4;93418;7849;394;5638;107299
835;2016-T2;San Luis;11,03;38,53;46299;3890;195;2794;53178
836;2016-T2;Santa Cruz;13,46;45,23;38530;3237;162;2325;44254
837;2016-T2;Santa Fe;21,67;68,91;645875;54264;2723;38981;741843
838;2016-T2;Santiago del Estero;7,04;28,38;57484;4829;242;3469;66024
839;2016-T2;Tierra del Fuego;24,32;82,01;33064;2778;139;1995;37976
840;2016-T2;Tucumán;13,04;52,65;183031;15378;772;11047;210228
841;2016-T3;Buenos Aires;28,33;88,63;4166450;341904;17491;254342;4780187
842;2016-T3;CABA;52,45;123,09;1398978;114802;5873;85401;1605054
843;2016-T3;Catamarca;9,68;38,05;33853;2778;142;2067;38840
844;2016-T3;Chaco;8,88;33,23;89623;7354;376;5471;102824
845;2016-T3;Chubut;20,41;66,58;103046;8456;433;6290;118225
846;2016-T3;Córdoba;19,5;63,68;613989;50385;2578;37481;704433
847;2016-T3;Corrientes;9,48;35,98;89391;7335;375;5457;102558
848;2016-T3;Entre Ríos;16,81;56,22;195853;16072;822;11956;224703
849;2016-T3;Formosa;7,04;27,67;35939;2949;151;2194;41233
850;2016-T3;Jujuy;7,67;29,98;49316;4047;207;3011;56581
851;2016-T3;La Pampa;23,88;72,49;72178;5923;303;4406;82810
852;2016-T3;La Rioja;10,17;38,21;33133;2719;139;2023;38014
853;2016-T3;Mendoza;19,77;70,85;329297;27022;1382;20102;377803
854;2016-T3;Misiones;9,17;33,68;96478;7917;405;5890;110690
855;2016-T3;Neuquén;16,14;54,22;88687;7278;372;5414;101751
856;2016-T3;Río Negro;20,25;65,84;125414;10292;526;7656;143888
857;2016-T3;Salta;10,31;42,57;121784;9994;511;7434;139723
858;2016-T3;San Juan;15,01;58,92;97968;8039;411;5980;112398
859;2016-T3;San Luis;11,12;38,84;46886;3848;197;2862;53793
860;2016-T3;Santa Cruz;13,51;45,4;38985;3199;164;2380;44728
861;2016-T3;Santa Fe;21,57;68,6;644988;52929;2708;39374;739999
862;2016-T3;Santiago del Estero;6,97;28,1;57126;4688;240;3487;65541
863;2016-T3;Tierra del Fuego;24,69;83,27;33832;2776;142;2065;38815
864;2016-T3;Tucumán;13,08;52,81;184386;15131;774;11256;211547
865;2016-T4;Buenos Aires;28,86;90,08;4268288;343324;18011;252240;4881863
866;2016-T4;CABA;52,87;125,25;1414870;113807;5970;83613;1618260
867;2016-T4;Catamarca;9,61;37,79;33805;2719;143;1998;38665
868;2016-T4;Chaco;8,79;32,9;89247;7179;377;5274;102077
869;2016-T4;Chubut;21,07;68,73;107185;8621;452;6334;122592
870;2016-T4;Córdoba;19,44;63,5;615786;49531;2598;36391;704306
871;2016-T4;Corrientes;9,41;35,72;89223;7177;376;5273;102049
872;2016-T4;Entre Ríos;16,65;55,69;195082;15692;823;11529;223126
873;2016-T4;Formosa;7,01;27,54;35968;2893;152;2126;41139
874;2016-T4;Jujuy;7,62;29,81;49327;3968;208;2915;56418
875;2016-T4;La Pampa;23,99;72,81;72886;5863;308;4307;83364
876;2016-T4;La Rioja;10,07;37,83;33023;2656;139;1952;37770
877;2016-T4;Mendoza;19,89;71,28;333217;26803;1406;19692;381118
878;2016-T4;Misiones;9,52;34,94;100711;8101;425;5952;115189
879;2016-T4;Neuquén;16,1;54,08;89046;7162;376;5262;101846
880;2016-T4;Río Negro;20,42;66,39;127299;10239;537;7523;145598
881;2016-T4;Salta;10,25;42,32;121832;9800;514;7200;139346
882;2016-T4;San Juan;15,19;59,65;99771;8025;421;5896;114113
883;2016-T4;San Luis;11,08;38,72;47036;3783;198;2780;53797
884;2016-T4;Santa Cruz;14,17;47,62;41297;3322;174;2440;47233
885;2016-T4;Santa Fe;21,61;68,73;649567;52249;2741;38387;742944
886;2016-T4;Santiago del Estero;6,84;27,57;56376;4535;238;3332;64481
887;2016-T4;Tierra del Fuego;24,61;83,01;34056;2739;144;2013;38952
888;2016-T4;Tucumán;13,04;52,65;184971;14878;781;10931;211561
889;2015-T1;Buenos Aires;28,93;91,61;3979224;540095;17562;265115;4801996
890;2015-T1;CABA;53,53;128,08;1354140;183795;5976;90219;1634130
891;2015-T1;Catamarca;9,89;38,89;32436;4402;143;2161;39142
892;2015-T1;Chaco;9,15;34,24;86388;11725;381;5756;104250
893;2015-T1;Chubut;18,51;60,38;86414;11729;381;5757;104281
894;2015-T1;Córdoba;20,51;66,99;604164;82002;2666;40252;729084
895;2015-T1;Corrientes;10,17;38,63;89938;12207;397;5992;108534
896;2015-T1;Entre Ríos;17,45;58,36;190458;25851;841;12689;229839
897;2015-T1;Formosa;7,25;28,48;34683;4707;153;2311;41854
898;2015-T1;Jujuy;7,79;30,45;46775;6349;206;3116;56446
899;2015-T1;La Pampa;22,47;68,21;63693;8645;281;4243;76862
900;2015-T1;La Rioja;10,63;39,92;32237;4375;142;2148;38902
901;2015-T1;Mendoza;18,05;64,69;280993;38139;1240;18721;339093
902;2015-T1;Misiones;9,33;34,25;91589;12431;404;6102;110526
903;2015-T1;Neuquén;15,58;52,35;79633;10809;351;5306;96099
904;2015-T1;Río Negro;18,31;59,52;105523;14323;466;7031;127343
905;2015-T1;Salta;10,62;43,84;116796;15853;515;7782;140946
906;2015-T1;San Juan;13,36;52,44;81490;11061;360;5429;98340
907;2015-T1;San Luis;10,97;38,34;43123;5853;190;2873;52039
908;2015-T1;Santa Cruz;18,17;61,05;47801;6488;211;3185;57685
909;2015-T1;Santa Fe;22,62;71,94;635174;86211;2803;42318;766506
910;2015-T1;Santiago del Estero;7,58;30,54;58091;7884;256;3870;70101
911;2015-T1;Tierra del Fuego;22,15;74,68;27697;3759;122;1845;33423
912;2015-T1;Tucumán;13,38;54,02;175896;23874;776;11719;212265
913;2015-T2;Buenos Aires;28,03;88,59;3872029;515120;16074;262733;4665956
914;2015-T2;CABA;54,18;128,99;1373106;182673;5700;93171;1654650
915;2015-T2;Catamarca;9,87;38,8;32481;4321;135;2204;39141
916;2015-T2;Chaco;9,13;34,15;86506;11508;359;5870;104243
917;2015-T2;Chubut;19,01;62,01;89302;11880;371;6059;107612
918;2015-T2;Córdoba;20,32;66,35;600954;79949;2495;40777;724175
919;2015-T2;Corrientes;10,15;38,54;90063;11982;374;6111;108530
920;2015-T2;Entre Ríos;17,41;58,21;190718;25372;792;12941;229823
921;2015-T2;Formosa;7,23;28,4;34728;4620;144;2356;41848
922;2015-T2;Jujuy;7,76;30,36;46840;6231;194;3178;56443
923;2015-T2;La Pampa;22,79;69,15;64816;8623;269;4398;78106
924;2015-T2;La Rioja;10,59;39,78;32283;4295;134;2191;38903
925;2015-T2;Mendoza;18,6;66,63;290717;38676;1207;19726;350326
926;2015-T2;Misiones;9,3;34,15;91719;12202;381;6224;110526
927;2015-T2;Neuquén;15,79;53,02;81082;10787;337;5502;97708
928;2015-T2;Río Negro;18,83;61,2;109062;14509;453;7400;131424
929;2015-T2;Salta;10,58;43,69;116971;15561;486;7937;140955
930;2015-T2;San Juan;13,65;53,58;83628;11126;347;5674;100775
931;2015-T2;San Luis;11,11;38,81;43866;5836;182;2976;52860
932;2015-T2;Santa Cruz;18,42;61,89;48876;6502;203;3316;58897
933;2015-T2;Santa Fe;22,52;71,61;634414;84400;2634;43048;764496
934;2015-T2;Santiago del Estero;7,56;30,46;58175;7739;241;3947;70102
935;2015-T2;Tierra del Fuego;22,5;75,85;28369;3774;118;1925;34186
936;2015-T2;Tucumán;13,34;53,83;176078;23425;731;11948;212182
937;2015-T3;Buenos Aires;28,24;89,06;3922463;513849;16521;260299;4713132
938;2015-T3;CABA;53,27;126,17;1354386;177427;5704;89878;1627395
939;2015-T3;Catamarca;9,87;38,81;32660;4278;138;2167;39243
940;2015-T3;Chaco;9,36;35,02;89225;11689;376;5921;107211
941;2015-T3;Chubut;19,36;63,15;91630;12004;386;6081;110101
942;2015-T3;Córdoba;20,36;66,5;605673;79344;2551;40193;727761
943;2015-T3;Corrientes;10,34;39,25;92219;12081;388;6120;110808
944;2015-T3;Entre Ríos;17,77;59,44;195778;25647;825;12992;235242
945;2015-T3;Formosa;7,21;28,31;34789;4558;147;2309;41803
946;2015-T3;Jujuy;7,79;30,45;47261;6191;199;3136;56787
947;2015-T3;La Pampa;22,89;69,47;65456;8575;276;4344;78651
948;2015-T3;La Rioja;10,49;39,39;32167;4214;135;2135;38651
949;2015-T3;Mendoza;18,97;67,97;298253;39072;1256;19792;358373
950;2015-T3;Misiones;9,5;34,87;94219;12343;397;6252;113211
951;2015-T3;Neuquén;15,9;53,41;82212;10770;346;5456;98784
952;2015-T3;Río Negro;19,11;62,12;111399;14594;469;7393;133855
953;2015-T3;Salta;10,56;43,59;117433;15384;495;7793;141105
954;2015-T3;San Juan;13,95;54,77;85976;11263;362;5705;103306
955;2015-T3;San Luis;11,12;38,84;44166;5786;186;2931;53069
956;2015-T3;Santa Cruz;18,64;62,62;49939;6542;210;3314;60005
957;2015-T3;Santa Fe;22,54;71,68;638212;83607;2688;42352;766859
958;2015-T3;Santiago del Estero;7,44;29,97;57562;7541;242;3820;69165
959;2015-T3;Tierra del Fuego;22,97;77,47;29256;3832;123;1941;35152
960;2015-T3;Tucumán;13,37;53,98;177668;23275;748;11790;213481
961;2015-T4;Buenos Aires;28,17;88,65;3960199;474122;16615;262952;4713888
962;2015-T4;CABA;51,45;121,24;1321012;158154;5542;87713;1572421
963;2015-T4;Catamarca;9,85;38,74;32990;3950;138;2190;39268
964;2015-T4;Chaco;9;33,67;86836;10396;364;5766;103362
965;2015-T4;Chubut;19,43;63,37;93247;11164;391;6192;110994
966;2015-T4;Córdoba;20,13;65,75;606084;72561;2543;40243;721431
967;2015-T4;Corrientes;10,01;38,03;90409;10824;379;6003;107615
968;2015-T4;Entre Ríos;17,24;57,67;192202;23011;806;12762;228781
969;2015-T4;Formosa;7,15;28,08;34920;4181;147;2319;41567
970;2015-T4;Jujuy;7,79;30,45;47850;5729;201;3177;56957
971;2015-T4;La Pampa;23,15;70,27;66987;8020;281;4448;79736
972;2015-T4;La Rioja;10,43;39,17;32406;3880;136;2152;38574
973;2015-T4;Mendoza;19,06;68,31;303416;36325;1273;20146;361160
974;2015-T4;Misiones;9,35;34,31;93868;11238;394;6233;111733
975;2015-T4;Neuquén;17,37;58,34;90986;10893;382;6041;108302
976;2015-T4;Río Negro;19,22;62,47;113495;13588;476;7536;135095
977;2015-T4;Salta;10,52;43,45;118566;14195;497;7873;141131
978;2015-T4;San Juan;14,06;55,19;87697;10499;368;5823;104387
979;2015-T4;San Luis;11,07;38,67;44536;5332;187;2957;53012
980;2015-T4;Santa Cruz;16,32;54,85;44465;5323;187;2952;52927
981;2015-T4;Santa Fe;22,24;70,73;637008;76264;2673;42297;758242
982;2015-T4;Santiago del Estero;7,35;29,62;57573;6893;242;3823;68531
983;2015-T4;Tierra del Fuego;23,06;77,77;29848;3573;125;1982;35528
984;2015-T4;Tucumán;13,35;53,87;179546;21496;753;11922;213717
985;2014-T1;Buenos Aires;26,72;85,26;3622153;488810;14179;260266;4385408
986;2014-T1;CABA;52,66;128,57;1325588;178888;5189;95249;1604914
987;2014-T1;Catamarca;10,03;39,45;32476;4382;127;2333;39318
988;2014-T1;Chaco;9,09;34,02;84607;11418;331;6079;102435
989;2014-T1;Chubut;17,66;57,59;80618;10880;316;5793;97607
990;2014-T1;Córdoba;21,09;68,88;612460;82651;2397;44007;741515
991;2014-T1;Corrientes;9,71;36,88;84748;11437;332;6090;102607
992;2014-T1;Entre Ríos;17,14;57,33;184607;24913;723;13265;223508
993;2014-T1;Formosa;7,38;28,98;34856;4704;136;2505;42201
994;2014-T1;Jujuy;7,81;30,56;46214;6237;181;3321;55953
995;2014-T1;La Pampa;21,26;64,52;59500;8030;233;4275;72038
996;2014-T1;La Rioja;10,98;41,24;32728;4417;128;2352;39625
997;2014-T1;Mendoza;17,26;61,84;264647;35714;1036;19016;320413
998;2014-T1;Misiones;9,49;34,85;91696;12374;359;6589;111018
999;2014-T1;Neuquén;15,27;51,29;76593;10336;300;5503;92732
1000;2014-T1;Río Negro;17,69;57,51;100180;13519;392;7198;121289
1001;2014-T1;Salta;10,76;44,44;116328;15699;455;8359;140841
1002;2014-T1;San Juan;12,71;49,89;76369;10306;299;5487;92461
1003;2014-T1;San Luis;10,92;38,17;42205;5695;165;3032;51097
1004;2014-T1;Santa Cruz;13,17;44,25;33555;4528;131;2411;40625
1005;2014-T1;Santa Fe;22,93;72,91;636284;85867;2491;45719;770361
1006;2014-T1;Santiago del Estero;7,73;31,15;58409;7882;229;4197;70717
1007;2014-T1;Tierra del Fuego;22,23;74,98;26951;3637;106;1937;32631
1008;2014-T1;Tucumán;13,47;54,39;174209;23509;682;12517;210917
1009;2014-T2;Buenos Aires;26,61;84,74;3610509;492119;14373;262381;4379382
1010;2014-T2;CABA;52,56;127,68;1321143;180074;5259;96009;1602485
1011;2014-T2;Catamarca;10,02;39,38;32442;4422;129;2358;39351
1012;2014-T2;Chaco;9,06;33,89;84347;11497;336;6130;102310
1013;2014-T2;Chubut;17,57;57,31;80467;10968;320;5848;97603
1014;2014-T2;Córdoba;20,91;68,28;607696;82830;2419;44162;737107
1015;2014-T2;Corrientes;9,69;36,8;84609;11533;337;6149;102628
1016;2014-T2;Entre Ríos;17,12;57,25;184487;25146;734;13407;223774
1017;2014-T2;Formosa;7,37;28,95;34829;4747;139;2531;42246
1018;2014-T2;Jujuy;7,82;30,59;46323;6314;184;3366;56187
1019;2014-T2;La Pampa;21,45;65,09;60049;8185;239;4364;72837
1020;2014-T2;La Rioja;10,9;40,94;32543;4436;130;2365;39474
1021;2014-T2;Mendoza;17,2;61,64;264109;35998;1051;19193;320351
1022;2014-T2;Misiones;9,45;34,7;91434;12463;364;6645;110906
1023;2014-T2;Neuquén;15,22;51,12;76501;10427;305;5559;92792
1024;2014-T2;Río Negro;17,62;57,28;99963;13625;398;7264;121250
1025;2014-T2;Salta;10,75;44,37;116346;15858;463;8455;141122
1026;2014-T2;San Juan;12,67;49,73;76210;10388;303;5538;92439
1027;2014-T2;San Luis;10,89;38,03;42123;5741;168;3061;51093
1028;2014-T2;Santa Cruz;13,11;44,04;33577;4577;134;2440;40728
1029;2014-T2;Santa Fe;22,8;72,51;632973;86275;2520;45999;767767
1030;2014-T2;Santiago del Estero;7,7;31,02;58218;7935;232;4231;70616
1031;2014-T2;Tierra del Fuego;22,08;74,44;26902;3667;107;1955;32631
1032;2014-T2;Tucumán;13,49;54,47;174709;23813;695;12696;211913
1033;2014-T3;Buenos Aires;26,69;84,85;3631816;500343;14902;258701;4405762
1034;2014-T3;CABA;52,69;127,35;1324771;182509;5436;94366;1607082
1035;2014-T3;Catamarca;10,02;39,39;32522;4481;133;2317;39453
1036;2014-T3;Chaco;9,35;34,97;87267;12023;358;6216;105864
1037;2014-T3;Chubut;17,57;57,32;80845;11138;332;5759;98074
1038;2014-T3;Córdoba;20,74;67,73;604343;83258;2480;43049;733130
1039;2014-T3;Corrientes;9,94;37,74;86971;11982;357;6195;105505
1040;2014-T3;Entre Ríos;17,59;58,84;190061;26184;780;13538;230563
1041;2014-T3;Formosa;7,36;28,92;34878;4805;143;2484;42310
1042;2014-T3;Jujuy;7,82;30,59;46464;6401;191;3310;56366
1043;2014-T3;La Pampa;21,2;64,33;59480;8194;244;4237;72155
1044;2014-T3;La Rioja;10,83;40,69;32457;4471;133;2312;39373
1045;2014-T3;Mendoza;17,15;61,44;263975;36367;1083;18803;320228
1046;2014-T3;Misiones;9,52;34,93;92324;12719;379;6576;111998
1047;2014-T3;Neuquén;15,16;50,92;76477;10536;314;5448;92775
1048;2014-T3;Río Negro;17,57;57,13;100033;13781;410;7126;121350
1049;2014-T3;Salta;10,72;44,27;116488;16048;478;8298;141312
1050;2014-T3;San Juan;12,72;49,91;76709;10568;315;5464;93056
1051;2014-T3;San Luis;10,78;37,67;41858;5767;172;2982;50779
1052;2014-T3;Santa Cruz;13,11;44,03;33810;4658;139;2408;41015
1053;2014-T3;Santa Fe;22,9;72,83;636998;87757;2614;45375;772744
1054;2014-T3;Santiago del Estero;7,69;30,98;58296;8031;239;4153;70719
1055;2014-T3;Tierra del Fuego;21,97;74,08;26954;3713;111;1920;32698
1056;2014-T3;Tucumán;13,52;54,56;175548;24185;720;12505;212958
1057;2014-T4;Buenos Aires;26,96;85,55;3680053;509659;15264;258163;4463139
1058;2014-T4;CABA;52,93;127,29;1331781;184442;5524;93427;1615174
1059;2014-T4;Catamarca;9,99;39,27;32506;4502;135;2280;39423
1060;2014-T4;Chaco;9,28;34,71;86890;12033;360;6095;105378
1061;2014-T4;Chubut;17,76;57,92;82093;11369;341;5759;99562
1062;2014-T4;Córdoba;20,65;67,43;603505;83581;2503;42337;731926
1063;2014-T4;Corrientes;9,89;37,55;86758;12015;360;6086;105219
1064;2014-T4;Entre Ríos;17,51;58,56;189685;26270;787;13307;230049
1065;2014-T4;Formosa;7,31;28,73;34741;4811;144;2437;42133
1066;2014-T4;Jujuy;7,81;30,55;46550;6447;193;3266;56456
1067;2014-T4;La Pampa;21,41;64,99;60244;8343;250;4226;73063
1068;2014-T4;La Rioja;10,74;40,33;32291;4472;134;2265;39162
1069;2014-T4;Mendoza;17,49;62,68;270148;37414;1121;18952;327635
1070;2014-T4;Misiones;9,47;34,75;92171;12765;382;6466;111784
1071;2014-T4;Neuquén;15,29;51,34;77426;10723;321;5432;93902
1072;2014-T4;Río Negro;17,8;57,87;101720;14087;422;7136;123365
1073;2014-T4;Salta;10,68;44,08;116435;16125;483;8168;141211
1074;2014-T4;San Juan;12,96;50,88;78443;10864;325;5503;95135
1075;2014-T4;San Luis;10,84;37,88;42247;5851;175;2964;51237
1076;2014-T4;Santa Cruz;13,17;44,26;34237;4742;142;2402;41523
1077;2014-T4;Santa Fe;22,79;72,46;635273;87981;2635;44566;770455
1078;2014-T4;Santiago del Estero;7,65;30,81;58150;8053;241;4079;70523
1079;2014-T4;Tierra del Fuego;21,96;74,05;27137;3758;113;1904;32912
1080;2014-T4;Tucumán;13,47;54,39;175620;24322;728;12320;212990
