Año,Trimestre,Provincia,Banda Ancha Fija,Dial Up,Total,Periodo
2019,3,Catamarca,32391,90,32400,2019-T3
2019,3,Chaco,114438,130,114451,2019-T3
2019,3,Chubut,87481,1524,89005,2019-T3
2019,3,Córdoba,782946,1070,783053,2019-T3
2019,3,Corrientes,112749,100,112759,2019-T3
2019,3,Entre Ríos,238057,450,238102,2019-T3
2019,3,Formosa,46066,0,46066,2019-T3
2019,3,Jujuy,86575,10,86576,2019-T3
2019,3,La Pampa,90559,2690,90828,2019-T3
2019,3,La Rioja,49659,180,49677,2019-T3
2019,3,Mendoza,223015,1322,224337,2019-T3
2019,3,Misiones,133883,0,133883,2019-T3
2019,3,Neuquén,123435,1986,125421,2019-T3
2019,3,Río Negro,143391,9040,144295,2019-T3
2019,3,Salta,151834,10,151835,2019-T3
2019,3,San Juan,72535,5630,73098,2019-T3
2019,3,San Luis,122409,2910,122700,2019-T3
2019,3,Santa Cruz,37642,3280,37970,2019-T3
2019,3,Santa Fe,760706,2280,760934,2019-T3
2019,3,Santiago Del Estero,133130,20,133132,2019-T3
2019,3,Tierra Del Fuego,48043,5440,48587,2019-T3
2019,3,Tucumán,164099,320,164131,2019-T3
2019,2,Buenos Aires,3845594,10104,3855698,2019-T2
2019,2,CABA,1412177,3443,1415620,2019-T2
2019,2,Catamarca,33626,90,33635,2019-T2
2019,2,Chaco,108721,130,108734,2019-T2
2019,2,Chubut,86038,1518,87556,2019-T2
2019,2,Córdoba,775023,1050,775128,2019-T2
2019,2,Corrientes,111539,100,111549,2019-T2
2019,2,Entre Ríos,235780,440,235824,2019-T2
2019,2,Formosa,46438,0,46438,2019-T2
2019,2,Jujuy,86706,10,86707,2019-T2
2019,2,La Pampa,89937,2680,90205,2019-T2
2019,2,La Rioja,50283,180,50301,2019-T2
2019,2,Mendoza,222535,1322,223857,2019-T2
2019,2,Misiones,132878,0,132878,2019-T2
2019,2,Neuquén,120954,1999,122953,2019-T2
2019,2,Río Negro,137632,9150,138547,2019-T2
2019,2,Salta,142567,10,142568,2019-T2
2019,2,San Juan,69461,5640,70025,2019-T2
2019,2,San Luis,117094,2910,117385,2019-T2
2019,2,Santa Cruz,30225,3250,30550,2019-T2
2019,2,Santa Fe,743258,2260,743484,2019-T2
2019,2,Santiago Del Estero,126752,20,126754,2019-T2
2019,2,Tierra Del Fuego,46910,5440,47454,2019-T2
2019,2,Tucumán,166299,320,166331,2019-T2
2019,1,Buenos Aires,3736563,10104,3746667,2019-T1
2019,1,CABA,1396157,3443,1399600,2019-T1
2019,1,Catamarca,33613,90,33622,2019-T1
2019,1,Chaco,103664,130,103677,2019-T1
2019,1,Chubut,78260,1518,79778,2019-T1
2019,1,Córdoba,744010,1050,744115,2019-T1
2019,1,Corrientes,102477,100,102487,2019-T1
2019,1,Entre Ríos,232403,440,232447,2019-T1
2019,1,Formosa,45211,0,45211,2019-T1
2019,1,Jujuy,90146,10,90147,2019-T1
2019,1,La Pampa,88892,2680,89160,2019-T1
2019,1,La Rioja,51638,180,51656,2019-T1
2019,1,Mendoza,204976,1322,206298,2019-T1
2019,1,Misiones,122720,0,122720,2019-T1
2019,1,Neuquén,112321,2056,114377,2019-T1
2019,1,Río Negro,120173,9150,121088,2019-T1
2019,1,Salta,136019,10,136020,2019-T1
2019,1,San Juan,61881,5640,62445,2019-T1
2019,1,San Luis,96044,2910,96335,2019-T1
2019,1,Santa Cruz,24580,3250,24905,2019-T1
2019,1,Santa Fe,736851,2270,737078,2019-T1
2019,1,Santiago Del Estero,89851,20,89853,2019-T1
2019,1,Tierra Del Fuego,45903,5440,46447,2019-T1
2019,1,Tucumán,171970,320,172002,2019-T1
2018,4,Buenos Aires,3626502,10104,3636606,2018-T4
2018,4,CABA,1385577,3443,1389020,2018-T4
2018,4,Catamarca,33574,90,33583,2018-T4
2018,4,Chaco,103257,130,103270,2018-T4
2018,4,Chubut,77204,1518,78722,2018-T4
2018,4,Córdoba,737234,1050,737339,2018-T4
2018,4,Corrientes,100591,100,100601,2018-T4
2018,4,Entre Ríos,222003,440,222047,2018-T4
2018,4,Formosa,45204,0,45204,2018-T4
2018,4,Jujuy,90132,10,90133,2018-T4
2018,4,La Pampa,85368,2680,85636,2018-T4
2018,4,La Rioja,51633,180,51651,2018-T4
2018,4,Mendoza,204982,1322,206304,2018-T4
2018,4,Misiones,116273,0,116273,2018-T4
2018,4,Neuquén,112309,2056,114365,2018-T4
2018,4,Río Negro,115922,9150,116837,2018-T4
2018,4,Salta,134577,10,134578,2018-T4
2018,4,San Juan,61834,5640,62398,2018-T4
2018,4,San Luis,96040,2910,96331,2018-T4
2018,4,Santa Cruz,24443,3250,24768,2018-T4
2018,4,Santa Fe,720161,2290,720390,2018-T4
2018,4,Santiago Del Estero,89333,20,89335,2018-T4
2018,4,Tierra Del Fuego,45716,5440,46260,2018-T4
2018,4,Tucumán,171972,320,172004,2018-T4
2018,3,Buenos Aires,3599714,10563,3610277,2018-T3
2018,3,CABA,1385804,6686,1392490,2018-T3
2018,3,Catamarca,34215,110,34226,2018-T3
2018,3,Chaco,102021,120,102033,2018-T3
2018,3,Chubut,101310,2426,103736,2018-T3
2018,3,Córdoba,725764,940,725858,2018-T3
2018,3,Corrientes,99445,110,99456,2018-T3
2018,3,Entre Ríos,204560,480,204608,2018-T3
2018,3,Formosa,44865,0,44865,2018-T3
2018,3,Jujuy,44934,10,44935,2018-T3
2018,3,La Pampa,83180,2440,83424,2018-T3
2018,3,La Rioja,51855,170,51872,2018-T3
2018,3,Mendoza,205545,1484,207029,2018-T3
2018,3,Misiones,108042,0,108042,2018-T3
2018,3,Neuquén,114713,2005,116718,2018-T3
2018,3,Río Negro,112433,1059,113492,2018-T3
2018,3,Salta,132882,10,132883,2018-T3
2018,3,San Juan,63823,6580,64481,2018-T3
2018,3,San Luis,74121,3000,74421,2018-T3
2018,3,Santa Cruz,33565,4340,33999,2018-T3
2018,3,Santa Fe,694883,2170,695100,2018-T3
2018,3,Santiago Del Estero,86358,20,86360,2018-T3
2018,3,Tierra Del Fuego,45056,5080,45564,2018-T3
2018,3,Tucumán,171135,310,171166,2018-T3
2018,2,Buenos Aires,3490134,10565,3500699,2018-T2
2018,2,CABA,1362498,6688,1369186,2018-T2
2018,2,Catamarca,34078,110,34089,2018-T2
2018,2,Chaco,98509,120,98521,2018-T2
2018,2,Chubut,98137,2427,100564,2018-T2
2018,2,Córdoba,712979,940,713073,2018-T2
2018,2,Corrientes,97946,110,97957,2018-T2
2018,2,Entre Ríos,199937,480,199985,2018-T2
2018,2,Formosa,44554,0,44554,2018-T2
2018,2,Jujuy,45132,10,45133,2018-T2
2018,2,La Pampa,82177,2440,82421,2018-T2
2018,2,La Rioja,51931,170,51948,2018-T2
2018,2,Mendoza,199468,1484,200952,2018-T2
2018,2,Misiones,106147,0,106147,2018-T2
2018,2,Neuquén,113842,2006,115848,2018-T2
2018,2,Río Negro,111176,1059,112235,2018-T2
2018,2,Salta,134166,10,134167,2018-T2
2018,2,San Juan,63443,6580,64101,2018-T2
2018,2,San Luis,21168,3000,21468,2018-T2
2018,2,Santa Cruz,33970,4350,34405,2018-T2
2018,2,Santa Fe,684243,3090,684552,2018-T2
2018,2,Santiago Del Estero,83773,20,83775,2018-T2
2018,2,Tierra Del Fuego,44199,5080,44707,2018-T2
2018,2,Tucumán,169926,310,169957,2018-T2
2018,1,Buenos Aires,3464882,10564,3475446,2018-T1
2018,1,CABA,1359882,6688,1366570,2018-T1
2018,1,Catamarca,33934,110,33945,2018-T1
2018,1,Chaco,96925,120,96937,2018-T1
2018,1,Chubut,95532,2427,97959,2018-T1
2018,1,Córdoba,713825,1010,713926,2018-T1
2018,1,Corrientes,94406,110,94417,2018-T1
2018,1,Entre Ríos,197346,480,197394,2018-T1
2018,1,Formosa,32328,0,32328,2018-T1
2018,1,Jujuy,44405,10,44406,2018-T1
2018,1,La Pampa,82668,3960,83064,2018-T1
2018,1,La Rioja,52228,170,52245,2018-T1
2018,1,Mendoza,199463,1484,200947,2018-T1
2018,1,Misiones,103580,0,103580,2018-T1
2018,1,Neuquén,115897,2006,117903,2018-T1
2018,1,Río Negro,110057,1062,111119,2018-T1
2018,1,Salta,133182,10,133183,2018-T1
2018,1,San Juan,62610,6580,63268,2018-T1
2018,1,San Luis,21096,3000,21396,2018-T1
2018,1,Santa Cruz,33970,4350,34405,2018-T1
2018,1,Santa Fe,679717,3090,680026,2018-T1
2018,1,Santiago Del Estero,82916,20,82918,2018-T1
2018,1,Tierra Del Fuego,31106,5080,31614,2018-T1
2018,1,Tucumán,168026,310,168057,2018-T1
2017,4,Buenos Aires,3171206,1069,3181896,2017-T4
2017,4,CABA,1575418,6906,1582324,2017-T4
2017,4,Catamarca,29548,100,29558,2017-T4
2017,4,Chaco,96603,120,96615,2017-T4
2017,4,Chubut,91012,2428,93440,2017-T4
2017,4,Córdoba,709874,1050,709979,2017-T4
2017,4,Corrientes,93760,110,93771,2017-T4
2017,4,Entre Ríos,193654,490,193703,2017-T4
2017,4,Formosa,32056,0,32056,2017-T4
2017,4,Jujuy,43551,10,43552,2017-T4
2017,4,La Pampa,81675,3960,82071,2017-T4
2017,4,La Rioja,52177,170,52194,2017-T4
2017,4,Mendoza,178661,149,180151,2017-T4
2017,4,Misiones,103895,0,103895,2017-T4
2017,4,Neuquén,114965,2006,116971,2017-T4
2017,4,Río Negro,108702,1062,109764,2017-T4
2017,4,Salta,132811,10,132812,2017-T4
2017,4,San Juan,57965,6590,58624,2017-T4
2017,4,San Luis,14604,3000,14904,2017-T4
2017,4,Santa Cruz,29018,4340,29452,2017-T4
2017,4,Santa Fe,672137,3230,672460,2017-T4
2017,4,Santiago Del Estero,68842,20,68844,2017-T4
2017,4,Tierra Del Fuego,28346,5080,28854,2017-T4
2017,4,Tucumán,162298,340,162332,2017-T4
2017,3,Buenos Aires,3046758,11202,3057960,2017-T3
2017,3,CABA,1563289,707,1570359,2017-T3
2017,3,Catamarca,33467,110,33478,2017-T3
2017,3,Chaco,93747,120,93759,2017-T3
2017,3,Chubut,81067,2477,83544,2017-T3
2017,3,Córdoba,696536,1080,696644,2017-T3
2017,3,Corrientes,92536,120,92548,2017-T3
2017,3,Entre Ríos,185414,500,185464,2017-T3
2017,3,Formosa,32105,0,32105,2017-T3
2017,3,Jujuy,43241,10,43242,2017-T3
2017,3,La Pampa,79280,4100,79690,2017-T3
2017,3,La Rioja,51896,170,51913,2017-T3
2017,3,Mendoza,190958,1533,192491,2017-T3
2017,3,Misiones,100476,0,100476,2017-T3
2017,3,Neuquén,113755,2029,115784,2017-T3
2017,3,Río Negro,106393,1103,107496,2017-T3
2017,3,Salta,132517,10,132518,2017-T3
2017,3,San Juan,61789,6600,62449,2017-T3
2017,3,San Luis,21408,3110,21719,2017-T3
2017,3,Santa Cruz,33222,4680,33690,2017-T3
2017,3,Santa Fe,662086,2560,662342,2017-T3
2017,3,Santiago Del Estero,82792,20,82794,2017-T3
2017,3,Tierra Del Fuego,30883,5830,31466,2017-T3
2017,3,Tucumán,160979,330,161012,2017-T3
2017,2,Buenos Aires,3067430,11201,3078631,2017-T2
2017,2,CABA,1592175,8016,1600191,2017-T2
2017,2,Catamarca,26692,130,26705,2017-T2
2017,2,Chaco,90597,140,90611,2017-T2
2017,2,Chubut,62245,173,63975,2017-T2
2017,2,Córdoba,657505,1330,657638,2017-T2
2017,2,Corrientes,90085,120,90097,2017-T2
2017,2,Entre Ríos,182675,570,182732,2017-T2
2017,2,Formosa,29956,0,29956,2017-T2
2017,2,Jujuy,42656,10,42657,2017-T2
2017,2,La Pampa,72573,4490,73022,2017-T2
2017,2,La Rioja,16271,180,16289,2017-T2
2017,2,Mendoza,169302,1451,170753,2017-T2
2017,2,Misiones,99794,0,99794,2017-T2
2017,2,Neuquén,115321,2112,117433,2017-T2
2017,2,Río Negro,100621,9980,101619,2017-T2
2017,2,Salta,108540,10,108541,2017-T2
2017,2,San Juan,51261,6200,51881,2017-T2
2017,2,San Luis,12992,3150,13307,2017-T2
2017,2,Santa Cruz,26019,3690,26388,2017-T2
2017,2,Santa Fe,566918,3620,567280,2017-T2
2017,2,Santiago Del Estero,33194,20,33196,2017-T2
2017,2,Tierra Del Fuego,31938,6190,32557,2017-T2
2017,2,Tucumán,154374,370,154411,2017-T2
2017,1,Buenos Aires,3178174,11202,3189376,2017-T1
2017,1,CABA,1391030,8016,1399046,2017-T1
2017,1,Catamarca,26304,130,26317,2017-T1
2017,1,Chaco,89036,140,89050,2017-T1
2017,1,Chubut,62166,173,63896,2017-T1
2017,1,Córdoba,641066,1330,641199,2017-T1
2017,1,Corrientes,88596,120,88608,2017-T1
2017,1,Entre Ríos,180296,570,180353,2017-T1
2017,1,Formosa,29705,0,29705,2017-T1
2017,1,Jujuy,43202,10,43203,2017-T1
2017,1,La Pampa,71458,4550,71913,2017-T1
2017,1,La Rioja,16207,180,16225,2017-T1
2017,1,Mendoza,169282,1451,170733,2017-T1
2017,1,Misiones,97619,0,97619,2017-T1
2017,1,Neuquén,113227,2112,115339,2017-T1
2017,1,Río Negro,100288,10,101288,2017-T1
2017,1,Salta,107632,10,107633,2017-T1
2017,1,San Juan,51253,6200,51873,2017-T1
2017,1,San Luis,12992,3150,13307,2017-T1
2017,1,Santa Cruz,26116,3700,26486,2017-T1
2017,1,Santa Fe,562520,3620,562882,2017-T1
2017,1,Santiago Del Estero,34473,20,34475,2017-T1
2017,1,Tierra Del Fuego,31938,6190,32557,2017-T1
2017,1,Tucumán,152734,370,152771,2017-T1
2016,4,Buenos Aires,3131499,11202,3142701,2016-T4
2016,4,CABA,1393443,8016,1401459,2016-T4
2016,4,Catamarca,27021,130,27034,2016-T4
2016,4,Chaco,88833,140,88847,2016-T4
2016,4,Chubut,62035,173,63765,2016-T4
2016,4,Córdoba,636422,1330,636555,2016-T4
2016,4,Corrientes,88084,120,88096,2016-T4
2016,4,Entre Ríos,180188,570,180245,2016-T4
2016,4,Formosa,29513,0,29513,2016-T4
2016,4,Jujuy,42624,10,42625,2016-T4
2016,4,La Pampa,71368,4600,71828,2016-T4
2016,4,La Rioja,16298,180,16316,2016-T4
2016,4,Mendoza,169274,1451,170725,2016-T4
2016,4,Misiones,97390,0,97390,2016-T4
2016,4,Neuquén,111723,2112,113835,2016-T4
2016,4,Río Negro,100020,10,101020,2016-T4
2016,4,Salta,106934,10,106935,2016-T4
2016,4,San Juan,51301,6200,51921,2016-T4
2016,4,San Luis,12992,3150,13307,2016-T4
2016,4,Santa Cruz,26094,3700,26464,2016-T4
2016,4,Santa Fe,561470,3620,561832,2016-T4
2016,4,Santiago Del Estero,35049,20,35051,2016-T4
2016,4,Tierra Del Fuego,31938,6190,32557,2016-T4
2016,4,Tucumán,151615,370,151652,2016-T4
2016,3,Buenos Aires,3075387,11205,3086592,2016-T3
2016,3,CABA,1395053,8051,1403104,2016-T3
2016,3,Catamarca,26957,130,26970,2016-T3
2016,3,Chaco,89216,140,89230,2016-T3
2016,3,Chubut,62222,173,63952,2016-T3
2016,3,Córdoba,642458,1330,642591,2016-T3
2016,3,Corrientes,88328,120,88340,2016-T3
2016,3,Entre Ríos,181092,570,181149,2016-T3
2016,3,Formosa,27716,0,27716,2016-T3
2016,3,Jujuy,42537,10,42538,2016-T3
2016,3,La Pampa,69903,4610,70364,2016-T3
2016,3,La Rioja,16912,180,16930,2016-T3
2016,3,Mendoza,169174,145,170624,2016-T3
2016,3,Misiones,97997,0,97997,2016-T3
2016,3,Neuquén,110491,2112,112603,2016-T3
2016,3,Río Negro,100024,1002,101026,2016-T3
2016,3,Salta,107790,10,107791,2016-T3
2016,3,San Juan,51348,6200,51968,2016-T3
2016,3,San Luis,12978,3150,13293,2016-T3
2016,3,Santa Cruz,25886,3710,26257,2016-T3
2016,3,Santa Fe,566625,3860,567011,2016-T3
2016,3,Santiago Del Estero,35658,20,35660,2016-T3
2016,3,Tierra Del Fuego,31306,6190,31925,2016-T3
2016,3,Tucumán,151282,370,151319,2016-T3
2016,2,Buenos Aires,3032776,12515,3045291,2016-T2
2016,2,CABA,1384824,976,1394584,2016-T2
2016,2,Catamarca,26543,130,26556,2016-T2
2016,2,Chaco,88235,160,88251,2016-T2
2016,2,Chubut,62116,174,63856,2016-T2
2016,2,Córdoba,634680,2340,634914,2016-T2
2016,2,Corrientes,86932,240,86956,2016-T2
2016,2,Entre Ríos,178194,1790,178373,2016-T2
2016,2,Formosa,28801,10,28802,2016-T2
2016,2,Jujuy,41187,20,41189,2016-T2
2016,2,La Pampa,68403,4850,68888,2016-T2
2016,2,La Rioja,16718,180,16736,2016-T2
2016,2,Mendoza,169274,155,170824,2016-T2
2016,2,Misiones,95808,70,95815,2016-T2
2016,2,Neuquén,108224,2291,110515,2016-T2
2016,2,Río Negro,99631,1073,100704,2016-T2
2016,2,Salta,104929,30,104932,2016-T2
2016,2,San Juan,51392,6210,52013,2016-T2
2016,2,San Luis,12939,3170,13256,2016-T2
2016,2,Santa Cruz,25797,3560,26153,2016-T2
2016,2,Santa Fe,563867,6070,564474,2016-T2
2016,2,Santiago Del Estero,36958,30,36961,2016-T2
2016,2,Tierra Del Fuego,30740,6190,31359,2016-T2
2016,2,Tucumán,148636,410,148677,2016-T2
2016,1,Buenos Aires,2929903,12612,2942515,2016-T1
2016,1,CABA,1328079,9817,1337896,2016-T1
2016,1,Catamarca,26376,130,26389,2016-T1
2016,1,Chaco,86635,160,86651,2016-T1
2016,1,Chubut,62060,174,63800,2016-T1
2016,1,Córdoba,609692,2340,609926,2016-T1
2016,1,Corrientes,85510,260,85536,2016-T1
2016,1,Entre Ríos,174634,1790,174813,2016-T1
2016,1,Formosa,28313,10,28314,2016-T1
2016,1,Jujuy,40287,20,40289,2016-T1
2016,1,La Pampa,65442,4870,65929,2016-T1
2016,1,La Rioja,16673,180,16691,2016-T1
2016,1,Mendoza,169257,1553,170810,2016-T1
2016,1,Misiones,92951,70,92958,2016-T1
2016,1,Neuquén,101969,2292,104261,2016-T1
2016,1,Río Negro,98745,1077,99822,2016-T1
2016,1,Salta,102423,30,102426,2016-T1
2016,1,San Juan,51373,6210,51994,2016-T1
2016,1,San Luis,12915,3170,13232,2016-T1
2016,1,Santa Cruz,25931,3560,26287,2016-T1
2016,1,Santa Fe,551378,6180,551996,2016-T1
2016,1,Santiago Del Estero,37695,30,37698,2016-T1
2016,1,Tierra Del Fuego,29867,6190,30486,2016-T1
2016,1,Tucumán,146596,410,146637,2016-T1
2015,4,Buenos Aires,2946743,12642,2959385,2015-T4
2015,4,CABA,1360381,9845,1370226,2015-T4
2015,4,Catamarca,26459,130,26472,2015-T4
2015,4,Chaco,86537,160,86553,2015-T4
2015,4,Chubut,62279,174,64019,2015-T4
2015,4,Córdoba,625835,2350,626070,2015-T4
2015,4,Corrientes,85409,260,85435,2015-T4
2015,4,Entre Ríos,173957,1800,174137,2015-T4
2015,4,Formosa,28088,10,28089,2015-T4
2015,4,Jujuy,39922,20,39924,2015-T4
2015,4,La Pampa,66054,3120,66366,2015-T4
2015,4,La Rioja,16914,180,16932,2015-T4
2015,4,Mendoza,169251,1556,170807,2015-T4
2015,4,Misiones,92846,70,92853,2015-T4
2015,4,Neuquén,105122,2294,107416,2015-T4
2015,4,Río Negro,98655,1067,99722,2015-T4
2015,4,Salta,101917,30,101920,2015-T4
2015,4,San Juan,51408,6210,52029,2015-T4
2015,4,San Luis,12901,3170,13218,2015-T4
2015,4,Santa Cruz,26047,3560,26403,2015-T4
2015,4,Santa Fe,561045,6270,561672,2015-T4
2015,4,Santiago Del Estero,39132,30,39135,2015-T4
2015,4,Tierra Del Fuego,29334,6190,29953,2015-T4
2015,4,Tucumán,146053,420,146095,2015-T4
2015,3,Buenos Aires,2916070,12695,2928765,2015-T3
2015,3,CABA,1362193,9875,1372068,2015-T3
2015,3,Catamarca,26080,130,26093,2015-T3
2015,3,Chaco,85354,160,85370,2015-T3
2015,3,Chubut,62143,174,63883,2015-T3
2015,3,Córdoba,622761,2370,622998,2015-T3
2015,3,Corrientes,84931,280,84959,2015-T3
2015,3,Entre Ríos,172252,1820,172434,2015-T3
2015,3,Formosa,27751,10,27752,2015-T3
2015,3,Jujuy,39548,20,39550,2015-T3
2015,3,La Pampa,64976,4950,65471,2015-T3
2015,3,La Rioja,16753,180,16771,2015-T3
2015,3,Mendoza,169261,1562,170823,2015-T3
2015,3,Misiones,91615,70,91622,2015-T3
2015,3,Neuquén,98376,224,100616,2015-T3
2015,3,Río Negro,98529,1085,99614,2015-T3
2015,3,Salta,100570,30,100573,2015-T3
2015,3,San Juan,51409,6210,52030,2015-T3
2015,3,San Luis,12902,3170,13219,2015-T3
2015,3,Santa Cruz,25912,3590,26271,2015-T3
2015,3,Santa Fe,556097,6410,556738,2015-T3
2015,3,Santiago Del Estero,39394,30,39397,2015-T3
2015,3,Tierra Del Fuego,33118,6190,33737,2015-T3
2015,3,Tucumán,144272,420,144314,2015-T3
2015,2,Buenos Aires,2871079,12711,2883790,2015-T2
2015,2,CABA,1336391,9893,1346284,2015-T2
2015,2,Catamarca,25666,130,25679,2015-T2
2015,2,Chaco,83832,160,83848,2015-T2
2015,2,Chubut,61745,174,63485,2015-T2
2015,2,Córdoba,609510,2360,609746,2015-T2
2015,2,Corrientes,83288,280,83316,2015-T2
2015,2,Entre Ríos,169309,1830,169492,2015-T2
2015,2,Formosa,27013,370,27050,2015-T2
2015,2,Jujuy,37720,20,37722,2015-T2
2015,2,La Pampa,63552,5000,64052,2015-T2
2015,2,La Rioja,16491,180,16509,2015-T2
2015,2,Mendoza,169259,1564,170823,2015-T2
2015,2,Misiones,88512,70,88519,2015-T2
2015,2,Neuquén,95644,2241,97885,2015-T2
2015,2,Río Negro,97640,1087,98727,2015-T2
2015,2,Salta,98264,30,98267,2015-T2
2015,2,San Juan,51367,6210,51988,2015-T2
2015,2,San Luis,12904,3170,13221,2015-T2
2015,2,Santa Cruz,25384,3790,25763,2015-T2
2015,2,Santa Fe,545739,6490,546388,2015-T2
2015,2,Santiago Del Estero,39375,30,39378,2015-T2
2015,2,Tierra Del Fuego,32960,6190,33579,2015-T2
2015,2,Tucumán,140635,420,140677,2015-T2
2015,1,Buenos Aires,2847076,14766,2861842,2015-T1
2015,1,CABA,1321139,11582,1332721,2015-T1
2015,1,Catamarca,25312,200,25332,2015-T1
2015,1,Chaco,81329,310,81360,2015-T1
2015,1,Chubut,63327,1946,65273,2015-T1
2015,1,Córdoba,596663,2940,596957,2015-T1
2015,1,Corrientes,81488,430,81531,2015-T1
2015,1,Entre Ríos,165839,2310,166070,2015-T1
2015,1,Formosa,26657,430,26700,2015-T1
2015,1,Jujuy,36608,30,36611,2015-T1
2015,1,La Pampa,62155,5420,62697,2015-T1
2015,1,La Rioja,16310,230,16333,2015-T1
2015,1,Mendoza,168355,1805,170160,2015-T1
2015,1,Misiones,85139,70,85146,2015-T1
2015,1,Neuquén,93373,2369,95742,2015-T1
2015,1,Río Negro,96145,1188,97333,2015-T1
2015,1,Salta,96793,180,96811,2015-T1
2015,1,San Juan,51117,7020,51819,2015-T1
2015,1,San Luis,12878,3540,13232,2015-T1
2015,1,Santa Cruz,26217,4240,26641,2015-T1
2015,1,Santa Fe,535640,7970,536437,2015-T1
2015,1,Santiago Del Estero,39244,80,39252,2015-T1
2015,1,Tierra Del Fuego,32726,7300,33456,2015-T1
2015,1,Tucumán,138184,920,138276,2015-T1
2014,4,Buenos Aires,2801178,15229,2816407,2014-T4
2014,4,CABA,1318526,11994,1330520,2014-T4
2014,4,Catamarca,25472,210,25493,2014-T4
2014,4,Chaco,65998,370,66035,2014-T4
2014,4,Chubut,66557,1985,68542,2014-T4
2014,4,Córdoba,590113,3190,590432,2014-T4
2014,4,Corrientes,65656,540,65710,2014-T4
2014,4,Entre Ríos,140567,2460,140813,2014-T4
2014,4,Formosa,26156,510,26207,2014-T4
2014,4,Jujuy,35999,30,36002,2014-T4
2014,4,La Pampa,56813,5670,57380,2014-T4
2014,4,La Rioja,16379,230,16402,2014-T4
2014,4,Mendoza,167766,1848,169614,2014-T4
2014,4,Misiones,77222,70,77229,2014-T4
2014,4,Neuquén,92999,2397,95396,2014-T4
2014,4,Río Negro,95050,121,96260,2014-T4
2014,4,Salta,93921,260,93947,2014-T4
2014,4,San Juan,51390,7290,52119,2014-T4
2014,4,San Luis,12788,3590,13147,2014-T4
2014,4,Santa Cruz,25277,4360,25713,2014-T4
2014,4,Santa Fe,528459,9380,529397,2014-T4
2014,4,Santiago Del Estero,39308,90,39317,2014-T4
2014,4,Tierra Del Fuego,28249,7410,28990,2014-T4
2014,4,Tucumán,137329,950,137424,2014-T4
2014,3,Buenos Aires,2835537,14028,2849565,2014-T3
2014,3,CABA,1307195,1063,1317825,2014-T3
2014,3,Catamarca,24665,210,24686,2014-T3
2014,3,Chaco,63710,360,63746,2014-T3
2014,3,Chubut,67130,2007,69137,2014-T3
2014,3,Córdoba,585231,2000,585431,2014-T3
2014,3,Corrientes,63516,330,63549,2014-T3
2014,3,Entre Ríos,136618,1150,136733,2014-T3
2014,3,Formosa,25873,640,25937,2014-T3
2014,3,Jujuy,33739,20,33741,2014-T3
2014,3,La Pampa,61861,5640,62425,2014-T3
2014,3,La Rioja,15893,230,15916,2014-T3
2014,3,Mendoza,166184,174,167924,2014-T3
2014,3,Misiones,75327,0,75327,2014-T3
2014,3,Neuquén,100099,2268,102367,2014-T3
2014,3,Río Negro,96629,1151,97780,2014-T3
2014,3,Salta,92929,250,92954,2014-T3
2014,3,San Juan,51031,7480,51779,2014-T3
2014,3,San Luis,12683,3630,13046,2014-T3
2014,3,Santa Cruz,25664,4460,26110,2014-T3
2014,3,Santa Fe,520196,6910,520887,2014-T3
2014,3,Santiago Del Estero,37539,90,37548,2014-T3
2014,3,Tierra Del Fuego,28037,7550,28792,2014-T3
2014,3,Tucumán,131978,880,132066,2014-T3
2014,2,Buenos Aires,2750430,14116,2764546,2014-T2
2014,2,CABA,1299502,10713,1310215,2014-T2
2014,2,Catamarca,24660,230,24683,2014-T2
2014,2,Chaco,63243,360,63279,2014-T2
2014,2,Chubut,68503,2016,70519,2014-T2
2014,2,Córdoba,576747,2050,576952,2014-T2
2014,2,Corrientes,62925,330,62958,2014-T2
2014,2,Entre Ríos,135468,1150,135583,2014-T2
2014,2,Formosa,25535,650,25600,2014-T2
2014,2,Jujuy,34359,20,34361,2014-T2
2014,2,La Pampa,55048,5800,55628,2014-T2
2014,2,La Rioja,15889,230,15912,2014-T2
2014,2,Mendoza,165046,1761,166807,2014-T2
2014,2,Misiones,74689,0,74689,2014-T2
2014,2,Neuquén,90053,2235,92288,2014-T2
2014,2,Río Negro,94812,1145,95957,2014-T2
2014,2,Salta,91949,250,91974,2014-T2
2014,2,San Juan,50891,7550,51646,2014-T2
2014,2,San Luis,12691,3640,13055,2014-T2
2014,2,Santa Cruz,26710,4590,27169,2014-T2
2014,2,Santa Fe,511753,6050,512358,2014-T2
2014,2,Santiago Del Estero,38002,90,38011,2014-T2
2014,2,Tierra Del Fuego,27443,7660,28209,2014-T2
2014,2,Tucumán,131981,880,132069,2014-T2
2014,1,Buenos Aires,2725732,14144,2739876,2014-T1
2014,1,CABA,1289204,10714,1299918,2014-T1
2014,1,Catamarca,24209,230,24232,2014-T1
2014,1,Chaco,62520,360,62556,2014-T1
2014,1,Chubut,68205,2016,70221,2014-T1
2014,1,Córdoba,566705,2050,566910,2014-T1
2014,1,Corrientes,62203,330,62236,2014-T1
2014,1,Entre Ríos,134216,1150,134331,2014-T1
2014,1,Formosa,25335,870,25422,2014-T1
2014,1,Jujuy,33825,20,33827,2014-T1
2014,1,La Pampa,53601,5920,54193,2014-T1
2014,1,La Rioja,15688,230,15711,2014-T1
