ID_Acceso_Loc;ID_Localidad;Velocidad;Accesos;ID_Rango_Velocidad
1;6588100;1;6;0–10 Mbps
2;6588100;3;217;0–10 Mbps
3;6588100;5;169;0–10 Mbps
4;6588100;6;32;0–10 Mbps
5;6588100;7;235;0–10 Mbps
6;6588100;8;1;0–10 Mbps
7;6588100;10;94;10–30 Mbps
8;6588100;15;7;10–30 Mbps
9;6588100;20;3;10–30 Mbps
10;6588100;30;912;30–50 Mbps
11;6588100;50;611;50–100 Mbps
12;6588100;100;1;100–300 Mbps
13;6588100;200;1;100–300 Mbps
14;6588100;300;1;300–1000 Mbps
15;6588100;500;30;300–1000 Mbps
16;6588100;1000;15;>1000 Mbps
17;6588100;226,5;68;100–300 Mbps
18;6588030;3;11;0–10 Mbps
19;6588030;226,5;17;100–300 Mbps
20;6588010;3;510;0–10 Mbps
21;6588010;226,5;15;100–300 Mbps
22;6588020;20;62;10–30 Mbps
23;6588020;226,5;10;100–300 Mbps
24;6588040;1;8;0–10 Mbps
25;6588040;3;36;0–10 Mbps
26;6588040;4;247;0–10 Mbps
27;6588040;6;46;0–10 Mbps
28;6588040;10;52;10–30 Mbps
29;6588040;226,5;12;100–300 Mbps
30;6588050;226,5;13;100–300 Mbps
31;6588060;2;193;0–10 Mbps
32;6588060;226,5;17;100–300 Mbps
33;6588070;226,5;5;100–300 Mbps
34;6588080;3;130;0–10 Mbps
35;6588080;226,5;4;100–300 Mbps
36;6588090;226,5;8;100–300 Mbps
37;6588110;3;50;0–10 Mbps
38;6588110;15;90;10–30 Mbps
39;6588110;30;2;30–50 Mbps
40;6588110;226,5;7;100–300 Mbps
41;6588120;3;42;0–10 Mbps
42;6588120;15;89;10–30 Mbps
43;6588120;20;92;10–30 Mbps
44;6588120;30;21;30–50 Mbps
45;6588120;50;7;50–100 Mbps
46;6588120;100;1;100–300 Mbps
47;6588120;226,5;8;100–300 Mbps
48;6854100;0;2;0–10 Mbps
49;6854100;1;7;0–10 Mbps
50;6854100;2;1;0–10 Mbps
51;6854100;3;107;0–10 Mbps
52;6854100;0,5;2;0–10 Mbps
53;6854100;5;1;0–10 Mbps
54;6854100;6;51;0–10 Mbps
55;6854100;10;303;10–30 Mbps
56;6854100;12;336;10–30 Mbps
57;6854100;14;2;10–30 Mbps
58;6854100;15;264;10–30 Mbps
59;6854100;20;153;10–30 Mbps
60;6854100;25;84;10–30 Mbps
61;6854100;30;2;30–50 Mbps
62;6854100;40;13;30–50 Mbps
63;6854100;50;1;50–100 Mbps
64;6854100;80;6;50–100 Mbps
65;6854100;100;1;100–300 Mbps
66;6854100;300;94;300–1000 Mbps
67;6854100;500;3;300–1000 Mbps
68;6854100;226,5;153;100–300 Mbps
69;6854010;12;21;10–30 Mbps
70;6854010;20;10;10–30 Mbps
71;6854010;226,5;13;100–300 Mbps
72;6854020;3;181;0–10 Mbps
73;6854020;0,5;1;0–10 Mbps
74;6854020;10;10;10–30 Mbps
75;6854020;226,5;17;100–300 Mbps
76;6854030;5;75;0–10 Mbps
77;6854030;226,5;7;100–300 Mbps
78;6854040;6;154;0–10 Mbps
79;6854040;8;58;0–10 Mbps
80;6854040;10;2;10–30 Mbps
81;6854040;12;8;10–30 Mbps
82;6854040;15;7;10–30 Mbps
83;6854040;30;2;30–50 Mbps
84;6854040;65;1;50–100 Mbps
85;6854040;226,5;8;100–300 Mbps
86;6854050;226,5;13;100–300 Mbps
87;6854060;2;83;0–10 Mbps
88;6854060;3;25;0–10 Mbps
89;6854060;4;5;0–10 Mbps
90;6854060;5;5;0–10 Mbps
91;6854060;6;862;0–10 Mbps
92;6854060;10;1;10–30 Mbps
93;6854060;15;742;10–30 Mbps
94;6854060;25;91;10–30 Mbps
95;6854060;50;56;50–100 Mbps
96;6854060;70;4;50–100 Mbps
97;6854060;100;6;100–300 Mbps
98;6854060;226,5;29;100–300 Mbps
99;6854070;6;2;0–10 Mbps
100;6854070;10;374;10–30 Mbps
101;6854070;15;3;10–30 Mbps
102;6854070;50;240;50–100 Mbps
103;6854070;226,5;10;100–300 Mbps
104;6854080;12;38;10–30 Mbps
105;6854080;20;11;10–30 Mbps
106;6854080;226,5;17;100–300 Mbps
107;6854090;12;64;10–30 Mbps
108;6854090;20;20;10–30 Mbps
109;6854090;226,5;23;100–300 Mbps
110;6007010;3;772;0–10 Mbps
111;6007010;6;5;0–10 Mbps
112;6007010;7;103;0–10 Mbps
113;6007010;10;25;10–30 Mbps
114;6007010;15;1;10–30 Mbps
115;6007010;30;1;30–50 Mbps
116;6007010;31;266;30–50 Mbps
117;6007010;50;820;50–100 Mbps
118;6007010;61;31;50–100 Mbps
119;6007010;100;2;100–300 Mbps
120;6007010;226,5;25;100–300 Mbps
121;6007020;3;208;0–10 Mbps
122;6007020;226,5;9;100–300 Mbps
123;6007030;226,5;4;100–300 Mbps
124;6007050;3;60;0–10 Mbps
125;6007050;226,5;3;100–300 Mbps
126;6007060;226,5;3;100–300 Mbps
127;6007070;0;10;0–10 Mbps
128;6007070;0,5;2;0–10 Mbps
129;6007070;5;386;0–10 Mbps
130;6007070;10;6;10–30 Mbps
131;6007070;20;2;10–30 Mbps
132;6007070;226,5;15;100–300 Mbps
133;6007080;0;1;0–10 Mbps
134;6007080;20;1;10–30 Mbps
135;6007080;35;26;30–50 Mbps
136;6007080;50;31;50–100 Mbps
137;6007080;226,5;9;100–300 Mbps
138;6007010;226,5;3;100–300 Mbps
139;6007100;226,5;2;100–300 Mbps
140;6007110;226,5;18;100–300 Mbps
141;6014010;1;2;0–10 Mbps
142;6014010;3;57;0–10 Mbps
143;6014010;5;2;0–10 Mbps
144;6014010;6;28;0–10 Mbps
145;6014010;8;310;0–10 Mbps
146;6014010;10;217;10–30 Mbps
147;6014010;12;1;10–30 Mbps
148;6014010;15;1;10–30 Mbps
149;6014010;30;44;30–50 Mbps
150;6014010;50;1;50–100 Mbps
151;6014010;226,5;34;100–300 Mbps
152;6014020;0;26;0–10 Mbps
153;6014020;4;573;0–10 Mbps
154;6014020;7;38;0–10 Mbps
155;6014020;8;28;0–10 Mbps
156;6014020;10;59;10–30 Mbps
157;6014020;15;18;10–30 Mbps
158;6014020;226,5;18;100–300 Mbps
159;6014030;4;48;0–10 Mbps
160;6014030;226,5;13;100–300 Mbps
161;6014040;3;12;0–10 Mbps
162;6014040;4;2;0–10 Mbps
163;6014040;226,5;3;100–300 Mbps
164;6021010;0;1;0–10 Mbps
165;6021010;1;2;0–10 Mbps
166;6021010;2;1;0–10 Mbps
167;6021010;3;8;0–10 Mbps
168;6021010;5;1;0–10 Mbps
169;6021010;6;7;0–10 Mbps
170;6021010;9;1;0–10 Mbps
171;6021010;10;42;10–30 Mbps
172;6021010;15;142;10–30 Mbps
173;6021010;226,5;16;100–300 Mbps
174;6021020;15;5;10–30 Mbps
175;6021020;226,5;2;100–300 Mbps
176;6021030;3;275;0–10 Mbps
177;6021030;5;10;0–10 Mbps
178;6021030;226,5;7;100–300 Mbps
179;6021040;226,5;4;100–300 Mbps
180;6021050;226,5;9;100–300 Mbps
181;6021060;226,5;1;100–300 Mbps
182;6021070;15;24;10–30 Mbps
183;6021070;226,5;1;100–300 Mbps
184;6028010;0;1;0–10 Mbps
185;6028010;1;25;0–10 Mbps
186;6028010;2;8;0–10 Mbps
187;6028010;3;4;0–10 Mbps
188;6028010;4;7;0–10 Mbps
189;6028010;0,5;4;0–10 Mbps
190;6028010;5;2;0–10 Mbps
191;6028010;6;14;0–10 Mbps
192;6028010;8;10;0–10 Mbps
193;6028010;10;21;10–30 Mbps
194;6028010;15;1;10–30 Mbps
195;6028010;25;1;10–30 Mbps
196;6028010;0,26;1;0–10 Mbps
197;6028010;30;12;30–50 Mbps
198;6028010;3,5;14;0–10 Mbps
199;6028010;46;47;30–50 Mbps
200;6028010;50;510;50–100 Mbps
201;6028010;0,51;1;0–10 Mbps
202;6028010;0,75;2;0–10 Mbps
203;6028010;99;224;50–100 Mbps
204;6028010;100;4;100–300 Mbps
205;6028010;101;232;100–300 Mbps
206;6028010;200;59;100–300 Mbps
207;6028010;300;11;300–1000 Mbps
208;6028010;301;9;300–1000 Mbps
209;6028010;302;326;300–1000 Mbps
210;6028010;400;147;300–1000 Mbps
211;6028010;499;2;300–1000 Mbps
212;6028010;500;608;300–1000 Mbps
213;6028010;600;1;300–1000 Mbps
214;6028010;700;22;300–1000 Mbps
215;6028010;800;235;300–1000 Mbps
216;6028010;940;834;300–1000 Mbps
217;6028010;999;135;300–1000 Mbps
218;6028010;1000;411;>1000 Mbps
219;6028010;226,5;16;100–300 Mbps
220;6028010;0;53;0–10 Mbps
221;6028010;1;19;0–10 Mbps
222;6028010;2;77;0–10 Mbps
223;6028010;3;5;0–10 Mbps
224;6028010;4;115;0–10 Mbps
225;6028010;0,5;3;0–10 Mbps
226;6028010;6;80;0–10 Mbps
227;6028010;8;1;0–10 Mbps
228;6028010;10;16;10–30 Mbps
229;6028010;15;1;10–30 Mbps
230;6028010;20;1;10–30 Mbps
231;6028010;0,26;1;0–10 Mbps
232;6028010;30;20;30–50 Mbps
233;6028010;3,5;3;0–10 Mbps
234;6028010;45;1;30–50 Mbps
235;6028010;46;51;30–50 Mbps
236;6028010;50;418;50–100 Mbps
237;6028010;0,51;1;0–10 Mbps
238;6028010;0,75;7;0–10 Mbps
239;6028010;99;534;50–100 Mbps
240;6028010;100;4;100–300 Mbps
241;6028010;101;196;100–300 Mbps
242;6028010;200;93;100–300 Mbps
243;6028010;300;10;300–1000 Mbps
244;6028010;301;3;300–1000 Mbps
245;6028010;302;232;300–1000 Mbps
246;6028010;400;101;300–1000 Mbps
247;6028010;499;9;300–1000 Mbps
248;6028010;500;524;300–1000 Mbps
249;6028010;600;1;300–1000 Mbps
250;6028010;700;25;300–1000 Mbps
251;6028010;800;234;300–1000 Mbps
252;6028010;940;802;300–1000 Mbps
253;6028010;999;541;300–1000 Mbps
254;6028010;1000;906;>1000 Mbps
255;6028010;226,5;41;100–300 Mbps
256;6028010;0;1;0–10 Mbps
257;6028010;3;2;0–10 Mbps
258;6028010;6;1;0–10 Mbps
259;6028010;10;2;10–30 Mbps
260;6028010;30;1;30–50 Mbps
261;6028010;45;1;30–50 Mbps
262;6028010;46;18;30–50 Mbps
263;6028010;50;133;50–100 Mbps
264;6028010;0,75;2;0–10 Mbps
265;6028010;99;185;50–100 Mbps
266;6028010;100;1;100–300 Mbps
267;6028010;101;29;100–300 Mbps
268;6028010;200;15;100–300 Mbps
269;6028010;300;4;300–1000 Mbps
270;6028010;301;2;300–1000 Mbps
271;6028010;302;65;300–1000 Mbps
272;6028010;400;13;300–1000 Mbps
273;6028010;499;5;300–1000 Mbps
274;6028010;500;153;300–1000 Mbps
275;6028010;600;410;300–1000 Mbps
276;6028010;700;12;300–1000 Mbps
277;6028010;800;76;300–1000 Mbps
278;6028010;940;253;300–1000 Mbps
279;6028010;999;297;300–1000 Mbps
280;6028010;1000;444;>1000 Mbps
281;6028010;226,5;2;100–300 Mbps
282;6028010;10;1;10–30 Mbps
283;6028010;99;192;50–100 Mbps
284;6028010;499;4;300–1000 Mbps
285;6028010;999;247;300–1000 Mbps
286;6028010;1000;390;>1000 Mbps
287;6028010;226,5;11;100–300 Mbps
288;6028010;0;1;0–10 Mbps
289;6028010;2;15;0–10 Mbps
290;6028010;4;29;0–10 Mbps
291;6028010;6;9;0–10 Mbps
292;6028010;10;3;10–30 Mbps
293;6028010;30;11;30–50 Mbps
294;6028010;45;43;30–50 Mbps
295;6028010;46;5;30–50 Mbps
296;6028010;50;204;50–100 Mbps
297;6028010;99;183;50–100 Mbps
298;6028010;100;2;100–300 Mbps
299;6028010;101;115;100–300 Mbps
300;6028010;200;64;100–300 Mbps
301;6028010;300;8;300–1000 Mbps
302;6028010;301;8;300–1000 Mbps
303;6028010;302;307;300–1000 Mbps
304;6028010;400;50;300–1000 Mbps
305;6028010;499;6;300–1000 Mbps
306;6028010;500;400;300–1000 Mbps
307;6028010;600;1;300–1000 Mbps
308;6028010;700;34;300–1000 Mbps
309;6028010;800;236;300–1000 Mbps
310;6028010;940;792;300–1000 Mbps
311;6028010;999;348;300–1000 Mbps
312;6028010;1000;586;>1000 Mbps
313;6028010;226,5;16;100–300 Mbps
314;6028010;8;3;0–10 Mbps
315;6028010;10;6;10–30 Mbps
316;6028010;15;1;10–30 Mbps
317;6028010;3,5;2;0–10 Mbps
318;6028010;46;4;30–50 Mbps
319;6028010;50;146;50–100 Mbps
320;6028010;99;156;50–100 Mbps
321;6028010;100;1;100–300 Mbps
322;6028010;101;18;100–300 Mbps
323;6028010;200;15;100–300 Mbps
324;6028010;300;2;300–1000 Mbps
325;6028010;302;5;300–1000 Mbps
326;6028010;400;6;300–1000 Mbps
327;6028010;499;3;300–1000 Mbps
328;6028010;500;153;300–1000 Mbps
329;6028010;600;154;300–1000 Mbps
330;6028010;700;2;300–1000 Mbps
331;6028010;800;33;300–1000 Mbps
332;6028010;940;89;300–1000 Mbps
333;6028010;999;227;300–1000 Mbps
334;6028010;1000;401;>1000 Mbps
335;6028010;226,5;2;100–300 Mbps
336;6028010;0;2;0–10 Mbps
337;6028010;1;1;0–10 Mbps
338;6028010;3;4;0–10 Mbps
339;6028010;0,5;1;0–10 Mbps
340;6028010;6;4;0–10 Mbps
341;6028010;10;7;10–30 Mbps
342;6028010;15;1;10–30 Mbps
343;6028010;30;2;30–50 Mbps
344;6028010;3,5;1;0–10 Mbps
345;6028010;45;2;30–50 Mbps
346;6028010;46;34;30–50 Mbps
347;6028010;50;289;50–100 Mbps
348;6028010;0,75;1;0–10 Mbps
349;6028010;99;246;50–100 Mbps
350;6028010;100;2;100–300 Mbps
351;6028010;101;124;100–300 Mbps
352;6028010;200;55;100–300 Mbps
353;6028010;300;7;300–1000 Mbps
354;6028010;301;6;300–1000 Mbps
355;6028010;302;151;300–1000 Mbps
356;6028010;400;47;300–1000 Mbps
357;6028010;499;5;300–1000 Mbps
358;6028010;500;303;300–1000 Mbps
359;6028010;600;748;300–1000 Mbps
360;6028010;700;15;300–1000 Mbps
361;6028010;800;147;300–1000 Mbps
362;6028010;940;505;300–1000 Mbps
363;6028010;999;330;300–1000 Mbps
364;6028010;1000;485;>1000 Mbps
365;6028010;226,5;16;100–300 Mbps
366;6028010;0;1;0–10 Mbps
367;6028010;1;2;0–10 Mbps
368;6028010;5;1;0–10 Mbps
369;6028010;10;4;10–30 Mbps
370;6028010;20;2;10–30 Mbps
371;6028010;30;4;30–50 Mbps
372;6028010;50;42;50–100 Mbps
373;6028010;99;93;50–100 Mbps
374;6028010;100;643;100–300 Mbps
375;6028010;200;13;100–300 Mbps
376;6028010;300;1;300–1000 Mbps
377;6028010;400;6;300–1000 Mbps
378;6028010;499;3;300–1000 Mbps
379;6028010;500;117;300–1000 Mbps
380;6028010;600;193;300–1000 Mbps
381;6028010;700;6;300–1000 Mbps
382;6028010;800;28;300–1000 Mbps
383;6028010;940;142;300–1000 Mbps
384;6028010;999;199;300–1000 Mbps
385;6028010;1000;323;>1000 Mbps
386;6028010;226,5;5;100–300 Mbps
387;6028010;3;2;0–10 Mbps
388;6028010;10;1;10–30 Mbps
389;6028010;45;1;30–50 Mbps
390;6028010;46;15;30–50 Mbps
391;6028010;50;71;50–100 Mbps
392;6028010;99;100;50–100 Mbps
393;6028010;100;933;100–300 Mbps
394;6028010;101;25;100–300 Mbps
395;6028010;200;16;100–300 Mbps
396;6028010;300;3;300–1000 Mbps
397;6028010;301;1;300–1000 Mbps
398;6028010;302;68;300–1000 Mbps
399;6028010;400;19;300–1000 Mbps
400;6028010;499;2;300–1000 Mbps
401;6028010;500;137;300–1000 Mbps
402;6028010;600;359;300–1000 Mbps
403;6028010;700;15;300–1000 Mbps
404;6028010;800;68;300–1000 Mbps
405;6028010;940;237;300–1000 Mbps
406;6028010;999;189;300–1000 Mbps
407;6028010;1000;219;>1000 Mbps
408;6028010;226,5;19;100–300 Mbps
409;6028010;0;1;0–10 Mbps
410;6028010;1;2;0–10 Mbps
411;6028010;3;3;0–10 Mbps
412;6028010;4;339;0–10 Mbps
413;6028010;10;7;10–30 Mbps
414;6028010;30;2;30–50 Mbps
415;6028010;46;59;30–50 Mbps
416;6028010;50;265;50–100 Mbps
417;6028010;0,75;2;0–10 Mbps
418;6028010;99;340;50–100 Mbps
419;6028010;100;2;100–300 Mbps
420;6028010;101;150;100–300 Mbps
421;6028010;200;46;100–300 Mbps
422;6028010;300;8;300–1000 Mbps
423;6028010;301;2;300–1000 Mbps
424;6028010;302;246;300–1000 Mbps
425;6028010;400;60;300–1000 Mbps
426;6028010;499;6;300–1000 Mbps
427;6028010;500;297;300–1000 Mbps
428;6028010;600;756;300–1000 Mbps
429;6028010;700;20;300–1000 Mbps
430;6028010;800;181;300–1000 Mbps
431;6028010;940;507;300–1000 Mbps
432;6028010;999;426;300–1000 Mbps
433;6028010;1000;670;>1000 Mbps
434;6028010;226,5;3;100–300 Mbps
435;6028010;0;1;0–10 Mbps
436;6028010;1;1;0–10 Mbps
437;6028010;0,5;1;0–10 Mbps
438;6028010;6;10;0–10 Mbps
439;6028010;10;1;10–30 Mbps
440;6028010;30;1;30–50 Mbps
441;6028010;45;1;30–50 Mbps
442;6028010;46;13;30–50 Mbps
443;6028010;50;78;50–100 Mbps
444;6028010;99;92;50–100 Mbps
445;6028010;100;1;100–300 Mbps
446;6028010;101;34;100–300 Mbps
447;6028010;200;26;100–300 Mbps
448;6028010;300;3;300–1000 Mbps
449;6028010;301;1;300–1000 Mbps
450;6028010;302;80;300–1000 Mbps
451;6028010;400;40;300–1000 Mbps
452;6028010;499;3;300–1000 Mbps
453;6028010;500;194;300–1000 Mbps
454;6028010;600;545;300–1000 Mbps
455;6028010;700;11;300–1000 Mbps
456;6028010;800;80;300–1000 Mbps
457;6028010;940;315;300–1000 Mbps
458;6028010;999;229;300–1000 Mbps
459;6028010;1000;293;>1000 Mbps
460;6028010;226,5;1;100–300 Mbps
461;6028010;0,5;3;0–10 Mbps
462;6028010;10;1;10–30 Mbps
463;6028010;30;2;30–50 Mbps
464;6028010;50;32;50–100 Mbps
465;6028010;0,75;1;0–10 Mbps
466;6028010;99;237;50–100 Mbps
467;6028010;100;516;100–300 Mbps
468;6028010;200;7;100–300 Mbps
469;6028010;300;1;300–1000 Mbps
470;6028010;400;5;300–1000 Mbps
471;6028010;499;6;300–1000 Mbps
472;6028010;500;70;300–1000 Mbps
473;6028010;600;200;300–1000 Mbps
474;6028010;700;7;300–1000 Mbps
475;6028010;800;23;300–1000 Mbps
476;6028010;940;114;300–1000 Mbps
477;6028010;999;415;300–1000 Mbps
478;6028010;1000;517;>1000 Mbps
479;6028010;226,5;5;100–300 Mbps
480;1000000;1;0;0–10 Mbps
481;1000000;0,5;13;0–10 Mbps
482;1000000;15;0;10–30 Mbps
483;6077010;0;194;0–10 Mbps
484;6077010;1;140;0–10 Mbps
485;6077010;2;275;0–10 Mbps
486;6077010;3;494;0–10 Mbps
487;6077010;4;244;0–10 Mbps
488;6077010;0,5;1;0–10 Mbps
489;6077010;5;2;0–10 Mbps
490;6077010;6;187;0–10 Mbps
491;6077010;9;1;0–10 Mbps
492;6077010;10;201;10–30 Mbps
493;6077010;12;5;10–30 Mbps
494;6077010;15;320;10–30 Mbps
495;6077010;20;4;10–30 Mbps
496;6077010;30;1;30–50 Mbps
497;6077010;50;2;50–100 Mbps
498;6077010;100;1;100–300 Mbps
499;6077010;300;445;300–1000 Mbps
500;6077010;500;19;300–1000 Mbps
501;6077010;1000;6;>1000 Mbps
502;6077010;226,5;73;100–300 Mbps
503;6077020;20;164;10–30 Mbps
504;6077020;50;146;50–100 Mbps
505;6077020;100;43;100–300 Mbps
506;6077020;226,5;4;100–300 Mbps
507;6077030;3;75;0–10 Mbps
508;6077030;226,5;8;100–300 Mbps
509;6035010;226,5;25;100–300 Mbps
510;6035010;0;32;0–10 Mbps
511;6035010;1;30;0–10 Mbps
512;6035010;2;1;0–10 Mbps
513;6035010;3;21;0–10 Mbps
514;6035010;0,5;1;0–10 Mbps
515;6035010;5;4;0–10 Mbps
516;6035010;6;24;0–10 Mbps
517;6035010;8;18;0–10 Mbps
518;6035010;10;58;10–30 Mbps
519;6035010;15;43;10–30 Mbps
520;6035010;19;1;10–30 Mbps
521;6035010;20;57;10–30 Mbps
522;6035010;30;84;30–50 Mbps
523;6035010;3,5;19;0–10 Mbps
524;6035010;46;10;30–50 Mbps
525;6035010;50;2;50–100 Mbps
526;6035010;0,51;5;0–10 Mbps
527;6035010;0,75;4;0–10 Mbps
528;6035010;99;149;50–100 Mbps
529;6035010;100;4;100–300 Mbps
530;6035010;101;71;100–300 Mbps
531;6035010;200;28;100–300 Mbps
532;6035010;300;6;300–1000 Mbps
533;6035010;301;1;300–1000 Mbps
534;6035010;302;87;300–1000 Mbps
535;6035010;400;82;300–1000 Mbps
536;6035010;499;1;300–1000 Mbps
537;6035010;500;521;300–1000 Mbps
538;6035010;600;555;300–1000 Mbps
539;6035010;700;6;300–1000 Mbps
540;6035010;800;64;300–1000 Mbps
541;6035010;940;326;300–1000 Mbps
542;6035010;999;92;300–1000 Mbps
543;6035010;1000;330;>1000 Mbps
544;6035010;226,5;31;100–300 Mbps
545;6035010;1;1;0–10 Mbps
546;6035010;8;3;0–10 Mbps
547;6035010;10;4;10–30 Mbps
548;6035010;15;1;10–30 Mbps
549;6035010;20;2;10–30 Mbps
550;6035010;30;9;30–50 Mbps
551;6035010;3,5;6;0–10 Mbps
552;6035010;50;1;50–100 Mbps
553;6035010;0,75;1;0–10 Mbps
554;6035010;99;83;50–100 Mbps
555;6035010;100;2;100–300 Mbps
556;6035010;300;2;300–1000 Mbps
557;6035010;499;1;300–1000 Mbps
558;6035010;500;180;300–1000 Mbps
559;6035010;600;120;300–1000 Mbps
560;6035010;999;74;300–1000 Mbps
561;6035010;1000;214;>1000 Mbps
562;6035010;226,5;10;100–300 Mbps
563;6035010;0;3;0–10 Mbps
564;6035010;1;3;0–10 Mbps
565;6035010;0,5;1;0–10 Mbps
566;6035010;8;1;0–10 Mbps
567;6035010;10;2;10–30 Mbps
568;6035010;24;23;10–30 Mbps
569;6035010;30;3;30–50 Mbps
570;6035010;50;1;50–100 Mbps
571;6035010;0,75;5;0–10 Mbps
572;6035010;99;27;50–100 Mbps
573;6035010;100;500;100–300 Mbps
574;6035010;300;335;300–1000 Mbps
575;6035010;499;463;300–1000 Mbps
576;6035010;500;9;300–1000 Mbps
577;6035010;600;52;300–1000 Mbps
578;6035010;999;24;300–1000 Mbps
579;6035010;1000;40;>1000 Mbps
580;6035010;226,5;51;100–300 Mbps
581;6035010;1;2;0–10 Mbps
582;6035010;0,5;1;0–10 Mbps
583;6035010;10;5;10–30 Mbps
584;6035010;20;4;10–30 Mbps
585;6035010;30;2;30–50 Mbps
586;6035010;3,5;1;0–10 Mbps
587;6035010;50;2;50–100 Mbps
588;6035010;0,75;2;0–10 Mbps
589;6035010;99;132;50–100 Mbps
590;6035010;100;2;100–300 Mbps
591;6035010;300;2;300–1000 Mbps
592;6035010;499;2;300–1000 Mbps
593;6035010;500;160;300–1000 Mbps
594;6035010;600;130;300–1000 Mbps
595;6035010;999;127;300–1000 Mbps
596;6035010;1000;242;>1000 Mbps
597;6035010;226,5;15;100–300 Mbps
598;6035010;0;1;0–10 Mbps
599;6035010;1;5;0–10 Mbps
600;6035010;2;1;0–10 Mbps
601;6035010;0,5;4;0–10 Mbps
602;6035010;5;1;0–10 Mbps
603;6035010;8;2;0–10 Mbps
604;6035010;10;8;10–30 Mbps
605;6035010;20;3;10–30 Mbps
606;6035010;30;10;30–50 Mbps
607;6035010;3,5;4;0–10 Mbps
608;6035010;50;1;50–100 Mbps
609;6035010;0,75;2;0–10 Mbps
610;6035010;99;124;50–100 Mbps
611;6035010;100;1;100–300 Mbps
612;6035010;300;2;300–1000 Mbps
613;6035010;499;1;300–1000 Mbps
614;6035010;500;159;300–1000 Mbps
615;6035010;600;89;300–1000 Mbps
616;6035010;999;97;300–1000 Mbps
617;6035010;1000;271;>1000 Mbps
618;6035010;226,5;9;100–300 Mbps
619;6035010;0;5;0–10 Mbps
620;6035010;1;8;0–10 Mbps
621;6035010;2;2;0–10 Mbps
622;6035010;3;5;0–10 Mbps
623;6035010;0,5;2;0–10 Mbps
624;6035010;5;1;0–10 Mbps
625;6035010;6;3;0–10 Mbps
626;6035010;8;12;0–10 Mbps
627;6035010;10;13;10–30 Mbps
628;6035010;15;10;10–30 Mbps
629;6035010;20;6;10–30 Mbps
630;6035010;30;8;30–50 Mbps
631;6035010;3,5;21;0–10 Mbps
632;6035010;45;2;30–50 Mbps
633;6035010;46;15;30–50 Mbps
634;6035010;50;5;50–100 Mbps
635;6035010;0,51;1;0–10 Mbps
636;6035010;0,75;1;0–10 Mbps
637;6035010;99;230;50–100 Mbps
638;6035010;100;5;100–300 Mbps
639;6035010;101;74;100–300 Mbps
640;6035010;200;45;100–300 Mbps
641;6035010;300;7;300–1000 Mbps
642;6035010;301;3;300–1000 Mbps
643;6035010;302;112;300–1000 Mbps
644;6035010;400;101;300–1000 Mbps
645;6035010;499;3;300–1000 Mbps
646;6035010;500;442;300–1000 Mbps
647;6035010;600;683;300–1000 Mbps
648;6035010;700;12;300–1000 Mbps
649;6035010;800;87;300–1000 Mbps
650;6035010;940;407;300–1000 Mbps
651;6035010;999;162;300–1000 Mbps
652;6035010;1000;421;>1000 Mbps
653;6035010;226,5;29;100–300 Mbps
654;6035010;0;3;0–10 Mbps
655;6035010;1;3;0–10 Mbps
656;6035010;0,5;5;0–10 Mbps
657;6035010;6;7;0–10 Mbps
658;6035010;7;5;0–10 Mbps
659;6035010;8;349;0–10 Mbps
660;6035010;10;138;10–30 Mbps
661;6035010;15;47;10–30 Mbps
662;6035010;20;6;10–30 Mbps
663;6035010;25;10;10–30 Mbps
664;6035010;30;6;30–50 Mbps
665;6035010;3,5;2;0–10 Mbps
666;6035010;35;5;30–50 Mbps
667;6035010;40;10;30–50 Mbps
668;6035010;50;4;50–100 Mbps
669;6035010;0,75;8;0–10 Mbps
670;6035010;99;184;50–100 Mbps
671;6035010;100;3;100–300 Mbps
672;6035010;300;3;300–1000 Mbps
673;6035010;499;3;300–1000 Mbps
674;6035010;500;185;300–1000 Mbps
675;6035010;600;192;300–1000 Mbps
676;6035010;999;191;300–1000 Mbps
677;6035010;1000;528;>1000 Mbps
678;6035010;226,5;17;100–300 Mbps
679;6035010;0;10;0–10 Mbps
680;6035010;1;4;0–10 Mbps
681;6035010;3;1;0–10 Mbps
682;6035010;0,5;2;0–10 Mbps
683;6035010;5;1;0–10 Mbps
684;6035010;6;5;0–10 Mbps
685;6035010;8;3;0–10 Mbps
686;6035010;10;33;10–30 Mbps
687;6035010;15;24;10–30 Mbps
688;6035010;20;10;10–30 Mbps
689;6035010;25;2;10–30 Mbps
690;6035010;30;5;30–50 Mbps
691;6035010;3,5;9;0–10 Mbps
692;6035010;35;2;30–50 Mbps
693;6035010;45;1;30–50 Mbps
694;6035010;46;13;30–50 Mbps
695;6035010;50;6;50–100 Mbps
696;6035010;60;43;50–100 Mbps
697;6035010;0,75;2;0–10 Mbps
698;6035010;99;250;50–100 Mbps
699;6035010;100;6;100–300 Mbps
700;6035010;101;56;100–300 Mbps
701;6035010;200;78;100–300 Mbps
702;6035010;300;9;300–1000 Mbps
703;6035010;301;1;300–1000 Mbps
704;6035010;302;72;300–1000 Mbps
705;6035010;400;70;300–1000 Mbps
706;6035010;499;4;300–1000 Mbps
707;6035010;500;518;300–1000 Mbps
708;6035010;600;839;300–1000 Mbps
709;6035010;700;12;300–1000 Mbps
710;6035010;800;114;300–1000 Mbps
711;6035010;940;487;300–1000 Mbps
