ID_Acceso_Loc;ID_Localidad;Velocidad;Accesos;ID_Rango_Velocidad
7172;6749010;3;112;0–10 Mbps
7173;6749010;4;37;0–10 Mbps
7174;6749010;5;1;0–10 Mbps
7175;6749010;6;197;0–10 Mbps
7176;6749010;8;47;0–10 Mbps
7177;6749010;10;277;10–30 Mbps
7178;6749010;15;14;10–30 Mbps
7179;6749010;20;43;10–30 Mbps
7180;6749010;0,26;2;0–10 Mbps
7181;6749010;30;17;30–50 Mbps
7182;6749010;3,5;7;0–10 Mbps
7183;6749010;46;2;30–50 Mbps
7184;6749010;50;3;50–100 Mbps
7185;6749010;0,75;2;0–10 Mbps
7186;6749010;99;102;50–100 Mbps
7187;6749010;100;9;100–300 Mbps
7188;6749010;101;41;100–300 Mbps
7189;6749010;200;181;100–300 Mbps
7190;6749010;300;10;300–1000 Mbps
7191;6749010;302;12;300–1000 Mbps
7192;6749010;400;46;300–1000 Mbps
7193;6749010;499;2;300–1000 Mbps
7194;6749010;500;820;300–1000 Mbps
7195;6749010;600;753;300–1000 Mbps
7196;6749010;700;20;300–1000 Mbps
7197;6749010;800;98;300–1000 Mbps
7198;6749010;940;443;300–1000 Mbps
7199;6749010;999;157;300–1000 Mbps
7200;6749010;1000;521;>1000 Mbps
7201;6749010;226,5;291;100–300 Mbps
7202;6749010;0;3;0–10 Mbps
7203;6749010;1;80;0–10 Mbps
7204;6749010;2;1;0–10 Mbps
7205;6749010;3;106;0–10 Mbps
7206;6749010;0,5;4;0–10 Mbps
7207;6749010;6;34;0–10 Mbps
7208;6749010;8;1;0–10 Mbps
7209;6749010;10;52;10–30 Mbps
7210;6749010;15;9;10–30 Mbps
7211;6749010;20;23;10–30 Mbps
7212;6749010;30;17;30–50 Mbps
7213;6749010;3,5;3;0–10 Mbps
7214;6749010;50;1;50–100 Mbps
7215;6749010;0,75;1;0–10 Mbps
7216;6749010;99;66;50–100 Mbps
7217;6749010;100;6;100–300 Mbps
7218;6749010;200;23;100–300 Mbps
7219;6749010;300;6;300–1000 Mbps
7220;6749010;499;1;300–1000 Mbps
7221;6749010;500;627;300–1000 Mbps
7222;6749010;600;102;300–1000 Mbps
7223;6749010;999;85;300–1000 Mbps
7224;6749010;1000;418;>1000 Mbps
7225;6749010;226,5;42;100–300 Mbps
7226;6749010;1;8;0–10 Mbps
7227;6749010;3;9;0–10 Mbps
7228;6749010;6;11;0–10 Mbps
7229;6749010;8;2;0–10 Mbps
7230;6749010;10;28;10–30 Mbps
7231;6749010;15;2;10–30 Mbps
7232;6749010;20;9;10–30 Mbps
7233;6749010;30;1;30–50 Mbps
7234;6749010;50;2;50–100 Mbps
7235;6749010;0,75;1;0–10 Mbps
7236;6749010;99;61;50–100 Mbps
7237;6749010;100;3;100–300 Mbps
7238;6749010;200;33;100–300 Mbps
7239;6749010;300;3;300–1000 Mbps
7240;6749010;499;2;300–1000 Mbps
7241;6749010;500;213;300–1000 Mbps
7242;6749010;600;176;300–1000 Mbps
7243;6749010;999;139;300–1000 Mbps
7244;6749010;1000;240;>1000 Mbps
7245;6749010;226,5;44;100–300 Mbps
7246;6756010;1;13;0–10 Mbps
7247;6756010;3;7;0–10 Mbps
7248;6756010;5;1;0–10 Mbps
7249;6756010;6;10;0–10 Mbps
7250;6756010;8;3;0–10 Mbps
7251;6756010;10;32;10–30 Mbps
7252;6756010;15;6;10–30 Mbps
7253;6756010;20;25;10–30 Mbps
7254;6756010;0,26;1;0–10 Mbps
7255;6756010;30;10;30–50 Mbps
7256;6756010;3,5;3;0–10 Mbps
7257;6756010;50;332;50–100 Mbps
7258;6756010;0,51;1;0–10 Mbps
7259;6756010;99;9;50–100 Mbps
7260;6756010;100;1;100–300 Mbps
7261;6756010;200;1;100–300 Mbps
7262;6756010;300;2;300–1000 Mbps
7263;6756010;499;425;300–1000 Mbps
7264;6756010;500;360;300–1000 Mbps
7265;6756010;600;50;300–1000 Mbps
7266;6756010;999;35;300–1000 Mbps
7267;6756010;1000;303;>1000 Mbps
7268;6756010;226,5;96;100–300 Mbps
7269;6756010;0;2;0–10 Mbps
7270;6756010;1;27;0–10 Mbps
7271;6756010;2;3;0–10 Mbps
7272;6756010;3;122;0–10 Mbps
7273;6756010;5;2;0–10 Mbps
7274;6756010;6;206;0–10 Mbps
7275;6756010;8;6;0–10 Mbps
7276;6756010;10;149;10–30 Mbps
7277;6756010;12;74;10–30 Mbps
7278;6756010;15;18;10–30 Mbps
7279;6756010;20;168;10–30 Mbps
7280;6756010;25;14;10–30 Mbps
7281;6756010;30;29;30–50 Mbps
7282;6756010;3,5;4;0–10 Mbps
7283;6756010;50;1;50–100 Mbps
7284;6756010;0,75;1;0–10 Mbps
7285;6756010;99;80;50–100 Mbps
7286;6756010;100;5;100–300 Mbps
7287;6756010;200;44;100–300 Mbps
7288;6756010;300;6;300–1000 Mbps
7289;6756010;499;2;300–1000 Mbps
7290;6756010;500;836;300–1000 Mbps
7291;6756010;600;129;300–1000 Mbps
7292;6756010;999;143;300–1000 Mbps
7293;6756010;1000;662;>1000 Mbps
7294;6756010;226,5;67;100–300 Mbps
7295;6756010;0;10;0–10 Mbps
7296;6756010;1;22;0–10 Mbps
7297;6756010;2;2;0–10 Mbps
7298;6756010;3;35;0–10 Mbps
7299;6756010;0,5;6;0–10 Mbps
7300;6756010;5;2;0–10 Mbps
7301;6756010;6;125;0–10 Mbps
7302;6756010;8;18;0–10 Mbps
7303;6756010;10;102;10–30 Mbps
7304;6756010;15;7;10–30 Mbps
7305;6756010;20;27;10–30 Mbps
7306;6756010;25;2;10–30 Mbps
7307;6756010;30;24;30–50 Mbps
7308;6756010;3,5;15;0–10 Mbps
7309;6756010;50;1;50–100 Mbps
7310;6756010;99;127;50–100 Mbps
7311;6756010;100;7;100–300 Mbps
7312;6756010;101;5;100–300 Mbps
7313;6756010;200;87;100–300 Mbps
7314;6756010;300;9;300–1000 Mbps
7315;6756010;302;11;300–1000 Mbps
7316;6756010;400;43;300–1000 Mbps
7317;6756010;499;3;300–1000 Mbps
7318;6756010;500;965;300–1000 Mbps
7319;6756010;600;713;300–1000 Mbps
7320;6756010;700;13;300–1000 Mbps
7321;6756010;800;83;300–1000 Mbps
7322;6756010;940;553;300–1000 Mbps
7323;6756010;999;255;300–1000 Mbps
7324;6756010;1000;840;>1000 Mbps
7325;6756010;226,5;50;100–300 Mbps
7326;6756010;0;17;0–10 Mbps
7327;6756010;1;83;0–10 Mbps
7328;6756010;2;2;0–10 Mbps
7329;6756010;3;58;0–10 Mbps
7330;6756010;0,5;5;0–10 Mbps
7331;6756010;5;5;0–10 Mbps
7332;6756010;6;105;0–10 Mbps
7333;6756010;8;29;0–10 Mbps
7334;6756010;10;222;10–30 Mbps
7335;6756010;15;31;10–30 Mbps
7336;6756010;20;128;10–30 Mbps
7337;6756010;30;81;30–50 Mbps
7338;6756010;3,5;23;0–10 Mbps
7339;6756010;46;2;30–50 Mbps
7340;6756010;50;2;50–100 Mbps
7341;6756010;0,51;1;0–10 Mbps
7342;6756010;0,75;2;0–10 Mbps
7343;6756010;99;84;50–100 Mbps
7344;6756010;100;9;100–300 Mbps
7345;6756010;101;19;100–300 Mbps
7346;6756010;200;33;100–300 Mbps
7347;6756010;300;12;300–1000 Mbps
7348;6756010;302;93;300–1000 Mbps
7349;6756010;400;50;300–1000 Mbps
7350;6756010;499;2;300–1000 Mbps
7351;6756010;500;1;300–1000 Mbps
7352;6756010;600;685;300–1000 Mbps
7353;6756010;700;25;300–1000 Mbps
7354;6756010;800;98;300–1000 Mbps
7355;6756010;940;675;300–1000 Mbps
7356;6756010;999;152;300–1000 Mbps
7357;6756010;1000;1;>1000 Mbps
7358;6756010;226,5;32;100–300 Mbps
7359;6756010;0;18;0–10 Mbps
7360;6756010;1;42;0–10 Mbps
7361;6756010;3;29;0–10 Mbps
7362;6756010;0,5;3;0–10 Mbps
7363;6756010;5;4;0–10 Mbps
7364;6756010;6;40;0–10 Mbps
7365;6756010;8;21;0–10 Mbps
7366;6756010;10;128;10–30 Mbps
7367;6756010;15;12;10–30 Mbps
7368;6756010;20;88;10–30 Mbps
7369;6756010;0,26;1;0–10 Mbps
7370;6756010;30;53;30–50 Mbps
7371;6756010;3,5;17;0–10 Mbps
7372;6756010;50;1;50–100 Mbps
7373;6756010;0,75;1;0–10 Mbps
7374;6756010;99;94;50–100 Mbps
7375;6756010;100;7;100–300 Mbps
7376;6756010;200;21;100–300 Mbps
7377;6756010;300;10;300–1000 Mbps
7378;6756010;400;23;300–1000 Mbps
7379;6756010;499;1;300–1000 Mbps
7380;6756010;500;1;300–1000 Mbps
7381;6756010;600;214;300–1000 Mbps
7382;6756010;700;1;300–1000 Mbps
7383;6756010;800;27;300–1000 Mbps
7384;6756010;940;197;300–1000 Mbps
7385;6756010;999;98;300–1000 Mbps
7386;6756010;1000;1;>1000 Mbps
7387;6756010;226,5;36;100–300 Mbps
7388;6756010;0;3;0–10 Mbps
7389;6756010;1;11;0–10 Mbps
7390;6756010;2;1;0–10 Mbps
7391;6756010;3;14;0–10 Mbps
7392;6756010;5;2;0–10 Mbps
7393;6756010;6;18;0–10 Mbps
7394;6756010;8;10;0–10 Mbps
7395;6756010;10;47;10–30 Mbps
7396;6756010;15;4;10–30 Mbps
7397;6756010;20;15;10–30 Mbps
7398;6756010;30;9;30–50 Mbps
7399;6756010;3,5;8;0–10 Mbps
7400;6756010;50;1;50–100 Mbps
7401;6756010;0,75;1;0–10 Mbps
7402;6756010;99;63;50–100 Mbps
7403;6756010;100;3;100–300 Mbps
7404;6756010;200;12;100–300 Mbps
7405;6756010;300;3;300–1000 Mbps
7406;6756010;499;1;300–1000 Mbps
7407;6756010;500;331;300–1000 Mbps
7408;6756010;600;169;300–1000 Mbps
7409;6756010;999;120;300–1000 Mbps
7410;6756010;1000;312;>1000 Mbps
7411;6756010;226,5;23;100–300 Mbps
7412;6760010;0;17;0–10 Mbps
7413;6760010;1;8;0–10 Mbps
7414;6760010;2;8;0–10 Mbps
7415;6760010;3;46;0–10 Mbps
7416;6760010;0,5;1;0–10 Mbps
7417;6760010;5;53;0–10 Mbps
7418;6760010;6;1;0–10 Mbps
7419;6760010;10;138;10–30 Mbps
7420;6760010;20;1;10–30 Mbps
7421;6760010;30;95;30–50 Mbps
7422;6760010;46;12;30–50 Mbps
7423;6760010;50;651;50–100 Mbps
7424;6760010;0,51;1;0–10 Mbps
7425;6760010;99;1;50–100 Mbps
7426;6760010;100;3;100–300 Mbps
7427;6760010;101;170;100–300 Mbps
7428;6760010;200;37;100–300 Mbps
7429;6760010;300;8;300–1000 Mbps
7430;6760010;301;8;300–1000 Mbps
7431;6760010;302;310;300–1000 Mbps
7432;6760010;400;67;300–1000 Mbps
7433;6760010;500;436;300–1000 Mbps
7434;6760010;600;721;300–1000 Mbps
7435;6760010;700;19;300–1000 Mbps
7436;6760010;800;158;300–1000 Mbps
7437;6760010;940;581;300–1000 Mbps
7438;6760010;1000;86;>1000 Mbps
7439;6760010;226,5;75;100–300 Mbps
7440;6760010;0,5;1;0–10 Mbps
7441;6760010;226,5;13;100–300 Mbps
7442;6760010;1;2;0–10 Mbps
7443;6760010;6;1;0–10 Mbps
7444;6760010;10;2;10–30 Mbps
7445;6760010;30;9;30–50 Mbps
7446;6760010;46;2;30–50 Mbps
7447;6760010;50;109;50–100 Mbps
7448;6760010;100;1;100–300 Mbps
7449;6760010;101;31;100–300 Mbps
7450;6760010;200;6;100–300 Mbps
7451;6760010;300;3;300–1000 Mbps
7452;6760010;302;117;300–1000 Mbps
7453;6760010;400;6;300–1000 Mbps
7454;6760010;500;256;300–1000 Mbps
7455;6760010;600;212;300–1000 Mbps
7456;6760010;700;1;300–1000 Mbps
7457;6760010;800;53;300–1000 Mbps
7458;6760010;940;174;300–1000 Mbps
7459;6760010;1000;76;>1000 Mbps
7460;6760010;226,5;48;100–300 Mbps
7461;6760010;0;353;0–10 Mbps
7462;6760010;1;14;0–10 Mbps
7463;6760010;2;1;0–10 Mbps
7464;6760010;3;727;0–10 Mbps
7465;6760010;0,5;1;0–10 Mbps
7466;6760010;5;253;0–10 Mbps
7467;6760010;6;3;0–10 Mbps
7468;6760010;10;11;10–30 Mbps
7469;6760010;15;3;10–30 Mbps
7470;6760010;20;45;10–30 Mbps
7471;6760010;30;7;30–50 Mbps
7472;6760010;46;13;30–50 Mbps
7473;6760010;50;3;50–100 Mbps
7474;6760010;0,51;2;0–10 Mbps
7475;6760010;99;1;50–100 Mbps
7476;6760010;100;5;100–300 Mbps
7477;6760010;101;181;100–300 Mbps
7478;6760010;200;58;100–300 Mbps
7479;6760010;300;13;300–1000 Mbps
7480;6760010;301;4;300–1000 Mbps
7481;6760010;302;426;300–1000 Mbps
7482;6760010;400;206;300–1000 Mbps
7483;6760010;499;48;300–1000 Mbps
7484;6760010;500;732;300–1000 Mbps
7485;6760010;600;1;300–1000 Mbps
7486;6760010;700;26;300–1000 Mbps
7487;6760010;800;248;300–1000 Mbps
7488;6760010;940;945;300–1000 Mbps
7489;6760010;999;3;300–1000 Mbps
7490;6760010;1000;168;>1000 Mbps
7491;6760010;226,5;23;100–300 Mbps
7492;6763010;226,5;1;100–300 Mbps
7493;6763010;0;1;0–10 Mbps
7494;6763010;1;536;0–10 Mbps
7495;6763010;5;134;0–10 Mbps
7496;6763010;10;49;10–30 Mbps
7497;6763010;50;1;50–100 Mbps
7498;6763010;0,51;1;0–10 Mbps
7499;6763010;226,5;5;100–300 Mbps
7500;6763020;1;108;0–10 Mbps
7501;6763020;226,5;3;100–300 Mbps
7502;6763030;0;2;0–10 Mbps
7503;6763030;10;598;10–30 Mbps
7504;6763030;226,5;5;100–300 Mbps
7505;6763040;226,5;4;100–300 Mbps
7506;6763050;0;6;0–10 Mbps
7507;6763050;1;40;0–10 Mbps
7508;6763050;2;1;0–10 Mbps
7509;6763050;3;147;0–10 Mbps
7510;6763050;4;36;0–10 Mbps
7511;6763050;5;1;0–10 Mbps
7512;6763050;6;618;0–10 Mbps
7513;6763050;8;14;0–10 Mbps
7514;6763050;10;1;10–30 Mbps
7515;6763050;15;363;10–30 Mbps
7516;6763050;20;453;10–30 Mbps
7517;6763050;25;3;10–30 Mbps
7518;6763050;30;55;30–50 Mbps
7519;6763050;3,5;2;0–10 Mbps
7520;6763050;50;6;50–100 Mbps
7521;6763050;0,51;1;0–10 Mbps
7522;6763050;0,75;1;0–10 Mbps
7523;6763050;100;14;100–300 Mbps
7524;6763050;300;13;300–1000 Mbps
7525;6763050;500;517;300–1000 Mbps
7526;6763050;600;377;300–1000 Mbps
7527;6763050;999;1;300–1000 Mbps
7528;6763050;1000;112;>1000 Mbps
7529;6763050;226,5;224;100–300 Mbps
7530;6763010;226,5;2;100–300 Mbps
7531;6763060;226,5;21;100–300 Mbps
7532;6763010;226,5;7;100–300 Mbps
7533;6770010;226,5;20;100–300 Mbps
7534;6770015;15;15;10–30 Mbps
7535;6770015;226,5;6;100–300 Mbps
7536;6770020;226,5;7;100–300 Mbps
7537;6770030;15;8;10–30 Mbps
7538;6770030;226,5;14;100–300 Mbps
7539;6770040;0;237;0–10 Mbps
7540;6770040;20;26;10–30 Mbps
7541;6770040;25;8;10–30 Mbps
7542;6770040;35;3;30–50 Mbps
7543;6770040;226,5;30;100–300 Mbps
7544;6770050;1;450;0–10 Mbps
7545;6770050;2;6;0–10 Mbps
7546;6770050;3;292;0–10 Mbps
7547;6770050;0,5;2;0–10 Mbps
7548;6770050;5;1;0–10 Mbps
7549;6770050;6;125;0–10 Mbps
7550;6770050;8;1;0–10 Mbps
7551;6770050;10;130;10–30 Mbps
7552;6770050;15;140;10–30 Mbps
7553;6770050;20;6;10–30 Mbps
7554;6770050;30;2;30–50 Mbps
7555;6770050;50;848;50–100 Mbps
7556;6770050;0,51;46;0–10 Mbps
7557;6770050;0,75;1;0–10 Mbps
7558;6770050;100;9;100–300 Mbps
7559;6770050;120;75;100–300 Mbps
7560;6770050;200;1;100–300 Mbps
7561;6770050;250;85;100–300 Mbps
7562;6770050;300;3;300–1000 Mbps
7563;6770050;500;60;300–1000 Mbps
7564;6770050;1000;30;>1000 Mbps
7565;6770050;226,5;92;100–300 Mbps
7566;6770060;0;9;0–10 Mbps
7567;6770060;3;205;0–10 Mbps
7568;6770060;0,5;1;0–10 Mbps
7569;6770060;6;245;0–10 Mbps
7570;6770060;10;200;10–30 Mbps
7571;6770060;20;7;10–30 Mbps
7572;6770060;30;4;30–50 Mbps
7573;6770060;0,51;1;0–10 Mbps
7574;6770060;226,5;31;100–300 Mbps
7575;6778020;0;1;0–10 Mbps
7576;6778020;1;1;0–10 Mbps
7577;6778020;3;180;0–10 Mbps
7578;6778020;5;123;0–10 Mbps
7579;6778020;6;1;0–10 Mbps
7580;6778020;7;21;0–10 Mbps
7581;6778020;10;10;10–30 Mbps
7582;6778020;45;13;30–50 Mbps
7583;6778020;46;2;30–50 Mbps
7584;6778020;50;120;50–100 Mbps
7585;6778020;99;52;50–100 Mbps
7586;6778020;100;1;100–300 Mbps
7587;6778020;101;40;100–300 Mbps
7588;6778020;200;39;100–300 Mbps
7589;6778020;300;5;300–1000 Mbps
7590;6778020;301;1;300–1000 Mbps
7591;6778020;302;81;300–1000 Mbps
7592;6778020;400;33;300–1000 Mbps
7593;6778020;499;1;300–1000 Mbps
7594;6778020;500;253;300–1000 Mbps
7595;6778020;600;698;300–1000 Mbps
7596;6778020;700;32;300–1000 Mbps
7597;6778020;800;183;300–1000 Mbps
7598;6778020;940;419;300–1000 Mbps
7599;6778020;999;98;300–1000 Mbps
7600;6778020;1000;134;>1000 Mbps
7601;6778020;226,5;249;100–300 Mbps
7602;6778020;3;29;0–10 Mbps
7603;6778020;5;22;0–10 Mbps
7604;6778020;10;1;10–30 Mbps
7605;6778020;48;619;30–50 Mbps
7606;6778020;80;1;50–100 Mbps
7607;6778020;226,5;79;100–300 Mbps
7608;6778020;0;7;0–10 Mbps
7609;6778020;3;114;0–10 Mbps
7610;6778020;5;81;0–10 Mbps
7611;6778020;6;1;0–10 Mbps
7612;6778020;7;29;0–10 Mbps
7613;6778020;10;9;10–30 Mbps
7614;6778020;15;85;10–30 Mbps
7615;6778020;20;59;10–30 Mbps
7616;6778020;30;33;30–50 Mbps
7617;6778020;50;60;50–100 Mbps
7618;6778020;99;71;50–100 Mbps
7619;6778020;100;1;100–300 Mbps
7620;6778020;101;2;100–300 Mbps
7621;6778020;200;15;100–300 Mbps
7622;6778020;300;3;300–1000 Mbps
7623;6778020;301;1;300–1000 Mbps
7624;6778020;302;41;300–1000 Mbps
7625;6778020;400;28;300–1000 Mbps
7626;6778020;499;1;300–1000 Mbps
7627;6778020;500;177;300–1000 Mbps
7628;6778020;600;555;300–1000 Mbps
7629;6778020;700;10;300–1000 Mbps
7630;6778020;800;70;300–1000 Mbps
7631;6778020;940;385;300–1000 Mbps
7632;6778020;999;89;300–1000 Mbps
7633;6778020;1000;167;>1000 Mbps
7634;6778020;226,5;315;100–300 Mbps
7635;6784010;3;134;0–10 Mbps
7636;6784010;5;56;0–10 Mbps
7637;6784010;7;29;0–10 Mbps
7638;6784010;30;6;30–50 Mbps
7639;6784010;226,5;11;100–300 Mbps
7640;6784020;0;36;0–10 Mbps
7641;6784020;1;1;0–10 Mbps
7642;6784020;3;5;0–10 Mbps
7643;6784020;5;3;0–10 Mbps
7644;6784020;6;1;0–10 Mbps
7645;6784020;7;132;0–10 Mbps
7646;6784020;9;50;0–10 Mbps
7647;6784020;10;39;10–30 Mbps
7648;6784020;12;38;10–30 Mbps
7649;6784020;14;1;10–30 Mbps
7650;6784020;15;1;10–30 Mbps
7651;6784020;30;254;30–50 Mbps
7652;6784020;50;109;50–100 Mbps
7653;6784020;226,5;34;100–300 Mbps
7654;6791010;0;5;0–10 Mbps
7655;6791010;1;10;0–10 Mbps
7656;6791010;6;11;0–10 Mbps
7657;6791010;10;1;10–30 Mbps
7658;6791010;12;6;10–30 Mbps
7659;6791010;25;1;10–30 Mbps
7660;6791010;226,5;13;100–300 Mbps
7661;6791050;6;6;0–10 Mbps
7662;6791050;12;6;10–30 Mbps
7663;6791050;25;1;10–30 Mbps
7664;6791050;50;1;50–100 Mbps
7665;6791050;226,5;60;100–300 Mbps
7666;6791030;0;35;0–10 Mbps
7667;6791030;1;5;0–10 Mbps
7668;6791030;2;15;0–10 Mbps
7669;6791030;3;22;0–10 Mbps
7670;6791030;4;107;0–10 Mbps
7671;6791030;6;8;0–10 Mbps
7672;6791030;8;86;0–10 Mbps
7673;6791030;10;6;10–30 Mbps
7674;6791030;12;67;10–30 Mbps
7675;6791030;20;1;10–30 Mbps
7676;6791030;25;3;10–30 Mbps
7677;6791030;30;2;30–50 Mbps
7678;6791030;50;3;50–100 Mbps
7679;6791030;226,5;26;100–300 Mbps
7680;6791040;5;4;0–10 Mbps
7681;6791040;10;283;10–30 Mbps
7682;6791040;226,5;22;100–300 Mbps
7683;1000015;0;45;0–10 Mbps
7684;6791050;0;88;0–10 Mbps
7685;6791050;1;68;0–10 Mbps
7686;6791050;2;64;0–10 Mbps
7687;6791050;3;143;0–10 Mbps
7688;6791050;0,5;1;0–10 Mbps
7689;6791050;5;41;0–10 Mbps
7690;6791050;6;288;0–10 Mbps
7691;6791050;8;49;0–10 Mbps
7692;6791050;10;258;10–30 Mbps
7693;6791050;12;442;10–30 Mbps
7694;6791050;15;21;10–30 Mbps
7695;6791050;20;336;10–30 Mbps
7696;6791050;25;61;10–30 Mbps
7697;6791050;30;25;30–50 Mbps
7698;6791050;3,5;7;0–10 Mbps
7699;6791050;45;4;30–50 Mbps
7700;6791050;50;2;50–100 Mbps
7701;6791050;0,51;3;0–10 Mbps
7702;6791050;70;10;50–100 Mbps
7703;6791050;75;1;50–100 Mbps
7704;6791050;100;20;100–300 Mbps
7705;6791050;101;45;100–300 Mbps
7706;6791050;200;17;100–300 Mbps
7707;6791050;300;20;300–1000 Mbps
7708;6791050;301;3;300–1000 Mbps
7709;6791050;302;96;300–1000 Mbps
7710;6791050;400;101;300–1000 Mbps
7711;6791050;500;870;300–1000 Mbps
7712;6791050;600;214;300–1000 Mbps
7713;6791050;700;8;300–1000 Mbps
7714;6791050;800;63;300–1000 Mbps
7715;6791050;940;213;300–1000 Mbps
7716;6791050;1000;211;>1000 Mbps
7717;6791050;226,5;401;100–300 Mbps
7718;6798010;226,5;30;100–300 Mbps
7719;6798020;0,5;1;0–10 Mbps
7720;6798020;10;15;10–30 Mbps
7721;6798020;30;1;30–50 Mbps
7722;6798020;226,5;28;100–300 Mbps
7723;6798030;226,5;12;100–300 Mbps
7724;6805010;0;881;0–10 Mbps
7725;6805010;1;19;0–10 Mbps
7726;6805010;2;116;0–10 Mbps
7727;6805010;3;234;0–10 Mbps
7728;6805010;4;2;0–10 Mbps
7729;6805010;0,5;1;0–10 Mbps
7730;6805010;5;23;0–10 Mbps
7731;6805010;6;1;0–10 Mbps
7732;6805010;10;31;10–30 Mbps
7733;6805010;12;5;10–30 Mbps
7734;6805010;15;2;10–30 Mbps
7735;6805010;20;6;10–30 Mbps
7736;6805010;25;1;10–30 Mbps
7737;6805010;30;33;30–50 Mbps
7738;6805010;3,5;1;0–10 Mbps
7739;6805010;40;1;30–50 Mbps
7740;6805010;45;1;30–50 Mbps
7741;6805010;50;2;50–100 Mbps
7742;6805010;0,51;2;0–10 Mbps
7743;6805010;0,75;1;0–10 Mbps
7744;6805010;80;1;50–100 Mbps
7745;6805010;99;190;50–100 Mbps
7746;6805010;100;5;100–300 Mbps
7747;6805010;101;64;100–300 Mbps
7748;6805010;200;148;100–300 Mbps
7749;6805010;300;7;300–1000 Mbps
7750;6805010;301;1;300–1000 Mbps
7751;6805010;302;26;300–1000 Mbps
7752;6805010;400;29;300–1000 Mbps
7753;6805010;499;3;300–1000 Mbps
7754;6805010;500;599;300–1000 Mbps
7755;6805010;512;7;300–1000 Mbps
7756;6805010;600;680;300–1000 Mbps
7757;6805010;700;19;300–1000 Mbps
7758;6805010;800;70;300–1000 Mbps
7759;6805010;940;424;300–1000 Mbps
7760;6805010;999;266;300–1000 Mbps
7761;6805010;1000;641;>1000 Mbps
7762;6805010;226,5;64;100–300 Mbps
7763;6805010;0;12;0–10 Mbps
7764;6805010;1;14;0–10 Mbps
7765;6805010;2;52;0–10 Mbps
7766;6805010;6;8;0–10 Mbps
7767;6805010;10;1;10–30 Mbps
7768;6805010;12;7;10–30 Mbps
7769;6805010;15;1;10–30 Mbps
7770;6805010;20;11;10–30 Mbps
7771;6805010;50;56;50–100 Mbps
7772;6805010;99;12;50–100 Mbps
7773;6805010;100;703;100–300 Mbps
7774;6805010;300;1;300–1000 Mbps
7775;6805010;499;121;300–1000 Mbps
7776;6805010;500;352;300–1000 Mbps
7777;6805010;999;1;300–1000 Mbps
7778;6805010;1000;193;>1000 Mbps
7779;6805010;226,5;352;100–300 Mbps
7780;6805010;0;6;0–10 Mbps
7781;6805010;1;16;0–10 Mbps
7782;6805010;2;3;0–10 Mbps
7783;6805010;3;20;0–10 Mbps
7784;6805010;0,5;2;0–10 Mbps
7785;6805010;5;11;0–10 Mbps
7786;6805010;6;38;0–10 Mbps
7787;6805010;7;1;0–10 Mbps
7788;6805010;8;4;0–10 Mbps
7789;6805010;10;131;10–30 Mbps
7790;6805010;15;11;10–30 Mbps
7791;6805010;20;71;10–30 Mbps
7792;6805010;30;26;30–50 Mbps
7793;6805010;3,5;4;0–10 Mbps
7794;6805010;46;5;30–50 Mbps
7795;6805010;50;3;50–100 Mbps
7796;6805010;99;92;50–100 Mbps
7797;6805010;100;7;100–300 Mbps
7798;6805010;101;114;100–300 Mbps
7799;6805010;150;45;100–300 Mbps
7800;6805010;200;52;100–300 Mbps
7801;6805010;300;10;300–1000 Mbps
7802;6805010;301;1;300–1000 Mbps
7803;6805010;302;36;300–1000 Mbps
7804;6805010;400;39;300–1000 Mbps
7805;6805010;499;3;300–1000 Mbps
7806;6805010;500;706;300–1000 Mbps
7807;6805010;600;917;300–1000 Mbps
7808;6805010;700;22;300–1000 Mbps
7809;6805010;800;134;300–1000 Mbps
7810;6805010;940;643;300–1000 Mbps
7811;6805010;999;189;300–1000 Mbps
7812;6805010;1000;587;>1000 Mbps
7813;6805010;226,5;73;100–300 Mbps
7814;6805010;0;1;0–10 Mbps
7815;6805010;20;1;10–30 Mbps
7816;6805010;50;1;50–100 Mbps
7817;6805010;100;2;100–300 Mbps
7818;6805010;226,5;15;100–300 Mbps
7819;6805010;0;31;0–10 Mbps
7820;6805010;1;16;0–10 Mbps
7821;6805010;2;15;0–10 Mbps
7822;6805010;3;61;0–10 Mbps
7823;6805010;5;1;0–10 Mbps
7824;6805010;6;11;0–10 Mbps
7825;6805010;8;1;0–10 Mbps
7826;6805010;10;33;10–30 Mbps
7827;6805010;20;10;10–30 Mbps
7828;6805010;25;1;10–30 Mbps
7829;6805010;30;13;30–50 Mbps
7830;6805010;3,5;2;0–10 Mbps
7831;6805010;45;1;30–50 Mbps
7832;6805010;50;2;50–100 Mbps
7833;6805010;99;105;50–100 Mbps
7834;6805010;100;4;100–300 Mbps
7835;6805010;101;68;100–300 Mbps
7836;6805010;200;57;100–300 Mbps
7837;6805010;300;5;300–1000 Mbps
7838;6805010;301;1;300–1000 Mbps
7839;6805010;302;20;300–1000 Mbps
7840;6805010;400;18;300–1000 Mbps
7841;6805010;499;2;300–1000 Mbps
7842;6805010;500;359;300–1000 Mbps
7843;6805010;600;580;300–1000 Mbps
7844;6805010;700;8;300–1000 Mbps
7845;6805010;800;76;300–1000 Mbps
7846;6805010;940;363;300–1000 Mbps
7847;6805010;999;136;300–1000 Mbps
7848;6805010;1000;329;>1000 Mbps
7849;6805010;226,5;37;100–300 Mbps
