ID_Localidad;ID_Provincia;Partido;Localidad
1000000;Buenos Aires;AMBA;Otros
1000001;Buenos Aires;Bolívar;Otros
1000002;Buenos Aires;Ezeiza;Otros
1000003;Buenos Aires;General Lavalle;Otros
1000004;Buenos Aires;General Pueyrredón;Otros
1000005;Buenos Aires;General San Martín;Otros
1000006;Buenos Aires;Ituzaingó;Otros
1000007;Buenos Aires;La Plata;Otros
1000008;Buenos Aires;Luján;Otros
1000009;Buenos Aires;Merlo;Otros
1000010;Buenos Aires;Necochea;Otros
1000011;Buenos Aires;Otros;Otros
1000012;Buenos Aires;Patagones;Otros
1000013;Buenos Aires;Pilar;Otros
1000014;Buenos Aires;Rauch;Otros
1000015;Buenos Aires;Tandil;Otros
1000016;Buenos Aires;Tigre;Otros
1000017;Buenos Aires;Trenque Lauquen;Otros
1000018;Chaco;Fray Justo Santa María De Oro;Otros
1000019;Chaco;Otros;Otros
1000020;Chaco;San Fernando;Otros
1000021;Chubut;Gaiman;Otros
1000022;Córdoba;Capital;Otros
1000023;Córdoba;Colón;Otros
1000024;Córdoba;Otros;Otros
1000025;Córdoba;Río Cuarto;Otros
1000026;Córdoba;Río Primero;Otros
1000027;Córdoba;San Justo;Transito
1000028;Córdoba;Santa María;Otros
1000029;Corrientes;Otros;Otros
1000030;Entre Ríos;Diamante;Otros
1000031;Entre Ríos;Nogoyá;Otros
1000032;Entre Ríos;Otros;Otros
1000033;Entre Ríos;Paraná;Otros
1000034;Formosa;Laishi;Otros
1000035;Formosa;Patiño;Otros
1000036;Formosa;Ramón Lista;Otros
1000037;Jujuy;Otros;Otros
1000038;Jujuy;SANTA BARBARA;Otros
1000039;La Pampa;Otros;Otros
1000040;La Rioja;Independencia;Otros
1000041;Mendoza;Guaymallén;Otros
1000042;Mendoza;Junín;Otros
1000043;Mendoza;San Martín;Otros
1000044;Misiones;Cainguás;Otros
1000045;Misiones;Otros;Otros
1000046;Misiones;San Pedro;Otros
1000047;Neuquén;Confluencia;Otros
1000048;Río Negro;Conesa;Otros
1000049;Salta;Capital;Otros
1000050;Salta;Otros;Otros
1000051;San Juan;9 de Julio;Otros
1000052;San Juan;Albardón;Otros
1000053;San Juan;Angaco;Otros
1000054;San Juan;Otros;Otros
1000055;San Juan;Valle Fértil;Otros
1000056;San Luis;Ayacucho;Otros
1000057;San Luis;Coronel Pringles;Otros
1000058;San Luis;Otros;Otros
1000059;Santa Fe;Las Colonias;Otros
1000060;Santa Fe;Otros;Otros
1000061;Santa Fe;San Cristóbal;Otros
1000062;Santa Fe;San Justo;Otros
1000063;Santiago Del Estero;Ojo de Agua;Otros
1000064;Santiago Del Estero;Otros;Otros
1000065;Tierra Del Fuego;ANTARTIDA ARGENTINA;Base Orcadas
1000066;Tucumán;Burruyacú;Otros
2000010;CABA;Ciudad Autónoma de Buenos Aires;Ciudad Autónoma de Buenos Aires
2000010;CABA;Comuna 01;CONSTITUCION
2000010;CABA;Comuna 01;MONSERRAT
2000010;CABA;Comuna 01;PUERTO MADERO
2000010;CABA;Comuna 01;RETIRO
2000010;CABA;Comuna 01;SAN NICOLAS
2000010;CABA;Comuna 01;SAN TELMO
2000010;CABA;Comuna 02;RECOLETA
2000010;CABA;Comuna 03;BALVANERA
2000010;CABA;Comuna 03;SAN CRISTOBAL
2000010;CABA;Comuna 04;BARRACAS
2000010;CABA;Comuna 04;BOCA
2000010;CABA;Comuna 04;NUEVA POMPEYA
2000010;CABA;Comuna 04;PARQUE PATRICIOS
2000010;CABA;Comuna 05;ALMAGRO
2000010;CABA;Comuna 05;BOEDO
2000010;CABA;Comuna 06;CABALLITO
2000010;CABA;Comuna 07;FLORES
2000010;CABA;Comuna 07;PARQUE CHACABUCO
2000010;CABA;Comuna 08;VILLA LUGANO
2000010;CABA;Comuna 08;VILLA RIACHUELO
2000010;CABA;Comuna 08;VILLA SOLDATI
2000010;CABA;Comuna 09;LINIERS
2000010;CABA;Comuna 09;MATADEROS
2000010;CABA;Comuna 09;PARQUE AVELLANEDA
2000010;CABA;Comuna 10;FLORESTA
2000010;CABA;Comuna 10;MONTE CASTRO
2000010;CABA;Comuna 10;VELEZ SARSFIELD
2000010;CABA;Comuna 10;VERSALLES
2000010;CABA;Comuna 10;VILLA LURO
2000010;CABA;Comuna 10;VILLA REAL
2000010;CABA;Comuna 11;VILLA DEL PARQUE
2000010;CABA;Comuna 11;VILLA DEVOTO
2000010;CABA;Comuna 11;VILLA GENERAL MITRE
2000010;CABA;Comuna 11;VILLA SANTA RITA
2000010;CABA;Comuna 12;COGHLAN
2000010;CABA;Comuna 12;SAAVEDRA
2000010;CABA;Comuna 12;VILLA PUEYRREDON
2000010;CABA;Comuna 12;VILLA URQUIZA
2000010;CABA;Comuna 13;BELGRANO
2000010;CABA;Comuna 13;COLEGIALES
2000010;CABA;Comuna 13;NUÑEZ
2000010;CABA;Comuna 14;PALERMO
2000010;CABA;Comuna 15;AGRONOMIA
2000010;CABA;Comuna 15;CHACARITA
2000010;CABA;Comuna 15;PARQUE CHAS
2000010;CABA;Comuna 15;PATERNAL
2000010;CABA;Comuna 15;VILLA CRESPO
2000010;CABA;Comuna 15;VILLA ORTUZAR
6007010;Buenos Aires;Adolfo Alsina;Carhué
6007010;Buenos Aires;Adolfo Alsina;Thames
6007020;Buenos Aires;Adolfo Alsina;Colonia San Miguel Arcángel
6007030;Buenos Aires;Adolfo Alsina;Delfín Huergo
6007050;Buenos Aires;Adolfo Alsina;Esteban Agustín Gascón
6007060;Buenos Aires;Adolfo Alsina;La Pala
6007070;Buenos Aires;Adolfo Alsina;Maza
6007080;Buenos Aires;Adolfo Alsina;Rivera
6007100;Buenos Aires;Adolfo Alsina;Villa Margarita
6007110;Buenos Aires;Adolfo Alsina;Yutuyaco
6014010;Buenos Aires;Adolfo Gonzales Chaves;Adolfo Gonzales Chaves  (Est. Chaves)
6014020;Buenos Aires;Adolfo Gonzales Chaves;De la Garma
6014030;Buenos Aires;Adolfo Gonzales Chaves;Juan E. Barra
6014040;Buenos Aires;Adolfo Gonzales Chaves;Vásquez
6021010;Buenos Aires;Alberti;Alberti   (Est. Andrés Vaccarezza)
6021020;Buenos Aires;Alberti;Coronel Seguí
6021030;Buenos Aires;Alberti;Mechita
6021040;Buenos Aires;Alberti;Pla
6021050;Buenos Aires;Alberti;Villa Grisolía  (Est. Achupallas)
6021060;Buenos Aires;Alberti;Villa María
6021070;Buenos Aires;Alberti;Villa Ortiz  (Est. Coronel Mom)
6028010;Buenos Aires;Almirante Brown;Adrogué
6028010;Buenos Aires;Almirante Brown;Burzaco
6028010;Buenos Aires;Almirante Brown;Claypole
6028010;Buenos Aires;Almirante Brown;Don Orione
6028010;Buenos Aires;Almirante Brown;Glew
6028010;Buenos Aires;Almirante Brown;Jose Mármol
6028010;Buenos Aires;Almirante Brown;Longchamps
6028010;Buenos Aires;Almirante Brown;Malvinas Argentinas
6028010;Buenos Aires;Almirante Brown;Ministro Rivadavia
6028010;Buenos Aires;Almirante Brown;Rafael Calzada
6028010;Buenos Aires;Almirante Brown;San Francisco Solano
6028010;Buenos Aires;Almirante Brown;San Jose
6035010;Buenos Aires;Avellaneda;Area Reserva Cinturón Ecológico
6035010;Buenos Aires;Avellaneda;Avellaneda
6035010;Buenos Aires;Avellaneda;Crucesita
6035010;Buenos Aires;Avellaneda;Dock Sud
6035010;Buenos Aires;Avellaneda;Gerli
6035010;Buenos Aires;Avellaneda;Pineyro
6035010;Buenos Aires;Avellaneda;Sarandí
6035010;Buenos Aires;Avellaneda;Villa Domínico
6035010;Buenos Aires;Avellaneda;Wilde
6042010;Buenos Aires;Ayacucho;Ayacucho
6042020;Buenos Aires;Ayacucho;La Constancia
6042030;Buenos Aires;Ayacucho;Solanet
6042040;Buenos Aires;Ayacucho;Udaquiola
6049010;Buenos Aires;Azul;Ariel
6049020;Buenos Aires;Azul;Azul
6049030;Buenos Aires;Azul;Cacharí
6049040;Buenos Aires;Azul;Chillar
6049050;Buenos Aires;Azul;16 de Julio
6056010;Buenos Aires;Bahía Blanca;Bahía Blanca
6056020;Buenos Aires;Bahía Blanca;Cabildo
6056020;Buenos Aires;Bahía Blanca;Grunbein
6056020;Buenos Aires;Bahía Blanca;Ingeniero White
6056020;Buenos Aires;Bahía Blanca;Villa Bordeau
6056020;Buenos Aires;Bahía Blanca;Villa Espora
6056030;Buenos Aires;Bahía Blanca;General Daniel Cerri  (Est. General Cerri)
6063010;Buenos Aires;Balcarce;Balcarce
6063020;Buenos Aires;Balcarce;Los Pinos
6063030;Buenos Aires;Balcarce;Napaleofú
6063040;Buenos Aires;Balcarce;Ramos Otero
6063050;Buenos Aires;Balcarce;San Agustín
6063060;Buenos Aires;Balcarce;Villa Laguna La Brava
6070010;Buenos Aires;Baradero;Baradero
6070020;Buenos Aires;Baradero;Irineo Portela
6070030;Buenos Aires;Baradero;Santa Coloma
6070040;Buenos Aires;Baradero;Villa Alsina  (Est. Alsina)
6077010;Buenos Aires;Arrecifes;Arrecifes
6077020;Buenos Aires;Arrecifes;Todd
6077030;Buenos Aires;Arrecifes;Viña
6084010;Buenos Aires;Benito Juárez;Barker
6084020;Buenos Aires;Benito Juárez;Benito Juárez  (Est. Juárez)
6084030;Buenos Aires;Benito Juárez;López
6084040;Buenos Aires;Benito Juárez;Tedín Uriburu
6084050;Buenos Aires;Benito Juárez;Villa Cacique  (Est. Alfredo Fortabat)
6091010;Buenos Aires;Berazategui;Berazategui
6091010;Buenos Aires;Berazategui;Berazategui Oeste
6091010;Buenos Aires;Berazategui;Carlos Tomás Sourigues
6091010;Buenos Aires;Berazategui;Centro Agrícola El Pato
6091010;Buenos Aires;Berazategui;Guillermo E. Hudson
6091010;Buenos Aires;Berazategui;Juan María Gutierrez
6091010;Buenos Aires;Berazategui;Pereyra
6091010;Buenos Aires;Berazategui;Plátanos
6091010;Buenos Aires;Berazategui;Ranelagh
6091010;Buenos Aires;Berazategui;Villa España
6098010;Buenos Aires;Berisso;Barrio Banco Provincia
6098010;Buenos Aires;Berisso;Barrio El Carmen (Este)
6098010;Buenos Aires;Berisso;Berisso
6098010;Buenos Aires;Berisso;Los Talas
6098010;Buenos Aires;Berisso;Villa Arguello
6098010;Buenos Aires;Berisso;Villa Dolores
6098010;Buenos Aires;Berisso;Villa Nueva
6098010;Buenos Aires;Berisso;Villa Porteña
6098010;Buenos Aires;Berisso;Villa Progreso
6098010;Buenos Aires;Berisso;Villa San Carlos
6105010;Buenos Aires;Bolívar;Hale
6105020;Buenos Aires;Bolívar;Juan F. Ibarra
6105040;Buenos Aires;Bolívar;Paula
6105050;Buenos Aires;Bolívar;Pirovano
6105060;Buenos Aires;Bolívar;Mariano Unzué
6105060;Buenos Aires;Bolívar;San Carlos de Bolívar  (Est. Bolívar)
6105070;Buenos Aires;Bolívar;Urdampilleta
6105080;Buenos Aires;Bolívar;Villa Lynch Pueyrredón
6112005;Buenos Aires;Bragado;Asamblea
6112010;Buenos Aires;Bragado;Bragado
6112020;Buenos Aires;Bragado;Comodoro Py
6112030;Buenos Aires;Bragado;General O'Brien
6112040;Buenos Aires;Bragado;Irala
6112050;Buenos Aires;Bragado;La Limpia
6112060;Buenos Aires;Bragado;Máximo Fernández  (Est. Juan F. Salaberry)
6112070;Buenos Aires;Bragado;Mechita (Est. Mecha)
6112080;Buenos Aires;Bragado;Olascoaga
6112090;Buenos Aires;Bragado;Warnes
6119010;Buenos Aires;Brandsen;Altamirano
6119015;Buenos Aires;Brandsen;Barrio El Mirador
6119020;Buenos Aires;Brandsen;Barrio Las Golondrinas
6119030;Buenos Aires;Brandsen;Barrio Los Bosquecitos
6119040;Buenos Aires;Brandsen;Barrio Parque Las Acacias
6119045;Buenos Aires;Brandsen;Campos de Roca
6119050;Buenos Aires;Brandsen;Coronel Brandsen
6119055;Buenos Aires;Brandsen;Club de Campo Las Malvinas
6119060;Buenos Aires;Brandsen;Gómez
6119070;Buenos Aires;Brandsen;Jeppener
6119080;Buenos Aires;Brandsen;Oliden
6119085;Buenos Aires;Brandsen;Posada de los Lagos
6119090;Buenos Aires;Brandsen;Samborombón
6126010;Buenos Aires;Campana;Alto Los Cardales
6126020;Buenos Aires;Campana;Barrio Los Pioneros
6126030;Buenos Aires;Campana;Campana
6126035;Buenos Aires;Campana;Chacras del Río Luján
6126040;Buenos Aires;Campana;Lomas del Río Luján (Est. Río Luján)
6134010;Buenos Aires;Cañuelas;Alejandro Petión
6134020;Buenos Aires;Cañuelas;Barrio El Taladro
6134030;Buenos Aires;Cañuelas;Barrio Belgrano-Máximo Paz
6134030;Buenos Aires;Cañuelas;Cañuelas
6134040;Buenos Aires;Cañuelas;Gobernador Udaondo
6134050;Buenos Aires;Cañuelas;Máximo Paz
6134060;Buenos Aires;Cañuelas;Santa Rosa
6134070;Buenos Aires;Cañuelas;Uribelarrea
6134080;Buenos Aires;Cañuelas;Vicente Casares
6140010;Buenos Aires;Capitán Sarmiento;Capitán Sarmiento
6140020;Buenos Aires;Capitán Sarmiento;La Luisa
6147010;Buenos Aires;Carlos Casares;Bellocq
6147020;Buenos Aires;Carlos Casares;Cadret
6147030;Buenos Aires;Carlos Casares;Carlos Casares
6147040;Buenos Aires;Carlos Casares;Colonia Mauricio
6147050;Buenos Aires;Carlos Casares;Hortensia
6147060;Buenos Aires;Carlos Casares;La Sofía
6147070;Buenos Aires;Carlos Casares;Mauricio Hirsch
6147080;Buenos Aires;Carlos Casares;Moctezuma
6147090;Buenos Aires;Carlos Casares;Ordoqui
6147095;Buenos Aires;Carlos Casares;Santo Tomás
6147100;Buenos Aires;Carlos Casares;Smith
6154010;Buenos Aires;Carlos Tejedor;Carlos Tejedor
6154020;Buenos Aires;Carlos Tejedor;Colonia Seré
6154030;Buenos Aires;Carlos Tejedor;Curarú
6154040;Buenos Aires;Carlos Tejedor;Timote
6154050;Buenos Aires;Carlos Tejedor;Tres Algarrobos  (Est. Cuenca)
6161010;Buenos Aires;Carmen de Areco;Carmen de Areco
6161020;Buenos Aires;Carmen de Areco;Pueblo Gouin
6161030;Buenos Aires;Carmen de Areco;Tres Sargentos
6168010;Buenos Aires;Castelli;Castelli
6168020;Buenos Aires;Castelli;Centro Guerrero
6168030;Buenos Aires;Castelli;Cerro De La Gloria
6175010;Buenos Aires;Colón;Colón
6175010;Buenos Aires;Colón;El Arbolito
6175030;Buenos Aires;Colón;Pearson
6175040;Buenos Aires;Colón;Sarasa
6182010;Buenos Aires;Coronel de Marina L. Rosales;Bajo Hondo
6182020;Buenos Aires;Coronel de Marina L. Rosales;Balneario Pehuen Co
6182025;Buenos Aires;Coronel de Marina L. Rosales;Pago Chico
6182030;Buenos Aires;Coronel de Marina L. Rosales;Punta Alta  (Est Almirante Solier)
6182030;Buenos Aires;Coronel de Marina L. Rosales;Villa del Mar
6182050;Buenos Aires;Coronel de Marina L. Rosales;Villa General Arias  (Est. Kilómetro 638)
6189010;Buenos Aires;Coronel Dorrego;Aparicio
6189020;Buenos Aires;Coronel Dorrego;Balneario Marisol
6189030;Buenos Aires;Coronel Dorrego;Coronel Dorrego
6189040;Buenos Aires;Coronel Dorrego;El Perdido  (Est. José A. Guisasola)
6189050;Buenos Aires;Coronel Dorrego;Faro
6189060;Buenos Aires;Coronel Dorrego;Irene
6189070;Buenos Aires;Coronel Dorrego;Oriente
6189075;Buenos Aires;Coronel Dorrego;Paraje La Ruta
6189080;Buenos Aires;Coronel Dorrego;San Román
6196010;Buenos Aires;Coronel Pringles;Coronel Pringles  (Est. Pringles)
6196020;Buenos Aires;Coronel Pringles;El Divisorio
6196030;Buenos Aires;Coronel Pringles;El Pensamiento
6196040;Buenos Aires;Coronel Pringles;Indio Rico
6196050;Buenos Aires;Coronel Pringles;Lartigau
6203010;Buenos Aires;Coronel Suárez;Cascadas
6203020;Buenos Aires;Coronel Suárez;Coronel Suárez
6203030;Buenos Aires;Coronel Suárez;Cura Malal
6203040;Buenos Aires;Coronel Suárez;D'Orbigny
6203050;Buenos Aires;Coronel Suárez;Huanguelén
6203060;Buenos Aires;Coronel Suárez;Pasman
6203070;Buenos Aires;Coronel Suárez;San José
6203080;Buenos Aires;Coronel Suárez;Santa María
6203090;Buenos Aires;Coronel Suárez;Santa Trinidad
6203100;Buenos Aires;Coronel Suárez;Villa La Arcadia
6210010;Buenos Aires;Chacabuco;Castilla
6210020;Buenos Aires;Chacabuco;Chacabuco
6210030;Buenos Aires;Chacabuco;Los Angeles
6210040;Buenos Aires;Chacabuco;O'Higgins
6210050;Buenos Aires;Chacabuco;Rawson
6217003;Buenos Aires;Chascomús;Barrio Lomas Altas
6217010;Buenos Aires;Chascomús;Chascomús
6217015;Buenos Aires;Chascomús;Laguna Vitel
6217020;Buenos Aires;Chascomús;Barrio San Cayetano
6217020;Buenos Aires;Chascomús;Manuel J. Cobo  (Est. Lezama)
6217030;Buenos Aires;Chascomús;Villa Parque Girado
6224005;Buenos Aires;Chivilcoy;Benitez
6224010;Buenos Aires;Chivilcoy;Chivilcoy
6224020;Buenos Aires;Chivilcoy;Emilio Ayarza
6224030;Buenos Aires;Chivilcoy;Gorostiaga
6224040;Buenos Aires;Chivilcoy;La Rica
6224050;Buenos Aires;Chivilcoy;Moquehuá
6224060;Buenos Aires;Chivilcoy;Ramón Biaus
6224070;Buenos Aires;Chivilcoy;San Sebastián
6231010;Buenos Aires;Daireaux;Andant
6231020;Buenos Aires;Daireaux;Arboledas
6231030;Buenos Aires;Daireaux;Daireaux
6231030;Buenos Aires;Daireaux;La Manuela
6231040;Buenos Aires;Daireaux;La Larga
6231060;Buenos Aires;Daireaux;Salazar
6238010;Buenos Aires;Dolores;Dolores
6238020;Buenos Aires;Dolores;Sevigne
6245010;Buenos Aires;Ensenada;Dique Nº 1
6245010;Buenos Aires;Ensenada;Ensenada
6245010;Buenos Aires;Ensenada;Isla Santiago (Oeste)
6245010;Buenos Aires;Ensenada;Punta Lara
6245010;Buenos Aires;Ensenada;Villa Catela
6252010;Buenos Aires;Escobar;Belen de Escobar
6252010;Buenos Aires;Escobar;El Cazador
6252010;Buenos Aires;Escobar;Garín
6252010;Buenos Aires;Escobar;Ingeniero Maschwitz
6252010;Buenos Aires;Escobar;Loma Verde
6252010;Buenos Aires;Escobar;Maquinista F. Savio (este)
6252010;Buenos Aires;Escobar;Matheu
6252010;Buenos Aires;Escobar;Puerto Paraná
6260010;Buenos Aires;Esteban Echeverría;9 De Abril
6260010;Buenos Aires;Esteban Echeverría;Canning
6260010;Buenos Aires;Esteban Echeverría;El Jagüel
6260010;Buenos Aires;Esteban Echeverría;Luis Guillón
6260010;Buenos Aires;Esteban Echeverría;Monte Grande
6260010;Buenos Aires;Esteban Echeverría;Zona Aeropuerto Internacional Ezeiza
6266010;Buenos Aires;Exaltación de la Cruz;Arroyo de la Cruz
6266020;Buenos Aires;Exaltación de la Cruz;Capilla del Señor  (Est. Capilla)
6266030;Buenos Aires;Exaltación de la Cruz;Diego Gaynor
6266030;Buenos Aires;Exaltación de la Cruz;El Remanso
6266040;Buenos Aires;Exaltación de la Cruz;Los Cardales
6266050;Buenos Aires;Exaltación de la Cruz;Parada Orlando
6266060;Buenos Aires;Exaltación de la Cruz;Parada Robles - Pavón
6270010;Buenos Aires;Ezeiza;Aeropuerto Internacional Ezeiza
6270010;Buenos Aires;Ezeiza;Canning
6270010;Buenos Aires;Ezeiza;Carlos Spegazzini
6270010;Buenos Aires;Ezeiza;José Maria Ezeiza
6270010;Buenos Aires;Ezeiza;La Unión
6270010;Buenos Aires;Ezeiza;Tristán Suarez
6274010;Buenos Aires;Florencio Varela;Bosques
6274010;Buenos Aires;Florencio Varela;El Tropezon
6274010;Buenos Aires;Florencio Varela;Estanislao Severo Zeballos
6274010;Buenos Aires;Florencio Varela;Florencio Varela
6274010;Buenos Aires;Florencio Varela;Gobernador Julio A. Costa
6274010;Buenos Aires;Florencio Varela;Ingeniero Juan Allan
6274010;Buenos Aires;Florencio Varela;La Capilla
6274010;Buenos Aires;Florencio Varela;la rotonda
6274010;Buenos Aires;Florencio Varela;Villa Brown
6274010;Buenos Aires;Florencio Varela;Villa San Luis
6274010;Buenos Aires;Florencio Varela;Villa Santa Rosa
6274010;Buenos Aires;Florencio Varela;Villa Vatteone
6277010;Buenos Aires;Florentino Ameghino;Blaquier
6277020;Buenos Aires;Florentino Ameghino;Florentino Ameghino
6277030;Buenos Aires;Florentino Ameghino;Porvenir
6280005;Buenos Aires;General Alvarado;Centinela del Mar
6280010;Buenos Aires;General Alvarado;Comandante Nicanor Otamendi
6280020;Buenos Aires;General Alvarado;Mar del Sur
6280030;Buenos Aires;General Alvarado;Mechongué
6280040;Buenos Aires;General Alvarado;Miramar
6287010;Buenos Aires;General Alvear;General Alvear
6294010;Buenos Aires;General Arenales;Arribeños
6294020;Buenos Aires;General Arenales;Ascensión
6294030;Buenos Aires;General Arenales;Estación Arenales
6294040;Buenos Aires;General Arenales;Ferré
6294050;Buenos Aires;General Arenales;General Arenales
6294060;Buenos Aires;General Arenales;La Angelita
6294070;Buenos Aires;General Arenales;La Trinidad
6301010;Buenos Aires;General Belgrano;General Belgrano
6301020;Buenos Aires;General Belgrano;Gorchs
6308010;Buenos Aires;General Guido;General Guido
6308020;Buenos Aires;General Guido;Labarden
6315010;Buenos Aires;General Juan Madariaga;Barrio Kennedy
6315010;Buenos Aires;General Juan Madariaga;General Juan Madariaga
6322010;Buenos Aires;General La Madrid;General La Madrid
6322020;Buenos Aires;General La Madrid;La Colina
6322030;Buenos Aires;General La Madrid;Las Martinetas
6322040;Buenos Aires;General La Madrid;Líbano
6322050;Buenos Aires;General La Madrid;Pontaut
6329010;Buenos Aires;General Las Heras;General Hornos
6329020;Buenos Aires;General Las Heras;General Las Heras  (Est. Las Heras)
6329020;Buenos Aires;General Las Heras;Lozano
6329030;Buenos Aires;General Las Heras;La Choza
6329050;Buenos Aires;General Las Heras;Plomer
6329060;Buenos Aires;General Las Heras;Villars
6336020;Buenos Aires;General Lavalle;Chacras de San Clemente
6336020;Buenos Aires;General Lavalle;General Lavalle
6336030;Buenos Aires;General Lavalle;Pavón
6343010;Buenos Aires;General Paz;Barrio Río Salado
6343020;Buenos Aires;General Paz;Loma Verde
6343030;Buenos Aires;General Paz;Ranchos
6343040;Buenos Aires;General Paz;Villanueva  (Ap. Río Salado)
6351010;Buenos Aires;General Pinto;Colonia San Ricardo  (Est. Iriarte)
6351020;Buenos Aires;General Pinto;General Pinto
6351020;Buenos Aires;General Pueyrredón;Barrio Colinas Verdes
6351020;Buenos Aires;General Pueyrredón;Punta Mogotes
6351030;Buenos Aires;General Pinto;Germania  (Est. Mayor José Orellano)
6351035;Buenos Aires;General Pinto;Gunther
6351040;Buenos Aires;General Pinto;Villa Francia  (Est. Coronel Granada)
6351050;Buenos Aires;General Pinto;Villa Roth  (Est. Ingeniero Balbín)
6357020;Buenos Aires;General Pueyrredón;Barrio El Boquerón
6357050;Buenos Aires;General Pueyrredón;Barrio La Gloria
6357060;Buenos Aires;General Pueyrredón;Barrio Santa Paula
6357070;Buenos Aires;General Pueyrredón;Batán
6357080;Buenos Aires;General Pueyrredón;Chapadmalal
6357090;Buenos Aires;General Pueyrredón;Camet
6357090;Buenos Aires;General Pueyrredón;El Marquesado
6357090;Buenos Aires;General Pueyrredón;Estacion Camet
6357100;Buenos Aires;General Pueyrredón;Estación Chapadmalal
6357110;Buenos Aires;General Pueyrredón;Barrio El Casal
6357110;Buenos Aires;General Pueyrredón;Barrio El Coyunco
6357110;Buenos Aires;General Pueyrredón;Mar del Plata
6357120;Buenos Aires;General Pueyrredón;Sierra de los Padres
6364030;Buenos Aires;General Rodríguez;Barrio Ruta 24 Kilómetro 10
6364030;Buenos Aires;General Rodríguez;Country Club Bosque Real - Barrio Morabo
6364030;Buenos Aires;General Rodríguez;General Rodríguez
6371010;Buenos Aires;General San Martín;Barrio Parque General San Martin
6371010;Buenos Aires;General San Martín;Billinghurst
6371010;Buenos Aires;General San Martín;Ciudad Del Libertador General San Martin
6371010;Buenos Aires;General San Martín;Ciudad Jardin El Libertador
6371010;Buenos Aires;General San Martín;Va Ma Irene De Los Remedios De Escalada
6371010;Buenos Aires;General San Martín;Villa Ayacucho
6371010;Buenos Aires;General San Martín;Villa Ballester
6371010;Buenos Aires;General San Martín;Villa Bernardo Monteagudo
6371010;Buenos Aires;General San Martín;Villa Chacabuco
6371010;Buenos Aires;General San Martín;Villa Coronel Jose M. Zapiola
6371010;Buenos Aires;General San Martín;Villa General Antonio J.  De Sucre
6371010;Buenos Aires;General San Martín;Villa General Eugenio Necochea
6371010;Buenos Aires;General San Martín;Villa General Jose Tomas Guido
6371010;Buenos Aires;General San Martín;Villa General Juan G. Las Heras
6371010;Buenos Aires;General San Martín;Villa Godoy Cruz
6371010;Buenos Aires;General San Martín;Villa Granaderos De San Martín
6371010;Buenos Aires;General San Martín;Villa Gregoria Matorras
6371010;Buenos Aires;General San Martín;Villa José León Suarez
6371010;Buenos Aires;General San Martín;Villa Juan Martín De Pueyrredon
6371010;Buenos Aires;General San Martín;Villa Libertad
6371010;Buenos Aires;General San Martín;Villa Lynch
6371010;Buenos Aires;General San Martín;Villa Maipu
6371010;Buenos Aires;General San Martín;Villa Marqués Alejandro  María De Aguado
6371010;Buenos Aires;General San Martín;Villa Parque Pres Figueroa Alcorta
6371010;Buenos Aires;General San Martín;Villa Parque San Lorenzo
6371010;Buenos Aires;General San Martín;Villa San Andrés
6371010;Buenos Aires;General San Martín;Villa Yapeyú
6385010;Buenos Aires;General Viamonte;Baigorrita
6385020;Buenos Aires;General Viamonte;La Delfina
6385030;Buenos Aires;General Viamonte;Los Toldos
6385040;Buenos Aires;General Viamonte;San Emilio
6385050;Buenos Aires;General Viamonte;Zavalía
6392010;Buenos Aires;General Villegas;Banderaló
6392020;Buenos Aires;General Villegas;Cañada Seca
6392030;Buenos Aires;General Villegas;Coronel Charlone
6392040;Buenos Aires;General Villegas;Emilio V. Bunge
6392050;Buenos Aires;General Villegas;General Villegas  (Est. Villegas)
6392060;Buenos Aires;General Villegas;Massey  (Est. Elordi)
6392070;Buenos Aires;General Villegas;Pichincha
6392080;Buenos Aires;General Villegas;Piedritas
6392090;Buenos Aires;General Villegas;Santa Eleodora
6392100;Buenos Aires;General Villegas;Santa Regina
6392110;Buenos Aires;General Villegas;Villa Saboya
6392120;Buenos Aires;General Villegas;Villa Sauze
6399010;Buenos Aires;Guaminí;Arroyo Venado
6399020;Buenos Aires;Guaminí;Casbas
6399030;Buenos Aires;Guaminí;Garré
6399040;Buenos Aires;Guaminí;Guaminí
6399050;Buenos Aires;Guaminí;Laguna Alsina  (Est. Bonifacio)
6406010;Buenos Aires;Hipólito Yrigoyen;Henderson
6406020;Buenos Aires;Hipólito Yrigoyen;Herrera Vegas
6408010;Buenos Aires;Hurlingham;Hurlingham
6408010;Buenos Aires;Hurlingham;Villa Santos Tesei
6408010;Buenos Aires;Hurlingham;William C. Morris
6410010;Buenos Aires;Ituzaingó;Ituzaingó Centro
6410010;Buenos Aires;Ituzaingó;Ituzaingó Sur
6410010;Buenos Aires;Ituzaingó;Villa Gobernador Udaondo
6412010;Buenos Aires;José C. Paz;Del Viso
6412010;Buenos Aires;José C. Paz;José C Paz
6412010;Buenos Aires;José C. Paz;Tortuguitas
6413010;Buenos Aires;Junín;Agustín Roca
6413020;Buenos Aires;Junín;Agustina
6413030;Buenos Aires;Junín;Balneario Laguna de Gómez
6413040;Buenos Aires;Junín;Fortín Tiburcio
6413050;Buenos Aires;Junín;Junín
6413055;Buenos Aires;Junín;Paraje La Agraria
6413060;Buenos Aires;Junín;Laplacette
6413070;Buenos Aires;Junín;Morse
6413080;Buenos Aires;Junín;Saforcada
6420010;Buenos Aires;La Costa;Las Toninas
