ID_Localidad;ID_Provincia;Partido;Localidad
6875050;Buenos Aires;Villarino;Mayor Buratovich
6875060;Buenos Aires;Villarino;Médanos
6875070;Buenos Aires;Villarino;Pedro Luro
6875080;Buenos Aires;Villarino;Teniente Origone
6882020;Buenos Aires;Zárate;Country Club El Casco
6882030;Buenos Aires;Zárate;Escalada
6882040;Buenos Aires;Zárate;Lima
6882050;Buenos Aires;Zárate;Barrio Saavedra
6882050;Buenos Aires;Zárate;Zárate
10007010;Catamarca;Ambato;Chuchucaruana
10007030;Catamarca;Ambato;El Bolsón
10007040;Catamarca;Ambato;El Rodeo
10007050;Catamarca;Ambato;Huaycama
10007060;Catamarca;Ambato;La Puerta
10007070;Catamarca;Ambato;Las Chacritas
10007080;Catamarca;Ambato;Las Juntas
10007090;Catamarca;Ambato;Los Castillos
10007100;Catamarca;Ambato;Los Talas
10007110;Catamarca;Ambato;Los Varela
10007120;Catamarca;Ambato;Singuil
10014010;Catamarca;Ancasti;Ancasti
10014020;Catamarca;Ancasti;Anquincila
10014030;Catamarca;Ancasti;La Candelaria
10014040;Catamarca;Ancasti;La Majada
10021010;Catamarca;Andalgalá;Aconquija
10021010;Catamarca;Andalgalá;Alto De Las Juntas
10021010;Catamarca;Andalgalá;Amanao
10021010;Catamarca;Andalgalá;Buena Vista
10021020;Catamarca;Andalgalá;Andalgalá
10021030;Catamarca;Andalgalá;Chaquiago
10021040;Catamarca;Andalgalá;Choya
10021050;Catamarca;Andalgalá;El Alamito
10021070;Catamarca;Andalgalá;El Potrero
10021080;Catamarca;Andalgalá;La Aguada
10028010;Catamarca;Antofagasta de la Sierra;Antofagasta de la Sierra
10028020;Catamarca;Antofagasta de la Sierra;Antofalla
10028030;Catamarca;Antofagasta de la Sierra;El Peñón
10028040;Catamarca;Antofagasta de la Sierra;Los Nacimientos
10035010;Catamarca;Belén;Barranca Larga
10035020;Catamarca;Belén;Belén
10035030;Catamarca;Belén;Cóndor Huasi
10035040;Catamarca;Belén;Corral Quemado
10035050;Catamarca;Belén;El Durazno
10035060;Catamarca;Belén;Farallón Negro
10035070;Catamarca;Belén;Hualfín
10035090;Catamarca;Belén;La Puntilla
10035100;Catamarca;Belén;Las Juntas
10035110;Catamarca;Belén;Londres
10035120;Catamarca;Belén;Los Nacimientos
10035130;Catamarca;Belén;Puerta de Corral Quemado
10035140;Catamarca;Belén;Puerta de San José
10035150;Catamarca;Belén;Villa Vil
10042010;Catamarca;Capayán;Adolfo E. Carranza
10042020;Catamarca;Capayán;Balde de la Punta
10042020;Catamarca;Capayán;Los Angeles Sur
10042030;Catamarca;Capayán;Capayán
10042040;Catamarca;Capayán;Chumbicha
10042050;Catamarca;Capayán;Colonia del Valle
10042060;Catamarca;Capayán;Colonia Nueva Coneta
10042070;Catamarca;Capayán;Concepción
10042080;Catamarca;Capayán;Coneta
10042090;Catamarca;Capayán;El Bañado
10042100;Catamarca;Capayán;Huillapima
10042110;Catamarca;Capayán;Los Angeles
10042120;Catamarca;Capayán;Miraflores
10042130;Catamarca;Capayán;San Martín
10042140;Catamarca;Capayán;San Pablo
10042150;Catamarca;Capayán;San Pedro
10049020;Catamarca;Capital;Barrio Bancario
10049020;Catamarca;Capital;El Pantanillo
10049030;Catamarca;Capital;San Fernando del Valle de Catamarca
10056010;Catamarca;El Alto;El Alto
10056020;Catamarca;El Alto;Guayamba
10056030;Catamarca;El Alto;Infanzón
10056040;Catamarca;El Alto;Los Corrales
10056050;Catamarca;El Alto;Tapso
10056060;Catamarca;El Alto;Vilismán
10063010;Catamarca;Fray Mamerto Esquiú;Collagasta
10063020;Catamarca;Fray Mamerto Esquiú;Pomancillo Este
10063030;Catamarca;Fray Mamerto Esquiú;Pomancillo Oeste
10063040;Catamarca;Fray Mamerto Esquiú;San José
10063050;Catamarca;Fray Mamerto Esquiú;El Hueco
10063050;Catamarca;Fray Mamerto Esquiú;La Carrera
10063050;Catamarca;Fray Mamerto Esquiú;La Falda De San Antonio
10063050;Catamarca;Fray Mamerto Esquiú;La Tercena
10063050;Catamarca;Fray Mamerto Esquiú;San Antonio
10063050;Catamarca;Fray Mamerto Esquiú;Villa Las Pirquitas
10070010;Catamarca;La Paz;Casa de Piedra
10070020;Catamarca;La Paz;El Aybal
10070030;Catamarca;La Paz;El Bañado
10070040;Catamarca;La Paz;El Divisadero
10070050;Catamarca;La Paz;El Quimilo
10070060;Catamarca;La Paz;Esquiú
10070070;Catamarca;La Paz;Icaño
10070080;Catamarca;La Paz;La Dorada
10070090;Catamarca;La Paz;La Guardia
10070100;Catamarca;La Paz;Las Esquinas
10070120;Catamarca;La Paz;Quirós
10070130;Catamarca;La Paz;Ramblones
10070140;Catamarca;La Paz;Recreo
10070150;Catamarca;La Paz;San Antonio
10077010;Catamarca;Paclín;Amadores
10077020;Catamarca;Paclín;El Rosario
10077030;Catamarca;Paclín;La Bajada
10077040;Catamarca;Paclín;La Higuera
10077050;Catamarca;Paclín;La Merced
10077060;Catamarca;Paclín;La Viña
10077070;Catamarca;Paclín;Las Lajas
10077080;Catamarca;Paclín;Monte Potrero
10077090;Catamarca;Paclín;Palo Labrado
10077100;Catamarca;Paclín;San Antonio
10077110;Catamarca;Paclín;Villa de Balcozna
10084010;Catamarca;Pomán;Apoyaco
10084020;Catamarca;Pomán;Colana
10084030;Catamarca;Pomán;Colpes
10084040;Catamarca;Pomán;El Pajonal  (Est. Pomán)
10084050;Catamarca;Pomán;Joyango
10084060;Catamarca;Pomán;Mutquin
10084070;Catamarca;Pomán;Pomán
10084080;Catamarca;Pomán;Rincón
10084090;Catamarca;Pomán;San Miguel
10084100;Catamarca;Pomán;Saujil
10084110;Catamarca;Pomán;Siján
10091020;Catamarca;Santa María;Caspichango
10091030;Catamarca;Santa María;Chañar Punco
10091040;Catamarca;Santa María;El Cajón
10091040;Catamarca;Santa María;El Cerrito
10091040;Catamarca;Santa María;Lampacito
10091040;Catamarca;Santa María;La Puntilla
10091060;Catamarca;Santa María;El Puesto
10091070;Catamarca;Santa María;Famatanca
10091080;Catamarca;Santa María;Fuerte Quemado
10091090;Catamarca;Santa María;La Hoyada
10091100;Catamarca;Santa María;La Loma
10091110;Catamarca;Santa María;Las Mojarras
10091120;Catamarca;Santa María;Loro Huasi
10091130;Catamarca;Santa María;Punta de Balasto
10091140;Catamarca;Santa María;San José
10091150;Catamarca;Santa María;Santa María
10091160;Catamarca;Santa María;Yapes
10098010;Catamarca;Santa Rosa;Alijilán
10098020;Catamarca;Santa Rosa;Bañado de Ovanta
10098030;Catamarca;Santa Rosa;Las Cañas
10098040;Catamarca;Santa Rosa;Lavalle
10098050;Catamarca;Santa Rosa;Los Altos
10098070;Catamarca;Santa Rosa;San Pedro
10105010;Catamarca;Tinogasta;Anillaco
10105020;Catamarca;Tinogasta;Antinaco
10105040;Catamarca;Tinogasta;Cerro Negro
10105050;Catamarca;Tinogasta;Copacabana
10105060;Catamarca;Tinogasta;Cordobita
10105070;Catamarca;Tinogasta;Costa de Reyes
10105080;Catamarca;Tinogasta;La Ramadita
10105080;Catamarca;Tinogasta;Pampa Blanca
10105090;Catamarca;Tinogasta;El Puesto
10105100;Catamarca;Tinogasta;El Salado
10105110;Catamarca;Tinogasta;Fiambalá
10105130;Catamarca;Tinogasta;Medanitos
10105140;Catamarca;Tinogasta;Palo Blanco
10105150;Catamarca;Tinogasta;Punta del Agua
10105160;Catamarca;Tinogasta;Saujil
10105170;Catamarca;Tinogasta;Tatón
10105180;Catamarca;Tinogasta;Tinogasta
10112010;Catamarca;Valle Viejo;El Portezuelo
10112020;Catamarca;Valle Viejo;Huaycama
10112030;Catamarca;Valle Viejo;El Bañado
10112030;Catamarca;Valle Viejo;Las Tejas
10112030;Catamarca;Valle Viejo;Polcos
10112030;Catamarca;Valle Viejo;Pozo Del Mistol
10112030;Catamarca;Valle Viejo;Santa Rosa
10112030;Catamarca;Valle Viejo;Sumalao
10112030;Catamarca;Valle Viejo;Villa Dolores
10112040;Catamarca;Valle Viejo;San Isidro
10112050;Catamarca;Valle Viejo;Santa Cruz
14007010;Córdoba;Calamuchita;Amboy
14007020;Córdoba;Calamuchita;Arroyo San Antonio
14007030;Córdoba;Calamuchita;Cañada del Sauce
14007040;Córdoba;Calamuchita;Capilla Vieja
14007050;Córdoba;Calamuchita;El Corcovado - El Torreón
14007055;Córdoba;Calamuchita;El Durazno
14007060;Córdoba;Calamuchita;Embalse
14007070;Córdoba;Calamuchita;La Cruz
14007080;Córdoba;Calamuchita;La Cumbrecita
14007090;Córdoba;Calamuchita;Las Bajadas
14007100;Córdoba;Calamuchita;Las Caleras
14007110;Córdoba;Calamuchita;Los Cóndores
14007120;Córdoba;Calamuchita;Los Molinos
14007130;Córdoba;Calamuchita;Los Reartes
14007140;Córdoba;Calamuchita;Lutti
14007160;Córdoba;Calamuchita;Parque Calmayo
14007170;Córdoba;Calamuchita;Monte  Ralo
14007170;Córdoba;Calamuchita;Río de los Sauces
14007170;Córdoba;Calamuchita;San Ignacio (Loteo Vélez Crespo)
14007170;Córdoba;Calamuchita;Santa Monica
14007170;Córdoba;Calamuchita;Villa Ciudad Parque Los Reartes
14007170;Córdoba;Calamuchita;Villa San Miguel
14007180;Córdoba;Calamuchita;San Agustín
14007190;Córdoba;Calamuchita;San Ignacio (Loteo San Javier)
14007210;Córdoba;Calamuchita;Santa Rosa de Calamuchita
14007220;Córdoba;Calamuchita;Segunda Usina
14007230;Córdoba;Calamuchita;Solar de los Molinos
14007240;Córdoba;Calamuchita;Villa Alpina
14007250;Córdoba;Calamuchita;Villa Amancay
14007260;Córdoba;Calamuchita;Villa Berna
14007270;Córdoba;Calamuchita;Villa Ciudad Parque Los Reartes (1a. Sección)
14007290;Córdoba;Calamuchita;Villa del Dique
14007310;Córdoba;Calamuchita;Villa General Belgrano
14007320;Córdoba;Calamuchita;Villa La Rivera
14007330;Córdoba;Calamuchita;Villa Quillinzo
14007340;Córdoba;Calamuchita;Villa Rumipal
14007360;Córdoba;Calamuchita;Villa Yacanto
14014010;Córdoba;Capital;Córdoba
14014010;Córdoba;Capital;Jardín Arenales
14014010;Córdoba;Capital;La Floresta
14021010;Córdoba;Colón;Agua de Oro
14021020;Córdoba;Colón;Ascochinga
14021025;Córdoba;Colón;Barrio Nuevo Río Ceballos
14021030;Córdoba;Colón;Canteras El Sauce
14021040;Córdoba;Colón;Casa Bamba
14021050;Córdoba;Colón;Colonia Caroya
14021060;Córdoba;Colón;Colonia Tirolesa
14021070;Córdoba;Colón;Colonia Vicente Agüero
14021075;Córdoba;Colón;El Pueblito
14021075;Córdoba;Colón;Los Chañaritos
14021080;Córdoba;Colón;1 De Agosto
14021080;Córdoba;Colón;Almirante Brown
14021080;Córdoba;Colón;Ciudad De Los Niños
14021080;Córdoba;Colón;Corral Quemado
14021090;Córdoba;Colón;Country Chacras de la Villa - Country San Isidro
14021110;Córdoba;Colón;El Manzano
14021120;Córdoba;Colón;Estación Colonia Tirolesa
14021130;Córdoba;Colón;General Paz
14021140;Córdoba;Colón;Jesús María
14021150;Córdoba;Colón;La Calera
14021160;Córdoba;Colón;La Granja
14021165;Córdoba;Colón;La Morada
14021170;Córdoba;Colón;La Puerta
14021175;Córdoba;Colón;Las Corzuelas
14021180;Córdoba;Colón;Los Molles
14021190;Córdoba;Colón;Malvinas Argentinas
14021200;Córdoba;Colón;Mendiolaza
14021210;Córdoba;Colón;Mi Granja
14021220;Córdoba;Colón;Pajas Blancas
14021230;Córdoba;Colón;Río Ceballos
14021240;Córdoba;Colón;Saldán
14021250;Córdoba;Colón;Salsipuedes
14021260;Córdoba;Colón;Santa Elena
14021270;Córdoba;Colón;Dumesnil
14021270;Córdoba;Colón;El Diquecito
14021270;Córdoba;Colón;Tinoco
14021280;Córdoba;Colón;Unquillo
14021290;Córdoba;Colón;Villa Allende
14021300;Córdoba;Colón;Villa Cerro Azul
14021310;Córdoba;Colón;Villa El Fachinal - Parque Norte - Guiñazú Norte
14021320;Córdoba;Colón;Villa Los Llanos - Juárez Celman
14028010;Córdoba;Cruz del Eje;Alto de los Quebrachos
14028020;Córdoba;Cruz del Eje;Bañado de Soto
14028030;Córdoba;Cruz del Eje;Canteras Quilpo
14028040;Córdoba;Cruz del Eje;Cruz de Caña
14028050;Córdoba;Cruz del Eje;Cruz del Eje
14028060;Córdoba;Cruz del Eje;El Brete
14028070;Córdoba;Cruz del Eje;El Rincón
14028080;Córdoba;Cruz del Eje;Guanaco Muerto
14028090;Córdoba;Cruz del Eje;La Banda
14028100;Córdoba;Cruz del Eje;La Batea
14028110;Córdoba;Cruz del Eje;La Higuera
14028120;Córdoba;Cruz del Eje;Las Cañadas
14028130;Córdoba;Cruz del Eje;Las Playas
14028140;Córdoba;Cruz del Eje;Los Chañaritos
14028150;Córdoba;Cruz del Eje;Media Naranja
14028160;Córdoba;Cruz del Eje;Paso Viejo
14028170;Córdoba;Cruz del Eje;San Marcos Sierra
14028180;Córdoba;Cruz del Eje;Serrezuela
14028190;Córdoba;Cruz del Eje;Tuclame
14028200;Córdoba;Cruz del Eje;Villa de Soto
14035010;Córdoba;General Roca;Del Campillo
14035020;Córdoba;General Roca;Estación Lecueder
14035030;Córdoba;General Roca;Hipólito Bouchard
14035040;Córdoba;General Roca;Huinca Renancó
14035050;Córdoba;General Roca;Italó
14035060;Córdoba;General Roca;Mattaldi
14035070;Córdoba;General Roca;Nicolás Bruzzone
14035080;Córdoba;General Roca;Onagoity
14035090;Córdoba;General Roca;PINCÉN
14035100;Córdoba;General Roca;Ranqueles
14035110;Córdoba;General Roca;Santa Magdalena (Est. Jovita)
14035120;Córdoba;General Roca;Villa Huidobro
14035130;Córdoba;General Roca;Villa Sarmiento
14035140;Córdoba;General Roca;Villa Valeria
14042010;Córdoba;General San Martín;Arroyo Algodón
14042020;Córdoba;General San Martín;Arroyo Cabral
14042030;Córdoba;General San Martín;Ausonia
14042040;Córdoba;General San Martín;Chazón
14042050;Córdoba;General San Martín;Etruria
14042060;Córdoba;General San Martín;La Laguna
14042070;Córdoba;General San Martín;La Palestina
14042080;Córdoba;General San Martín;La Playosa
14042090;Córdoba;General San Martín;Las Mojarras
14042110;Córdoba;General San Martín;Pasco
14042120;Córdoba;General San Martín;Sanabria
14042130;Córdoba;General San Martín;Silvio Pellico
14042140;Córdoba;General San Martín;Ticino
14042150;Córdoba;General San Martín;Tío Pujio
14042160;Córdoba;General San Martín;Villa Albertina
14042170;Córdoba;General San Martín;Villa María
14042180;Córdoba;General San Martín;Villa Nueva
14042190;Córdoba;General San Martín;Villa Oeste
14049010;Córdoba;Ischilín;Avellaneda
14049020;Córdoba;Ischilín;Cañada de Río Pinto
14049030;Córdoba;Ischilín;Chuña
14049040;Córdoba;Ischilín;Copacabana
14049050;Córdoba;Ischilín;Deán Funes
14049060;Córdoba;Ischilín;Esquina del Alambre
14049080;Córdoba;Ischilín;Los Pozos
14049090;Córdoba;Ischilín;Olivares de San Nicolás
14049100;Córdoba;Ischilín;Quilino
14049110;Córdoba;Ischilín;San Pedro de Toyos
14049120;Córdoba;Ischilín;Los Chañaritos
14049120;Córdoba;Ischilín;Villa Gutiérrez
14049130;Córdoba;Ischilín;Villa Quilino
14056010;Córdoba;Juárez Celman;Alejandro Roca (Est. Alejandro)
14056020;Córdoba;Juárez Celman;Assunta
14056030;Córdoba;Juárez Celman;Bengolea
14056040;Córdoba;Juárez Celman;Carnerillo
14056050;Córdoba;Juárez Celman;Charras
14056060;Córdoba;Juárez Celman;El Rastreador
14056070;Córdoba;Juárez Celman;General Cabrera
14056080;Córdoba;Juárez Celman;General Deheza
14056090;Córdoba;Juárez Celman;Huanchillas
14056100;Córdoba;Juárez Celman;La Carlota
14056110;Córdoba;Juárez Celman;Los Cisnes
14056120;Córdoba;Juárez Celman;Olaeta
14056130;Córdoba;Juárez Celman;Pacheco de Melo
14056140;Córdoba;Juárez Celman;Paso del Durazno
14056150;Córdoba;Juárez Celman;Santa Eufemia
14056160;Córdoba;Juárez Celman;Ucacha
14056170;Córdoba;Juárez Celman;Villa Reducción
14063010;Córdoba;Marcos Juárez;Alejo Ledesma
14063020;Córdoba;Marcos Juárez;Arias
14063020;Córdoba;Marcos Juárez;Noetinger
14063030;Córdoba;Marcos Juárez;Camilo Aldao
14063040;Córdoba;Marcos Juárez;Capitán General Bernardo O'Higgins
14063050;Córdoba;Marcos Juárez;Cavanagh
14063060;Córdoba;Marcos Juárez;Colonia Barge
14063070;Córdoba;Marcos Juárez;Colonia Italiana
14063080;Córdoba;Marcos Juárez;Colonia Veinticinco
14063090;Córdoba;Marcos Juárez;Corral de Bustos
14063100;Córdoba;Marcos Juárez;Cruz Alta
14063110;Córdoba;Marcos Juárez;General Baldissera
14063120;Córdoba;Marcos Juárez;General Roca
14063130;Córdoba;Marcos Juárez;Guatimozín
14063140;Córdoba;Marcos Juárez;Inriville
14063150;Córdoba;Marcos Juárez;Isla Verde
14063160;Córdoba;Marcos Juárez;Leones
14063170;Córdoba;Marcos Juárez;Los Surgentes
14063180;Córdoba;Marcos Juárez;Marcos Juárez
14063190;Córdoba;Marcos Juárez;Monte Buey
14063210;Córdoba;Marcos Juárez;Saira
14063220;Córdoba;Marcos Juárez;Saladillo
14063230;Córdoba;Marcos Juárez;Villa Elisa
14070010;Córdoba;Minas;Ciénaga del Coro
14070020;Córdoba;Minas;El Chacho
14070030;Córdoba;Minas;Estancia de Guadalupe
14070040;Córdoba;Minas;Guasapampa
14070050;Córdoba;Minas;La Playa
14070060;Córdoba;Minas;San Carlos Minas
14070070;Córdoba;Minas;Talaini
14070080;Córdoba;Minas;Tosno
14077010;Córdoba;Pocho;Chancani
14077020;Córdoba;Pocho;Las Palmas
14077030;Córdoba;Pocho;Los Talares
14077040;Córdoba;Pocho;Salsacate
14077050;Córdoba;Pocho;San Gerónimo
14077060;Córdoba;Pocho;Tala Cañada
14077070;Córdoba;Pocho;Taninga
14077080;Córdoba;Pocho;Villa de Pocho
14084010;Córdoba;Presidente Roque Sáenz Peña;General Levalle
14084020;Córdoba;Presidente Roque Sáenz Peña;La Cesira
14084030;Córdoba;Presidente Roque Sáenz Peña;Laboulaye
14084040;Córdoba;Presidente Roque Sáenz Peña;Leguizamón
14084050;Córdoba;Presidente Roque Sáenz Peña;Melo
14084060;Córdoba;Presidente Roque Sáenz Peña;Río Bamba
14084070;Córdoba;Presidente Roque Sáenz Peña;Rosales
14084080;Córdoba;Presidente Roque Sáenz Peña;San Joaquín
14084090;Córdoba;Presidente Roque Sáenz Peña;Serrano
14084100;Córdoba;Presidente Roque Sáenz Peña;Villa Rossi
14091010;Córdoba;Punilla;Barrio Santa Isabel
14091020;Córdoba;Punilla;Bialet Massé
14091030;Córdoba;Punilla;Cabalango
14091040;Córdoba;Punilla;Capilla del Monte
14091050;Córdoba;Punilla;Casa Grande
14091060;Córdoba;Punilla;Charbonier
14091060;Córdoba;Punilla;San Roque Del Lago
14091070;Córdoba;Punilla;Cosquín
14091080;Córdoba;Punilla;Cuesta Blanca
14091090;Córdoba;Punilla;Estancia Vieja
14091100;Córdoba;Punilla;Huerta Grande
14091110;Córdoba;Punilla;La Cumbre
14091120;Córdoba;Punilla;La Falda
14091130;Córdoba;Punilla;Las Jarillas
14091140;Córdoba;Punilla;Los Cocos
14091150;Córdoba;Punilla;Mallín
14091160;Córdoba;Punilla;Mayu Sumaj
14091170;Córdoba;Punilla;Quebrada de Luna
14091180;Córdoba;Punilla;San Antonio de Arredondo
14091190;Córdoba;Punilla;San Esteban
14091200;Córdoba;Punilla;San Roque
14091210;Córdoba;Punilla;Santa María de Punilla
14091220;Córdoba;Punilla;Tala Huasi
14091230;Córdoba;Punilla;Tanti
14091240;Córdoba;Punilla;Valle Hermoso
14091250;Córdoba;Punilla;Villa Carlos Paz
14091260;Córdoba;Punilla;Villa Flor Serrana
14091270;Córdoba;Punilla;Villa Giardino
14091280;Córdoba;Punilla;Villa Lago Azul
14091290;Córdoba;Punilla;Villa Parque Siquimán
14091300;Córdoba;Punilla;Villa Río Icho Cruz
14091310;Córdoba;Punilla;Villa San José
14091320;Córdoba;Punilla;Villa Santa Cruz del Lago
14098010;Córdoba;Río Cuarto;Achiras
14098020;Córdoba;Río Cuarto;Adelia María
14098030;Córdoba;Río Cuarto;Alcira (Est. Gigena)
14098040;Córdoba;Río Cuarto;ALPA CORRAL
14098050;Córdoba;Río Cuarto;Berrotarán
14098060;Córdoba;Río Cuarto;Bulnes
14098070;Córdoba;Río Cuarto;Chaján
14098080;Córdoba;Río Cuarto;Chucul
14098090;Córdoba;Río Cuarto;Coronel Baigorria
14098100;Córdoba;Río Cuarto;Coronel Moldes
14098110;Córdoba;Río Cuarto;Elena
14098120;Córdoba;Río Cuarto;La Carolina
14098130;Córdoba;Río Cuarto;La Cautiva
14098140;Córdoba;Río Cuarto;La Gilda
14098150;Córdoba;Río Cuarto;Las Acequias
14098160;Córdoba;Río Cuarto;Las Albahacas
14098170;Córdoba;Río Cuarto;Las Higueras
14098180;Córdoba;Río Cuarto;Las Peñas
14098190;Córdoba;Río Cuarto;Las Vertientes
14098200;Córdoba;Río Cuarto;Malena
14098210;Córdoba;Río Cuarto;Monte de los Gauchos
14098220;Córdoba;Río Cuarto;Paso del Durazno
14098230;Córdoba;Río Cuarto;Río Cuarto
14098240;Córdoba;Río Cuarto;Sampacho
14098250;Córdoba;Río Cuarto;San Basilio
14098260;Córdoba;Río Cuarto;Santa Catalina (Est. Holmberg)
14098270;Córdoba;Río Cuarto;Suco
14098280;Córdoba;Río Cuarto;Tosquitas
14098290;Córdoba;Río Cuarto;Vicuña Mackenna
14098300;Córdoba;Río Cuarto;VILLA EL CHACAY
14098310;Córdoba;Río Cuarto;Villa Santa Eugenia
14098320;Córdoba;Río Cuarto;Washington
14105010;Córdoba;Río Primero;Atahona
14105020;Córdoba;Río Primero;Cañada de Machado
14105030;Córdoba;Río Primero;Capilla de los Remedios
14105040;Córdoba;Río Primero;Chalacea
14105050;Córdoba;Río Primero;Colonia Las Cuatro Esquinas
14105060;Córdoba;Río Primero;Diego de Rojas
14105070;Córdoba;Río Primero;El Alcalde (Est. Tala Norte)
14105080;Córdoba;Río Primero;El Crispín
14105090;Córdoba;Río Primero;Esquina
14105100;Córdoba;Río Primero;Kilómetro 658
14105110;Córdoba;Río Primero;La Para
14105120;Córdoba;Río Primero;La Posta
14105130;Córdoba;Río Primero;La Puerta
14105140;Córdoba;Río Primero;La Quinta
14105150;Córdoba;Río Primero;Las Gramillas
14105160;Córdoba;Río Primero;Las Saladas
14105170;Córdoba;Río Primero;Maquinista Gallini
14105180;Córdoba;Río Primero;Monte del Rosario
14105190;Córdoba;Río Primero;Montecristo
14105200;Córdoba;Río Primero;Obispo Trejo
14105210;Córdoba;Río Primero;Piquillín
14105220;Córdoba;Río Primero;Plaza de Mercedes
14105230;Córdoba;Río Primero;Pueblo Comechingones
14105240;Córdoba;Río Primero;Río Primero
14105250;Córdoba;Río Primero;Sagrada Familia
14105260;Córdoba;Río Primero;Santa Rosa de Río Primero
14105270;Córdoba;Río Primero;Villa Fontana
14112010;Córdoba;Río Seco;Cerro Colorado
14112020;Córdoba;Río Seco;Chañar Viejo
14112030;Córdoba;Río Seco;Eufrasio Loza
14112040;Córdoba;Río Seco;Gütemberg
14112050;Córdoba;Río Seco;La Rinconada
14112060;Córdoba;Río Seco;Los Hoyos
14112070;Córdoba;Río Seco;Puesto de Castro
14112080;Córdoba;Río Seco;Rayo Cortado
14112090;Córdoba;Río Seco;San Pedro de Gütemberg
14112100;Córdoba;Río Seco;Santa Elena
14112110;Córdoba;Río Seco;Sebastián Elcano
14112120;Córdoba;Río Seco;Villa Candelaria
14112130;Córdoba;Río Seco;Villa de María
14119010;Córdoba;Río Segundo;Calchín
14119020;Córdoba;Río Segundo;Calchín Oeste
14119030;Córdoba;Río Segundo;Capilla del Carmen
14119040;Córdoba;Río Segundo;Carrilobo
14119050;Córdoba;Río Segundo;Colazo
14119060;Córdoba;Río Segundo;Colonia Videla
14119070;Córdoba;Río Segundo;Costasacate
14119080;Córdoba;Río Segundo;Impira
14119090;Córdoba;Río Segundo;Laguna Larga
14119100;Córdoba;Río Segundo;Las Junturas
14119110;Córdoba;Río Segundo;Los Chañaritos
14119120;Córdoba;Río Segundo;Luque
14119130;Córdoba;Río Segundo;Manfredi
14119140;Córdoba;Río Segundo;Matorrales
14119150;Córdoba;Río Segundo;Oncativo
14119160;Córdoba;Río Segundo;Pilar
14119170;Córdoba;Río Segundo;Pozo del Molle
14119180;Córdoba;Río Segundo;Rincón
14119190;Córdoba;Río Segundo;Río Segundo
14119200;Córdoba;Río Segundo;Santiago Temple
14119210;Córdoba;Río Segundo;Villa del Rosario
14126010;Córdoba;San Alberto;Ambul
14126020;Córdoba;San Alberto;Arroyo Los Patos
14126030;Córdoba;San Alberto;El Huayco
14126040;Córdoba;San Alberto;La Cortadera
14126050;Córdoba;San Alberto;Las Calles
14126060;Córdoba;San Alberto;Las Oscuras
14126070;Córdoba;San Alberto;Las Rabonas
14126080;Córdoba;San Alberto;Los Callejones
14126090;Córdoba;San Alberto;Mina Clavero
14126100;Córdoba;San Alberto;Mussi
14126110;Córdoba;San Alberto;Nono
14126120;Córdoba;San Alberto;Panaholma
14126130;Córdoba;San Alberto;San Huberto
14126140;Córdoba;San Alberto;San Lorenzo
14126150;Córdoba;San Alberto;San Martín
14126160;Córdoba;San Alberto;San Pedro
14126170;Córdoba;San Alberto;San Vicente
14126180;Córdoba;San Alberto;Sauce Arriba
14126190;Córdoba;San Alberto;Tasna
14126200;Córdoba;San Alberto;Villa Cura Brochero
14126210;Córdoba;San Alberto;Villa Sarmiento
14133010;Córdoba;San Javier;Conlara
14133030;Córdoba;San Javier;Cruz Caña
14133040;Córdoba;San Javier;Dos Arroyos
14133040;Córdoba;San Javier;Los Romeros
14133050;Córdoba;San Javier;El Pantanillo
14133060;Córdoba;San Javier;La Paz
14133070;Córdoba;San Javier;La Población
14133080;Córdoba;San Javier;El Pueblito
14133080;Córdoba;San Javier;La Ramada
14133090;Córdoba;San Javier;La Travesía
14133095;Córdoba;San Javier;Las Chacras
14133100;Córdoba;San Javier;Las Tapias
14133105;Córdoba;San Javier;Loma Bola
14133110;Córdoba;San Javier;Los Cerrillos
14133120;Córdoba;San Javier;Los Hornillos
14133130;Córdoba;San Javier;Los Molles
14133150;Córdoba;San Javier;Luyaba
14133155;Córdoba;San Javier;Quebracho Ladeado
14133160;Córdoba;San Javier;Quebrada de los Pozos
14133170;Córdoba;San Javier;San Javier y Yacanto
14133180;Córdoba;San Javier;San José
14133190;Córdoba;San Javier;Villa de las Rosas
14133200;Córdoba;San Javier;Villa Dolores
14133210;Córdoba;San Javier;Villa La Viña
14140010;Córdoba;San Justo;Alicia
14140020;Córdoba;San Justo;Altos de Chipión
14140030;Córdoba;San Justo;Arroyito
14140040;Córdoba;San Justo;Balnearia
14140050;Córdoba;San Justo;Brinkmann
14140060;Córdoba;San Justo;Colonia Anita
14140070;Córdoba;San Justo;Colonia 10 de Julio
14140070;Córdoba;San Justo;Trinchera
14140080;Córdoba;San Justo;Colonia Las Pichanas
14140090;Córdoba;San Justo;Colonia Marina
14140100;Córdoba;San Justo;Colonia Prosperidad
14140110;Córdoba;San Justo;Colonia San Bartolomé
14140120;Córdoba;San Justo;Colonia San Pedro
14140130;Córdoba;San Justo;Colonia Santa María
14140140;Córdoba;San Justo;Colonia Valtelina
14140150;Córdoba;San Justo;Colonia Vignaud
14140160;Córdoba;San Justo;Devoto
14140170;Córdoba;San Justo;El Arañado
14140180;Córdoba;San Justo;El Fortín
14140190;Córdoba;San Justo;El Fuertecito
14140200;Córdoba;San Justo;El Tío
