ID_Acceso_Prov;ID_Provincia;Velocidad;Accesos;ID_Periodo;ID_Rango_Velocidad
16860;Río Negro;120;1;2023-T4;100–300 Mbps
16861;Río Negro;122;233;2023-T4;100–300 Mbps
16862;Río Negro;12,3;1640;2023-T4;10–30 Mbps
16863;Río Negro;125;34;2023-T4;100–300 Mbps
16864;Río Negro;155;33;2023-T4;100–300 Mbps
16865;Río Negro;200;463;2023-T4;100–300 Mbps
16866;Río Negro;203;26;2023-T4;100–300 Mbps
16867;Río Negro;20,5;6955;2023-T4;10–30 Mbps
16868;Río Negro;25,1;13679;2023-T4;10–30 Mbps
16869;Río Negro;256;306;2023-T4;100–300 Mbps
16870;Río Negro;320;17711;2023-T4;300–1000 Mbps
16871;Río Negro;340;115;2023-T4;300–1000 Mbps
16872;Río Negro;50,1;6117;2023-T4;50–100 Mbps
16873;Río Negro;512;1119;2023-T4;300–1000 Mbps
16874;Río Negro;540;40;2023-T4;300–1000 Mbps
16875;Río Negro;600;89;2023-T4;300–1000 Mbps
16876;Río Negro;945;110;2023-T4;300–1000 Mbps
16877;Río Negro;100,1;22368;2023-T4;100–300 Mbps
16878;Río Negro;1024;200;2023-T4;>1000 Mbps
16879;Salta;1;1;2023-T4;0–10 Mbps
16880;Salta;4;8;2023-T4;0–10 Mbps
16881;Salta;6;4650;2023-T4;0–10 Mbps
16882;Salta;9;6869;2023-T4;0–10 Mbps
16883;Salta;1,2;1153;2023-T4;0–10 Mbps
16884;Salta;16;1565;2023-T4;10–30 Mbps
16885;Salta;19;4;2023-T4;10–30 Mbps
16886;Salta;2,2;1538;2023-T4;0–10 Mbps
16887;Salta;25;11;2023-T4;10–30 Mbps
16888;Salta;0,26;6685;2023-T4;0–10 Mbps
16889;Salta;28;1;2023-T4;10–30 Mbps
16890;Salta;31;68;2023-T4;30–50 Mbps
16891;Salta;3,2;5943;2023-T4;0–10 Mbps
16892;Salta;41;74;2023-T4;30–50 Mbps
16893;Salta;4,5;8365;2023-T4;0–10 Mbps
16894;Salta;0,51;41;2023-T4;0–10 Mbps
16895;Salta;6,4;7565;2023-T4;0–10 Mbps
16896;Salta;7,5;330;2023-T4;0–10 Mbps
16897;Salta;0,75;73;2023-T4;0–10 Mbps
16898;Salta;10,1;58739;2023-T4;10–30 Mbps
16899;Salta;122;357;2023-T4;100–300 Mbps
16900;Salta;12,3;88;2023-T4;10–30 Mbps
16901;Salta;203;1;2023-T4;100–300 Mbps
16902;Salta;20,5;2077;2023-T4;10–30 Mbps
16903;Salta;246;98;2023-T4;100–300 Mbps
16904;Salta;25,1;2;2023-T4;10–30 Mbps
16905;Salta;320;28606;2023-T4;300–1000 Mbps
16906;Salta;450;79;2023-T4;300–1000 Mbps
16907;Salta;50,1;29002;2023-T4;50–100 Mbps
16908;Salta;512;1846;2023-T4;300–1000 Mbps
16909;Salta;640;664;2023-T4;300–1000 Mbps
16910;Salta;850;75;2023-T4;300–1000 Mbps
16911;Salta;1000;1;2023-T4;>1000 Mbps
16912;Salta;100,1;37844;2023-T4;100–300 Mbps
16913;Salta;1024;309;2023-T4;>1000 Mbps
16914;San Juan;1;723;2023-T4;0–10 Mbps
16915;San Juan;4;11509;2023-T4;0–10 Mbps
16916;San Juan;6;309;2023-T4;0–10 Mbps
16917;San Juan;9;9292;2023-T4;0–10 Mbps
16918;San Juan;10;9;2023-T4;10–30 Mbps
16919;San Juan;1,2;1298;2023-T4;0–10 Mbps
16920;San Juan;16;10728;2023-T4;10–30 Mbps
16921;San Juan;2,2;606;2023-T4;0–10 Mbps
16922;San Juan;25;627;2023-T4;10–30 Mbps
16923;San Juan;0,26;22649;2023-T4;0–10 Mbps
16924;San Juan;31;10448;2023-T4;30–50 Mbps
16925;San Juan;3,2;4403;2023-T4;0–10 Mbps
16926;San Juan;4,5;1048;2023-T4;0–10 Mbps
16927;San Juan;0,51;21;2023-T4;0–10 Mbps
16928;San Juan;61;1;2023-T4;50–100 Mbps
16929;San Juan;6,4;3282;2023-T4;0–10 Mbps
16930;San Juan;7,5;86;2023-T4;0–10 Mbps
16931;San Juan;0,75;3;2023-T4;0–10 Mbps
16932;San Juan;10,1;3495;2023-T4;10–30 Mbps
16933;San Juan;12,3;799;2023-T4;10–30 Mbps
16934;San Juan;20,5;962;2023-T4;10–30 Mbps
16935;San Juan;25,1;339;2023-T4;10–30 Mbps
16936;San Juan;320;540;2023-T4;300–1000 Mbps
16937;San Juan;50,1;18605;2023-T4;50–100 Mbps
16938;San Juan;512;4;2023-T4;300–1000 Mbps
16939;San Juan;640;82;2023-T4;300–1000 Mbps
16940;San Juan;100,1;1342;2023-T4;100–300 Mbps
16941;San Luis;1;163;2023-T4;0–10 Mbps
16942;San Luis;4;1418;2023-T4;0–10 Mbps
16943;San Luis;6;347;2023-T4;0–10 Mbps
16944;San Luis;9;2622;2023-T4;0–10 Mbps
16945;San Luis;10;49;2023-T4;10–30 Mbps
16946;San Luis;1,2;465;2023-T4;0–10 Mbps
16947;San Luis;16;1836;2023-T4;10–30 Mbps
16948;San Luis;2,2;491;2023-T4;0–10 Mbps
16949;San Luis;0,26;917;2023-T4;0–10 Mbps
16950;San Luis;31;136;2023-T4;30–50 Mbps
16951;San Luis;3,2;2772;2023-T4;0–10 Mbps
16952;San Luis;41;35;2023-T4;30–50 Mbps
16953;San Luis;4,5;1;2023-T4;0–10 Mbps
16954;San Luis;47;3;2023-T4;30–50 Mbps
16955;San Luis;0,51;59;2023-T4;0–10 Mbps
16956;San Luis;6,4;6288;2023-T4;0–10 Mbps
16957;San Luis;7,5;3;2023-T4;0–10 Mbps
16958;San Luis;0,75;1;2023-T4;0–10 Mbps
16959;San Luis;10,1;21080;2023-T4;10–30 Mbps
16960;San Luis;12,3;5632;2023-T4;10–30 Mbps
16961;San Luis;20,5;1484;2023-T4;10–30 Mbps
16962;San Luis;25,1;75773;2023-T4;10–30 Mbps
16963;San Luis;320;566;2023-T4;300–1000 Mbps
16964;San Luis;50,1;7032;2023-T4;50–100 Mbps
16965;San Luis;512;24;2023-T4;300–1000 Mbps
16966;San Luis;640;341;2023-T4;300–1000 Mbps
16967;San Luis;1000;2;2023-T4;>1000 Mbps
16968;San Luis;100,1;1500;2023-T4;100–300 Mbps
16969;San Luis;1024;23645;2023-T4;>1000 Mbps
16970;Santa Cruz;1;218;2023-T4;0–10 Mbps
16971;Santa Cruz;4;2001;2023-T4;0–10 Mbps
16972;Santa Cruz;6;1272;2023-T4;0–10 Mbps
16973;Santa Cruz;9;2360;2023-T4;0–10 Mbps
16974;Santa Cruz;10;4;2023-T4;10–30 Mbps
16975;Santa Cruz;1,2;282;2023-T4;0–10 Mbps
16976;Santa Cruz;16;4674;2023-T4;10–30 Mbps
16977;Santa Cruz;19;725;2023-T4;10–30 Mbps
16978;Santa Cruz;2,2;724;2023-T4;0–10 Mbps
16979;Santa Cruz;25;31;2023-T4;10–30 Mbps
16980;Santa Cruz;0,26;33434;2023-T4;0–10 Mbps
16981;Santa Cruz;31;2150;2023-T4;30–50 Mbps
16982;Santa Cruz;3,2;1259;2023-T4;0–10 Mbps
16983;Santa Cruz;36;516;2023-T4;30–50 Mbps
16984;Santa Cruz;0,38;4;2023-T4;0–10 Mbps
16985;Santa Cruz;41;3;2023-T4;30–50 Mbps
16986;Santa Cruz;4,5;504;2023-T4;0–10 Mbps
16987;Santa Cruz;0,51;26;2023-T4;0–10 Mbps
16988;Santa Cruz;6,4;2004;2023-T4;0–10 Mbps
16989;Santa Cruz;7,5;1;2023-T4;0–10 Mbps
16990;Santa Cruz;0,75;20;2023-T4;0–10 Mbps
16991;Santa Cruz;77;3095;2023-T4;50–100 Mbps
16992;Santa Cruz;10,1;8418;2023-T4;10–30 Mbps
16993;Santa Cruz;12,3;1342;2023-T4;10–30 Mbps
16994;Santa Cruz;155;587;2023-T4;100–300 Mbps
16995;Santa Cruz;203;1015;2023-T4;100–300 Mbps
16996;Santa Cruz;20,5;4817;2023-T4;10–30 Mbps
16997;Santa Cruz;25,1;1454;2023-T4;10–30 Mbps
16998;Santa Cruz;380;91;2023-T4;300–1000 Mbps
16999;Santa Cruz;50,1;9864;2023-T4;50–100 Mbps
17000;Santa Cruz;512;143;2023-T4;300–1000 Mbps
17001;Santa Cruz;100,1;3993;2023-T4;100–300 Mbps
17002;Santa Fe;1;5;2023-T4;0–10 Mbps
17003;Santa Fe;4;164;2023-T4;0–10 Mbps
17004;Santa Fe;6;19733;2023-T4;0–10 Mbps
17005;Santa Fe;9;10561;2023-T4;0–10 Mbps
17006;Santa Fe;10;1440;2023-T4;10–30 Mbps
17007;Santa Fe;1,2;6840;2023-T4;0–10 Mbps
17008;Santa Fe;14;75;2023-T4;10–30 Mbps
17009;Santa Fe;16;21307;2023-T4;10–30 Mbps
17010;Santa Fe;17;31;2023-T4;10–30 Mbps
17011;Santa Fe;19;8;2023-T4;10–30 Mbps
17012;Santa Fe;2,2;6339;2023-T4;0–10 Mbps
17013;Santa Fe;25;39;2023-T4;10–30 Mbps
17014;Santa Fe;0,26;16426;2023-T4;0–10 Mbps
17015;Santa Fe;31;13336;2023-T4;30–50 Mbps
17016;Santa Fe;3,2;24429;2023-T4;0–10 Mbps
17017;Santa Fe;36;41;2023-T4;30–50 Mbps
17018;Santa Fe;37;18;2023-T4;30–50 Mbps
17019;Santa Fe;0,38;32;2023-T4;0–10 Mbps
17020;Santa Fe;39;2;2023-T4;30–50 Mbps
17021;Santa Fe;41;2208;2023-T4;30–50 Mbps
17022;Santa Fe;4,5;5409;2023-T4;0–10 Mbps
17023;Santa Fe;0,51;335;2023-T4;0–10 Mbps
17024;Santa Fe;61;295;2023-T4;50–100 Mbps
17025;Santa Fe;6,4;25797;2023-T4;0–10 Mbps
17026;Santa Fe;6,7;472;2023-T4;0–10 Mbps
17027;Santa Fe;7,5;5124;2023-T4;0–10 Mbps
17028;Santa Fe;0,75;101;2023-T4;0–10 Mbps
17029;Santa Fe;77;88;2023-T4;50–100 Mbps
17030;Santa Fe;81;3191;2023-T4;50–100 Mbps
17031;Santa Fe;97;1;2023-T4;50–100 Mbps
17032;Santa Fe;100;30;2023-T4;100–300 Mbps
17033;Santa Fe;10,1;146894;2023-T4;10–30 Mbps
17034;Santa Fe;122;852;2023-T4;100–300 Mbps
17035;Santa Fe;12,3;748;2023-T4;10–30 Mbps
17036;Santa Fe;145;1;2023-T4;100–300 Mbps
17037;Santa Fe;155;1621;2023-T4;100–300 Mbps
17038;Santa Fe;203;9826;2023-T4;100–300 Mbps
17039;Santa Fe;20,5;37467;2023-T4;10–30 Mbps
17040;Santa Fe;25,1;8903;2023-T4;10–30 Mbps
17041;Santa Fe;256;492;2023-T4;100–300 Mbps
17042;Santa Fe;320;148409;2023-T4;300–1000 Mbps
17043;Santa Fe;450;2046;2023-T4;300–1000 Mbps
17044;Santa Fe;473;1;2023-T4;300–1000 Mbps
17045;Santa Fe;50,1;170473;2023-T4;50–100 Mbps
17046;Santa Fe;512;10179;2023-T4;300–1000 Mbps
17047;Santa Fe;640;3724;2023-T4;300–1000 Mbps
17048;Santa Fe;768;1;2023-T4;300–1000 Mbps
17049;Santa Fe;850;14;2023-T4;300–1000 Mbps
17050;Santa Fe;1000;1;2023-T4;>1000 Mbps
17051;Santa Fe;100,1;202793;2023-T4;100–300 Mbps
17052;Santa Fe;1024;1175;2023-T4;>1000 Mbps
17053;Santa Fe;50,25;4;2023-T4;50–100 Mbps
17054;Santiago Del Estero;1;908;2023-T4;0–10 Mbps
17055;Santiago Del Estero;2;307;2023-T4;0–10 Mbps
17056;Santiago Del Estero;6;409;2023-T4;0–10 Mbps
17057;Santiago Del Estero;9;114;2023-T4;0–10 Mbps
17058;Santiago Del Estero;1,2;265;2023-T4;0–10 Mbps
17059;Santiago Del Estero;16;322;2023-T4;10–30 Mbps
17060;Santiago Del Estero;2,2;381;2023-T4;0–10 Mbps
17061;Santiago Del Estero;0,26;930;2023-T4;0–10 Mbps
17062;Santiago Del Estero;31;5777;2023-T4;30–50 Mbps
17063;Santiago Del Estero;3,2;5389;2023-T4;0–10 Mbps
17064;Santiago Del Estero;0,38;2;2023-T4;0–10 Mbps
17065;Santiago Del Estero;41;41;2023-T4;30–50 Mbps
17066;Santiago Del Estero;4,5;1220;2023-T4;0–10 Mbps
17067;Santiago Del Estero;0,51;39;2023-T4;0–10 Mbps
17068;Santiago Del Estero;61;1;2023-T4;50–100 Mbps
17069;Santiago Del Estero;6,4;5312;2023-T4;0–10 Mbps
17070;Santiago Del Estero;7,5;352;2023-T4;0–10 Mbps
17071;Santiago Del Estero;0,75;139;2023-T4;0–10 Mbps
17072;Santiago Del Estero;10,1;53514;2023-T4;10–30 Mbps
17073;Santiago Del Estero;12,3;14787;2023-T4;10–30 Mbps
17074;Santiago Del Estero;20,5;9405;2023-T4;10–30 Mbps
17075;Santiago Del Estero;25,1;17;2023-T4;10–30 Mbps
17076;Santiago Del Estero;320;8785;2023-T4;300–1000 Mbps
17077;Santiago Del Estero;50,1;4724;2023-T4;50–100 Mbps
17078;Santiago Del Estero;512;755;2023-T4;300–1000 Mbps
17079;Santiago Del Estero;640;100;2023-T4;300–1000 Mbps
17080;Santiago Del Estero;100,1;9197;2023-T4;100–300 Mbps
17081;Santiago Del Estero;1024;38;2023-T4;>1000 Mbps
17082;Tierra Del Fuego;1;318;2023-T4;0–10 Mbps
17083;Tierra Del Fuego;4;3740;2023-T4;0–10 Mbps
17084;Tierra Del Fuego;6;422;2023-T4;0–10 Mbps
17085;Tierra Del Fuego;9;8034;2023-T4;0–10 Mbps
17086;Tierra Del Fuego;10;4;2023-T4;10–30 Mbps
17087;Tierra Del Fuego;1,2;516;2023-T4;0–10 Mbps
17088;Tierra Del Fuego;16;8537;2023-T4;10–30 Mbps
17089;Tierra Del Fuego;19;200;2023-T4;10–30 Mbps
17090;Tierra Del Fuego;2,2;2;2023-T4;0–10 Mbps
17091;Tierra Del Fuego;25;1280;2023-T4;10–30 Mbps
17092;Tierra Del Fuego;0,26;7879;2023-T4;0–10 Mbps
17093;Tierra Del Fuego;31;264;2023-T4;30–50 Mbps
17094;Tierra Del Fuego;3,2;3;2023-T4;0–10 Mbps
17095;Tierra Del Fuego;36;486;2023-T4;30–50 Mbps
17096;Tierra Del Fuego;41;7;2023-T4;30–50 Mbps
17097;Tierra Del Fuego;4,5;1886;2023-T4;0–10 Mbps
17098;Tierra Del Fuego;0,51;11;2023-T4;0–10 Mbps
17099;Tierra Del Fuego;61;66;2023-T4;50–100 Mbps
17100;Tierra Del Fuego;6,4;4230;2023-T4;0–10 Mbps
17101;Tierra Del Fuego;0,75;11;2023-T4;0–10 Mbps
17102;Tierra Del Fuego;10,1;4580;2023-T4;10–30 Mbps
17103;Tierra Del Fuego;12,3;10583;2023-T4;10–30 Mbps
17104;Tierra Del Fuego;155;28;2023-T4;100–300 Mbps
17105;Tierra Del Fuego;203;1;2023-T4;100–300 Mbps
17106;Tierra Del Fuego;20,5;216;2023-T4;10–30 Mbps
17107;Tierra Del Fuego;25,1;4576;2023-T4;10–30 Mbps
17108;Tierra Del Fuego;320;624;2023-T4;300–1000 Mbps
17109;Tierra Del Fuego;450;1;2023-T4;300–1000 Mbps
17110;Tierra Del Fuego;50,1;2718;2023-T4;50–100 Mbps
17111;Tierra Del Fuego;100,1;375;2023-T4;100–300 Mbps
17112;Tierra Del Fuego;1075;1;2023-T4;>1000 Mbps
17113;Tucumán;4;2271;2023-T4;0–10 Mbps
17114;Tucumán;6;1025;2023-T4;0–10 Mbps
17115;Tucumán;9;145;2023-T4;0–10 Mbps
17116;Tucumán;10;1;2023-T4;10–30 Mbps
17117;Tucumán;1,2;1089;2023-T4;0–10 Mbps
17118;Tucumán;16;2226;2023-T4;10–30 Mbps
17119;Tucumán;2,2;116;2023-T4;0–10 Mbps
17120;Tucumán;25;514;2023-T4;10–30 Mbps
17121;Tucumán;0,26;562;2023-T4;0–10 Mbps
17122;Tucumán;27;1;2023-T4;10–30 Mbps
17123;Tucumán;31;984;2023-T4;30–50 Mbps
17124;Tucumán;3,2;5440;2023-T4;0–10 Mbps
17125;Tucumán;36;12;2023-T4;30–50 Mbps
17126;Tucumán;41;2;2023-T4;30–50 Mbps
17127;Tucumán;4,5;448;2023-T4;0–10 Mbps
17128;Tucumán;0,51;19;2023-T4;0–10 Mbps
17129;Tucumán;61;1;2023-T4;50–100 Mbps
17130;Tucumán;6,4;9550;2023-T4;0–10 Mbps
17131;Tucumán;7,5;146;2023-T4;0–10 Mbps
17132;Tucumán;0,75;20;2023-T4;0–10 Mbps
17133;Tucumán;91;1;2023-T4;50–100 Mbps
17134;Tucumán;10,1;22525;2023-T4;10–30 Mbps
17135;Tucumán;12,3;12926;2023-T4;10–30 Mbps
17136;Tucumán;165;1;2023-T4;100–300 Mbps
17137;Tucumán;203;3;2023-T4;100–300 Mbps
17138;Tucumán;20,5;9324;2023-T4;10–30 Mbps
17139;Tucumán;25,1;84;2023-T4;10–30 Mbps
17140;Tucumán;320;42323;2023-T4;300–1000 Mbps
17141;Tucumán;50,1;77442;2023-T4;50–100 Mbps
17142;Tucumán;512;3219;2023-T4;300–1000 Mbps
17143;Tucumán;640;1179;2023-T4;300–1000 Mbps
17144;Tucumán;700;5;2023-T4;300–1000 Mbps
17145;Tucumán;100,1;72631;2023-T4;100–300 Mbps
17146;Tucumán;1024;100;2023-T4;>1000 Mbps
17147;Buenos Aires;1;4611;2024-T1;0–10 Mbps
17148;Buenos Aires;2;141;2024-T1;0–10 Mbps
17149;Buenos Aires;4;41735;2024-T1;0–10 Mbps
17150;Buenos Aires;5;83;2024-T1;0–10 Mbps
17151;Buenos Aires;6;27327;2024-T1;0–10 Mbps
17152;Buenos Aires;8;53;2024-T1;0–10 Mbps
17153;Buenos Aires;9;63826;2024-T1;0–10 Mbps
17154;Buenos Aires;10;688;2024-T1;10–30 Mbps
17155;Buenos Aires;12;10;2024-T1;10–30 Mbps
17156;Buenos Aires;1,2;17899;2024-T1;0–10 Mbps
17157;Buenos Aires;14;238;2024-T1;10–30 Mbps
17158;Buenos Aires;15;149;2024-T1;10–30 Mbps
17159;Buenos Aires;16;94414;2024-T1;10–30 Mbps
17160;Buenos Aires;17;231;2024-T1;10–30 Mbps
17161;Buenos Aires;18;2;2024-T1;10–30 Mbps
17162;Buenos Aires;19;1080;2024-T1;10–30 Mbps
17163;Buenos Aires;22;2;2024-T1;10–30 Mbps
17164;Buenos Aires;2,2;19520;2024-T1;0–10 Mbps
17165;Buenos Aires;23;1;2024-T1;10–30 Mbps
17166;Buenos Aires;24;20;2024-T1;10–30 Mbps
17167;Buenos Aires;25;106;2024-T1;10–30 Mbps
17168;Buenos Aires;0,26;125147;2024-T1;0–10 Mbps
17169;Buenos Aires;31;782651;2024-T1;30–50 Mbps
17170;Buenos Aires;32;1611;2024-T1;30–50 Mbps
17171;Buenos Aires;3,2;43554;2024-T1;0–10 Mbps
17172;Buenos Aires;34;16;2024-T1;30–50 Mbps
17173;Buenos Aires;36;1373;2024-T1;30–50 Mbps
17174;Buenos Aires;37;30;2024-T1;30–50 Mbps
17175;Buenos Aires;0,38;18;2024-T1;0–10 Mbps
17176;Buenos Aires;41;5574;2024-T1;30–50 Mbps
17177;Buenos Aires;45;9;2024-T1;30–50 Mbps
17178;Buenos Aires;4,5;13365;2024-T1;0–10 Mbps
17179;Buenos Aires;49;659;2024-T1;30–50 Mbps
17180;Buenos Aires;50;1;2024-T1;50–100 Mbps
17181;Buenos Aires;0,51;25815;2024-T1;0–10 Mbps
17182;Buenos Aires;56;255;2024-T1;50–100 Mbps
17183;Buenos Aires;60;59;2024-T1;50–100 Mbps
17184;Buenos Aires;61;75495;2024-T1;50–100 Mbps
17185;Buenos Aires;62;78;2024-T1;50–100 Mbps
17186;Buenos Aires;6,4;75439;2024-T1;0–10 Mbps
17187;Buenos Aires;66;90;2024-T1;50–100 Mbps
17188;Buenos Aires;6,7;21;2024-T1;0–10 Mbps
17189;Buenos Aires;71;7238;2024-T1;50–100 Mbps
17190;Buenos Aires;7,5;11286;2024-T1;0–10 Mbps
17191;Buenos Aires;0,75;169;2024-T1;0–10 Mbps
17192;Buenos Aires;77;1599;2024-T1;50–100 Mbps
17193;Buenos Aires;81;9092;2024-T1;50–100 Mbps
17194;Buenos Aires;90;16;2024-T1;50–100 Mbps
17195;Buenos Aires;91;3;2024-T1;50–100 Mbps
17196;Buenos Aires;10,1;157372;2024-T1;10–30 Mbps
17197;Buenos Aires;109;14;2024-T1;100–300 Mbps
17198;Buenos Aires;122;496;2024-T1;100–300 Mbps
17199;Buenos Aires;12,3;21114;2024-T1;10–30 Mbps
17200;Buenos Aires;126;2;2024-T1;100–300 Mbps
17201;Buenos Aires;155;484778;2024-T1;100–300 Mbps
17202;Buenos Aires;157;28;2024-T1;100–300 Mbps
17203;Buenos Aires;164;1211;2024-T1;100–300 Mbps
17204;Buenos Aires;203;7739;2024-T1;100–300 Mbps
17205;Buenos Aires;20,5;124540;2024-T1;10–30 Mbps
17206;Buenos Aires;212;3;2024-T1;100–300 Mbps
17207;Buenos Aires;220;1;2024-T1;100–300 Mbps
17208;Buenos Aires;246;938;2024-T1;100–300 Mbps
17209;Buenos Aires;250;41;2024-T1;100–300 Mbps
17210;Buenos Aires;25,1;42701;2024-T1;10–30 Mbps
17211;Buenos Aires;256;258;2024-T1;100–300 Mbps
17212;Buenos Aires;270;15;2024-T1;100–300 Mbps
17213;Buenos Aires;320;1060257;2024-T1;300–1000 Mbps
17214;Buenos Aires;325;27;2024-T1;300–1000 Mbps
17215;Buenos Aires;450;965;2024-T1;300–1000 Mbps
17216;Buenos Aires;500;5;2024-T1;300–1000 Mbps
17217;Buenos Aires;50,1;504344;2024-T1;50–100 Mbps
17218;Buenos Aires;512;149680;2024-T1;300–1000 Mbps
17219;Buenos Aires;520;663;2024-T1;300–1000 Mbps
17220;Buenos Aires;640;12163;2024-T1;300–1000 Mbps
17221;Buenos Aires;850;563;2024-T1;300–1000 Mbps
17222;Buenos Aires;1000;26;2024-T1;>1000 Mbps
17223;Buenos Aires;100,1;865122;2024-T1;100–300 Mbps
17224;Buenos Aires;1024;156691;2024-T1;>1000 Mbps
17225;Buenos Aires;50,25;1;2024-T1;50–100 Mbps
17226;CABA;1;1307;2024-T1;0–10 Mbps
17227;CABA;4;11975;2024-T1;0–10 Mbps
17228;CABA;6;3547;2024-T1;0–10 Mbps
17229;CABA;9;16864;2024-T1;0–10 Mbps
17230;CABA;10;3;2024-T1;10–30 Mbps
17231;CABA;12;5;2024-T1;10–30 Mbps
17232;CABA;1,2;4111;2024-T1;0–10 Mbps
17233;CABA;16;29730;2024-T1;10–30 Mbps
17234;CABA;17;5;2024-T1;10–30 Mbps
17235;CABA;22;1;2024-T1;10–30 Mbps
17236;CABA;2,2;249;2024-T1;0–10 Mbps
17237;CABA;31;58579;2024-T1;30–50 Mbps
17238;CABA;3,2;3971;2024-T1;0–10 Mbps
17239;CABA;36;24;2024-T1;30–50 Mbps
17240;CABA;0,38;31;2024-T1;0–10 Mbps
17241;CABA;41;238;2024-T1;30–50 Mbps
17242;CABA;4,5;994;2024-T1;0–10 Mbps
17243;CABA;0,51;451;2024-T1;0–10 Mbps
17244;CABA;56;1;2024-T1;50–100 Mbps
17245;CABA;61;17314;2024-T1;50–100 Mbps
17246;CABA;6,4;9017;2024-T1;0–10 Mbps
17247;CABA;67;1;2024-T1;50–100 Mbps
17248;CABA;71;3;2024-T1;50–100 Mbps
17249;CABA;7,5;7;2024-T1;0–10 Mbps
17250;CABA;0,75;34;2024-T1;0–10 Mbps
17251;CABA;77;1091;2024-T1;50–100 Mbps
17252;CABA;81;11;2024-T1;50–100 Mbps
17253;CABA;10,1;34541;2024-T1;10–30 Mbps
17254;CABA;120;1;2024-T1;100–300 Mbps
17255;CABA;122;30;2024-T1;100–300 Mbps
17256;CABA;12,3;92;2024-T1;10–30 Mbps
17257;CABA;126;3;2024-T1;100–300 Mbps
17258;CABA;131;1;2024-T1;100–300 Mbps
17259;CABA;155;147085;2024-T1;100–300 Mbps
17260;CABA;164;5;2024-T1;100–300 Mbps
17261;CABA;203;3301;2024-T1;100–300 Mbps
17262;CABA;20,5;7537;2024-T1;10–30 Mbps
17263;CABA;225;1;2024-T1;100–300 Mbps
17264;CABA;234;1;2024-T1;100–300 Mbps
17265;CABA;25,1;433;2024-T1;10–30 Mbps
17266;CABA;256;1442;2024-T1;100–300 Mbps
17267;CABA;300;1;2024-T1;300–1000 Mbps
17268;CABA;320;553467;2024-T1;300–1000 Mbps
17269;CABA;330;2;2024-T1;300–1000 Mbps
17270;CABA;450;3;2024-T1;300–1000 Mbps
17271;CABA;50,1;66357;2024-T1;50–100 Mbps
17272;CABA;512;86440;2024-T1;300–1000 Mbps
17273;CABA;640;372;2024-T1;300–1000 Mbps
17274;CABA;768;1;2024-T1;300–1000 Mbps
17275;CABA;850;1;2024-T1;300–1000 Mbps
17276;CABA;1000;25;2024-T1;>1000 Mbps
17277;CABA;100,1;375600;2024-T1;100–300 Mbps
17278;CABA;1024;68405;2024-T1;>1000 Mbps
17279;Catamarca;6;332;2024-T1;0–10 Mbps
17280;Catamarca;1,2;176;2024-T1;0–10 Mbps
17281;Catamarca;16;1901;2024-T1;10–30 Mbps
17282;Catamarca;2,2;115;2024-T1;0–10 Mbps
17283;Catamarca;25;914;2024-T1;10–30 Mbps
17284;Catamarca;0,26;70;2024-T1;0–10 Mbps
17285;Catamarca;31;861;2024-T1;30–50 Mbps
17286;Catamarca;3,2;1644;2024-T1;0–10 Mbps
17287;Catamarca;4,5;1;2024-T1;0–10 Mbps
17288;Catamarca;0,51;34;2024-T1;0–10 Mbps
17289;Catamarca;6,4;780;2024-T1;0–10 Mbps
17290;Catamarca;0,75;37;2024-T1;0–10 Mbps
17291;Catamarca;10,1;3424;2024-T1;10–30 Mbps
17292;Catamarca;12,3;31;2024-T1;10–30 Mbps
17293;Catamarca;203;42;2024-T1;100–300 Mbps
17294;Catamarca;20,5;2272;2024-T1;10–30 Mbps
17295;Catamarca;25,1;47;2024-T1;10–30 Mbps
17296;Catamarca;320;8099;2024-T1;300–1000 Mbps
17297;Catamarca;50,1;35211;2024-T1;50–100 Mbps
17298;Catamarca;512;372;2024-T1;300–1000 Mbps
17299;Catamarca;640;834;2024-T1;300–1000 Mbps
17300;Catamarca;100,1;17716;2024-T1;100–300 Mbps
17301;Catamarca;1024;20;2024-T1;>1000 Mbps
17302;Chaco;4;167;2024-T1;0–10 Mbps
17303;Chaco;6;5115;2024-T1;0–10 Mbps
17304;Chaco;9;700;2024-T1;0–10 Mbps
17305;Chaco;10;1;2024-T1;10–30 Mbps
17306;Chaco;1,2;416;2024-T1;0–10 Mbps
17307;Chaco;16;3421;2024-T1;10–30 Mbps
17308;Chaco;2,2;780;2024-T1;0–10 Mbps
17309;Chaco;0,26;3816;2024-T1;0–10 Mbps
17310;Chaco;31;2294;2024-T1;30–50 Mbps
17311;Chaco;3,2;2925;2024-T1;0–10 Mbps
17312;Chaco;36;19;2024-T1;30–50 Mbps
17313;Chaco;4,5;385;2024-T1;0–10 Mbps
17314;Chaco;0,51;234;2024-T1;0–10 Mbps
17315;Chaco;6,4;4784;2024-T1;0–10 Mbps
17316;Chaco;7,5;106;2024-T1;0–10 Mbps
17317;Chaco;0,75;2;2024-T1;0–10 Mbps
17318;Chaco;10,1;8237;2024-T1;10–30 Mbps
17319;Chaco;122;650;2024-T1;100–300 Mbps
17320;Chaco;12,3;137;2024-T1;10–30 Mbps
17321;Chaco;203;1053;2024-T1;100–300 Mbps
17322;Chaco;20,5;1975;2024-T1;10–30 Mbps
17323;Chaco;25,1;3435;2024-T1;10–30 Mbps
