ID_Acceso_Prov;ID_Provincia;Velocidad;Accesos;ID_Periodo;ID_Rango_Velocidad
1;Buenos Aires;1;35185;2017-T4;0–10 Mbps
2;Buenos Aires;4;142091;2017-T4;0–10 Mbps
3;Buenos Aires;6;4087;2017-T4;0–10 Mbps
4;Buenos Aires;9;12080;2017-T4;0–10 Mbps
5;Buenos Aires;10;79;2017-T4;10–30 Mbps
6;Buenos Aires;12;4;2017-T4;10–30 Mbps
7;Buenos Aires;1,2;19861;2017-T4;0–10 Mbps
8;Buenos Aires;14;2;2017-T4;10–30 Mbps
9;Buenos Aires;15;1;2017-T4;10–30 Mbps
10;Buenos Aires;16;45163;2017-T4;10–30 Mbps
11;Buenos Aires;17;112;2017-T4;10–30 Mbps
12;Buenos Aires;19;51889;2017-T4;10–30 Mbps
13;Buenos Aires;22;1;2017-T4;10–30 Mbps
14;Buenos Aires;2,2;29124;2017-T4;0–10 Mbps
15;Buenos Aires;25;2;2017-T4;10–30 Mbps
16;Buenos Aires;0,26;114182;2017-T4;0–10 Mbps
17;Buenos Aires;31;183194;2017-T4;30–50 Mbps
18;Buenos Aires;3,2;26245;2017-T4;0–10 Mbps
19;Buenos Aires;41;13;2017-T4;30–50 Mbps
20;Buenos Aires;4,5;3277;2017-T4;0–10 Mbps
21;Buenos Aires;50;1;2017-T4;50–100 Mbps
22;Buenos Aires;0,51;3865;2017-T4;0–10 Mbps
23;Buenos Aires;61;1;2017-T4;50–100 Mbps
24;Buenos Aires;6,4;1346370;2017-T4;0–10 Mbps
25;Buenos Aires;71;2;2017-T4;50–100 Mbps
26;Buenos Aires;7,5;1764;2017-T4;0–10 Mbps
27;Buenos Aires;97;1;2017-T4;50–100 Mbps
28;Buenos Aires;10,1;250722;2017-T4;10–30 Mbps
29;Buenos Aires;122;2;2017-T4;100–300 Mbps
30;Buenos Aires;12,3;440198;2017-T4;10–30 Mbps
31;Buenos Aires;155;220;2017-T4;100–300 Mbps
32;Buenos Aires;20,5;175144;2017-T4;10–30 Mbps
33;Buenos Aires;25,1;153722;2017-T4;10–30 Mbps
34;Buenos Aires;50,1;124942;2017-T4;50–100 Mbps
35;Buenos Aires;100,1;24786;2017-T4;100–300 Mbps
36;CABA;1;701;2017-T4;0–10 Mbps
37;CABA;4;4051;2017-T4;0–10 Mbps
38;CABA;6;5774;2017-T4;0–10 Mbps
39;CABA;9;922;2017-T4;0–10 Mbps
40;CABA;10;5;2017-T4;10–30 Mbps
41;CABA;12;5;2017-T4;10–30 Mbps
42;CABA;1,2;30710;2017-T4;0–10 Mbps
43;CABA;16;1217;2017-T4;10–30 Mbps
44;CABA;17;3;2017-T4;10–30 Mbps
45;CABA;18;1;2017-T4;10–30 Mbps
46;CABA;19;40974;2017-T4;10–30 Mbps
47;CABA;2,2;788;2017-T4;0–10 Mbps
48;CABA;25;1;2017-T4;10–30 Mbps
49;CABA;31;62693;2017-T4;30–50 Mbps
50;CABA;3,2;1892;2017-T4;0–10 Mbps
51;CABA;36;7;2017-T4;30–50 Mbps
52;CABA;41;22;2017-T4;30–50 Mbps
53;CABA;4,5;1049;2017-T4;0–10 Mbps
54;CABA;0,51;314;2017-T4;0–10 Mbps
55;CABA;61;8;2017-T4;50–100 Mbps
56;CABA;6,4;503464;2017-T4;0–10 Mbps
57;CABA;66;1;2017-T4;50–100 Mbps
58;CABA;71;5;2017-T4;50–100 Mbps
59;CABA;7,5;19;2017-T4;0–10 Mbps
60;CABA;81;2;2017-T4;50–100 Mbps
61;CABA;10,1;283094;2017-T4;10–30 Mbps
62;CABA;120;2;2017-T4;100–300 Mbps
63;CABA;122;6;2017-T4;100–300 Mbps
64;CABA;12,3;290212;2017-T4;10–30 Mbps
65;CABA;131;2;2017-T4;100–300 Mbps
66;CABA;155;2589;2017-T4;100–300 Mbps
67;CABA;20,5;125708;2017-T4;10–30 Mbps
68;CABA;25,1;117018;2017-T4;10–30 Mbps
69;CABA;50,1;91194;2017-T4;50–100 Mbps
70;CABA;100,1;19785;2017-T4;100–300 Mbps
71;Catamarca;1;1;2017-T4;0–10 Mbps
72;Catamarca;4;198;2017-T4;0–10 Mbps
73;Catamarca;1,2;3181;2017-T4;0–10 Mbps
74;Catamarca;16;2;2017-T4;10–30 Mbps
75;Catamarca;0,26;2151;2017-T4;0–10 Mbps
76;Catamarca;31;43;2017-T4;30–50 Mbps
77;Catamarca;3,2;43;2017-T4;0–10 Mbps
78;Catamarca;0,51;34;2017-T4;0–10 Mbps
79;Catamarca;6,4;15074;2017-T4;0–10 Mbps
80;Catamarca;10,1;5904;2017-T4;10–30 Mbps
81;Catamarca;155;2;2017-T4;100–300 Mbps
82;Catamarca;20,5;2925;2017-T4;10–30 Mbps
83;Chaco;1;1;2017-T4;0–10 Mbps
84;Chaco;4;1310;2017-T4;0–10 Mbps
85;Chaco;6;8;2017-T4;0–10 Mbps
86;Chaco;9;8917;2017-T4;0–10 Mbps
87;Chaco;1,2;3431;2017-T4;0–10 Mbps
88;Chaco;16;26;2017-T4;10–30 Mbps
89;Chaco;19;723;2017-T4;10–30 Mbps
90;Chaco;2,2;22;2017-T4;0–10 Mbps
91;Chaco;0,26;1035;2017-T4;0–10 Mbps
92;Chaco;31;688;2017-T4;30–50 Mbps
93;Chaco;3,2;34;2017-T4;0–10 Mbps
94;Chaco;36;522;2017-T4;30–50 Mbps
95;Chaco;4,5;6536;2017-T4;0–10 Mbps
96;Chaco;46;107;2017-T4;30–50 Mbps
97;Chaco;0,51;70;2017-T4;0–10 Mbps
98;Chaco;6,4;29234;2017-T4;0–10 Mbps
99;Chaco;10,1;15171;2017-T4;10–30 Mbps
100;Chaco;12,3;8521;2017-T4;10–30 Mbps
101;Chaco;155;60;2017-T4;100–300 Mbps
102;Chaco;20,5;10853;2017-T4;10–30 Mbps
103;Chaco;25,1;6646;2017-T4;10–30 Mbps
104;Chaco;50,1;2297;2017-T4;50–100 Mbps
105;Chaco;100,1;259;2017-T4;100–300 Mbps
106;Chubut;1;3086;2017-T4;0–10 Mbps
107;Chubut;4;8261;2017-T4;0–10 Mbps
108;Chubut;6;54;2017-T4;0–10 Mbps
109;Chubut;9;2543;2017-T4;0–10 Mbps
110;Chubut;1,2;1227;2017-T4;0–10 Mbps
111;Chubut;16;3;2017-T4;10–30 Mbps
112;Chubut;2,2;1104;2017-T4;0–10 Mbps
113;Chubut;31;2;2017-T4;30–50 Mbps
114;Chubut;3,2;7760;2017-T4;0–10 Mbps
115;Chubut;4,5;534;2017-T4;0–10 Mbps
116;Chubut;0,51;67;2017-T4;0–10 Mbps
117;Chubut;6,4;65963;2017-T4;0–10 Mbps
118;Chubut;10,1;2812;2017-T4;10–30 Mbps
119;Chubut;12,3;4;2017-T4;10–30 Mbps
120;Chubut;25,1;3;2017-T4;10–30 Mbps
121;Chubut;50,1;9;2017-T4;50–100 Mbps
122;Córdoba;1;3524;2017-T4;0–10 Mbps
123;Córdoba;4;59998;2017-T4;0–10 Mbps
124;Córdoba;6;5115;2017-T4;0–10 Mbps
125;Córdoba;9;10535;2017-T4;0–10 Mbps
126;Córdoba;12;2;2017-T4;10–30 Mbps
127;Córdoba;1,2;21887;2017-T4;0–10 Mbps
128;Córdoba;16;1093;2017-T4;10–30 Mbps
129;Córdoba;19;15370;2017-T4;10–30 Mbps
130;Córdoba;2,2;1340;2017-T4;0–10 Mbps
131;Córdoba;0,26;8429;2017-T4;0–10 Mbps
132;Córdoba;31;4651;2017-T4;30–50 Mbps
133;Córdoba;3,2;6748;2017-T4;0–10 Mbps
134;Córdoba;4,5;2663;2017-T4;0–10 Mbps
135;Córdoba;0,51;291;2017-T4;0–10 Mbps
136;Córdoba;6,4;204973;2017-T4;0–10 Mbps
137;Córdoba;66;1;2017-T4;50–100 Mbps
138;Córdoba;71;1;2017-T4;50–100 Mbps
139;Córdoba;7,5;133;2017-T4;0–10 Mbps
140;Córdoba;10,1;92224;2017-T4;10–30 Mbps
141;Córdoba;12,3;135753;2017-T4;10–30 Mbps
142;Córdoba;155;2339;2017-T4;100–300 Mbps
143;Córdoba;20,5;65384;2017-T4;10–30 Mbps
144;Córdoba;25,1;36394;2017-T4;10–30 Mbps
145;Córdoba;50,1;19186;2017-T4;50–100 Mbps
146;Córdoba;100,1;2577;2017-T4;100–300 Mbps
147;Corrientes;4;793;2017-T4;0–10 Mbps
148;Corrientes;6;1;2017-T4;0–10 Mbps
149;Corrientes;9;8585;2017-T4;0–10 Mbps
150;Corrientes;1,2;5220;2017-T4;0–10 Mbps
151;Corrientes;16;21;2017-T4;10–30 Mbps
152;Corrientes;19;717;2017-T4;10–30 Mbps
153;Corrientes;2,2;1337;2017-T4;0–10 Mbps
154;Corrientes;31;207;2017-T4;30–50 Mbps
155;Corrientes;3,2;43;2017-T4;0–10 Mbps
156;Corrientes;36;488;2017-T4;30–50 Mbps
157;Corrientes;4,5;6923;2017-T4;0–10 Mbps
158;Corrientes;46;131;2017-T4;30–50 Mbps
159;Corrientes;0,51;11;2017-T4;0–10 Mbps
160;Corrientes;6,4;31983;2017-T4;0–10 Mbps
161;Corrientes;10,1;15101;2017-T4;10–30 Mbps
162;Corrientes;12,3;7353;2017-T4;10–30 Mbps
163;Corrientes;155;12;2017-T4;100–300 Mbps
164;Corrientes;20,5;7955;2017-T4;10–30 Mbps
165;Corrientes;25,1;4860;2017-T4;10–30 Mbps
166;Corrientes;50,1;1814;2017-T4;50–100 Mbps
167;Corrientes;100,1;216;2017-T4;100–300 Mbps
168;Entre Ríos;1;7;2017-T4;0–10 Mbps
169;Entre Ríos;4;14662;2017-T4;0–10 Mbps
170;Entre Ríos;6;984;2017-T4;0–10 Mbps
171;Entre Ríos;9;12885;2017-T4;0–10 Mbps
172;Entre Ríos;10;1;2017-T4;10–30 Mbps
173;Entre Ríos;1,2;9071;2017-T4;0–10 Mbps
174;Entre Ríos;16;19;2017-T4;10–30 Mbps
175;Entre Ríos;19;1007;2017-T4;10–30 Mbps
176;Entre Ríos;2,2;3420;2017-T4;0–10 Mbps
177;Entre Ríos;31;273;2017-T4;30–50 Mbps
178;Entre Ríos;3,2;1903;2017-T4;0–10 Mbps
179;Entre Ríos;36;335;2017-T4;30–50 Mbps
180;Entre Ríos;4,5;11377;2017-T4;0–10 Mbps
181;Entre Ríos;46;58;2017-T4;30–50 Mbps
182;Entre Ríos;0,51;1685;2017-T4;0–10 Mbps
183;Entre Ríos;6,4;63120;2017-T4;0–10 Mbps
184;Entre Ríos;71;1;2017-T4;50–100 Mbps
185;Entre Ríos;10,1;32303;2017-T4;10–30 Mbps
186;Entre Ríos;12,3;14708;2017-T4;10–30 Mbps
187;Entre Ríos;155;660;2017-T4;100–300 Mbps
188;Entre Ríos;20,5;14276;2017-T4;10–30 Mbps
189;Entre Ríos;25,1;7704;2017-T4;10–30 Mbps
190;Entre Ríos;50,1;2721;2017-T4;50–100 Mbps
191;Entre Ríos;100,1;319;2017-T4;100–300 Mbps
192;Formosa;1;191;2017-T4;0–10 Mbps
193;Formosa;4;1202;2017-T4;0–10 Mbps
194;Formosa;6;52;2017-T4;0–10 Mbps
195;Formosa;9;1;2017-T4;0–10 Mbps
196;Formosa;1,2;3870;2017-T4;0–10 Mbps
197;Formosa;16;2;2017-T4;10–30 Mbps
198;Formosa;19;29;2017-T4;10–30 Mbps
199;Formosa;2,2;122;2017-T4;0–10 Mbps
200;Formosa;31;584;2017-T4;30–50 Mbps
201;Formosa;3,2;342;2017-T4;0–10 Mbps
202;Formosa;0,51;1110;2017-T4;0–10 Mbps
203;Formosa;6,4;11502;2017-T4;0–10 Mbps
204;Formosa;10,1;4866;2017-T4;10–30 Mbps
205;Formosa;12,3;1638;2017-T4;10–30 Mbps
206;Formosa;155;13;2017-T4;100–300 Mbps
207;Formosa;20,5;5327;2017-T4;10–30 Mbps
208;Formosa;25,1;397;2017-T4;10–30 Mbps
209;Formosa;50,1;776;2017-T4;50–100 Mbps
210;Formosa;100,1;31;2017-T4;100–300 Mbps
211;Jujuy;1;2153;2017-T4;0–10 Mbps
212;Jujuy;4;9511;2017-T4;0–10 Mbps
213;Jujuy;9;36;2017-T4;0–10 Mbps
214;Jujuy;1,2;3211;2017-T4;0–10 Mbps
215;Jujuy;16;15;2017-T4;10–30 Mbps
216;Jujuy;31;44;2017-T4;30–50 Mbps
217;Jujuy;3,2;13;2017-T4;0–10 Mbps
218;Jujuy;0,51;345;2017-T4;0–10 Mbps
219;Jujuy;6,4;17042;2017-T4;0–10 Mbps
220;Jujuy;10,1;7685;2017-T4;10–30 Mbps
221;Jujuy;155;3;2017-T4;100–300 Mbps
222;Jujuy;20,5;3492;2017-T4;10–30 Mbps
223;La Pampa;1;7350;2017-T4;0–10 Mbps
224;La Pampa;4;43451;2017-T4;0–10 Mbps
225;La Pampa;6;4979;2017-T4;0–10 Mbps
226;La Pampa;9;1129;2017-T4;0–10 Mbps
227;La Pampa;1,2;1379;2017-T4;0–10 Mbps
228;La Pampa;16;343;2017-T4;10–30 Mbps
229;La Pampa;19;10;2017-T4;10–30 Mbps
230;La Pampa;2,2;1213;2017-T4;0–10 Mbps
231;La Pampa;0,26;3503;2017-T4;0–10 Mbps
232;La Pampa;31;11;2017-T4;30–50 Mbps
233;La Pampa;3,2;3635;2017-T4;0–10 Mbps
234;La Pampa;4,5;1;2017-T4;0–10 Mbps
235;La Pampa;0,51;310;2017-T4;0–10 Mbps
236;La Pampa;6,4;12774;2017-T4;0–10 Mbps
237;La Pampa;10,1;98;2017-T4;10–30 Mbps
238;La Pampa;12,3;430;2017-T4;10–30 Mbps
239;La Pampa;20,5;9;2017-T4;10–30 Mbps
240;La Pampa;25,1;390;2017-T4;10–30 Mbps
241;La Pampa;50,1;68;2017-T4;50–100 Mbps
242;La Pampa;100,1;3;2017-T4;100–300 Mbps
243;La Rioja;1;1;2017-T4;0–10 Mbps
244;La Rioja;4;31591;2017-T4;0–10 Mbps
245;La Rioja;1,2;1487;2017-T4;0–10 Mbps
246;La Rioja;16;3650;2017-T4;10–30 Mbps
247;La Rioja;31;24;2017-T4;30–50 Mbps
248;La Rioja;3,2;2;2017-T4;0–10 Mbps
249;La Rioja;0,51;9;2017-T4;0–10 Mbps
250;La Rioja;6,4;9184;2017-T4;0–10 Mbps
251;La Rioja;10,1;4083;2017-T4;10–30 Mbps
252;La Rioja;20,5;2163;2017-T4;10–30 Mbps
253;La Rioja;50,1;1;2017-T4;50–100 Mbps
254;Mendoza;1;14;2017-T4;0–10 Mbps
255;Mendoza;4;13169;2017-T4;0–10 Mbps
256;Mendoza;9;13;2017-T4;0–10 Mbps
257;Mendoza;10;250;2017-T4;10–30 Mbps
258;Mendoza;1,2;1642;2017-T4;0–10 Mbps
259;Mendoza;16;63;2017-T4;10–30 Mbps
260;Mendoza;2,2;2228;2017-T4;0–10 Mbps
261;Mendoza;31;28;2017-T4;30–50 Mbps
262;Mendoza;3,2;3326;2017-T4;0–10 Mbps
263;Mendoza;4,5;255;2017-T4;0–10 Mbps
264;Mendoza;0,51;26;2017-T4;0–10 Mbps
265;Mendoza;6,4;158668;2017-T4;0–10 Mbps
266;Mendoza;10,1;175;2017-T4;10–30 Mbps
267;Mendoza;12,3;78;2017-T4;10–30 Mbps
268;Mendoza;20,5;137;2017-T4;10–30 Mbps
269;Mendoza;25,1;20;2017-T4;10–30 Mbps
270;Mendoza;50,1;56;2017-T4;50–100 Mbps
271;Mendoza;100,1;6;2017-T4;100–300 Mbps
272;Misiones;4;7;2017-T4;0–10 Mbps
273;Misiones;6;10;2017-T4;0–10 Mbps
274;Misiones;9;7414;2017-T4;0–10 Mbps
275;Misiones;1,2;3900;2017-T4;0–10 Mbps
276;Misiones;16;6;2017-T4;10–30 Mbps
277;Misiones;19;816;2017-T4;10–30 Mbps
278;Misiones;2,2;18;2017-T4;0–10 Mbps
279;Misiones;31;525;2017-T4;30–50 Mbps
280;Misiones;3,2;1909;2017-T4;0–10 Mbps
281;Misiones;36;96;2017-T4;30–50 Mbps
282;Misiones;4,5;4631;2017-T4;0–10 Mbps
283;Misiones;46;21;2017-T4;30–50 Mbps
284;Misiones;0,51;1053;2017-T4;0–10 Mbps
285;Misiones;6,4;35148;2017-T4;0–10 Mbps
286;Misiones;10,1;15717;2017-T4;10–30 Mbps
287;Misiones;12,3;12350;2017-T4;10–30 Mbps
288;Misiones;155;18;2017-T4;100–300 Mbps
289;Misiones;20,5;9090;2017-T4;10–30 Mbps
290;Misiones;25,1;8585;2017-T4;10–30 Mbps
291;Misiones;50,1;2348;2017-T4;50–100 Mbps
292;Misiones;100,1;233;2017-T4;100–300 Mbps
293;Neuquén;1;1075;2017-T4;0–10 Mbps
294;Neuquén;4;26902;2017-T4;0–10 Mbps
295;Neuquén;6;122;2017-T4;0–10 Mbps
296;Neuquén;9;808;2017-T4;0–10 Mbps
297;Neuquén;1,2;1297;2017-T4;0–10 Mbps
298;Neuquén;16;7;2017-T4;10–30 Mbps
299;Neuquén;19;1863;2017-T4;10–30 Mbps
300;Neuquén;2,2;212;2017-T4;0–10 Mbps
301;Neuquén;0,26;6105;2017-T4;0–10 Mbps
302;Neuquén;31;242;2017-T4;30–50 Mbps
303;Neuquén;3,2;316;2017-T4;0–10 Mbps
304;Neuquén;4,5;104;2017-T4;0–10 Mbps
305;Neuquén;0,51;1396;2017-T4;0–10 Mbps
306;Neuquén;6,4;40380;2017-T4;0–10 Mbps
307;Neuquén;10,1;517;2017-T4;10–30 Mbps
308;Neuquén;12,3;20777;2017-T4;10–30 Mbps
309;Neuquén;20,5;134;2017-T4;10–30 Mbps
310;Neuquén;25,1;7327;2017-T4;10–30 Mbps
311;Neuquén;50,1;5579;2017-T4;50–100 Mbps
312;Neuquén;100,1;680;2017-T4;100–300 Mbps
313;Río Negro;1;198;2017-T4;0–10 Mbps
314;Río Negro;4;3939;2017-T4;0–10 Mbps
315;Río Negro;6;838;2017-T4;0–10 Mbps
316;Río Negro;9;73;2017-T4;0–10 Mbps
317;Río Negro;1,2;5400;2017-T4;0–10 Mbps
318;Río Negro;16;21;2017-T4;10–30 Mbps
319;Río Negro;19;1020;2017-T4;10–30 Mbps
320;Río Negro;2,2;2161;2017-T4;0–10 Mbps
321;Río Negro;0,26;3719;2017-T4;0–10 Mbps
322;Río Negro;31;128;2017-T4;30–50 Mbps
323;Río Negro;3,2;525;2017-T4;0–10 Mbps
324;Río Negro;41;2;2017-T4;30–50 Mbps
325;Río Negro;4,5;267;2017-T4;0–10 Mbps
326;Río Negro;0,51;409;2017-T4;0–10 Mbps
327;Río Negro;6,4;73348;2017-T4;0–10 Mbps
328;Río Negro;10,1;412;2017-T4;10–30 Mbps
329;Río Negro;12,3;11382;2017-T4;10–30 Mbps
330;Río Negro;20,5;79;2017-T4;10–30 Mbps
331;Río Negro;25,1;3354;2017-T4;10–30 Mbps
332;Río Negro;50,1;2158;2017-T4;50–100 Mbps
333;Río Negro;100,1;245;2017-T4;100–300 Mbps
334;Salta;1;132;2017-T4;0–10 Mbps
335;Salta;4;21608;2017-T4;0–10 Mbps
336;Salta;6;6;2017-T4;0–10 Mbps
337;Salta;9;7733;2017-T4;0–10 Mbps
338;Salta;1,2;4143;2017-T4;0–10 Mbps
339;Salta;16;189;2017-T4;10–30 Mbps
340;Salta;2,2;15;2017-T4;0–10 Mbps
341;Salta;31;359;2017-T4;30–50 Mbps
342;Salta;3,2;158;2017-T4;0–10 Mbps
343;Salta;0,51;636;2017-T4;0–10 Mbps
344;Salta;6,4;51497;2017-T4;0–10 Mbps
345;Salta;10,1;25109;2017-T4;10–30 Mbps
346;Salta;12,3;5668;2017-T4;10–30 Mbps
347;Salta;155;10;2017-T4;100–300 Mbps
348;Salta;20,5;13111;2017-T4;10–30 Mbps
349;Salta;25,1;3229;2017-T4;10–30 Mbps
350;Salta;50,1;45;2017-T4;50–100 Mbps
351;San Juan;1;1031;2017-T4;0–10 Mbps
352;San Juan;4;1677;2017-T4;0–10 Mbps
353;San Juan;6;1;2017-T4;0–10 Mbps
354;San Juan;9;1;2017-T4;0–10 Mbps
355;San Juan;1,2;31;2017-T4;0–10 Mbps
356;San Juan;31;4;2017-T4;30–50 Mbps
357;San Juan;3,2;27;2017-T4;0–10 Mbps
358;San Juan;0,51;22;2017-T4;0–10 Mbps
359;San Juan;6,4;55820;2017-T4;0–10 Mbps
360;San Juan;10,1;8;2017-T4;10–30 Mbps
361;San Luis;1;1;2017-T4;0–10 Mbps
362;San Luis;4;1136;2017-T4;0–10 Mbps
363;San Luis;6;1;2017-T4;0–10 Mbps
364;San Luis;9;7;2017-T4;0–10 Mbps
365;San Luis;1,2;100;2017-T4;0–10 Mbps
366;San Luis;0,26;1902;2017-T4;0–10 Mbps
367;San Luis;31;7;2017-T4;30–50 Mbps
368;San Luis;3,2;5;2017-T4;0–10 Mbps
369;San Luis;0,51;59;2017-T4;0–10 Mbps
370;San Luis;6,4;11680;2017-T4;0–10 Mbps
371;San Luis;10,1;1;2017-T4;10–30 Mbps
372;San Luis;25,1;1;2017-T4;10–30 Mbps
373;Santa Cruz;4;6294;2017-T4;0–10 Mbps
374;Santa Cruz;6;1610;2017-T4;0–10 Mbps
375;Santa Cruz;9;2;2017-T4;0–10 Mbps
376;Santa Cruz;1,2;78;2017-T4;0–10 Mbps
377;Santa Cruz;16;66;2017-T4;10–30 Mbps
378;Santa Cruz;2,2;143;2017-T4;0–10 Mbps
379;Santa Cruz;31;1;2017-T4;30–50 Mbps
380;Santa Cruz;3,2;2972;2017-T4;0–10 Mbps
381;Santa Cruz;41;3;2017-T4;30–50 Mbps
382;Santa Cruz;0,51;68;2017-T4;0–10 Mbps
383;Santa Cruz;6,4;18054;2017-T4;0–10 Mbps
384;Santa Cruz;10,1;653;2017-T4;10–30 Mbps
385;Santa Cruz;20,5;34;2017-T4;10–30 Mbps
386;Santa Fe;1;7637;2017-T4;0–10 Mbps
387;Santa Fe;4;93221;2017-T4;0–10 Mbps
388;Santa Fe;6;3785;2017-T4;0–10 Mbps
389;Santa Fe;9;28663;2017-T4;0–10 Mbps
390;Santa Fe;1,2;26495;2017-T4;0–10 Mbps
391;Santa Fe;14;1;2017-T4;10–30 Mbps
392;Santa Fe;16;5213;2017-T4;10–30 Mbps
393;Santa Fe;19;8289;2017-T4;10–30 Mbps
394;Santa Fe;22;24;2017-T4;10–30 Mbps
395;Santa Fe;2,2;3994;2017-T4;0–10 Mbps
396;Santa Fe;0,26;14119;2017-T4;0–10 Mbps
397;Santa Fe;31;3877;2017-T4;30–50 Mbps
398;Santa Fe;3,2;10009;2017-T4;0–10 Mbps
399;Santa Fe;36;387;2017-T4;30–50 Mbps
400;Santa Fe;41;2;2017-T4;30–50 Mbps
401;Santa Fe;4,5;8068;2017-T4;0–10 Mbps
402;Santa Fe;46;77;2017-T4;30–50 Mbps
403;Santa Fe;0,51;3109;2017-T4;0–10 Mbps
404;Santa Fe;61;1;2017-T4;50–100 Mbps
405;Santa Fe;6,4;190921;2017-T4;0–10 Mbps
406;Santa Fe;7,5;45;2017-T4;0–10 Mbps
407;Santa Fe;97;1;2017-T4;50–100 Mbps
408;Santa Fe;10,1;80231;2017-T4;10–30 Mbps
409;Santa Fe;12,3;81931;2017-T4;10–30 Mbps
410;Santa Fe;155;1602;2017-T4;100–300 Mbps
411;Santa Fe;20,5;55895;2017-T4;10–30 Mbps
412;Santa Fe;25,1;27074;2017-T4;10–30 Mbps
413;Santa Fe;50,1;14755;2017-T4;50–100 Mbps
414;Santa Fe;100,1;2538;2017-T4;100–300 Mbps
415;Santiago Del Estero;1;909;2017-T4;0–10 Mbps
416;Santiago Del Estero;4;28772;2017-T4;0–10 Mbps
417;Santiago Del Estero;9;11710;2017-T4;0–10 Mbps
418;Santiago Del Estero;1,2;2182;2017-T4;0–10 Mbps
419;Santiago Del Estero;16;27;2017-T4;10–30 Mbps
420;Santiago Del Estero;2,2;13;2017-T4;0–10 Mbps
421;Santiago Del Estero;31;18;2017-T4;30–50 Mbps
422;Santiago Del Estero;3,2;3;2017-T4;0–10 Mbps
423;Santiago Del Estero;0,51;41;2017-T4;0–10 Mbps
424;Santiago Del Estero;6,4;14756;2017-T4;0–10 Mbps
425;Santiago Del Estero;10,1;7063;2017-T4;10–30 Mbps
426;Santiago Del Estero;20,5;3332;2017-T4;10–30 Mbps
427;Santiago Del Estero;25,1;16;2017-T4;10–30 Mbps
428;Tierra Del Fuego;1;282;2017-T4;0–10 Mbps
429;Tierra Del Fuego;4;9424;2017-T4;0–10 Mbps
430;Tierra Del Fuego;1,2;28;2017-T4;0–10 Mbps
431;Tierra Del Fuego;3,2;4;2017-T4;0–10 Mbps
432;Tierra Del Fuego;4,5;1;2017-T4;0–10 Mbps
433;Tierra Del Fuego;0,51;6;2017-T4;0–10 Mbps
434;Tierra Del Fuego;6,4;21905;2017-T4;0–10 Mbps
435;Tierra Del Fuego;10,1;2;2017-T4;10–30 Mbps
436;Tucumán;1;1;2017-T4;0–10 Mbps
437;Tucumán;4;8017;2017-T4;0–10 Mbps
438;Tucumán;6;9;2017-T4;0–10 Mbps
439;Tucumán;1,2;8163;2017-T4;0–10 Mbps
440;Tucumán;16;76;2017-T4;10–30 Mbps
441;Tucumán;31;1303;2017-T4;30–50 Mbps
442;Tucumán;3,2;159;2017-T4;0–10 Mbps
443;Tucumán;0,51;105;2017-T4;0–10 Mbps
444;Tucumán;6,4;70565;2017-T4;0–10 Mbps
445;Tucumán;10,1;45241;2017-T4;10–30 Mbps
446;Tucumán;155;4367;2017-T4;100–300 Mbps
447;Tucumán;20,5;24242;2017-T4;10–30 Mbps
448;Buenos Aires;1;34849;2018-T1;0–10 Mbps
449;Buenos Aires;4;123030;2018-T1;0–10 Mbps
450;Buenos Aires;6;4783;2018-T1;0–10 Mbps
451;Buenos Aires;9;11235;2018-T1;0–10 Mbps
452;Buenos Aires;10;79;2018-T1;10–30 Mbps
453;Buenos Aires;12;6;2018-T1;10–30 Mbps
454;Buenos Aires;1,2;39917;2018-T1;0–10 Mbps
455;Buenos Aires;14;2;2018-T1;10–30 Mbps
456;Buenos Aires;15;1;2018-T1;10–30 Mbps
457;Buenos Aires;16;47829;2018-T1;10–30 Mbps
458;Buenos Aires;17;112;2018-T1;10–30 Mbps
459;Buenos Aires;19;46193;2018-T1;10–30 Mbps
460;Buenos Aires;22;1;2018-T1;10–30 Mbps
461;Buenos Aires;2,2;44592;2018-T1;0–10 Mbps
462;Buenos Aires;25;2;2018-T1;10–30 Mbps
463;Buenos Aires;0,26;105818;2018-T1;0–10 Mbps
464;Buenos Aires;31;279058;2018-T1;30–50 Mbps
465;Buenos Aires;3,2;38995;2018-T1;0–10 Mbps
466;Buenos Aires;41;10;2018-T1;30–50 Mbps
467;Buenos Aires;4,5;5515;2018-T1;0–10 Mbps
468;Buenos Aires;50;1;2018-T1;50–100 Mbps
469;Buenos Aires;0,51;1514;2018-T1;0–10 Mbps
470;Buenos Aires;61;1;2018-T1;50–100 Mbps
471;Buenos Aires;6,4;1228837;2018-T1;0–10 Mbps
472;Buenos Aires;71;2;2018-T1;50–100 Mbps
473;Buenos Aires;7,5;1806;2018-T1;0–10 Mbps
474;Buenos Aires;97;1;2018-T1;50–100 Mbps
475;Buenos Aires;10,1;279612;2018-T1;10–30 Mbps
476;Buenos Aires;122;2;2018-T1;100–300 Mbps
477;Buenos Aires;12,3;607979;2018-T1;10–30 Mbps
478;Buenos Aires;155;2227;2018-T1;100–300 Mbps
479;Buenos Aires;20,5;184556;2018-T1;10–30 Mbps
480;Buenos Aires;25,1;202165;2018-T1;10–30 Mbps
481;Buenos Aires;50,1;146463;2018-T1;50–100 Mbps
482;Buenos Aires;100,1;34507;2018-T1;100–300 Mbps
483;CABA;1;16;2018-T1;0–10 Mbps
