ID_Acceso_UT;ID_Localidad;ID_Tecnologia;Accesos
2373;6658010;SATELITAL;9
2374;6658010;WIRELESS;319
2375;6658010;CABLEMODEM;1487
2376;6658010;DIAL UP;8
2377;6658010;FIBRA OPTICA;5183
2378;6658010;SATELITAL;16
2379;6658010;ADSL;32
2380;6658010;CABLEMODEM;47585
2381;6658010;DIAL UP;72
2382;6658010;FIBRA OPTICA;16325
2383;6658010;Otros;69
2384;6658010;SATELITAL;33
2385;6658010;WIRELESS;141
2386;6658010;ADSL;14
2387;6658010;CABLEMODEM;7738
2388;6658010;DIAL UP;45
2389;6658010;FIBRA OPTICA;16085
2390;6658010;SATELITAL;20
2391;6658010;WIRELESS;2
2392;6658010;ADSL;2
2393;6658010;CABLEMODEM;11603
2394;6658010;FIBRA OPTICA;14
2395;6658010;Otros;39
2396;6658010;SATELITAL;6
2397;6658010;WIRELESS;114
2398;6658010;ADSL;2
2399;6658010;CABLEMODEM;5449
2400;6658010;DIAL UP;4
2401;6658010;FIBRA OPTICA;6991
2402;6658010;SATELITAL;11
2403;6658010;WIRELESS;114
2404;6665010;ADSL;17
2405;6665010;FIBRA OPTICA;63
2406;6665010;SATELITAL;6
2407;6665010;WIRELESS;39
2408;6665020;SATELITAL;2
2409;6665030;FIBRA OPTICA;1
2410;6665030;SATELITAL;60
2411;6665040;ADSL;293
2412;6665040;CABLEMODEM;1305
2413;6665040;FIBRA OPTICA;2188
2414;6665040;SATELITAL;46
2415;6665040;WIRELESS;642
2416;6665050;SATELITAL;28
2417;6665060;ADSL;345
2418;6665060;CABLEMODEM;2303
2419;6665060;FIBRA OPTICA;422
2420;6665060;SATELITAL;30
2421;6665060;WIRELESS;139
2422;1000014;WIRELESS;15
2423;6672010;ADSL;756
2424;6672010;DIAL UP;6
2425;6672010;FIBRA OPTICA;515
2426;6672010;SATELITAL;137
2427;6672010;WIRELESS;93
2428;6679010;ADSL;522
2429;6679010;CABLEMODEM;928
2430;6679010;FIBRA OPTICA;476
2431;6679010;Otros;1
2432;6679010;SATELITAL;63
2433;6679010;WIRELESS;810
2434;6679020;ADSL;272
2435;6679020;FIBRA OPTICA;74
2436;6679020;SATELITAL;25
2437;6679030;SATELITAL;10
2438;6679030;WIRELESS;1
2439;6679040;SATELITAL;2
2440;6679050;SATELITAL;6
2441;6679060;FIBRA OPTICA;46
2442;6679060;SATELITAL;5
2443;6679070;FIBRA OPTICA;31
2444;6679070;SATELITAL;9
2445;6679070;WIRELESS;175
2446;6679080;SATELITAL;5
2447;6686080;SATELITAL;12
2448;6686010;SATELITAL;6
2449;6686020;FIBRA OPTICA;196
2450;6686020;SATELITAL;17
2451;6686020;WIRELESS;47
2452;6686030;SATELITAL;6
2453;6686040;SATELITAL;7
2454;6686040;WIRELESS;26
2455;6686050;SATELITAL;6
2456;6686060;ADSL;349
2457;6686060;CABLEMODEM;3882
2458;6686060;DIAL UP;2
2459;6686060;FIBRA OPTICA;1150
2460;6686060;SATELITAL;86
2461;6686060;WIRELESS;1479
2462;6686070;SATELITAL;2
2463;6686080;SATELITAL;3
2464;6686060;SATELITAL;5
2465;6693010;FIBRA OPTICA;195
2466;6693010;SATELITAL;10
2467;6693010;WIRELESS;30
2468;6693020;ADSL;101
2469;6693020;CABLEMODEM;2510
2470;6693020;DIAL UP;1
2471;6693020;FIBRA OPTICA;5
2472;6693020;SATELITAL;62
2473;6693020;WIRELESS;266
2474;6700010;FIBRA OPTICA;259
2475;6700010;SATELITAL;1
2476;6700030;SATELITAL;3
2477;6700040;FIBRA OPTICA;314
2478;6700040;SATELITAL;5
2479;6700040;WIRELESS;79
2480;6700050;FIBRA OPTICA;44
2481;6700050;SATELITAL;5
2482;6700055;SATELITAL;3
2483;6700060;ADSL;120
2484;6700060;DIAL UP;3
2485;6700060;FIBRA OPTICA;5274
2486;6700060;SATELITAL;28
2487;6700070;FIBRA OPTICA;8
2488;6700070;SATELITAL;9
2489;6700070;WIRELESS;23
2490;6707010;FIBRA OPTICA;70
2491;6707010;SATELITAL;7
2492;6707060;SATELITAL;6
2493;6707030;FIBRA OPTICA;80
2494;6707030;SATELITAL;9
2495;6707040;FIBRA OPTICA;80
2496;6707040;Otros;20
2497;6707040;SATELITAL;3
2498;6707050;SATELITAL;14
2499;6707060;ADSL;349
2500;6707060;CABLEMODEM;4542
2501;6707060;FIBRA OPTICA;5725
2502;6707060;Otros;45
2503;6707060;SATELITAL;187
2504;6707060;WIRELESS;363
2505;6721010;Otros;36
2506;6721010;SATELITAL;4
2507;6721020;ADSL;84
2508;6721020;DIAL UP;1
2509;6721020;FIBRA OPTICA;1
2510;6721020;SATELITAL;28
2511;6714010;ADSL;231
2512;6714010;FIBRA OPTICA;365
2513;6714010;SATELITAL;12
2514;6714010;WIRELESS;40
2515;6714020;SATELITAL;16
2516;6714030;ADSL;181
2517;6714030;SATELITAL;7
2518;6714030;WIMAX;10
2519;6714040;FIBRA OPTICA;15
2520;6714040;Otros;189
2521;6714040;SATELITAL;13
2522;6714040;WIRELESS;41
2523;6714050;SATELITAL;8
2524;6714050;WIRELESS;28
2525;6714060;ADSL;586
2526;6714060;CABLEMODEM;1463
2527;6714060;FIBRA OPTICA;9267
2528;6714060;SATELITAL;122
2529;6714060;WIRELESS;677
2530;6728010;FIBRA OPTICA;55
2531;6728010;Otros;7
2532;6728010;SATELITAL;31
2533;6728010;WIRELESS;54
2534;6728020;Otros;218
2535;6728020;SATELITAL;12
2536;6728020;WIRELESS;24
2537;6728030;SATELITAL;8
2538;6728040;ADSL;270
2539;6728040;CABLEMODEM;770
2540;6728040;DIAL UP;1
2541;6728040;FIBRA OPTICA;3726
2542;6728040;Otros;486
2543;6728040;SATELITAL;96
2544;6728050;ADSL;46
2545;6728050;FIBRA OPTICA;261
2546;6728050;SATELITAL;28
2547;6728050;WIRELESS;107
2548;6728060;SATELITAL;19
2549;6728060;WIRELESS;117
2550;6728070;FIBRA OPTICA;184
2551;6728070;SATELITAL;40
2552;6728070;WIRELESS;86
2553;6735010;FIBRA OPTICA;231
2554;6735010;SATELITAL;22
2555;6735010;WIRELESS;278
2556;6735020;ADSL;685
2557;6735020;CABLEMODEM;2010
2558;6735020;DIAL UP;5
2559;6735020;FIBRA OPTICA;3330
2560;6735020;SATELITAL;144
2561;6735020;WIRELESS;2223
2562;6735030;ADSL;165
2563;6735030;FIBRA OPTICA;362
2564;6735030;SATELITAL;22
2565;6735030;WIRELESS;56
2566;6742010;FIBRA OPTICA;179
2567;6742010;SATELITAL;26
2568;6742020;SATELITAL;15
2569;6742020;WIRELESS;15
2570;6742030;ADSL;76
2571;6742030;CABLEMODEM;1258
2572;6742030;FIBRA OPTICA;902
2573;6742030;SATELITAL;46
2574;6742030;WIRELESS;268
2575;6749010;ADSL;605
2576;6749010;CABLEMODEM;14191
2577;6749010;DIAL UP;2
2578;6749010;FIBRA OPTICA;15025
2579;6749010;Otros;3
2580;6749010;SATELITAL;291
2581;6749010;WIRELESS;109
2582;6749010;ADSL;284
2583;6749010;CABLEMODEM;11539
2584;6749010;DIAL UP;2
2585;6749010;FIBRA OPTICA;6251
2586;6749010;Otros;4
2587;6749010;SATELITAL;44
2588;6749010;WIRELESS;1
2589;6749010;ADSL;58
2590;6749010;CABLEMODEM;6070
2591;6749010;FIBRA OPTICA;5421
2592;6749010;SATELITAL;44
2593;6756010;ADSL;78
2594;6756010;CABLEMODEM;3819
2595;6756010;DIAL UP;1
2596;6756010;FIBRA OPTICA;2105
2597;6756010;SATELITAL;97
2598;6756010;ADSL;397
2599;6756010;CABLEMODEM;13339
2600;6756010;FIBRA OPTICA;3989
2601;6756010;Otros;61
2602;6756010;SATELITAL;67
2603;6756010;WIRELESS;80
2604;6756010;ADSL;272
2605;6756010;CABLEMODEM;15739
2606;6756010;DIAL UP;4
2607;6756010;FIBRA OPTICA;10908
2608;6756010;Otros;3
2609;6756010;SATELITAL;53
2610;6756010;WIRELESS;2
2611;6756010;ADSL;516
2612;6756010;CABLEMODEM;17318
2613;6756010;DIAL UP;48
2614;6756010;FIBRA OPTICA;14002
2615;6756010;Otros;25
2616;6756010;SATELITAL;33
2617;6756010;ADSL;256
2618;6756010;CABLEMODEM;15345
2619;6756010;DIAL UP;3
2620;6756010;FIBRA OPTICA;8924
2621;6756010;Otros;3
2622;6756010;SATELITAL;37
2623;6756010;WIRELESS;1
2624;6756010;ADSL;84
2625;6756010;CABLEMODEM;7452
2626;6756010;FIBRA OPTICA;4596
2627;6756010;SATELITAL;23
2628;6760010;ADSL;7
2629;6760010;CABLEMODEM;3860
2630;6760010;DIAL UP;33
2631;6760010;FIBRA OPTICA;11256
2632;6760010;SATELITAL;77
2633;6760010;WIRELESS;1128
2634;6760010;SATELITAL;14
2635;6760010;ADSL;1
2636;6760010;CABLEMODEM;3821
2637;6760010;DIAL UP;5
2638;6760010;FIBRA OPTICA;2093
2639;6760010;SATELITAL;48
2640;6760010;ADSL;398
2641;6760010;CABLEMODEM;81401
2642;6760010;DIAL UP;60
2643;6760010;FIBRA OPTICA;14919
2644;6760010;SATELITAL;25
2645;6760010;WIRELESS;604
2646;6763010;SATELITAL;1
2647;6763010;ADSL;670
2648;6763010;FIBRA OPTICA;1403
2649;6763010;SATELITAL;6
2650;6763010;WIRELESS;49
2651;6763020;SATELITAL;3
2652;6763020;WIRELESS;108
2653;6763030;FIBRA OPTICA;599
2654;6763030;SATELITAL;6
2655;6763040;SATELITAL;4
2656;6763050;ADSL;3034
2657;6763050;CABLEMODEM;14457
2658;6763050;DIAL UP;1
2659;6763050;FIBRA OPTICA;20282
2660;6763050;SATELITAL;226
2661;6763050;WIRELESS;259
2662;6763010;SATELITAL;2
2663;6763060;SATELITAL;21
2664;6763010;SATELITAL;7
2665;6770010;SATELITAL;20
2666;6770015;SATELITAL;6
2667;6770020;SATELITAL;7
2668;6770030;SATELITAL;14
2669;6770030;WIRELESS;8
2670;6770040;Otros;237
2671;6770040;SATELITAL;30
2672;6770040;WIRELESS;37
2673;6770050;ADSL;904
2674;6770050;CABLEMODEM;5344
2675;6770050;FIBRA OPTICA;10501
2676;6770050;Otros;78
2677;6770050;SATELITAL;95
2678;6770050;WIRELESS;202
2679;6770060;ADSL;423
2680;6770060;FIBRA OPTICA;186
2681;6770060;SATELITAL;33
2682;6770060;WIRELESS;61
2683;6778020;ADSL;4
2684;6778020;CABLEMODEM;2911
2685;6778020;DIAL UP;4
2686;6778020;FIBRA OPTICA;8350
2687;6778020;SATELITAL;249
2688;6778020;WIRELESS;332
2689;6778020;CABLEMODEM;1729
2690;6778020;SATELITAL;79
2691;6778020;WIRELESS;52
2692;6778020;ADSL;3
2693;6778020;CABLEMODEM;3008
2694;6778020;DIAL UP;4
2695;6778020;FIBRA OPTICA;4755
2696;6778020;Otros;79
2697;6778020;SATELITAL;315
2698;6778020;WIRELESS;395
2699;6784010;ADSL;96
2700;6784010;FIBRA OPTICA;6
2701;6784010;SATELITAL;11
2702;6784010;WIRELESS;123
2703;6784020;ADSL;159
2704;6784020;DIAL UP;2
2705;6784020;FIBRA OPTICA;3307
2706;6784020;SATELITAL;34
2707;6784020;WIRELESS;506
2708;6791010;Otros;5
2709;6791010;SATELITAL;13
2710;6791010;WIRELESS;39
2711;6791050;FIBRA OPTICA;13
2712;6791050;SATELITAL;60
2713;6791050;WIRELESS;1
2714;6791030;FIBRA OPTICA;304
2715;6791030;Otros;35
2716;6791030;SATELITAL;26
2717;6791030;WIRELESS;21
2718;6791040;ADSL;268
2719;6791040;SATELITAL;22
2720;6791040;WIRELESS;25
2721;1000015;Otros;45
2722;6791050;ADSL;112
2723;6791050;CABLEMODEM;42213
2724;6791050;DIAL UP;171
2725;6791050;FIBRA OPTICA;3787
2726;6791050;Otros;75
2727;6791050;SATELITAL;404
2728;6791050;WIRELESS;1060
2729;6798010;SATELITAL;30
2730;6798020;FIBRA OPTICA;1
2731;6798020;SATELITAL;29
2732;6798030;SATELITAL;12
2733;6805010;ADSL;815
2734;6805010;CABLEMODEM;8758
2735;6805010;FIBRA OPTICA;13028
2736;6805010;Otros;152
2737;6805010;SATELITAL;68
2738;6805010;WIRELESS;1605
2739;6805010;ADSL;2
2740;6805010;CABLEMODEM;2594
2741;6805010;FIBRA OPTICA;303
2742;6805010;SATELITAL;352
2743;6805010;WIRELESS;104
2744;6805010;ADSL;220
2745;6805010;CABLEMODEM;12134
2746;6805010;DIAL UP;3
2747;6805010;FIBRA OPTICA;15567
2748;6805010;Otros;3
2749;6805010;SATELITAL;73
2750;6805010;WIRELESS;23
2751;6805010;FIBRA OPTICA;1
2752;6805010;SATELITAL;15
2753;6805010;WIRELESS;186
2754;6805010;ADSL;56
2755;6805010;CABLEMODEM;6644
2756;6805010;FIBRA OPTICA;10277
2757;6805010;Otros;4
2758;6805010;SATELITAL;38
2759;6805010;WIRELESS;79
2760;6805010;ADSL;1340
2761;6805010;CABLEMODEM;11074
2762;6805010;DIAL UP;1
2763;6805010;FIBRA OPTICA;5779
2764;6805010;Otros;30
2765;6805010;SATELITAL;55
2766;6805010;WIRELESS;10
2767;6805010;ADSL;74
2768;6805010;CABLEMODEM;5937
2769;6805010;FIBRA OPTICA;4362
2770;6805010;Otros;1
2771;6805010;SATELITAL;59
2772;6805010;CABLEMODEM;5091
2773;6805010;FIBRA OPTICA;4972
2774;6805010;SATELITAL;64
2775;1000016;FIBRA OPTICA;2
2776;6805010;ADSL;1053
2777;6805010;CABLEMODEM;3255
2778;6805010;FIBRA OPTICA;2911
2779;6805010;Otros;6
2780;6805010;SATELITAL;27
2781;6805010;ADSL;767
2782;6805010;CABLEMODEM;9285
2783;6805010;FIBRA OPTICA;3089
2784;6805010;Otros;18
2785;6805010;SATELITAL;229
2786;6805010;WIRELESS;45
2787;6805010;ADSL;126
2788;6805010;CABLEMODEM;11911
2789;6805010;FIBRA OPTICA;8452
2790;6805010;Otros;222
2791;6805010;SATELITAL;453
2792;6805010;WIRELESS;175
2793;6812010;ADSL;31
2794;6812010;CABLEMODEM;227
2795;6812010;FIBRA OPTICA;1
2796;6812010;SATELITAL;7
2797;6812010;WIRELESS;63
2798;6812010;SATELITAL;8
2799;6812010;WIRELESS;11
2800;6819010;SATELITAL;8
2801;6819020;ADSL;651
2802;6819020;SATELITAL;5
2803;6819030;CABLEMODEM;486
2804;6819030;FIBRA OPTICA;727
2805;6819030;SATELITAL;11
2806;6819040;ADSL;87
2807;6819040;CABLEMODEM;966
2808;6819040;FIBRA OPTICA;1457
2809;6819040;SATELITAL;29
2810;6819040;WIRELESS;355
2811;6819050;SATELITAL;11
2812;6819060;CABLEMODEM;119
2813;6819060;SATELITAL;37
2814;6819070;ADSL;475
2815;6819070;SATELITAL;29
2816;6826040;CABLEMODEM;184
2817;6826040;FIBRA OPTICA;1486
2818;6826040;Otros;2376
2819;6826040;SATELITAL;38
2820;6826010;FIBRA OPTICA;331
2821;6826010;SATELITAL;14
2822;6826020;ADSL;45
2823;6826020;SATELITAL;10
2824;6826020;WIRELESS;2
2825;6826030;SATELITAL;12
2826;6826030;WIRELESS;2
2827;1000017;SATELITAL;4
2828;6826050;ADSL;12867
2829;6826050;CABLEMODEM;5
2830;6826050;DIAL UP;61
2831;6826050;FIBRA OPTICA;16539
2832;6826050;SATELITAL;105
2833;6826050;WIRELESS;1241
2834;6826060;SATELITAL;4
2835;6826060;WIRELESS;2
2836;6833010;FIBRA OPTICA;1
2837;6833010;SATELITAL;9
2838;6833020;ADSL;186
2839;6833020;FIBRA OPTICA;840
2840;6833020;SATELITAL;7
2841;6833020;WIRELESS;1196
2842;6833030;FIBRA OPTICA;2
2843;6833030;SATELITAL;16
2844;6833030;WIRELESS;89
2845;6833110;SATELITAL;42
2846;6833040;SATELITAL;7
2847;6833040;WIRELESS;12
2848;6833050;FIBRA OPTICA;1
2849;6833050;SATELITAL;12
2850;6833050;WIRELESS;173
2851;6833060;FIBRA OPTICA;246
2852;6833060;Otros;407
2853;6833060;SATELITAL;25
2854;6833060;WIRELESS;146
2855;6833070;SATELITAL;38
2856;6833070;WIRELESS;224
2857;6833080;FIBRA OPTICA;3
2858;6833080;SATELITAL;20
2859;6833080;WIRELESS;162
2860;6833090;SATELITAL;13
2861;6833090;WIRELESS;19
2862;6833100;ADSL;717
2863;6833100;CABLEMODEM;13220
2864;6833100;DIAL UP;53
2865;6833100;FIBRA OPTICA;1633
2866;6833100;SATELITAL;76
2867;6833100;WIRELESS;1725
2868;6833110;SATELITAL;12
2869;6840010;ADSL;4
2870;6840010;CABLEMODEM;1331
2871;6840010;FIBRA OPTICA;3
2872;6840010;SATELITAL;3
2873;6840010;ADSL;622
2874;6840010;CABLEMODEM;26005
2875;6840010;DIAL UP;2
2876;6840010;FIBRA OPTICA;9885
2877;6840010;Otros;17
2878;6840010;SATELITAL;34
2879;6840010;WIRELESS;2
2880;6840010;ADSL;4
2881;6840010;CABLEMODEM;986
2882;6840010;FIBRA OPTICA;1786
2883;6840010;SATELITAL;5
2884;6840010;ADSL;41
2885;6840010;CABLEMODEM;11866
2886;6840010;DIAL UP;62
2887;6840010;FIBRA OPTICA;16772
2888;6840010;Otros;4
2889;6840010;SATELITAL;11
2890;6840010;WIRELESS;4
2891;6840010;ADSL;66
2892;6840010;CABLEMODEM;5898
2893;6840010;FIBRA OPTICA;1001
2894;6840010;SATELITAL;10
2895;6840010;ADSL;34
2896;6840010;CABLEMODEM;3129
2897;6840010;FIBRA OPTICA;1
2898;6840010;Otros;2
2899;6840010;SATELITAL;6
2900;6840010;ADSL;1
2901;6840010;CABLEMODEM;2077
2902;6840010;FIBRA OPTICA;626
2903;6840010;Otros;1
2904;6840010;SATELITAL;10
2905;6840010;WIRELESS;5
2906;6840010;ADSL;82
2907;6840010;CABLEMODEM;6235
2908;6840010;FIBRA OPTICA;63
2909;6840010;Otros;1
2910;6840010;SATELITAL;9
2911;6840010;ADSL;15
2912;6840010;CABLEMODEM;5523
2913;6840010;DIAL UP;1
2914;6840010;FIBRA OPTICA;2959
2915;6840010;SATELITAL;22
2916;6840010;ADSL;283
2917;6840010;CABLEMODEM;5495
2918;6840010;FIBRA OPTICA;305
2919;6840010;Otros;5
2920;6840010;SATELITAL;9
2921;6840010;WIRELESS;438
2922;6840010;ADSL;8
2923;6840010;CABLEMODEM;3195
2924;6840010;FIBRA OPTICA;9970
2925;6840010;SATELITAL;3
2926;6840010;ADSL;32
2927;6840010;CABLEMODEM;6027
2928;6840010;FIBRA OPTICA;1035
2929;6840010;SATELITAL;6
2930;6840010;WIRELESS;1
2931;6840010;ADSL;32
2932;6840010;CABLEMODEM;7239
2933;6840010;FIBRA OPTICA;1505
2934;6840010;SATELITAL;11
2935;6840010;WIRELESS;1
2936;6840010;ADSL;16
2937;6840010;CABLEMODEM;7922
2938;6840010;FIBRA OPTICA;7610
2939;6840010;SATELITAL;6
2940;6840010;ADSL;22
2941;6840010;CABLEMODEM;2248
2942;6840010;FIBRA OPTICA;771
2943;6840010;SATELITAL;33
2944;6847010;SATELITAL;1
2945;6847020;ADSL;34
2946;6847020;CABLEMODEM;814
2947;6847020;DIAL UP;1
2948;6847020;FIBRA OPTICA;446
2949;6847020;Otros;319
2950;6847020;SATELITAL;16
2951;6847020;WIRELESS;133
2952;6861010;ADSL;98
2953;6861010;CABLEMODEM;4164
2954;6861010;DIAL UP;1
2955;6861010;FIBRA OPTICA;3804
2956;6861010;Otros;1
2957;6861010;SATELITAL;3
2958;6861010;ADSL;150
2959;6861010;CABLEMODEM;10298
2960;6861010;DIAL UP;2
2961;6861010;FIBRA OPTICA;12300
2962;6861010;Otros;5
2963;6861010;SATELITAL;25
2964;6861010;ADSL;72
2965;6861010;CABLEMODEM;5643
2966;6861010;FIBRA OPTICA;3850
2967;6861010;Otros;3
2968;6861010;SATELITAL;17
2969;6861010;WIRELESS;245
2970;6861010;ADSL;42
2971;6861010;CABLEMODEM;2868
2972;6861010;DIAL UP;1
2973;6861010;FIBRA OPTICA;2828
2974;6861010;SATELITAL;19
2975;6861010;ADSL;85
2976;6861010;CABLEMODEM;7869
2977;6861010;DIAL UP;8
2978;6861010;FIBRA OPTICA;8367
2979;6861010;Otros;7
2980;6861010;SATELITAL;13
2981;6861010;WIRELESS;1
2982;6861010;ADSL;329
2983;6861010;CABLEMODEM;16623
2984;6861010;DIAL UP;4
2985;6861010;FIBRA OPTICA;19693
2986;6861010;Otros;45
2987;6861010;SATELITAL;20
2988;6861010;ADSL;66
2989;6861010;CABLEMODEM;7342
2990;6861010;DIAL UP;3
2991;6861010;FIBRA OPTICA;6878
2992;6861010;Otros;4
2993;6861010;SATELITAL;38
2994;6861010;WIRELESS;1
2995;6861010;CABLEMODEM;541
2996;6861010;FIBRA OPTICA;1473
2997;6861010;SATELITAL;1
2998;6861010;ADSL;148
2999;6861010;CABLEMODEM;5631
3000;6861010;DIAL UP;1
3001;6861010;FIBRA OPTICA;6455
3002;6861010;SATELITAL;25
3003;6861010;WIRELESS;375
3004;6868010;SATELITAL;49
3005;6868020;SATELITAL;31
3006;6868020;ADSL;4077
3007;6868020;FIBRA OPTICA;7669
3008;6868020;Otros;72
3009;6868020;SATELITAL;178
3010;6875010;SATELITAL;9
3011;6875010;WIRELESS;27
3012;6875020;SATELITAL;18
3013;6875025;SATELITAL;5
3014;6875025;WIRELESS;267
3015;6875030;SATELITAL;35
3016;6875040;DIAL UP;1
3017;6875040;SATELITAL;29
3018;6875040;WIRELESS;82
3019;6875050;ADSL;82
3020;6875050;FIBRA OPTICA;617
3021;6875050;SATELITAL;38
3022;6875060;ADSL;458
3023;6875060;CABLEMODEM;551
3024;6875060;DIAL UP;1
3025;6875060;SATELITAL;91
3026;6875060;WIRELESS;111
3027;6875070;ADSL;347
3028;6875070;CABLEMODEM;582
3029;6875070;FIBRA OPTICA;1663
3030;6875070;Otros;1
3031;6875070;SATELITAL;72
3032;6875070;WIRELESS;550
3033;6875080;SATELITAL;9
3034;6875080;WIRELESS;74
3035;6882050;SATELITAL;71
3036;6882020;SATELITAL;84
3037;6882030;SATELITAL;43
3038;6882030;WIRELESS;75
3039;6882040;ADSL;1
3040;6882040;FIBRA OPTICA;1
3041;6882040;SATELITAL;173
3042;6882040;WIRELESS;903
3043;6882050;ADSL;214
3044;6882050;CABLEMODEM;27476
3045;6882050;FIBRA OPTICA;2560
3046;6882050;Otros;730
3047;6882050;SATELITAL;117
3048;6882050;WIRELESS;2647
3049;2000010;ADSL;23684
3050;2000010;CABLEMODEM;1068665
3051;2000010;DIAL UP;2778
3052;2000010;FIBRA OPTICA;345148
3053;2000010;Otros;32639
3054;2000010;SATELITAL;97
3055;2000010;WIRELESS;4353
3056;2000010;SATELITAL;22
3057;2000010;SATELITAL;30
3058;2000010;SATELITAL;34
3059;2000010;SATELITAL;56
3060;2000010;SATELITAL;118
3061;2000010;SATELITAL;27
3062;2000010;SATELITAL;70
3063;2000010;SATELITAL;17
3064;2000010;SATELITAL;15
3065;2000010;SATELITAL;68
3066;2000010;SATELITAL;32
3067;2000010;SATELITAL;46
3068;2000010;SATELITAL;38
3069;2000010;SATELITAL;27
3070;2000010;SATELITAL;23
3071;2000010;SATELITAL;52
3072;2000010;SATELITAL;39
3073;2000010;SATELITAL;33
3074;2000010;SATELITAL;54
3075;2000010;SATELITAL;16
3076;2000010;SATELITAL;31
3077;2000010;SATELITAL;10
3078;2000010;SATELITAL;27
3079;2000010;SATELITAL;21
3080;2000010;SATELITAL;7
3081;2000010;SATELITAL;9
3082;2000010;SATELITAL;4
3083;2000010;SATELITAL;2
3084;2000010;SATELITAL;10
3085;2000010;SATELITAL;4
3086;2000010;SATELITAL;18
3087;2000010;SATELITAL;48
3088;2000010;SATELITAL;16
3089;2000010;SATELITAL;5
3090;2000010;SATELITAL;18
3091;2000010;SATELITAL;22
3092;2000010;SATELITAL;16
3093;2000010;SATELITAL;30
3094;2000010;SATELITAL;92
3095;2000010;SATELITAL;59
3096;2000010;SATELITAL;34
3097;2000010;SATELITAL;175
3098;2000010;SATELITAL;5
3099;2000010;SATELITAL;32
3100;2000010;SATELITAL;7
3101;2000010;SATELITAL;19
3102;2000010;SATELITAL;19
3103;2000010;SATELITAL;15
3104;10007010;SATELITAL;3
3105;10007030;SATELITAL;28
3106;10007040;SATELITAL;131
3107;10007040;WIRELESS;152
3108;10007050;SATELITAL;3
3109;10007060;SATELITAL;17
3110;10007070;SATELITAL;5
3111;10007080;SATELITAL;88
3112;10007090;SATELITAL;6
3113;10007100;SATELITAL;17
3114;10007100;WIRELESS;66
3115;10007110;SATELITAL;29
3116;10007120;SATELITAL;12
3117;10014010;SATELITAL;14
3118;10014020;SATELITAL;18
3119;10014030;FIBRA OPTICA;1
3120;10014030;SATELITAL;8
3121;10014040;SATELITAL;12
3122;10021010;SATELITAL;94
3123;10021010;SATELITAL;17
3124;10021010;SATELITAL;3
3125;10021020;ADSL;518
3126;10021020;FIBRA OPTICA;144
3127;10021020;SATELITAL;116
3128;10021020;WIRELESS;203
3129;10021010;SATELITAL;4
3130;10021030;FIBRA OPTICA;9
3131;10021030;SATELITAL;12
3132;10021030;WIRELESS;14
3133;10021040;SATELITAL;7
3134;10021050;WIRELESS;20
3135;10021070;FIBRA OPTICA;14
3136;10021070;SATELITAL;8
3137;10021080;FIBRA OPTICA;11
3138;10021080;SATELITAL;2
3139;10021080;WIRELESS;5
3140;10028010;SATELITAL;131
3141;10028020;SATELITAL;16
3142;10028030;SATELITAL;49
3143;10028040;SATELITAL;57
3144;10035010;SATELITAL;52
3145;10035020;SATELITAL;239
3146;10035020;WIRELESS;30
3147;10035030;SATELITAL;3
3148;10035040;SATELITAL;2
3149;10035050;SATELITAL;7
3150;10035060;SATELITAL;4
3151;10035070;SATELITAL;21
3152;10035090;SATELITAL;15
3153;10035100;SATELITAL;12
3154;10035100;WIRELESS;5
3155;10035110;SATELITAL;52
3156;10035110;WIRELESS;20
3157;10035120;SATELITAL;1
3158;10035130;SATELITAL;4
3159;10035140;SATELITAL;13
3160;10035150;SATELITAL;7
3161;10042010;SATELITAL;3
3162;10042020;SATELITAL;2
3163;10042030;SATELITAL;3
3164;10042040;ADSL;56
3165;10042040;FIBRA OPTICA;5
3166;10042040;SATELITAL;6
3167;10042040;WIRELESS;474
3168;10042050;SATELITAL;9
3169;10042060;FIBRA OPTICA;8
3170;10042060;SATELITAL;21
3171;10042060;WIRELESS;9
3172;10042070;SATELITAL;6
3173;10042080;FIBRA OPTICA;10
3174;10042080;SATELITAL;10
3175;10042090;SATELITAL;12
3176;10042100;FIBRA OPTICA;5
3177;10042100;SATELITAL;12
3178;10042100;WIRELESS;9
3179;10042110;SATELITAL;16
3180;10042110;WIRELESS;5
3181;10042020;SATELITAL;1
3182;10042120;FIBRA OPTICA;7
3183;10042120;SATELITAL;9
3184;10042120;WIRELESS;10
3185;10042130;SATELITAL;8
3186;10042140;SATELITAL;5
3187;10042150;SATELITAL;12
3188;10049020;SATELITAL;246
3189;10049020;ADSL;1
3190;10049020;CABLEMODEM;3
3191;10049020;FIBRA OPTICA;33
3192;10049020;SATELITAL;16
3193;10049030;ADSL;1337
3194;10049030;CABLEMODEM;8389
3195;10049030;FIBRA OPTICA;52726
3196;10049030;SATELITAL;41
3197;10049030;WIRELESS;14
3198;10056010;SATELITAL;39
3199;10056010;WIRELESS;28
3200;10056020;SATELITAL;65
3201;10056030;SATELITAL;8
3202;10056040;SATELITAL;5
3203;10056050;SATELITAL;9
3204;10056060;SATELITAL;19
3205;10063010;CABLEMODEM;8
3206;10063050;FIBRA OPTICA;26
3207;10063050;SATELITAL;5
3208;10063050;SATELITAL;12
3209;10063050;SATELITAL;10
3210;10063050;WIRELESS;5
3211;10063050;SATELITAL;2
3212;10063050;WIRELESS;5
3213;10063020;SATELITAL;12
