ID_Acceso_UT;ID_Localidad;ID_Tecnologia;Accesos
4917;14147330;SATELITAL;52
4918;14147330;WIRELESS;53
4919;14147340;ADSL;55
4920;14147340;SATELITAL;29
4921;14147340;WIRELESS;61
4922;14147350;ADSL;159
4923;14147350;SATELITAL;29
4924;14147360;SATELITAL;4
4925;14147360;WIRELESS;51
4926;14147370;SATELITAL;149
4927;14147380;SATELITAL;12
4928;14154010;SATELITAL;4
4929;14154030;SATELITAL;12
4930;14154040;SATELITAL;13
4931;14154050;Otros;1
4932;14154050;SATELITAL;19
4933;14161010;ADSL;436
4934;14161010;CABLEMODEM;2528
4935;14161010;FIBRA OPTICA;293
4936;14161010;SATELITAL;37
4937;14161010;WIRELESS;394
4938;14161020;SATELITAL;5
4939;14161020;WIRELESS;1
4940;14161030;FIBRA OPTICA;141
4941;14161030;Otros;265
4942;14161030;SATELITAL;4
4943;14161030;WIRELESS;39
4944;14161040;FIBRA OPTICA;462
4945;14161040;SATELITAL;3
4946;14161050;ADSL;19
4947;14161050;SATELITAL;9
4948;14161050;WIRELESS;40
4949;14161060;ADSL;203
4950;14161060;CABLEMODEM;3031
4951;14161060;FIBRA OPTICA;2
4952;14161060;SATELITAL;33
4953;14161070;ADSL;80
4954;14161070;CABLEMODEM;739
4955;14161070;FIBRA OPTICA;3
4956;14161070;SATELITAL;12
4957;14161070;WIRELESS;637
4958;14161080;SATELITAL;3
4959;14161080;WIRELESS;8
4960;14161090;ADSL;721
4961;14161090;FIBRA OPTICA;140
4962;14161090;SATELITAL;31
4963;14161090;WIRELESS;43
4964;14161100;SATELITAL;8
4965;14161110;ADSL;1050
4966;14161110;FIBRA OPTICA;2305
4967;14161110;SATELITAL;18
4968;14161110;WIRELESS;194
4969;14161120;SATELITAL;5
4970;14161120;WIRELESS;1
4971;14161130;FIBRA OPTICA;3
4972;14161130;SATELITAL;12
4973;14161140;SATELITAL;8
4974;14161140;WIRELESS;1
4975;14161150;ADSL;42
4976;14161150;CABLEMODEM;9026
4977;14161150;FIBRA OPTICA;12015
4978;14161150;SATELITAL;54
4979;14161150;WIRELESS;1089
4980;14161160;ADSL;1305
4981;14161160;SATELITAL;7
4982;14161160;WIRELESS;178
4983;14161170;FIBRA OPTICA;564
4984;14161170;SATELITAL;15
4985;14161170;WIRELESS;399
4986;14168010;SATELITAL;19
4987;14168010;WIRELESS;2
4988;14168020;SATELITAL;16
4989;14168030;SATELITAL;5
4990;14168040;SATELITAL;61
4991;14168040;WIRELESS;2
4992;14168030;SATELITAL;6
4993;14168060;ADSL;15
4994;14168060;SATELITAL;15
4995;14168060;WIRELESS;231
4996;14168070;SATELITAL;7
4997;14168080;SATELITAL;37
4998;14168080;WIRELESS;2
4999;14168090;ADSL;45
5000;14168090;Otros;1
5001;14168090;SATELITAL;5
5002;14168100;SATELITAL;3
5003;14168110;ADSL;16
5004;14168110;FIBRA OPTICA;1022
5005;14168110;SATELITAL;23
5006;14168110;WIRELESS;16
5007;14168120;ADSL;203
5008;14168120;FIBRA OPTICA;1467
5009;14168120;Otros;2
5010;14168120;SATELITAL;50
5011;14168120;WIRELESS;293
5012;14175060;SATELITAL;2
5013;14175020;SATELITAL;5
5014;14175030;SATELITAL;8
5015;14175040;SATELITAL;2
5016;14175050;ADSL;4
5017;14175050;Otros;1
5018;14175050;SATELITAL;17
5019;14175060;SATELITAL;1
5020;14175070;SATELITAL;17
5021;14175080;ADSL;60
5022;14175080;SATELITAL;32
5023;14175080;WIRELESS;264
5024;14175090;SATELITAL;9
5025;14175100;SATELITAL;11
5026;14175100;WIRELESS;62
5027;14175110;SATELITAL;33
5028;14175110;WIRELESS;169
5029;14182010;SATELITAL;6
5030;14182020;ADSL;140
5031;14182020;CABLEMODEM;155
5032;14182020;FIBRA OPTICA;1
5033;14182020;SATELITAL;6
5034;14182030;SATELITAL;5
5035;14182040;ADSL;553
5036;14182040;FIBRA OPTICA;76
5037;14182040;SATELITAL;3
5038;14182040;WIRELESS;65
5039;14182050;SATELITAL;1
5040;14182050;WIRELESS;70
5041;14182060;ADSL;465
5042;14182060;CABLEMODEM;9184
5043;14182060;FIBRA OPTICA;3344
5044;14182060;SATELITAL;115
5045;14182070;SATELITAL;5
5046;14182070;WIRELESS;52
5047;14182080;ADSL;83
5048;14182080;FIBRA OPTICA;834
5049;14182080;SATELITAL;32
5050;14182080;WIRELESS;250
5051;14182090;ADSL;131
5052;14182090;FIBRA OPTICA;64
5053;14182090;SATELITAL;8
5054;14182090;WIRELESS;7
5055;14182100;ADSL;170
5056;14182100;FIBRA OPTICA;312
5057;14182100;SATELITAL;9
5058;14182100;WIRELESS;68
5059;14182110;CABLEMODEM;7
5060;14182110;SATELITAL;8
5061;14182110;WIRELESS;15
5062;14182120;SATELITAL;3
5063;14182130;FIBRA OPTICA;459
5064;14182130;SATELITAL;5
5065;14182140;FIBRA OPTICA;3232
5066;14182140;SATELITAL;20
5067;14182140;WIRELESS;1
5068;14182150;ADSL;66
5069;14182150;FIBRA OPTICA;1
5070;14182150;SATELITAL;4
5071;14182160;SATELITAL;11
5072;14182170;ADSL;652
5073;14182170;CABLEMODEM;1796
5074;14182170;FIBRA OPTICA;339
5075;14182170;SATELITAL;11
5076;14182180;ADSL;756
5077;14182180;FIBRA OPTICA;445
5078;14182180;SATELITAL;5
5079;14182190;FIBRA OPTICA;921
5080;14182190;Otros;2
5081;14182190;SATELITAL;8
5082;14182190;WIRELESS;218
5083;14182200;ADSL;229
5084;14182200;FIBRA OPTICA;668
5085;14182200;SATELITAL;4
5086;14182210;FIBRA OPTICA;364
5087;14182210;Otros;1
5088;14182210;SATELITAL;7
5089;14182210;WIRELESS;35
5090;14182220;CABLEMODEM;262
5091;14182220;SATELITAL;5
5092;14182230;SATELITAL;5
5093;14182230;WIRELESS;20
5094;14182240;ADSL;335
5095;14182240;FIBRA OPTICA;66
5096;14182240;SATELITAL;26
5097;14182240;WIRELESS;35
5098;14182250;ADSL;77
5099;14182250;FIBRA OPTICA;3
5100;14182250;SATELITAL;26
5101;14182260;SATELITAL;6
5102;14182270;ADSL;11
5103;14182270;SATELITAL;8
5104;14182280;SATELITAL;1
5105;14182290;ADSL;12
5106;14182290;CABLEMODEM;85
5107;14182290;SATELITAL;3
5108;14182290;WIRELESS;10
5109;18007010;ADSL;363
5110;18007010;CABLEMODEM;600
5111;18007010;Otros;100
5112;18007010;SATELITAL;52
5113;18007010;WIRELESS;600
5114;18014010;SATELITAL;12
5115;18014020;SATELITAL;7
5116;18021020;SATELITAL;172
5117;18021020;ADSL;1990
5118;18021020;CABLEMODEM;67051
5119;18021020;DIAL UP;3
5120;18021020;FIBRA OPTICA;29818
5121;18021020;Otros;1
5122;18021020;SATELITAL;582
5123;18021020;WIRELESS;1310
5124;18021030;SATELITAL;405
5125;18021040;SATELITAL;147
5126;18021040;WIRELESS;171
5127;18021050;SATELITAL;23
5128;18028010;FIBRA OPTICA;3
5129;18028010;SATELITAL;29
5130;18028010;WIRELESS;23
5131;18028020;FIBRA OPTICA;2
5132;18028020;Otros;3
5133;18028020;SATELITAL;38
5134;18028020;WIRELESS;20
5135;18028030;FIBRA OPTICA;2
5136;18028030;SATELITAL;10
5137;18028030;WIRELESS;19
5138;18028040;FIBRA OPTICA;1
5139;18028040;SATELITAL;17
5140;18035010;SATELITAL;42
5141;18035010;WIRELESS;14
5142;18035020;ADSL;335
5143;18035020;FIBRA OPTICA;5960
5144;18035020;Otros;3030
5145;18035020;SATELITAL;82
5146;18035020;WIRELESS;534
5147;18035030;SATELITAL;41
5148;18035030;WIRELESS;89
5149;18042010;ADSL;4
5150;18042010;SATELITAL;28
5151;18042010;WIRELESS;2
5152;18042020;ADSL;580
5153;18042020;CABLEMODEM;300
5154;18042020;SATELITAL;154
5155;18042020;WIRELESS;103
5156;18049010;ADSL;134
5157;18049010;CABLEMODEM;925
5158;18049010;FIBRA OPTICA;1650
5159;18049010;Otros;1500
5160;18049010;SATELITAL;69
5161;18049010;WIRELESS;649
5162;18049020;SATELITAL;32
5163;18049020;WIRELESS;432
5164;18056010;ADSL;640
5165;18056010;SATELITAL;78
5166;18056020;SATELITAL;17
5167;18063010;ADSL;62
5168;18063010;CABLEMODEM;1
5169;18063010;SATELITAL;27
5170;18063010;WIRELESS;6
5171;18063020;SATELITAL;38
5172;18063030;CABLEMODEM;1
5173;18063030;FIBRA OPTICA;2
5174;18063030;SATELITAL;23
5175;18063030;WIRELESS;98
5176;18063040;SATELITAL;13
5177;18063040;WIRELESS;10
5178;18070010;SATELITAL;86
5179;18070010;WIRELESS;2
5180;18070020;ADSL;588
5181;18070020;CABLEMODEM;10420
5182;18070020;FIBRA OPTICA;11393
5183;18070020;Otros;1
5184;18070020;SATELITAL;120
5185;18070020;WIRELESS;7
5186;18077010;ADSL;231
5187;18077010;SATELITAL;46
5188;18077010;WIRELESS;26
5189;18077020;SATELITAL;6
5190;18077020;WIRELESS;3
5191;18084010;CABLEMODEM;276
5192;18084010;Otros;0
5193;18084010;SATELITAL;31
5194;18084010;WIRELESS;32
5195;18084020;ADSL;965
5196;18084020;FIBRA OPTICA;7
5197;18084020;SATELITAL;587
5198;18084030;SATELITAL;11
5199;18084040;FIBRA OPTICA;1
5200;18084040;SATELITAL;37
5201;18084050;FIBRA OPTICA;1
5202;18084050;SATELITAL;17
5203;18084050;WIRELESS;16
5204;18091010;SATELITAL;17
5205;18091020;FIBRA OPTICA;96
5206;18091020;SATELITAL;14
5207;18091020;WIRELESS;34
5208;18091030;SATELITAL;34
5209;18091030;WIRELESS;1
5210;18091040;ADSL;8
5211;18091040;FIBRA OPTICA;820
5212;18091040;SATELITAL;48
5213;18091040;WIRELESS;1
5214;18091050;SATELITAL;12
5215;18091060;SATELITAL;30
5216;18098010;FIBRA OPTICA;3
5217;18098010;SATELITAL;45
5218;18098010;WIRELESS;49
5219;18105010;SATELITAL;19
5220;18105020;SATELITAL;15
5221;18105020;WIRELESS;1
5222;18105030;ADSL;605
5223;18105030;CABLEMODEM;1797
5224;18105030;FIBRA OPTICA;160
5225;18105030;SATELITAL;131
5226;18105030;WIRELESS;2002
5227;18112010;SATELITAL;2
5228;18112010;WIRELESS;148
5229;18112020;SATELITAL;4
5230;18112020;WIRELESS;4
5231;18112030;FIBRA OPTICA;210
5232;18112030;SATELITAL;22
5233;18112030;WIRELESS;178
5234;18112040;ADSL;12
5235;18112040;FIBRA OPTICA;244
5236;18112040;SATELITAL;32
5237;18112040;WIRELESS;43
5238;18112050;ADSL;419
5239;18112050;FIBRA OPTICA;1464
5240;18112050;SATELITAL;60
5241;18112050;WIRELESS;2400
5242;18112060;SATELITAL;1
5243;18112060;WIRELESS;10
5244;18112070;SATELITAL;14
5245;18112070;WIRELESS;95
5246;1000029;Otros;30
5247;18119010;SATELITAL;19
5248;18119010;WIRELESS;56
5249;18119020;SATELITAL;17
5250;18119020;WIRELESS;37
5251;18119030;ADSL;592
5252;18119030;FIBRA OPTICA;4
5253;18119030;SATELITAL;122
5254;18119030;WIMAX;59
5255;18119030;WIRELESS;1
5256;18119040;SATELITAL;27
5257;18126010;ADSL;554
5258;18126010;FIBRA OPTICA;2
5259;18126010;SATELITAL;63
5260;18126020;FIBRA OPTICA;75
5261;18126020;Otros;50
5262;18126020;SATELITAL;27
5263;18126020;WIRELESS;18
5264;18133010;SATELITAL;21
5265;18133020;FIBRA OPTICA;2
5266;18133020;Otros;130
5267;18133020;SATELITAL;139
5268;18133020;WIRELESS;60
5269;18133030;ADSL;54
5270;18133030;Otros;150
5271;18133030;SATELITAL;66
5272;18133030;WIRELESS;9
5273;18133040;FIBRA OPTICA;1
5274;18133040;Otros;88
5275;18133040;SATELITAL;124
5276;18133040;WIRELESS;30
5277;18140010;SATELITAL;52
5278;18147010;SATELITAL;78
5279;18147020;SATELITAL;22
5280;18147030;ADSL;186
5281;18147030;SATELITAL;38
5282;18147040;FIBRA OPTICA;1
5283;18147040;SATELITAL;8
5284;18154010;SATELITAL;38
5285;18154010;WIRELESS;36
5286;18154020;FIBRA OPTICA;2
5287;18154020;SATELITAL;42
5288;18154020;WIRELESS;118
5289;18161030;SATELITAL;7
5290;18161010;SATELITAL;14
5291;18161020;SATELITAL;7
5292;18161040;SATELITAL;7
5293;18161050;SATELITAL;22
5294;18168020;SATELITAL;12
5295;18168030;ADSL;408
5296;18168030;FIBRA OPTICA;7
5297;18168030;Otros;1
5298;18168030;SATELITAL;126
5299;18168010;SATELITAL;15
5300;18168010;WIRELESS;28
5301;18168040;ADSL;324
5302;18168040;FIBRA OPTICA;469
5303;18168040;SATELITAL;137
5304;18168040;WIRELESS;553
5305;18175010;CABLEMODEM;998
5306;18175010;Otros;0
5307;18175010;SATELITAL;28
5308;30008010;FIBRA OPTICA;80
5309;30008010;SATELITAL;7
5310;30008010;WIRELESS;89
5311;30008020;ADSL;444
5312;30008020;CABLEMODEM;4946
5313;30008020;FIBRA OPTICA;4878
5314;30008020;Otros;160
5315;30008020;SATELITAL;89
5316;30008020;WIRELESS;639
5317;30008030;SATELITAL;39
5318;30008030;WIRELESS;83
5319;30008100;SATELITAL;21
5320;30008100;WIRELESS;38
5321;30008100;SATELITAL;7
5322;30008040;Otros;29
5323;30008040;SATELITAL;3
5324;30008050;SATELITAL;10
5325;30008050;WIRELESS;15
5326;30008060;FIBRA OPTICA;53
5327;30008060;SATELITAL;6
5328;30008060;WIRELESS;34
5329;30008070;Otros;5
5330;30008070;SATELITAL;9
5331;30008070;WIRELESS;6
5332;30008080;FIBRA OPTICA;99
5333;30008080;SATELITAL;2
5334;30008080;WIRELESS;103
5335;30008090;ADSL;507
5336;30008090;Otros;700
5337;30008090;SATELITAL;79
5338;30008090;WIRELESS;571
5339;30008100;ADSL;2
5340;30008100;FIBRA OPTICA;129
5341;30008100;SATELITAL;18
5342;30008100;WIRELESS;137
5343;30008110;ADSL;321
5344;30008110;CABLEMODEM;1
5345;30008110;DIAL UP;0
5346;30008110;FIBRA OPTICA;957
5347;30008110;SATELITAL;44
5348;30008110;WIRELESS;215
5349;30015130;SATELITAL;5
5350;30015010;SATELITAL;26
5351;30015020;Otros;30
5352;30015020;SATELITAL;6
5353;30015030;SATELITAL;68
5354;30015040;SATELITAL;3
5355;30015087;SATELITAL;5
5356;30015060;ADSL;1950
5357;30015060;CABLEMODEM;5767
5358;30015060;FIBRA OPTICA;7670
5359;30015060;SATELITAL;50
5360;30015060;WIRELESS;627
5361;30015110;SATELITAL;9
5362;30015080;SATELITAL;15
5363;30015083;SATELITAL;23
5364;30015087;SATELITAL;28
5365;30015090;FIBRA OPTICA;6
5366;30015090;SATELITAL;17
5367;30015090;WIRELESS;6
5368;30015130;SATELITAL;27
5369;30015100;SATELITAL;20
5370;30015100;WIRELESS;44
5371;30015110;SATELITAL;14
5372;30015120;SATELITAL;6
5373;30015130;Otros;3
5374;30015130;SATELITAL;3
5375;30015130;WIRELESS;59
5376;30015140;SATELITAL;26
5377;30015130;SATELITAL;86
5378;30015130;SATELITAL;76
5379;30021010;SATELITAL;15
5380;30021010;WIRELESS;46
5381;30021015;SATELITAL;6
5382;30021020;ADSL;3
5383;30021020;FIBRA OPTICA;130
5384;30021020;SATELITAL;4
5385;30021020;WIRELESS;55
5386;30021040;SATELITAL;3
5387;30021050;SATELITAL;4
5388;30021050;WIRELESS;45
5389;30021060;FIBRA OPTICA;85
5390;30021060;SATELITAL;15
5391;30021060;WIMAX;224
5392;30021060;WIRELESS;26
5393;30021070;SATELITAL;15
5394;30021070;WIRELESS;10
5395;30021127;SATELITAL;11
5396;30021080;ADSL;1303
5397;30021080;CABLEMODEM;1130
5398;30021080;FIBRA OPTICA;1
5399;30021080;SATELITAL;63
5400;30021080;WIRELESS;390
5401;30021090;SATELITAL;8
5402;30021090;WIRELESS;31
5403;30021140;SATELITAL;21
5404;30021100;SATELITAL;10
5405;30021100;WIRELESS;17
5406;30021110;SATELITAL;6
5407;30021110;WIRELESS;15
5408;30021120;ADSL;341
5409;30021120;CABLEMODEM;2641
5410;30021120;FIBRA OPTICA;1
5411;30021120;SATELITAL;29
5412;30021120;WIRELESS;92
5413;30021123;SATELITAL;2
5414;30021127;SATELITAL;5
5415;1000030;WIRELESS;124
5416;30021130;SATELITAL;6
5417;30021140;SATELITAL;26
5418;30021120;CABLEMODEM;100
5419;30021120;SATELITAL;17
5420;30021150;ADSL;285
5421;30021150;SATELITAL;69
5422;30021150;WIRELESS;442
5423;30028010;ADSL;399
5424;30028010;CABLEMODEM;5927
5425;30028010;FIBRA OPTICA;5179
5426;30028010;SATELITAL;60
5427;30028010;WIRELESS;482
5428;30028020;SATELITAL;9
5429;30028090;SATELITAL;3
5430;30028040;SATELITAL;33
5431;30028040;WIRELESS;32
5432;30028050;SATELITAL;3
5433;30028050;WIRELESS;6
5434;30028040;SATELITAL;9
5435;30028070;ADSL;827
5436;30028070;FIBRA OPTICA;19
5437;30028070;SATELITAL;281
5438;30028070;WIRELESS;2007
5439;30028080;CABLEMODEM;131
5440;30028080;SATELITAL;5
5441;30028080;WIRELESS;323
5442;30028090;CABLEMODEM;6
5443;30028090;SATELITAL;10
5444;30028100;FIBRA OPTICA;211
5445;30028100;SATELITAL;8
5446;30028100;WIRELESS;5
5447;30028105;SATELITAL;4
5448;30028105;WIRELESS;3
5449;30028110;CABLEMODEM;1
5450;30028110;FIBRA OPTICA;343
5451;30028110;SATELITAL;12
5452;30028110;WIRELESS;76
5453;30028120;CABLEMODEM;4
5454;30028120;FIBRA OPTICA;568
5455;30028120;SATELITAL;10
5456;30028120;WIRELESS;169
5457;30035010;SATELITAL;22
5458;30035010;WIRELESS;78
5459;30035020;SATELITAL;25
5460;30035020;WIRELESS;22
5461;30035030;ADSL;270
5462;30035030;FIBRA OPTICA;1
5463;30035030;Otros;1100
5464;30035030;SATELITAL;70
5465;30035030;WIRELESS;336
5466;30035040;SATELITAL;31
5467;30035050;SATELITAL;10
5468;30035050;WIRELESS;557
5469;30042010;FIBRA OPTICA;465
5470;30042010;SATELITAL;11
5471;30042010;WIRELESS;758
5472;30042020;SATELITAL;10
5473;30042020;WIRELESS;18
5474;30049010;SATELITAL;15
5475;30049010;WIRELESS;55
5476;30049020;SATELITAL;36
5477;30049020;WIRELESS;24
5478;30049030;ADSL;2
5479;30049030;FIBRA OPTICA;1
5480;30049030;Otros;45
5481;30049030;SATELITAL;43
5482;30049030;WIRELESS;606
5483;30049040;ADSL;2979
5484;30049040;CABLEMODEM;4500
5485;30049040;FIBRA OPTICA;8
5486;30049040;Otros;753
5487;30049040;SATELITAL;866
5488;30049040;WIRELESS;1602
5489;30049050;SATELITAL;19
5490;30056010;SATELITAL;9
5491;30056020;SATELITAL;7
5492;30056030;SATELITAL;22
5493;30056030;WIRELESS;64
5494;30056035;SATELITAL;3
5495;30056040;ADSL;1
5496;30056050;SATELITAL;13
5497;30056060;SATELITAL;11
5498;30056070;ADSL;2051
5499;30056070;CABLEMODEM;13487
5500;30056070;DIAL UP;1
5501;30056070;FIBRA OPTICA;10312
5502;30056070;Otros;1
5503;30056070;SATELITAL;448
5504;30056070;WIRELESS;3122
5505;30056080;SATELITAL;11
5506;30056090;ADSL;137
5507;30056090;FIBRA OPTICA;407
5508;30056090;SATELITAL;37
5509;30056090;WIRELESS;503
5510;30056095;SATELITAL;2
5511;30056100;CABLEMODEM;1363
5512;30056100;FIBRA OPTICA;1
5513;30056100;SATELITAL;93
5514;30056100;WIRELESS;62
5515;30056110;ADSL;586
5516;30056110;SATELITAL;36
5517;30063030;SATELITAL;32
5518;30063020;SATELITAL;41
5519;30063020;WIRELESS;48
5520;30063030;CABLEMODEM;742
5521;30063030;FIBRA OPTICA;135
5522;30063030;SATELITAL;152
5523;30063030;WIRELESS;25
5524;30063040;SATELITAL;11
5525;30063040;WIRELESS;38
5526;30063030;SATELITAL;8
5527;30063060;CABLEMODEM;92
5528;30063060;SATELITAL;350
5529;30070010;FIBRA OPTICA;987
5530;30070010;SATELITAL;16
5531;30070010;WIRELESS;5
5532;30070020;SATELITAL;14
5533;30070020;WIRELESS;68
5534;30070030;SATELITAL;5
5535;30070030;WIRELESS;22
5536;30070040;ADSL;215
5537;30070040;CABLEMODEM;2304
5538;30070040;FIBRA OPTICA;4020
5539;30070040;SATELITAL;98
5540;30070040;WIRELESS;720
5541;30070050;CABLEMODEM;78
5542;30070050;FIBRA OPTICA;1
5543;30070050;SATELITAL;15
5544;30070050;WIRELESS;4
5545;30070005;FIBRA OPTICA;207
5546;30070005;SATELITAL;7
5547;30070005;WIRELESS;145
5548;30070070;FIBRA OPTICA;66
5549;30070070;SATELITAL;67
5550;30070070;WIRELESS;140
5551;30070080;ADSL;1825
5552;30070080;CABLEMODEM;266
5553;30070080;SATELITAL;32
5554;30070080;WIRELESS;437
5555;30070090;SATELITAL;2
5556;30077010;CABLEMODEM;329
5557;30077010;SATELITAL;11
5558;30077010;WIRELESS;93
5559;30077020;SATELITAL;3
5560;30077020;WIRELESS;20
5561;30077030;SATELITAL;42
5562;30077030;WIRELESS;71
5563;30077040;SATELITAL;4
5564;30077040;WIRELESS;4
5565;30077050;ADSL;68
5566;30077050;SATELITAL;7
5567;30077050;WIRELESS;125
5568;30077060;ADSL;233
5569;30077060;Otros;1
5570;30077060;SATELITAL;24
5571;30077060;WIRELESS;197
5572;30077070;ADSL;346
5573;30077070;Otros;697
5574;30077070;SATELITAL;30
5575;30077070;WIRELESS;716
5576;1000031;WIRELESS;13
5577;30077080;SATELITAL;17
5578;30077080;WIRELESS;41
5579;1000032;Otros;7078
5580;30084010;SATELITAL;5
5581;30084010;WIRELESS;8
5582;30084015;SATELITAL;2
5583;30084020;SATELITAL;8
5584;30084020;WIRELESS;9
5585;30084030;SATELITAL;5
5586;30084040;SATELITAL;6
5587;30084050;ADSL;105
5588;30084050;CABLEMODEM;950
5589;30084050;SATELITAL;5
5590;30084050;WIRELESS;94
5591;30084060;ADSL;316
5592;30084060;SATELITAL;40
5593;30084060;WIRELESS;58
5594;30084065;SATELITAL;4
5595;30084110;SATELITAL;6
5596;30084070;ADSL;369
5597;30084070;CABLEMODEM;1668
5598;30084070;FIBRA OPTICA;4509
5599;30084070;SATELITAL;57
5600;30084070;WIRELESS;94
5601;30084095;SATELITAL;1
5602;30084095;WIRELESS;118
5603;30084080;WIRELESS;5
5604;30084090;Otros;1
5605;30084090;SATELITAL;3
5606;30084090;WIRELESS;50
5607;30084095;SATELITAL;6
5608;30084095;WIRELESS;18
5609;30084100;CABLEMODEM;848
5610;30084100;Otros;9
5611;30084100;SATELITAL;8
5612;30084100;WIRELESS;224
5613;30084110;CABLEMODEM;366
5614;30084110;SATELITAL;18
5615;30084110;WIRELESS;25
5616;30084120;ADSL;5
5617;30084120;SATELITAL;10
5618;30084130;SATELITAL;11
5619;30084130;WIRELESS;54
5620;30084140;CABLEMODEM;1486
5621;30084140;DIAL UP;1
5622;30084140;FIBRA OPTICA;877
5623;30084140;Otros;138
5624;30084140;SATELITAL;22
5625;30084140;WIRELESS;239
5626;30084150;ADSL;383
5627;30084150;CABLEMODEM;1
5628;30084150;SATELITAL;86
5629;30084150;WIRELESS;60
5630;1000033;WIRELESS;13
5631;30084160;ADSL;1614
5632;30084160;CABLEMODEM;84049
5633;30084160;DIAL UP;13
5634;30084160;FIBRA OPTICA;12897
5635;30084160;Otros;1
5636;30084160;SATELITAL;286
5637;30084160;WIRELESS;1204
5638;30084170;SATELITAL;1
5639;30084180;SATELITAL;5
5640;30084180;WIRELESS;45
5641;30084190;SATELITAL;6
5642;30084070;SATELITAL;1
5643;30084200;ADSL;150
5644;30084200;CABLEMODEM;1322
5645;30084200;SATELITAL;101
5646;30084200;WIRELESS;184
5647;30084210;SATELITAL;18
5648;30084210;WIRELESS;71
5649;30084220;SATELITAL;4
5650;30084230;ADSL;1
5651;30084230;CABLEMODEM;477
5652;30084230;SATELITAL;14
5653;30084230;WIRELESS;292
5654;30084250;CABLEMODEM;311
5655;30084250;FIBRA OPTICA;54
5656;30084250;SATELITAL;11
5657;30084250;WIRELESS;128
5658;30084260;SATELITAL;1
5659;30084270;ADSL;577
5660;30084270;CABLEMODEM;295
5661;30084270;FIBRA OPTICA;136
5662;30084270;SATELITAL;31
5663;30084270;WIRELESS;801
5664;30084280;SATELITAL;1
5665;30084290;SATELITAL;3
5666;30084300;ADSL;1
5667;30084300;SATELITAL;5
5668;30088010;FIBRA OPTICA;35
5669;30088010;Otros;37
5670;30088010;SATELITAL;13
5671;30088010;WIRELESS;188
5672;30088020;ADSL;246
5673;30088020;FIBRA OPTICA;1247
5674;30088020;Otros;259
5675;30088020;SATELITAL;33
5676;30088020;WIRELESS;286
5677;30091010;SATELITAL;2
5678;30091020;ADSL;4
5679;30091020;SATELITAL;1
5680;30091020;WIRELESS;44
5681;30091030;SATELITAL;6
5682;30091030;WIRELESS;50
5683;30091040;FIBRA OPTICA;25
5684;30091040;SATELITAL;3
5685;30091040;WIRELESS;84
5686;30091050;FIBRA OPTICA;778
5687;30091050;SATELITAL;9
5688;30091050;WIRELESS;213
5689;30091060;SATELITAL;4
5690;30091060;WIRELESS;11
5691;30091070;SATELITAL;1
5692;30091080;SATELITAL;2
5693;30091080;WIRELESS;29
5694;30091090;CABLEMODEM;209
5695;30091090;SATELITAL;6
5696;30091090;WIRELESS;41
5697;30091100;ADSL;699
5698;30091100;FIBRA OPTICA;453
5699;30091100;Otros;0
5700;30091100;SATELITAL;23
5701;30098090;SATELITAL;6
5702;30098090;WIRELESS;127
5703;30098010;ADSL;416
5704;30098010;FIBRA OPTICA;1381
5705;30098010;SATELITAL;11
5706;30098010;WIRELESS;318
5707;30098020;ADSL;53
5708;30098020;FIBRA OPTICA;707
5709;30098020;Otros;6
5710;30098020;SATELITAL;6
5711;30098020;WIRELESS;56
5712;30098030;FIBRA OPTICA;14
5713;30098030;SATELITAL;27
5714;30098030;WIRELESS;156
5715;30098040;ADSL;1929
5716;30098040;CABLEMODEM;9820
5717;30098040;DIAL UP;5
5718;30098040;FIBRA OPTICA;11160
5719;30098040;SATELITAL;167
5720;30098040;WIRELESS;1650
5721;30098030;SATELITAL;4
5722;30098030;WIRELESS;6
5723;30098060;ADSL;70
5724;30098060;SATELITAL;7
5725;30098060;WIRELESS;120
5726;30098070;FIBRA OPTICA;7
5727;30098070;SATELITAL;2
5728;30098070;WIRELESS;46
5729;30098080;SATELITAL;1
5730;30098080;WIRELESS;41
5731;30098100;SATELITAL;15
5732;30098100;WIRELESS;163
5733;30098110;SATELITAL;3
5734;30098110;WIRELESS;55
5735;30098120;FIBRA OPTICA;305
5736;30098120;SATELITAL;6
5737;30098120;WIRELESS;55
5738;30098130;ADSL;24
5739;30098130;FIBRA OPTICA;196
5740;30098130;SATELITAL;10
5741;30098130;WIRELESS;31
5742;30098140;FIBRA OPTICA;455
5743;30098140;SATELITAL;9
5744;30098140;WIRELESS;68
5745;30098150;SATELITAL;5
5746;30098150;WIRELESS;50
5747;30105010;SATELITAL;8
5748;30105040;SATELITAL;34
5749;30105040;SATELITAL;4
5750;30105040;SATELITAL;19
5751;30105040;WIRELESS;10
5752;30105040;SATELITAL;10
5753;30105040;WIRELESS;19
5754;30105060;ADSL;1077
5755;30105060;CABLEMODEM;9714
5756;30105060;FIBRA OPTICA;3769
5757;30105060;SATELITAL;126
5758;30105060;WIRELESS;352
5759;30113010;ADSL;14
5760;30113010;SATELITAL;2
5761;30113010;WIRELESS;5
5762;30113020;SATELITAL;1
5763;30113020;WIRELESS;44
5764;30113030;FIBRA OPTICA;126
5765;30113030;Otros;35
5766;30113030;SATELITAL;19
5767;30113020;SATELITAL;21
5768;30113050;FIBRA OPTICA;8
5769;30113050;SATELITAL;3
5770;30113050;WIRELESS;39
5771;30113060;ADSL;46
