Registro_ID,Provincia_ID,Año,Trimestre,Provincias,Accesos telefonía fija cada 100 hab,Accesos telefonía fija cada 100 hogares,TiempoTrim_ID
1021,12,2014,3,La Rioja,10.83,40.69,20143
1022,11,2014,3,La Pampa,21.2,64.33,20143
1023,10,2014,3,Jujuy,7.82,30.59,20143
1024,9,2014,3,Formosa,7.36,28.92,20143
1025,8,2014,3,Entre Ríos,17.59,58.84,20143
1026,6,2014,3,Corrientes,9.94,37.74,20143
1027,7,2014,3,Córdoba,20.74,67.73,20143
1028,5,2014,3,Chubut,17.57,57.32,20143
1029,4,2014,3,Chaco,9.35,34.97,20143
1030,3,2014,3,Catamarca,10.02,39.39,20143
1031,2,2014,3,CABA,52.69,127.35,20143
1032,1,2014,3,Buenos Aires,26.69,84.85,20143
1033,24,2014,2,Tucumán,13.49,54.47,20142
1034,23,2014,2,Tierra del Fuego,22.08,74.44,20142
1035,22,2014,2,Santiago del Estero,7.7,31.02,20142
1036,21,2014,2,Santa Fe,22.8,72.51,20142
1037,20,2014,2,Santa Cruz,13.11,44.04,20142
1038,19,2014,2,San Luis,10.89,38.03,20142
1039,18,2014,2,San Juan,12.67,49.73,20142
1040,17,2014,2,Salta,10.75,44.37,20142
1041,16,2014,2,Río Negro,17.62,57.28,20142
1042,15,2014,2,Neuquén,15.22,51.12,20142
1043,14,2014,2,Misiones,9.45,34.7,20142
1044,13,2014,2,Mendoza,17.2,61.64,20142
1045,12,2014,2,La Rioja,10.9,40.94,20142
1046,11,2014,2,La Pampa,21.45,65.09,20142
1047,10,2014,2,Jujuy,7.82,30.59,20142
1048,9,2014,2,Formosa,7.37,28.95,20142
1049,8,2014,2,Entre Ríos,17.12,57.25,20142
1050,6,2014,2,Corrientes,9.69,36.8,20142
1051,7,2014,2,Córdoba,20.91,68.28,20142
1052,5,2014,2,Chubut,17.57,57.31,20142
1053,4,2014,2,Chaco,9.06,33.89,20142
1054,3,2014,2,Catamarca,10.02,39.38,20142
1055,2,2014,2,CABA,52.56,127.68,20142
1056,1,2014,2,Buenos Aires,26.61,84.74,20142
1057,24,2014,1,Tucumán,13.47,54.39,20141
1058,23,2014,1,Tierra del Fuego,22.23,74.98,20141
1059,22,2014,1,Santiago del Estero,7.73,31.15,20141
1060,21,2014,1,Santa Fe,22.93,72.91,20141
1061,20,2014,1,Santa Cruz,13.17,44.25,20141
1062,19,2014,1,San Luis,10.92,38.17,20141
1063,18,2014,1,San Juan,12.71,49.89,20141
1064,17,2014,1,Salta,10.76,44.44,20141
1065,16,2014,1,Río Negro,17.69,57.51,20141
1066,15,2014,1,Neuquén,15.27,51.29,20141
1067,14,2014,1,Misiones,9.49,34.85,20141
1068,13,2014,1,Mendoza,17.26,61.84,20141
1069,12,2014,1,La Rioja,10.98,41.24,20141
1070,11,2014,1,La Pampa,21.26,64.52,20141
1071,10,2014,1,Jujuy,7.81,30.56,20141
1072,9,2014,1,Formosa,7.38,28.98,20141
1073,8,2014,1,Entre Ríos,17.14,57.33,20141
1074,6,2014,1,Corrientes,9.71,36.88,20141
1075,7,2014,1,Córdoba,21.09,68.88,20141
1076,5,2014,1,Chubut,17.66,57.59,20141
1077,4,2014,1,Chaco,9.09,34.02,20141
1078,3,2014,1,Catamarca,10.03,39.45,20141
1079,2,2014,1,CABA,52.66,128.57,20141
1080,1,2014,1,Buenos Aires,26.72,85.26,20141
