Registro_ID,Provincia_ID,Año,Trimestre,Provincias,Hogares,Comercial,Gobierno,Otros,Total,TiempoTrim_ID
809,17,2016,4,Salta,121832,9800,514,7200,139346,20164
810,18,2016,4,San Juan,99771,8025,421,5896,114113,20164
811,19,2016,4,San Luis,47036,3783,198,2780,53797,20164
812,20,2016,4,Santa Cruz,41297,3322,174,2440,47233,20164
813,21,2016,4,Santa Fe,649567,52249,2741,38387,742944,20164
814,22,2016,4,Santiago del Estero,56376,4535,238,3332,64481,20164
815,23,2016,4,Tierra del Fuego,34056,2739,144,2013,38952,20164
816,24,2016,4,Tucumán,184971,14878,781,10931,211561,20164
817,1,2016,3,Buenos Aires,4166450,341904,17491,254342,4780187,20163
818,2,2016,3,CABA,1398978,114802,5873,85401,1605054,20163
819,3,2016,3,Catamarca,33853,2778,142,2067,38840,20163
820,4,2016,3,Chaco,89623,7354,376,5471,102824,20163
821,5,2016,3,Chubut,103046,8456,433,6290,118225,20163
822,7,2016,3,Córdoba,613989,50385,2578,37481,704433,20163
823,6,2016,3,Corrientes,89391,7335,375,5457,102558,20163
824,8,2016,3,Entre Ríos,195853,16072,822,11956,224703,20163
825,9,2016,3,Formosa,35939,2949,151,2194,41233,20163
826,10,2016,3,Jujuy,49316,4047,207,3011,56581,20163
827,11,2016,3,La Pampa,72178,5923,303,4406,82810,20163
828,12,2016,3,La Rioja,33133,2719,139,2023,38014,20163
829,13,2016,3,Mendoza,329297,27022,1382,20102,377803,20163
830,14,2016,3,Misiones,96478,7917,405,5890,110690,20163
831,15,2016,3,Neuquén,88687,7278,372,5414,101751,20163
832,16,2016,3,Río Negro,125414,10292,526,7656,143888,20163
833,17,2016,3,Salta,121784,9994,511,7434,139723,20163
834,18,2016,3,San Juan,97968,8039,411,5980,112398,20163
835,19,2016,3,San Luis,46886,3848,197,2862,53793,20163
836,20,2016,3,Santa Cruz,38985,3199,164,2380,44728,20163
837,21,2016,3,Santa Fe,644988,52929,2708,39374,739999,20163
838,22,2016,3,Santiago del Estero,57126,4688,240,3487,65541,20163
839,23,2016,3,Tierra del Fuego,33832,2776,142,2065,38815,20163
840,24,2016,3,Tucumán,184386,15131,774,11256,211547,20163
841,1,2016,2,Buenos Aires,4280149,359598,18042,258319,4916108,20162
842,2,2016,2,CABA,1375781,115587,5799,83032,1580199,20162
843,3,2016,2,Catamarca,33564,2820,141,2026,38551,20162
844,4,2016,2,Chaco,89678,7534,378,5412,103002,20162
845,5,2016,2,Chubut,100403,8435,423,6060,115321,20162
846,7,2016,2,Córdoba,612339,51446,2581,36956,703322,20162
847,6,2016,2,Corrientes,89192,7493,376,5383,102444,20162
848,8,2016,2,Entre Ríos,195908,16459,826,11824,225017,20162
849,9,2016,2,Formosa,35472,2980,150,2141,40743,20162
850,10,2016,2,Jujuy,49087,4124,207,2963,56381,20162
851,11,2016,2,La Pampa,71338,5994,301,4306,81939,20162
852,12,2016,2,La Rioja,32970,2770,139,1990,37869,20162
853,13,2016,2,Mendoza,322197,27070,1358,19446,370071,20162
854,14,2016,2,Misiones,96234,8085,406,5808,110533,20162
855,15,2016,2,Neuquén,86155,7238,363,5200,98956,20162
856,16,2016,2,Río Negro,122805,10318,518,7412,141053,20162
857,17,2016,2,Salta,121199,10183,511,7315,139208,20162
858,18,2016,2,San Juan,93418,7849,394,5638,107299,20162
859,19,2016,2,San Luis,46299,3890,195,2794,53178,20162
860,20,2016,2,Santa Cruz,38530,3237,162,2325,44254,20162
861,21,2016,2,Santa Fe,645875,54264,2723,38981,741843,20162
862,22,2016,2,Santiago del Estero,57484,4829,242,3469,66024,20162
863,23,2016,2,Tierra del Fuego,33064,2778,139,1995,37976,20162
864,24,2016,2,Tucumán,183031,15378,772,11047,210228,20162
865,1,2016,1,Buenos Aires,4259081,343205,18007,252249,4872542,20161
866,2,2016,1,CABA,1406249,113318,5946,83287,1608800,20161
867,3,2016,1,Catamarca,33797,2723,143,2002,38665,20161
868,4,2016,1,Chaco,89226,7190,377,5284,102077,20161
869,5,2016,1,Chubut,107157,8635,453,6347,122592,20161
870,7,2016,1,Córdoba,614267,49499,2597,36381,702744,20161
871,6,2016,1,Corrientes,89201,7188,377,5283,102049,20161
872,8,2016,1,Entre Ríos,195034,15716,825,11551,223126,20161
873,9,2016,1,Formosa,35959,2898,152,2130,41139,20161
874,10,2016,1,Jujuy,49314,3974,209,2921,56418,20161
875,11,2016,1,La Pampa,72868,5872,308,4316,83364,20161
876,12,2016,1,La Rioja,33015,2660,140,1955,37770,20161
877,13,2016,1,Mendoza,333135,26845,1408,19730,381118,20161
878,14,2016,1,Misiones,100687,8113,426,5963,115189,20161
879,15,2016,1,Neuquén,89023,7174,376,5273,101846,20161
880,16,2016,1,Río Negro,127267,10255,538,7538,145598,20161
881,17,2016,1,Salta,121802,9815,515,7214,139346,20161
882,18,2016,1,San Juan,99745,8038,422,5908,114113,20161
883,19,2016,1,San Luis,47024,3789,199,2785,53797,20161
884,20,2016,1,Santa Cruz,41286,3327,175,2445,47233,20161
885,21,2016,1,Santa Fe,648454,52254,2742,38406,741856,20161
886,22,2016,1,Santiago del Estero,56363,4542,238,3338,64481,20161
887,23,2016,1,Tierra del Fuego,34047,2744,144,2017,38952,20161
888,24,2016,1,Tucumán,184925,14902,782,10952,211561,20161
889,1,2015,4,Buenos Aires,3960199,474122,16615,262952,4713888,20154
890,2,2015,4,CABA,1321012,158154,5542,87713,1572421,20154
891,3,2015,4,Catamarca,32990,3950,138,2190,39268,20154
892,4,2015,4,Chaco,86836,10396,364,5766,103362,20154
893,5,2015,4,Chubut,93247,11164,391,6192,110994,20154
894,7,2015,4,Córdoba,606084,72561,2543,40243,721431,20154
895,6,2015,4,Corrientes,90409,10824,379,6003,107615,20154
896,8,2015,4,Entre Ríos,192202,23011,806,12762,228781,20154
897,9,2015,4,Formosa,34920,4181,147,2319,41567,20154
898,10,2015,4,Jujuy,47850,5729,201,3177,56957,20154
899,11,2015,4,La Pampa,66987,8020,281,4448,79736,20154
900,12,2015,4,La Rioja,32406,3880,136,2152,38574,20154
901,13,2015,4,Mendoza,303416,36325,1273,20146,361160,20154
902,14,2015,4,Misiones,93868,11238,394,6233,111733,20154
903,15,2015,4,Neuquén,90986,10893,382,6041,108302,20154
904,16,2015,4,Río Negro,113495,13588,476,7536,135095,20154
905,17,2015,4,Salta,118566,14195,497,7873,141131,20154
906,18,2015,4,San Juan,87697,10499,368,5823,104387,20154
907,19,2015,4,San Luis,44536,5332,187,2957,53012,20154
908,20,2015,4,Santa Cruz,44465,5323,187,2952,52927,20154
909,21,2015,4,Santa Fe,637008,76264,2673,42297,758242,20154
910,22,2015,4,Santiago del Estero,57573,6893,242,3823,68531,20154
911,23,2015,4,Tierra del Fuego,29848,3573,125,1982,35528,20154
912,24,2015,4,Tucumán,179546,21496,753,11922,213717,20154
913,1,2015,3,Buenos Aires,3922463,513849,16521,260299,4713132,20153
914,2,2015,3,CABA,1354386,177427,5704,89878,1627395,20153
915,3,2015,3,Catamarca,32660,4278,138,2167,39243,20153
916,4,2015,3,Chaco,89225,11689,376,5921,107211,20153
917,5,2015,3,Chubut,91630,12004,386,6081,110101,20153
918,7,2015,3,Córdoba,605673,79344,2551,40193,727761,20153
919,6,2015,3,Corrientes,92219,12081,388,6120,110808,20153
920,8,2015,3,Entre Ríos,195778,25647,825,12992,235242,20153
921,9,2015,3,Formosa,34789,4558,147,2309,41803,20153
922,10,2015,3,Jujuy,47261,6191,199,3136,56787,20153
923,11,2015,3,La Pampa,65456,8575,276,4344,78651,20153
924,12,2015,3,La Rioja,32167,4214,135,2135,38651,20153
925,13,2015,3,Mendoza,298253,39072,1256,19792,358373,20153
926,14,2015,3,Misiones,94219,12343,397,6252,113211,20153
927,15,2015,3,Neuquén,82212,10770,346,5456,98784,20153
928,16,2015,3,Río Negro,111399,14594,469,7393,133855,20153
929,17,2015,3,Salta,117433,15384,495,7793,141105,20153
930,18,2015,3,San Juan,85976,11263,362,5705,103306,20153
931,19,2015,3,San Luis,44166,5786,186,2931,53069,20153
932,20,2015,3,Santa Cruz,49939,6542,210,3314,60005,20153
933,21,2015,3,Santa Fe,638212,83607,2688,42352,766859,20153
934,22,2015,3,Santiago del Estero,57562,7541,242,3820,69165,20153
935,23,2015,3,Tierra del Fuego,29256,3832,123,1941,35152,20153
936,24,2015,3,Tucumán,177668,23275,748,11790,213481,20153
937,1,2015,2,Buenos Aires,3872029,515120,16074,262733,4665956,20152
938,2,2015,2,CABA,1373106,182673,5700,93171,1654650,20152
939,3,2015,2,Catamarca,32481,4321,135,2204,39141,20152
940,4,2015,2,Chaco,86506,11508,359,5870,104243,20152
941,5,2015,2,Chubut,89302,11880,371,6059,107612,20152
942,7,2015,2,Córdoba,600954,79949,2495,40777,724175,20152
943,6,2015,2,Corrientes,90063,11982,374,6111,108530,20152
944,8,2015,2,Entre Ríos,190718,25372,792,12941,229823,20152
945,9,2015,2,Formosa,34728,4620,144,2356,41848,20152
946,10,2015,2,Jujuy,46840,6231,194,3178,56443,20152
947,11,2015,2,La Pampa,64816,8623,269,4398,78106,20152
948,12,2015,2,La Rioja,32283,4295,134,2191,38903,20152
949,13,2015,2,Mendoza,290717,38676,1207,19726,350326,20152
950,14,2015,2,Misiones,91719,12202,381,6224,110526,20152
951,15,2015,2,Neuquén,81082,10787,337,5502,97708,20152
952,16,2015,2,Río Negro,109062,14509,453,7400,131424,20152
953,17,2015,2,Salta,116971,15561,486,7937,140955,20152
954,18,2015,2,San Juan,83628,11126,347,5674,100775,20152
955,19,2015,2,San Luis,43866,5836,182,2976,52860,20152
956,20,2015,2,Santa Cruz,48876,6502,203,3316,58897,20152
957,21,2015,2,Santa Fe,634414,84400,2634,43048,764496,20152
958,22,2015,2,Santiago del Estero,58175,7739,241,3947,70102,20152
959,23,2015,2,Tierra del Fuego,28369,3774,118,1925,34186,20152
960,24,2015,2,Tucumán,176078,23425,731,11948,212182,20152
961,1,2015,1,Buenos Aires,3979224,540095,17562,265115,4801996,20151
962,2,2015,1,CABA,1354140,183795,5976,90219,1634130,20151
963,3,2015,1,Catamarca,32436,4402,143,2161,39142,20151
964,4,2015,1,Chaco,86388,11725,381,5756,104250,20151
965,5,2015,1,Chubut,86414,11729,381,5757,104281,20151
966,7,2015,1,Córdoba,604164,82002,2666,40252,729084,20151
967,6,2015,1,Corrientes,89938,12207,397,5992,108534,20151
968,8,2015,1,Entre Ríos,190458,25851,841,12689,229839,20151
969,9,2015,1,Formosa,34683,4707,153,2311,41854,20151
970,10,2015,1,Jujuy,46775,6349,206,3116,56446,20151
971,11,2015,1,La Pampa,63693,8645,281,4243,76862,20151
972,12,2015,1,La Rioja,32237,4375,142,2148,38902,20151
973,13,2015,1,Mendoza,280993,38139,1240,18721,339093,20151
974,14,2015,1,Misiones,91589,12431,404,6102,110526,20151
975,15,2015,1,Neuquén,79633,10809,351,5306,96099,20151
976,16,2015,1,Río Negro,105523,14323,466,7031,127343,20151
977,17,2015,1,Salta,116796,15853,515,7782,140946,20151
978,18,2015,1,San Juan,81490,11061,360,5429,98340,20151
979,19,2015,1,San Luis,43123,5853,190,2873,52039,20151
980,20,2015,1,Santa Cruz,47801,6488,211,3185,57685,20151
981,21,2015,1,Santa Fe,635174,86211,2803,42318,766506,20151
982,22,2015,1,Santiago del Estero,58091,7884,256,3870,70101,20151
983,23,2015,1,Tierra del Fuego,27697,3759,122,1845,33423,20151
984,24,2015,1,Tucumán,175896,23874,776,11719,212265,20151
985,1,2014,4,Buenos Aires,3680053,509659,15264,258163,4463139,20144
986,2,2014,4,CABA,1331781,184442,5524,93427,1615174,20144
987,3,2014,4,Catamarca,32506,4502,135,2280,39423,20144
988,4,2014,4,Chaco,86890,12033,360,6095,105378,20144
989,5,2014,4,Chubut,82093,11369,341,5759,99562,20144
990,7,2014,4,Córdoba,603505,83581,2503,42337,731926,20144
991,6,2014,4,Corrientes,86758,12015,360,6086,105219,20144
992,8,2014,4,Entre Ríos,189685,26270,787,13307,230049,20144
993,9,2014,4,Formosa,34741,4811,144,2437,42133,20144
994,10,2014,4,Jujuy,46550,6447,193,3266,56456,20144
995,11,2014,4,La Pampa,60244,8343,250,4226,73063,20144
996,12,2014,4,La Rioja,32291,4472,134,2265,39162,20144
997,13,2014,4,Mendoza,270148,37414,1121,18952,327635,20144
998,14,2014,4,Misiones,92171,12765,382,6466,111784,20144
999,15,2014,4,Neuquén,77426,10723,321,5432,93902,20144
1000,16,2014,4,Río Negro,101720,14087,422,7136,123365,20144
1001,17,2014,4,Salta,116435,16125,483,8168,141211,20144
1002,18,2014,4,San Juan,78443,10864,325,5503,95135,20144
1003,19,2014,4,San Luis,42247,5851,175,2964,51237,20144
1004,20,2014,4,Santa Cruz,34237,4742,142,2402,41523,20144
1005,21,2014,4,Santa Fe,635273,87981,2635,44566,770455,20144
1006,22,2014,4,Santiago del Estero,58150,8053,241,4079,70523,20144
1007,23,2014,4,Tierra del Fuego,27137,3758,113,1904,32912,20144
1008,24,2014,4,Tucumán,175620,24322,728,12320,212990,20144
1009,1,2014,3,Buenos Aires,3631816,500343,14902,258701,4405762,20143
1010,2,2014,3,CABA,1324771,182509,5436,94366,1607082,20143
1011,3,2014,3,Catamarca,32522,4481,133,2317,39453,20143
1012,4,2014,3,Chaco,87267,12023,358,6216,105864,20143
1013,5,2014,3,Chubut,80845,11138,332,5759,98074,20143
1014,7,2014,3,Córdoba,604343,83258,2480,43049,733130,20143
1015,6,2014,3,Corrientes,86971,11982,357,6195,105505,20143
1016,8,2014,3,Entre Ríos,190061,26184,780,13538,230563,20143
1017,9,2014,3,Formosa,34878,4805,143,2484,42310,20143
1018,10,2014,3,Jujuy,46464,6401,191,3310,56366,20143
1019,11,2014,3,La Pampa,59480,8194,244,4237,72155,20143
1020,12,2014,3,La Rioja,32457,4471,133,2312,39373,20143
1021,13,2014,3,Mendoza,263975,36367,1083,18803,320228,20143
1022,14,2014,3,Misiones,92324,12719,379,6576,111998,20143
1023,15,2014,3,Neuquén,76477,10536,314,5448,92775,20143
1024,16,2014,3,Río Negro,100033,13781,410,7126,121350,20143
1025,17,2014,3,Salta,116488,16048,478,8298,141312,20143
1026,18,2014,3,San Juan,76709,10568,315,5464,93056,20143
1027,19,2014,3,San Luis,41858,5767,172,2982,50779,20143
1028,20,2014,3,Santa Cruz,33810,4658,139,2408,41015,20143
1029,21,2014,3,Santa Fe,636998,87757,2614,45375,772744,20143
1030,22,2014,3,Santiago del Estero,58296,8031,239,4153,70719,20143
1031,23,2014,3,Tierra del Fuego,26954,3713,111,1920,32698,20143
1032,24,2014,3,Tucumán,175548,24185,720,12505,212958,20143
1033,1,2014,2,Buenos Aires,3610509,492119,14373,262381,4379382,20142
1034,2,2014,2,CABA,1321143,180074,5259,96009,1602485,20142
1035,3,2014,2,Catamarca,32442,4422,129,2358,39351,20142
1036,4,2014,2,Chaco,84347,11497,336,6130,102310,20142
1037,5,2014,2,Chubut,80467,10968,320,5848,97603,20142
1038,7,2014,2,Córdoba,607696,82830,2419,44162,737107,20142
1039,6,2014,2,Corrientes,84609,11533,337,6149,102628,20142
1040,8,2014,2,Entre Ríos,184487,25146,734,13407,223774,20142
1041,9,2014,2,Formosa,34829,4747,139,2531,42246,20142
1042,10,2014,2,Jujuy,46323,6314,184,3366,56187,20142
1043,11,2014,2,La Pampa,60049,8185,239,4364,72837,20142
1044,12,2014,2,La Rioja,32543,4436,130,2365,39474,20142
1045,13,2014,2,Mendoza,264109,35998,1051,19193,320351,20142
1046,14,2014,2,Misiones,91434,12463,364,6645,110906,20142
1047,15,2014,2,Neuquén,76501,10427,305,5559,92792,20142
1048,16,2014,2,Río Negro,99963,13625,398,7264,121250,20142
1049,17,2014,2,Salta,116346,15858,463,8455,141122,20142
1050,18,2014,2,San Juan,76210,10388,303,5538,92439,20142
1051,19,2014,2,San Luis,42123,5741,168,3061,51093,20142
1052,20,2014,2,Santa Cruz,33577,4577,134,2440,40728,20142
1053,21,2014,2,Santa Fe,632973,86275,2520,45999,767767,20142
1054,22,2014,2,Santiago del Estero,58218,7935,232,4231,70616,20142
1055,23,2014,2,Tierra del Fuego,26902,3667,107,1955,32631,20142
1056,24,2014,2,Tucumán,174709,23813,695,12696,211913,20142
1057,1,2014,1,Buenos Aires,3622153,488810,14179,260266,4385408,20141
1058,2,2014,1,CABA,1325588,178888,5189,95249,1604914,20141
1059,3,2014,1,Catamarca,32476,4382,127,2333,39318,20141
1060,4,2014,1,Chaco,84607,11418,331,6079,102435,20141
1061,5,2014,1,Chubut,80618,10880,316,5793,97607,20141
1062,7,2014,1,Córdoba,612460,82651,2397,44007,741515,20141
1063,6,2014,1,Corrientes,84748,11437,332,6090,102607,20141
1064,8,2014,1,Entre Ríos,184607,24913,723,13265,223508,20141
1065,9,2014,1,Formosa,34856,4704,136,2505,42201,20141
1066,10,2014,1,Jujuy,46214,6237,181,3321,55953,20141
1067,11,2014,1,La Pampa,59500,8030,233,4275,72038,20141
1068,12,2014,1,La Rioja,32728,4417,128,2352,39625,20141
1069,13,2014,1,Mendoza,264647,35714,1036,19016,320413,20141
1070,14,2014,1,Misiones,91696,12374,359,6589,111018,20141
1071,15,2014,1,Neuquén,76593,10336,300,5503,92732,20141
1072,16,2014,1,Río Negro,100180,13519,392,7198,121289,20141
1073,17,2014,1,Salta,116328,15699,455,8359,140841,20141
1074,18,2014,1,San Juan,76369,10306,299,5487,92461,20141
1075,19,2014,1,San Luis,42205,5695,165,3032,51097,20141
1076,20,2014,1,Santa Cruz,33555,4528,131,2411,40625,20141
1077,21,2014,1,Santa Fe,636284,85867,2491,45719,770361,20141
1078,22,2014,1,Santiago del Estero,58409,7882,229,4197,70717,20141
1079,23,2014,1,Tierra del Fuego,26951,3637,106,1937,32631,20141
1080,24,2014,1,Tucumán,174209,23509,682,12517,210917,20141
