Registro_ID,Provincia_ID,Año,Trimestre,Provincias,Hogares,Comercial,Gobierno,Otros,Total,TiempoTrim_ID
1,1,2025,1,Buenos Aires,2840504,2545750,249453,12463,32838,20251
2,2,2025,1,CABA,1563390,1401159,137297,6860,18074,20251
3,3,2025,1,Catamarca,16597,14874,1458,73,192,20251
4,4,2025,1,Chaco,43696,39162,3837,192,505,20251
5,5,2025,1,Chubut,53495,47944,4698,235,618,20251
6,7,2025,1,Córdoba,447030,400643,39258,1961,5168,20251
7,6,2025,1,Corrientes,68152,61080,5985,299,788,20251
8,8,2025,1,Entre Ríos,126083,112999,11073,553,1458,20251
9,9,2025,1,Formosa,34701,31101,3047,152,401,20251
10,10,2025,1,Jujuy,20395,18279,1791,89,236,20251
11,11,2025,1,La Pampa,60358,54094,5301,265,698,20251
12,12,2025,1,La Rioja,21051,18867,1849,92,243,20251
13,13,2025,1,Mendoza,177854,159399,15619,780,2056,20251
14,14,2025,1,Misiones,54218,48592,4761,238,627,20251
15,15,2025,1,Neuquén,62437,55958,5483,274,722,20251
16,16,2025,1,Río Negro,68071,61007,5978,299,787,20251
17,17,2025,1,Salta,62817,56298,5517,276,726,20251
18,18,2025,1,San Juan,55792,50002,4900,245,645,20251
19,19,2025,1,San Luis,27537,24680,2418,121,318,20251
20,20,2025,1,Santa Cruz,20059,17977,1762,88,232,20251
21,21,2025,1,Santa Fe,396972,355779,34862,1742,4589,20251
22,22,2025,1,Santiago del Estero,51773,46400,4547,227,599,20251
23,23,2025,1,Tierra del Fuego,15590,13973,1369,68,180,20251
24,24,2025,1,Tucumán,127261,114056,11176,558,1471,20251
25,1,2024,4,Buenos Aires,2569839,256962,12550,34793,2874144,20244
26,2,2024,4,CABA,1372151,137203,6701,18578,1534633,20244
27,3,2024,4,Catamarca,14925,1492,73,202,16692,20244
28,4,2024,4,Chaco,38900,3890,190,527,43507,20244
29,5,2024,4,Chubut,44993,4499,220,609,50321,20244
30,7,2024,4,Córdoba,396682,39665,1937,5371,443655,20244
31,6,2024,4,Corrientes,61323,6132,299,830,68584,20244
32,8,2024,4,Entre Ríos,115657,11565,565,1566,129353,20244
33,9,2024,4,Formosa,30745,3074,150,416,34385,20244
34,10,2024,4,Jujuy,18887,1889,92,256,21124,20244
35,11,2024,4,La Pampa,54881,5488,268,743,61380,20244
36,12,2024,4,La Rioja,18325,1832,89,248,20494,20244
37,13,2024,4,Mendoza,163613,16360,799,2215,182987,20244
38,14,2024,4,Misiones,49866,4986,244,675,55771,20244
39,15,2024,4,Neuquén,55787,5578,272,755,62392,20244
40,16,2024,4,Río Negro,60960,6095,298,825,68178,20244
41,17,2024,4,Salta,58026,5802,283,786,64897,20244
42,18,2024,4,San Juan,44623,4462,218,604,49907,20244
43,19,2024,4,San Luis,23731,2373,116,321,26541,20244
44,20,2024,4,Santa Cruz,18442,1844,90,250,20626,20244
45,21,2024,4,Santa Fe,355300,35527,1735,4810,397372,20244
46,22,2024,4,Santiago del Estero,46391,4639,227,628,51885,20244
47,23,2024,4,Tierra del Fuego,12235,1224,60,166,13685,20244
48,24,2024,4,Tucumán,115452,11544,564,1563,129123,20244
49,1,2024,3,Buenos Aires,2490358,252907,11599,34144,2789008,20243
50,2,2024,3,CABA,1190042,120854,5543,16316,1332755,20243
51,3,2024,3,Catamarca,23001,2336,107,315,25759,20243
52,4,2024,3,Chaco,65803,6682,306,902,73693,20243
53,5,2024,3,Chubut,51211,5201,239,702,57353,20243
54,7,2024,3,Córdoba,475068,48245,2213,6513,532039,20243
55,6,2024,3,Corrientes,68345,6941,318,937,76541,20243
56,8,2024,3,Entre Ríos,146128,14840,681,2003,163652,20243
57,9,2024,3,Formosa,26298,2671,122,361,29452,20243
58,10,2024,3,Jujuy,37162,3774,173,510,41619,20243
59,11,2024,3,La Pampa,56791,5768,265,779,63603,20243
60,12,2024,3,La Rioja,20969,2129,98,287,23483,20243
61,13,2024,3,Mendoza,153695,15608,716,2107,172126,20243
62,14,2024,3,Misiones,72080,7320,336,988,80724,20243
63,15,2024,3,Neuquén,54230,5507,253,744,60734,20243
64,16,2024,3,Río Negro,61823,6278,288,848,69237,20243
65,17,2024,3,Salta,83194,8449,387,1141,93171,20243
66,18,2024,3,San Juan,53429,5426,249,733,59837,20243
67,19,2024,3,San Luis,25890,2629,121,355,28995,20243
68,20,2024,3,Santa Cruz,19368,1967,90,266,21691,20243
69,21,2024,3,Santa Fe,515754,52377,2402,7071,577604,20243
70,22,2024,3,Santiago del Estero,54369,5521,253,745,60888,20243
71,23,2024,3,Tierra del Fuego,15005,1524,70,206,16805,20243
72,24,2024,3,Tucumán,141197,14339,658,1936,158130,20243
73,1,2024,2,Buenos Aires,2793773,299661,12436,42016,3147886,20242
74,2,2024,2,CABA,1466033,157247,6526,22048,1651854,20242
75,3,2024,2,Catamarca,18074,1939,80,272,20365,20242
76,4,2024,2,Chaco,47897,5137,213,720,53967,20242
77,5,2024,2,Chubut,48049,5154,214,723,54140,20242
78,7,2024,2,Córdoba,427266,45829,1902,6426,481423,20242
79,6,2024,2,Corrientes,70887,7603,316,1066,79872,20242
80,8,2024,2,Entre Ríos,129069,13844,575,1941,145429,20242
81,9,2024,2,Formosa,31766,3407,141,478,35792,20242
82,10,2024,2,Jujuy,24661,2645,110,371,27787,20242
83,11,2024,2,La Pampa,59947,6430,267,902,67546,20242
84,12,2024,2,La Rioja,20422,2191,91,307,23011,20242
85,13,2024,2,Mendoza,167466,17963,745,2519,188693,20242
86,14,2024,2,Misiones,60485,6488,269,910,68152,20242
87,15,2024,2,Neuquén,60010,6437,267,903,67617,20242
88,16,2024,2,Río Negro,61702,6618,275,928,69523,20242
89,17,2024,2,Salta,66426,7125,296,999,74846,20242
90,18,2024,2,San Juan,47476,5092,211,714,53493,20242
91,19,2024,2,San Luis,24780,2658,110,373,27921,20242
92,20,2024,2,Santa Cruz,19793,2123,88,298,22302,20242
93,21,2024,2,Santa Fe,401053,43017,1785,6032,451887,20242
94,22,2024,2,Santiago del Estero,52473,5628,234,789,59124,20242
95,23,2024,2,Tierra del Fuego,13093,1404,58,197,14752,20242
96,24,2024,2,Tucumán,130314,13977,580,1960,146831,20242
97,1,2024,1,Buenos Aires,2605367,266413,11613,37782,2921175,20241
98,2,2024,1,CABA,1266922,129549,5647,18372,1420490,20241
99,3,2024,1,Catamarca,24025,2457,107,348,26937,20241
100,4,2024,1,Chaco,68481,7003,305,993,76782,20241
101,5,2024,1,Chubut,51338,5250,229,744,57561,20241
102,7,2024,1,Córdoba,491827,50292,2192,7132,551443,20241
103,6,2024,1,Corrientes,71232,7284,318,1033,79867,20241
104,8,2024,1,Entre Ríos,152174,15561,678,2207,170620,20241
105,9,2024,1,Formosa,27539,2816,123,399,30877,20241
106,10,2024,1,Jujuy,38812,3969,173,563,43517,20241
107,11,2024,1,La Pampa,59154,6049,264,858,66325,20241
108,12,2024,1,La Rioja,21900,2239,98,318,24555,20241
109,13,2024,1,Mendoza,153535,15700,684,2226,172145,20241
110,14,2024,1,Misiones,74942,7663,334,1087,84026,20241
111,15,2024,1,Neuquén,54748,5598,244,794,61384,20241
112,16,2024,1,Río Negro,62013,6341,276,899,69529,20241
113,17,2024,1,Salta,86893,8885,387,1260,97425,20241
114,18,2024,1,San Juan,53368,5457,238,774,59837,20241
115,19,2024,1,San Luis,25861,2644,115,375,28995,20241
116,20,2024,1,Santa Cruz,19346,1978,86,281,21691,20241
117,21,2024,1,Santa Fe,533414,54544,2378,7735,598071,20241
118,22,2024,1,Santiago del Estero,55886,5715,249,810,62660,20241
119,23,2024,1,Tierra del Fuego,14988,1533,67,217,16805,20241
120,24,2024,1,Tucumán,147467,15079,657,2138,165341,20241
121,1,2023,4,Buenos Aires,2793773,299661,12436,42016,3147886,20234
122,2,2023,4,CABA,1466033,157247,6526,22048,1651854,20234
123,3,2023,4,Catamarca,18074,1939,80,272,20365,20234
124,4,2023,4,Chaco,47897,5137,213,720,53967,20234
125,5,2023,4,Chubut,48049,5154,214,723,54140,20234
126,7,2023,4,Córdoba,427266,45829,1902,6426,481423,20234
127,6,2023,4,Corrientes,70887,7603,316,1066,79872,20234
128,8,2023,4,Entre Ríos,129069,13844,575,1941,145429,20234
129,9,2023,4,Formosa,31766,3407,141,478,35792,20234
130,10,2023,4,Jujuy,24661,2645,110,371,27787,20234
131,11,2023,4,La Pampa,59947,6430,267,902,67546,20234
132,12,2023,4,La Rioja,20422,2191,91,307,23011,20234
133,13,2023,4,Mendoza,167466,17963,745,2519,188693,20234
134,14,2023,4,Misiones,60485,6488,269,910,68152,20234
135,15,2023,4,Neuquén,60010,6437,267,903,67617,20234
136,16,2023,4,Río Negro,61702,6618,275,928,69523,20234
137,17,2023,4,Salta,66426,7125,296,999,74846,20234
138,18,2023,4,San Juan,47476,5092,211,714,53493,20234
139,19,2023,4,San Luis,24780,2658,110,373,27921,20234
140,20,2023,4,Santa Cruz,19793,2123,88,298,22302,20234
141,21,2023,4,Santa Fe,401053,43017,1785,6032,451887,20234
142,22,2023,4,Santiago del Estero,52473,5628,234,789,59124,20234
143,23,2023,4,Tierra del Fuego,13093,1404,58,197,14752,20234
144,24,2023,4,Tucumán,130314,13977,580,1960,146831,20234
145,1,2023,3,Buenos Aires,2830114,306770,12290,43040,3192214,20233
146,2,2023,3,CABA,1489625,161468,6469,22654,1680216,20233
147,3,2023,3,Catamarca,18687,2025,81,284,21077,20233
148,4,2023,3,Chaco,50198,5441,218,763,56620,20233
149,5,2023,3,Chubut,53485,5797,232,813,60327,20233
150,7,2023,3,Córdoba,415451,45033,1804,6318,468606,20233
151,6,2023,3,Corrientes,72824,7894,316,1107,82141,20233
152,8,2023,3,Entre Ríos,131985,14307,573,2007,148872,20233
153,9,2023,3,Formosa,30373,3292,132,462,34259,20233
154,10,2023,3,Jujuy,25585,2773,111,389,28858,20233
155,11,2023,3,La Pampa,59745,6476,259,909,67389,20233
156,12,2023,3,La Rioja,20717,2246,90,315,23368,20233
157,13,2023,3,Mendoza,150843,16351,655,2294,170143,20233
158,14,2023,3,Misiones,62480,6772,271,950,70473,20233
159,15,2023,3,Neuquén,66230,7179,288,1007,74704,20233
160,16,2023,3,Río Negro,58978,6393,256,897,66524,20233
161,17,2023,3,Salta,68812,7459,299,1046,77616,20233
162,18,2023,3,San Juan,56431,6117,245,858,63651,20233
163,19,2023,3,San Luis,23313,2527,101,355,26296,20233
164,20,2023,3,Santa Cruz,20642,2237,90,314,23283,20233
165,21,2023,3,Santa Fe,412407,44703,1791,6272,465173,20233
166,22,2023,3,Santiago del Estero,53544,5804,233,814,60395,20233
167,23,2023,3,Tierra del Fuego,17597,1907,76,268,19848,20233
168,24,2023,3,Tucumán,133608,14482,580,2032,150702,20233
169,1,2023,2,Buenos Aires,2793773,299661,12436,42016,3147886,20232
170,2,2023,2,CABA,1466033,157247,6526,22048,1651854,20232
171,3,2023,2,Catamarca,18074,1939,80,272,20365,20232
172,4,2023,2,Chaco,47897,5137,213,720,53967,20232
173,5,2023,2,Chubut,48049,5154,214,723,54140,20232
174,7,2023,2,Córdoba,427266,45829,1902,6426,481423,20232
175,6,2023,2,Corrientes,70887,7603,316,1066,79872,20232
176,8,2023,2,Entre Ríos,129069,13844,575,1941,145429,20232
177,9,2023,2,Formosa,31766,3407,141,478,35792,20232
178,10,2023,2,Jujuy,24661,2645,110,371,27787,20232
179,11,2023,2,La Pampa,59947,6430,267,902,67546,20232
180,12,2023,2,La Rioja,20422,2191,91,307,23011,20232
181,13,2023,2,Mendoza,167466,17963,745,2519,188693,20232
182,14,2023,2,Misiones,60485,6488,269,910,68152,20232
183,15,2023,2,Neuquén,60010,6437,267,903,67617,20232
184,16,2023,2,Río Negro,61702,6618,275,928,69523,20232
185,17,2023,2,Salta,66426,7125,296,999,74846,20232
186,18,2023,2,San Juan,47476,5092,211,714,53493,20232
187,19,2023,2,San Luis,24780,2658,110,373,27921,20232
188,20,2023,2,Santa Cruz,19793,2123,88,298,22302,20232
189,21,2023,2,Santa Fe,401053,43017,1785,6032,451887,20232
190,22,2023,2,Santiago del Estero,52473,5628,234,789,59124,20232
191,23,2023,2,Tierra del Fuego,13093,1404,58,197,14752,20232
192,24,2023,2,Tucumán,130314,13977,580,1960,146831,20232
193,1,2023,1,Buenos Aires,2590193,291279,11371,44983,2937826,20231
194,2,2023,1,CABA,1279427,143878,5617,22220,1451142,20231
195,3,2023,1,Catamarca,24801,2789,109,431,28130,20231
196,4,2023,1,Chaco,70458,7923,309,1224,79914,20231
197,5,2023,1,Chubut,50618,5692,222,879,57411,20231
198,7,2023,1,Córdoba,504532,56737,2215,8762,572246,20231
199,6,2023,1,Corrientes,73387,8253,322,1275,83237,20231
200,8,2023,1,Entre Ríos,156653,17617,688,2721,177679,20231
201,9,2023,1,Formosa,28992,3260,127,503,32882,20231
202,10,2023,1,Jujuy,40065,4506,176,696,45443,20231
203,11,2023,1,La Pampa,59869,6733,263,1040,67905,20231
204,12,2023,1,La Rioja,22608,2542,99,393,25642,20231
205,13,2023,1,Mendoza,151793,17070,666,2636,172165,20231
206,14,2023,1,Misiones,75309,8469,331,1308,85417,20231
207,15,2023,1,Neuquén,55106,6197,242,957,62502,20231
208,16,2023,1,Río Negro,59511,6692,261,1034,67498,20231
209,17,2023,1,Salta,89696,10087,394,1558,101735,20231
210,18,2023,1,San Juan,52756,5933,232,916,59837,20231
211,19,2023,1,San Luis,25564,2875,112,444,28995,20231
212,20,2023,1,Santa Cruz,19658,2211,86,341,22296,20231
213,21,2023,1,Santa Fe,528080,59385,2318,9171,598954,20231
214,22,2023,1,Santiago del Estero,56828,6391,249,987,64455,20231
215,23,2023,1,Tierra del Fuego,14815,1666,65,257,16803,20231
216,24,2023,1,Tucumán,152218,17118,668,2644,172648,20231
217,1,2022,4,Buenos Aires,2802796,264038,12029,49568,3128431,20224
218,2,2022,4,CABA,1400437,131928,6010,24767,1563142,20224
219,3,2022,4,Catamarca,22473,2117,96,397,25083,20224
220,4,2022,4,Chaco,57950,5459,249,1025,64683,20224
221,5,2022,4,Chubut,48601,4579,209,860,54249,20224
222,7,2022,4,Córdoba,443560,41786,1904,7845,495095,20224
223,6,2022,4,Corrientes,79748,7513,342,1410,89013,20224
224,8,2022,4,Entre Ríos,143480,13517,616,2538,160151,20224
225,9,2022,4,Formosa,31523,2970,135,558,35186,20224
226,10,2022,4,Jujuy,31944,3009,137,565,35655,20224
227,11,2022,4,La Pampa,59445,5600,255,1051,66351,20224
228,12,2022,4,La Rioja,22924,2159,98,405,25586,20224
229,13,2022,4,Mendoza,145977,13752,627,2582,162938,20224
230,14,2022,4,Misiones,68398,6444,294,1210,76346,20224
231,15,2022,4,Neuquén,61543,5798,264,1088,68693,20224
232,16,2022,4,Río Negro,60348,5685,259,1067,67359,20224
233,17,2022,4,Salta,77373,7289,332,1368,86362,20224
234,18,2022,4,San Juan,47306,4457,203,837,52803,20224
235,19,2022,4,San Luis,24822,2338,107,439,27706,20224
236,20,2022,4,Santa Cruz,20594,1940,88,364,22986,20224
237,21,2022,4,Santa Fe,439437,41397,1886,7772,490492,20224
238,22,2022,4,Santiago del Estero,58153,5478,250,1028,64909,20224
239,23,2022,4,Tierra del Fuego,13289,1252,57,235,14833,20224
240,24,2022,4,Tucumán,145875,13742,626,2580,162823,20224
241,1,2022,3,Buenos Aires,2791694,265040,11756,48270,3116760,20223
242,2,2022,3,CABA,1404441,133336,5914,24284,1567975,20223
243,3,2022,3,Catamarca,22971,2181,97,397,25646,20223
244,4,2022,3,Chaco,58715,5574,247,1015,65551,20223
245,5,2022,3,Chubut,52576,4991,221,909,58697,20223
246,7,2022,3,Córdoba,436156,41408,1837,7541,486942,20223
247,6,2022,3,Corrientes,80594,7651,339,1393,89977,20223
248,8,2022,3,Entre Ríos,140805,13368,593,2435,157201,20223
249,9,2022,3,Formosa,31577,2998,133,546,35254,20223
250,10,2022,3,Jujuy,32252,3062,136,558,36008,20223
251,11,2022,3,La Pampa,59307,5630,250,1025,66212,20223
252,12,2022,3,La Rioja,22793,2164,96,394,25447,20223
253,13,2022,3,Mendoza,124018,11774,522,2144,138458,20223
254,14,2022,3,Misiones,68616,6514,289,1186,76605,20223
255,15,2022,3,Neuquén,65457,6214,276,1132,73079,20223
256,16,2022,3,Río Negro,58320,5537,246,1008,65111,20223
257,17,2022,3,Salta,78622,7464,331,1359,87776,20223
258,18,2022,3,San Juan,54269,5152,229,938,60588,20223
259,19,2022,3,San Luis,22726,2158,96,393,25373,20223
260,20,2022,3,Santa Cruz,20419,1939,86,353,22797,20223
261,21,2022,3,Santa Fe,445778,42322,1877,7708,497685,20223
262,22,2022,3,Santiago del Estero,56091,5325,236,970,62622,20223
263,23,2022,3,Tierra del Fuego,17128,1626,72,296,19122,20223
264,24,2022,3,Tucumán,146684,13926,618,2536,163764,20223
265,1,2022,2,Buenos Aires,2802796,264038,12029,49568,3128431,20222
266,2,2022,2,CABA,1400437,131928,6010,24767,1563142,20222
267,3,2022,2,Catamarca,22473,2117,96,397,25083,20222
268,4,2022,2,Chaco,57950,5459,249,1025,64683,20222
269,5,2022,2,Chubut,48601,4579,209,860,54249,20222
270,7,2022,2,Córdoba,443560,41786,1904,7845,495095,20222
271,6,2022,2,Corrientes,79748,7513,342,1410,89013,20222
272,8,2022,2,Entre Ríos,143480,13517,616,2538,160151,20222
273,9,2022,2,Formosa,31523,2970,135,558,35186,20222
274,10,2022,2,Jujuy,31944,3009,137,565,35655,20222
275,11,2022,2,La Pampa,59445,5600,255,1051,66351,20222
276,12,2022,2,La Rioja,22924,2159,98,405,25586,20222
277,13,2022,2,Mendoza,145977,13752,627,2582,162938,20222
278,14,2022,2,Misiones,68398,6444,294,1210,76346,20222
279,15,2022,2,Neuquén,61543,5798,264,1088,68693,20222
280,16,2022,2,Río Negro,60348,5685,259,1067,67359,20222
281,17,2022,2,Salta,77373,7289,332,1368,86362,20222
282,18,2022,2,San Juan,47306,4457,203,837,52803,20222
283,19,2022,2,San Luis,24822,2338,107,439,27706,20222
284,20,2022,2,Santa Cruz,20594,1940,88,364,22986,20222
285,21,2022,2,Santa Fe,439437,41397,1886,7772,490492,20222
286,22,2022,2,Santiago del Estero,58153,5478,250,1028,64909,20222
287,23,2022,2,Tierra del Fuego,13289,1252,57,235,14833,20222
288,24,2022,2,Tucumán,145875,13742,626,2580,162823,20222
289,1,2022,1,Buenos Aires,2735498,266125,11364,49088,3062075,20221
290,2,2022,1,CABA,1279557,124483,5316,22962,1432318,20221
291,3,2022,1,Catamarca,26940,2621,112,483,30156,20221
292,4,2022,1,Chaco,75774,7372,315,1360,84821,20221
293,5,2022,1,Chubut,54598,5312,227,980,61117,20221
294,7,2022,1,Córdoba,516972,50294,2148,9277,578691,20221
295,6,2022,1,Corrientes,79448,7729,330,1426,88933,20221
296,8,2022,1,Entre Ríos,169391,16479,704,3040,189614,20221
297,9,2022,1,Formosa,30216,2940,126,542,33824,20221
298,10,2022,1,Jujuy,43490,4231,181,780,48682,20221
299,11,2022,1,La Pampa,61301,5964,255,1100,68620,20221
300,12,2022,1,La Rioja,24556,2389,102,441,27488,20221
301,13,2022,1,Mendoza,146185,14222,607,2623,163637,20221
302,14,2022,1,Misiones,81592,7938,339,1464,91333,20221
303,15,2022,1,Neuquén,58821,5722,244,1056,65843,20221
304,16,2022,1,Río Negro,63757,6203,265,1144,71369,20221
305,17,2022,1,Salta,97423,9478,405,1748,109054,20221
306,18,2022,1,San Juan,56073,5455,233,1006,62767,20221
307,19,2022,1,San Luis,26864,2613,112,482,30071,20221
308,20,2022,1,Santa Cruz,21232,2065,88,381,23766,20221
309,21,2022,1,Santa Fe,561564,54632,2333,10077,628606,20221
310,22,2022,1,Santiago del Estero,60303,5867,251,1082,67503,20221
311,23,2022,1,Tierra del Fuego,16050,1561,67,288,17966,20221
312,24,2022,1,Tucumán,165226,16074,686,2965,184951,20221
313,1,2021,4,Buenos Aires,3012453,234051,14886,51980,3313370,20214
314,2,2021,4,CABA,1308400,101656,6465,22576,1439097,20214
315,3,2021,4,Catamarca,26944,2093,133,465,29635,20214
316,4,2021,4,Chaco,82580,6416,408,1425,90829,20214
317,5,2021,4,Chubut,62015,4818,306,1070,68209,20214
318,7,2021,4,Córdoba,530703,41233,2622,9157,583715,20214
319,6,2021,4,Corrientes,89073,6921,440,1537,97971,20214
320,8,2021,4,Entre Ríos,188688,14660,932,3256,207536,20214
321,9,2021,4,Formosa,33104,2572,164,571,36411,20214
322,10,2021,4,Jujuy,40239,3126,199,694,44258,20214
323,11,2021,4,La Pampa,65235,5068,322,1126,71751,20214
324,12,2021,4,La Rioja,24334,1891,120,420,26765,20214
325,13,2021,4,Mendoza,185947,14447,919,3209,204522,20214
326,14,2021,4,Misiones,89666,6966,443,1547,98622,20214
327,15,2021,4,Neuquén,66022,5129,326,1139,72616,20214
328,16,2021,4,Río Negro,78450,6095,388,1354,86287,20214
329,17,2021,4,Salta,109367,8497,540,1887,120291,20214
330,18,2021,4,San Juan,60580,4707,299,1045,66631,20214
331,19,2021,4,San Luis,30022,2332,148,518,33020,20214
332,20,2021,4,Santa Cruz,25220,1960,125,435,27740,20214
333,21,2021,4,Santa Fe,596238,46324,2946,10288,655796,20214
334,22,2021,4,Santiago del Estero,60596,4708,299,1046,66649,20214
335,23,2021,4,Tierra del Fuego,17217,1338,85,297,18937,20214
336,24,2021,4,Tucumán,150653,11705,744,2600,165702,20214
337,1,2021,3,Buenos Aires,2852029,242423,15465,54601,3164518,20213
338,2,2021,3,CABA,1232448,104759,6683,23595,1367485,20213
339,3,2021,3,Catamarca,22245,1891,121,426,24683,20213
340,4,2021,3,Chaco,66485,5651,361,1273,73770,20213
341,5,2021,3,Chubut,65869,5599,357,1261,73086,20213
342,7,2021,3,Córdoba,436222,37079,2365,8351,484017,20213
343,6,2021,3,Corrientes,70346,5979,381,1347,78053,20213
344,8,2021,3,Entre Ríos,147826,12565,802,2830,164023,20213
345,9,2021,3,Formosa,27462,2334,149,526,30471,20213
346,10,2021,3,Jujuy,31688,2693,172,607,35160,20213
347,11,2021,3,La Pampa,64644,5495,351,1238,71728,20213
348,12,2021,3,La Rioja,19479,1656,106,373,21614,20213
349,13,2021,3,Mendoza,176671,15017,958,3382,196028,20213
350,14,2021,3,Misiones,71080,6042,385,1361,78868,20213
351,15,2021,3,Neuquén,66876,5684,363,1280,74203,20213
352,16,2021,3,Río Negro,75456,6414,409,1445,83724,20213
353,17,2021,3,Salta,84554,7187,458,1619,93818,20213
354,18,2021,3,San Juan,67447,5733,366,1291,74837,20213
355,19,2021,3,San Luis,31031,2638,168,594,34431,20213
356,20,2021,3,Santa Cruz,24299,2065,132,465,26961,20213
357,21,2021,3,Santa Fe,486509,41353,2638,9314,539814,20213
358,22,2021,3,Santiago del Estero,51711,4395,280,990,57376,20213
359,23,2021,3,Tierra del Fuego,19443,1653,105,372,21573,20213
360,24,2021,3,Tucumán,119923,10193,650,2296,133062,20213
361,1,2021,2,Buenos Aires,3012453,234051,14886,51980,3313370,20212
362,2,2021,2,CABA,1308400,101656,6465,22576,1439097,20212
363,3,2021,2,Catamarca,26944,2093,133,465,29635,20212
364,4,2021,2,Chaco,82580,6416,408,1425,90829,20212
365,5,2021,2,Chubut,62015,4818,306,1070,68209,20212
366,7,2021,2,Córdoba,530703,41233,2622,9157,583715,20212
367,6,2021,2,Corrientes,89073,6921,440,1537,97971,20212
368,8,2021,2,Entre Ríos,188688,14660,932,3256,207536,20212
369,9,2021,2,Formosa,33104,2572,164,571,36411,20212
370,10,2021,2,Jujuy,40239,3126,199,694,44258,20212
371,11,2021,2,La Pampa,65235,5068,322,1126,71751,20212
372,12,2021,2,La Rioja,24334,1891,120,420,26765,20212
373,13,2021,2,Mendoza,185947,14447,919,3209,204522,20212
374,14,2021,2,Misiones,89666,6966,443,1547,98622,20212
375,15,2021,2,Neuquén,66022,5129,326,1139,72616,20212
376,16,2021,2,Río Negro,78450,6095,388,1354,86287,20212
377,17,2021,2,Salta,109367,8497,540,1887,120291,20212
378,18,2021,2,San Juan,60580,4707,299,1045,66631,20212
